Sport,Country,League,Participants,Odds
soccer,chile,primera-division,Colo Colo - U. De Concepcion,1.37,4.61,8.28
soccer,nicaragua,primera-division,Esteli - Diriangen,1.31,5.00,6.93
soccer,costa-rica,primera-division,Herediano - Grecia,1.45,4.27,6.16
soccer,australia,capital-territory,Cooma - Woden Weston,1.46,4.79,4.81
soccer,australia,npl-victoria,Hume City - North Geelong,1.22,5.98,10.43
soccer,australia,npl-victoria,Melbourne Knights - St Albans,1.39,4.74,6.66
soccer,australia,npl-victoria,South Melbourne - Kingston City,1.48,4.44,5.55
soccer,australia,npl-western-australia,Bayswater - Mandurah City,1.22,5.80,9.78
soccer,asia,southeast-asian-games,East Timor U23 - Indonesia U23,22.00,12.75,1.05
soccer,china,yi-league,Beijing Technology - Shenyan Dongjin,1.40,4.36,6.01
soccer,indonesia,liga-1,Bhayangkara Utd - Sriwijaya,1.37,4.64,6.61
soccer,world,universiade-women,Canada Univ. W - Ireland Univ. W,1.25,5.45,8.50
soccer,germany,junioren-bundesliga-north,Wolfsburg U19 - Holstein Kiel U19,1.30,5.94,5.92
soccer,germany,junioren-bundesliga-west,Bielefeld U19 - Dortmund U19,5.60,5.00,1.37
soccer,germany,junioren-bundesliga-west,Leverkusen U19 - Duisburg U19,1.37,4.76,5.98
soccer,japan,football-championships-women,Inac Kobe Leonesa W - Albirex Niigata W,1.39,4.75,7.75
soccer,japan,j-league-division-2,Shonan - Kumamoto,1.49,4.00,6.75
soccer,poland,central-youth-league-2017-2018,Lech Poznan U19 - Piast Gliwice U19,1.30,6.00,5.95
soccer,spain,segunda-division-b-group-3,Peralada - Mallorca,9.19,4.41,1.33
soccer,spain,tercera-division-2017-2018,Varea - Casalarreina,1.10,9.47,11.86
soccer,spain,tercera-division-2017-2018,Villegas - Naxara,13.88,8.12,1.10
soccer,germany,junioren-bundesliga-west,Arminia Klosterhardt U19 - Preussen Munster U19,5.98,5.00,1.34
soccer,netherlands,eredivisie,Excelsior - Feyenoord,7.02,4.68,1.42
soccer,bangladesh,premier-league,Abahani Chittagong - Rahmatgonj MFS,1.40,4.40,6.00
soccer,germany,junioren-bundesliga-west,Fortuna Koln U19 - Bochum U19,5.60,4.55,1.40
soccer,norway,toppserien-women,Medkila W - Trondheims-Orn W,7.02,4.98,1.32
soccer,philippines,pfl,Meralco Sparks - Ilocos United,1.17,5.66,13.63
soccer,china,jia-league,Wuhan Zall - Xinjiang Tianshan,1.33,4.65,7.01
soccer,germany,regionalliga-nordost,Meuselwitz - Neustrelitz,1.50,4.04,5.78
soccer,germany,regionalliga-nordost,Auerbach - Energie Cottbus,6.12,4.15,1.47
soccer,indonesia,liga-1,Persib Bandung - Gresik,1.21,5.95,9.65
soccer,world,universiade-women,Russia Univ. W - South Africa Univ. W,1.25,5.50,8.35
soccer,germany,oberliga-nofv-nord,Brieselang - Rathenow,4.44,5.00,1.46
soccer,germany,regionalliga-west,RW Essen - Koln II,1.46,4.31,5.88
soccer,sweden,division-2-norrland,Hudiksvalls - Taftea IK,1.15,6.39,11.45
soccer,belgium,jupiler-league,Anderlecht - St. Truiden,1.30,5.30,9.64
soccer,netherlands,eredivisie,Ajax - Groningen,1.27,5.96,9.94
soccer,asia,southeast-asian-games,Thailand U23 - Cambodia U23,1.09,9.50,21.33
soccer,asia,southeast-asian-games,Philippines U23 - Vietnam U23,10.75,6.60,1.20
soccer,estonia,esiliiga,Santos Tartu - Maardu,4.79,4.79,1.43
soccer,estonia,esiliiga,Rakvere - Elva,1.39,5.01,5.05
soccer,germany,oberliga-niederrhein,Bocholt - SC Dusseldorf,1.18,6.00,11.00
soccer,germany,oberliga-westfalen,Westfalia Herne - SC Hassel,1.15,5.20,7.10
soccer,sweden,allsvenskan,Djurgarden - Halmstad,1.36,4.94,8.19
soccer,sweden,division-2-norrland,Skelleftea - Bodens,1.28,5.17,7.25
soccer,sweden,superettan,Brommapojkarna - Varnamo,1.38,4.75,7.54
soccer,faroe-islands,premier-league,HB Torshavn - 07 Vestur Sorvagur,1.28,5.60,8.95
soccer,faroe-islands,premier-league,NSI Runavik - Streymur,1.20,6.60,11.75
soccer,finland,kakkonen-group-a,Mikkeli - Kultsu,1.47,4.46,4.86
soccer,finland,kakkonen-group-c,AC Kajaani - JBK,1.30,4.92,6.93
soccer,greece,greek-cup,Aiginiakos - Veria,1.46,4.23,6.10
soccer,kazakhstan,premier-league,K. Almaty - Shakhtar Karagandy,1.22,5.01,11.89
soccer,luxembourg,national-division,Dudelange - Jeunesse Esch,1.41,4.86,5.67
soccer,poland,central-youth-league-2017-2018,OKS Stomil U19 - Pruszkow U19,4.97,5.00,1.41
soccer,slovakia,divison-c-central,Detva - MSK Martin,7.70,6.50,1.21
soccer,sweden,division-1-sodra,Landskrona - Husqvarna,1.25,5.46,9.20
soccer,switzerland,super-league,Basel - Lugano,1.31,5.53,8.35
