hockey,world,club-friendly,Krakow (Pol) - Bytom (Pol) ,1.36,5.60,5.50
hockey,world,club-friendly,Dinamo St. Petersburg (Rus) - Kunlun (Chn) ,1.26,8.00,7.30
hockey,world,club-friendly,Atlanty (Rus) - Kapitan (Rus) ,1.44,4.99,4.92
hockey,world,club-friendly,CSKA Moscow (Rus) - Podolsk (Rus) ,1.40,5.37,5.15
hockey,world,club-friendly,DAB (Hun) - Yunost Minsk (Blr) ,8.70,7.50,1.18
hockey,europe,rona-cup,Zilina - Trinec,4.29,5.10,1.48
hockey,belarus,belarusian-cup,Brest - Belarus U20,6.47,7.05,1.29
hockey,belarus,belarusian-cup,Gomel - Mogilev,1.01,31.00,30.00
hockey,belarus,belarusian-cup,Zhlobin - Vitebsk,1.16,10.50,10.50
hockey,belarus,belarusian-cup,Neman Grodno - Lida,1.10,14.50,13.25
hockey,belarus,belarusian-cup,Molodechno - Crvena zvezda,1.03,23.00,27.50
hockey,world,club-friendly,Kometa Brno (Cze) - Jihlava (Cze) ,1.25,6.10,7.70
