Sport,Country,League,Participants,SportId,SportIndex,CountryId,CountryIndex,LeagueId,LeagueIndex,Bet,HomeTeamId,HomeTeamIndex,AwayTeamId,AwayTeamIndex,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen
soccer,jamaica,premier-league-2017-2018,&nbsp;Harbour View - Boys' Town,9,8,222,66,0,-1,1,0,0,0,0,2.23,3.32,2.75,0,0,0
soccer,colombia,liga-aguila,America De Cali - Ind. Medellin,9,8,183,27,2092,0,1,43745,10,43739,4,2.1,3.15,3.47,0,0,0
soccer,honduras,liga-nacional,Platense - Real Espana,9,8,210,54,2302,0,1,39811,58,50722,2,2.39,3.19,2.62,0,0,0
soccer,mexico,copa-mexico,Monterrey - Santos Laguna,9,8,242,86,2431,3,1,55540,7,55539,6,1.51,4.1,5.71,0,1,0
soccer,costa-rica,primera-division,Herediano - U.C.R.,9,8,184,28,2097,0,1,43845,1,43849,5,1.31,4.86,7.93,0,0,0
soccer,costa-rica,primera-division,Zeledon - Alajuelense,9,8,184,28,2097,0,1,43854,10,43848,4,2.29,3.44,2.75,0,0,0
soccer,asia,afc-championship-u19,Indonesia U19 - East Timor U19,9,8,162,6,1969,7,1,40719,38,40771,13,1.15,6.73,10.5,0,0,0
soccer,mexico,copa-mexico,Club America - Queretaro,9,8,242,86,2431,3,1,55544,11,55550,17,1.56,3.78,5.7,0,1,0
soccer,mexico,primera-division,&nbsp;Atlas - U.A.N.L.- Tigres,9,8,242,86,2428,0,2,39893,12,55534,1,3.58,3.35,2.03,0,0,0
soccer,asia,afc-championship-u19,Kyrgyzstan U19 - Oman U19,9,8,162,6,1969,7,2,40698,17,40700,19,2.75,4.03,2,0,0,0
soccer,philippines,pfl,Global - Stallion,9,8,261,105,2496,0,1,57457,2,57459,4,1.42,4.48,5.32,0,0,0
soccer,russia,youth-league,Ural U21 - Dynamo Moscow U21,9,8,266,110,2542,7,2,59048,11,59055,18,5.59,4.54,1.4,0,0,0
soccer,asia,afc-championship-u19,Maldives U19 - Bangladesh U19,9,8,162,6,1969,7,2,40704,23,40712,31,2.67,4,2.06,0,0,0
soccer,philippines,pfl,Ceres - Davao Aguilas,9,8,261,105,2496,0,1,57456,1,57455,0,1.13,7.38,10.52,0,0,0
soccer,singapore,s-league,Hougang - Balestier Khalsa,9,8,274,118,2569,0,1,59789,2,59794,7,1.81,3.58,3.74,0,0,0
soccer,england,premier-league-cup,Sunderland U23 - Exeter U23,9,8,193,37,3867,18,1,45886,8,0,0,1.57,4.33,4,0,1,0
soccer,iran,persian-gulf-pro-league,Pars Janoobi Jam - Sepidrood Rasht,9,8,216,60,2328,0,1,51470,14,51466,10,1.81,2.85,5.01,0,0,0
soccer,egypt,premier-league,Arab Contractors - El Daklyeh,9,8,191,35,2142,0,1,45211,11,45214,14,1.82,2.79,5.27,0,0,0
soccer,united-arab-emirates,uae-league,&nbsp;Dibba Al Fujairah - Hatta,9,8,296,140,2704,0,1,64689,6,64693,10,1.85,4.02,3.15,0,0,0
soccer,england,premier-league-cup,Cardiff U23 - Southampton U23,9,8,193,37,3867,18,2,45907,5,45892,14,3.25,4,1.8,0,1,0
soccer,iran,persian-gulf-pro-league,Esteghlal Khuzestan - Siah Jamegan,9,8,216,60,2328,0,1,51430,7,51433,10,1.97,2.73,4.37,0,0,0
soccer,jordan,premier-league,Al Jazeera Amman - Aqaba,9,8,224,68,2387,0,1,54749,1,54788,20,1.36,4.21,7.27,0,0,0
soccer,kuwait,premier-league,Al Kuwait - Kazma SC,9,8,228,72,2397,0,1,40498,145,40533,180,1.35,4.78,6.03,0,0,0
soccer,saudi-arabia,division-1,Al Najoom - Al-Kawkab,9,8,269,113,2551,1,1,59303,15,59316,28,2.2,3.26,2.77,0,0,0
