Sport,Country,League,Participants,SportId,SportIndex,CountryId,CountryIndex,LeagueId,LeagueIndex,Bet,HomeTeamId,HomeTeamIndex,AwayTeamId,AwayTeamIndex,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
soccer,spain,tercera-division-2017-2018,Haro Deportivo - Varea,9,8,280,124,0,-1,1,0,0,0,0,2.19,3.24,2.86,0,0,0,0,0.37248186879713435,0.09233984593871224
soccer,spain,tercera-division-2017-2018,Santurtzi - Sestao,9,8,280,124,0,-1,1,0,0,0,0,2.0,3.09,3.41,0,0,0,0,0.3859303598183038,0.09211713485098505
soccer,spain,tercera-division-2017-2018,CD Gerena - Guadalcacin,9,8,280,124,0,-1,1,0,0,0,0,2.19,3.23,2.83,0,0,0,0,0.3708872845725172,0.08877395926871318
soccer,jamaica,premier-league-2017-2018,UWI - Arnett Gardens,9,8,222,66,0,-1,1,0,0,0,0,2.25,2.99,2.99,0,0,0,0,0.3888011152220593,0.08166599724319466
soccer,spain,tercera-division-2017-2018,Extremadura UD B - Castuera,9,8,280,124,0,-1,2,0,0,0,0,2.62,3.21,2.4,0,0,0,0,0.3658486248258589,0.07890230121765023
soccer,spain,tercera-division-2017-2018,Torrelavega - Santander B,9,8,280,124,0,-1,1,0,0,0,0,2.49,3.18,2.5,0,0,0,0,0.3671844418395025,0.07690207571083392
soccer,spain,tercera-division-2017-2018,Xerez CD - CD Utrera,9,8,280,124,0,-1,2,0,0,0,0,2.62,3.2,2.38,0,0,0,0,0.3645627707630277,0.07572766656440395
soccer,south-africa,first-division,Uthongathi - Tshakhuma,9,8,277,121,2590,1,1,0,0,60362,23,2.29,2.79,3.38,0,0,0,1,0.47624760933802973,0.07023800417371166
basketball,argentina,torneo-super-20,Atenas - Quimsa&nbsp;,7,6,160,4,3877,2,1,64800,19,67620,18,1.59,0.0,2.29,0,0,0,1,0.6543460331671255,0.06849185209445703
hockey,denmark,metal-ligaen,Frederikshavn - Rodovre Mighty Bulls,5,4,188,32,3266,0,1,45142,136,77847,9,1.62,4.89,3.9,0,0,0,1,0.6434720723158078,0.06842702766388509
soccer,italy,serie-c-group-b,Modena - Padova,9,8,220,64,2345,3,2,51963,36,52000,34,10.5,3.84,1.39,0,0,0,2,0.7374746756153114,0.06433281821867373
soccer,croatia,2-hnl-2017-2018,Sibenik - Solin,9,8,185,29,0,-1,1,0,0,0,0,2.25,3.08,2.86,0,0,0,0,0.3675520384024964,0.06349051840369659
soccer,england,fa-trophy,Thamesmead - Brightlingsea&nbsp;,9,8,193,37,3866,17,2,45861,36,89483,246,2.79,4.33,1.9,0,0,0,1,0.397752339977983,0.06130113326177239
volleyball,poland,plusliga,Olsztyn - Jastrzebski,2,1,262,106,3754,0,1,57510,7,84292,33,1.87,0.0,1.89,0,0,0,1,0.5615995619325402,0.057691012429712876
soccer,italy,serie-d-group-g,Cassino - SFF Atletico,9,8,220,64,2354,12,2,54424,20,0,0,3.12,3.43,2.05,0,0,0,2,0.5158280385004647,0.05471188469138332
soccer,argentina,torneo-federal-a,Sansinena - Cipolletti,9,8,160,4,1955,5,2,88157,114,39918,16,2.79,2.99,2.37,0,0,0,2,0.45329314712283114,0.05423705013219698
soccer,france,ligue-1,&nbsp;Lyon - Metz,9,8,200,44,2223,0,1,46152,21,47906,5,1.19,7.76,13.6,0,0,0,1,0.8488391164887702,0.0532555190612443
soccer,italy,serie-d-group-d,Castelvetro - Sammaurese,9,8,220,64,2351,9,1,91357,168,52838,113,2.31,3.22,2.81,0,0,0,0,0.34679461903328296,0.052557960940167195
hockey,denmark,metal-ligaen,Sonderjyske Ishockey - Aalborg,5,4,188,32,3266,0,1,77843,5,44699,14,2.29,4.22,2.46,0,0,0,2,0.43187069391605926,0.042741032214729996
basketball,russia,superleague-a-women,Spartak Moscow W - MBA Moscow W,7,6,266,110,2989,4,2,69117,23,70911,6,1.96,0.0,1.9,0,0,1,2,0.5459032742771661,0.04135135680735067
american-football,usa,nfl,Seattle Seahawks - Houston Texans,1,0,293,137,3487,0,1,81311,9,81310,8,1.33,0.0,3.39,0,0,0,1,0.7617530605391921,0.03979263793068347
soccer,romania,liga-1,CFR Cluj - Gaz Metan Medias,9,8,265,109,2528,0,1,46195,64,58498,6,1.28,5.18,11.32,0,0,0,1,0.7896841928735823,0.03855631027923316
hockey,hungary,erste-liga,DAB - Vienna Capitals II,5,4,212,56,3323,0,1,77568,27,77569,28,1.12,8.5,15.5,0,0,0,1,0.8966905638178096,0.035778595632890396
hockey,austria,ebel,Graz 99ers - Znojmo,5,4,165,9,3245,0,1,77530,4,44174,19,2.19,4.46,2.52,0,0,0,2,0.4173826378296502,0.0340817416649464
basketball,italy,lega-a,Capo d'Orlando - Torino,7,6,220,64,2936,0,2,70053,5,46295,56,2.13,0.0,1.71,0,0,0,2,0.5988889147480141,0.03394372425225939
hockey,usa,nhl,&nbsp;Winnipeg Jets - Pittsburgh Penguins,5,4,293,137,3383,0,2,99266,29,79794,1,2.7,3.93,2.31,0,0,0,2,0.4505615065995087,0.03114280934722532
soccer,ukraine,youth-league,Ch. Odessa U21 - Mariupol U21,9,8,295,139,2701,3,2,64595,5,0,0,3.18,3.57,1.9,0,0,0,2,0.5385021840996091,0.025726833099174822
hockey,united-kingdom,elite-league,Fife - Cardiff,5,4,307,151,3392,0,2,79916,4,45332,24,2.71,4.8,2.01,0,0,0,2,0.5100765390332903,0.025003805402884553
soccer,italy,serie-d-group-i,Troina - Igea Virtus,9,8,220,64,2356,14,1,0,0,52285,56,2.12,3.32,3.06,0,0,0,1,0.48487361264809853,0.02493933822675792
soccer,italy,serie-d-group-e,Seravezza Pozzi - Savona,9,8,220,64,2352,10,1,0,0,52133,46,2.46,3.1,2.7,0,0,0,1,0.42029144179739064,0.023230785494233543
hockey,germany,del2,Lausitzer Fuchse - Kassel,5,4,204,48,3316,1,2,78478,9,48781,45,2.61,4.5,2.08,0,0,0,2,0.49199752905438665,0.021624870771411276
soccer,portugal,campeonato-de-portugal,Montijo - Sporting Ideal,9,8,263,107,2519,2,1,0,0,58142,36,2.19,3.06,2.96,0,0,0,1,0.46741781136375626,0.019869753686240586
hockey,czech-republic,extraliga,&nbsp;Pardubice - Vitkovice,5,4,187,31,3257,0,2,68212,3,44194,11,2.48,4.21,2.32,0,0,0,2,0.4418410942771837,0.018993438426565232
soccer,portugal,campeonato-de-portugal,Camara de Lobos - GD Braganca,9,8,263,107,2519,2,1,0,0,58107,1,1.9,3.56,3.2,0,0,0,1,0.5353022478808527,0.018971412192911135
soccer,germany,bundesliga-women,Jena W - Bayern Munich W,9,8,204,48,2278,39,2,50143,11,47078,6,12.91,6.66,1.14,0,0,1,2,0.8794660539582613,0.018509296517269368
baseball,dominican-republic,lidom,Aguilas Cibaenas - Estrellas de Oriente,8,7,189,33,3444,0,1,80927,0,80931,4,1.86,0.0,1.87,0,0,0,1,0.5448785708543461,0.01566760673149278
soccer,czech-republic,youth-league,Ostrava U21 - Zlin U21,9,8,187,31,2121,11,2,44588,16,0,0,2.61,3.75,2.15,0,0,0,2,0.4733735744694611,0.015437552268992452
soccer,spain,primera-division-women,Zaragoza CFF W - Rayo Vallecano W,9,8,280,124,2626,13,2,62091,7,47187,115,3.31,3.48,1.91,0,0,1,2,0.5306076960344568,0.014791977391002645
soccer,slovenia,2-snl,NK Bravo - Fuzinar,9,8,276,120,2586,1,1,0,0,60307,34,1.8,4.0,3.25,0,0,0,1,0.5609114103647163,0.012050673320611605
hockey,germany,oberliga-north,Halle - Herner,5,4,204,48,3319,4,1,42133,14,78493,2,2.15,4.63,2.35,0,0,0,1,0.47118927212282585,0.011353856577456922
soccer,spain,primera-division-women,Huelva W - Levante W,9,8,280,124,2626,13,2,62085,1,62098,14,2.5,3.38,2.4,0,0,1,2,0.4232443833777936,0.011276085790503178
basketball,china,cba,&nbsp;Jiangsu Dragons - Beijing,7,6,182,26,2835,0,1,68141,18,43594,1,1.86,0.0,2.01,0,0,0,2,0.5030745262903652,0.011069106775875127
basketball,belgium,euromillions-basketball-league,&nbsp;Brussels - Oostende,7,6,170,14,2825,0,2,67989,0,41999,0,2.85,0.0,1.38,0,0,0,2,0.7271345311417013,0.009067507830388883
hockey,russia,mhl,Ladya - Omskie Yastreby,5,4,266,110,3343,2,2,99219,36,78940,17,2.44,4.34,2.24,0,0,0,2,0.45125820667798017,0.008724502386028753
hockey,hungary,erste-liga,Ferencvaros - Brasov,5,4,212,56,3323,0,1,50757,2,78691,4,1.45,5.3,5.09,0,0,0,1,0.6919707194697853,0.0074612071804189585
soccer,germany,oberliga-niedersachsen,Eintracht Celle - Cloppenburg,9,8,204,48,2254,15,2,0,0,48763,27,2.39,4.03,2.23,0,0,0,1,0.4225964052645336,0.007198135670672963
hockey,slovakia,tipsport-liga,Poprad - Liptovsky Mikulas,5,4,275,119,3347,0,1,44621,3,79003,5,1.82,4.58,3.26,0,0,0,1,0.5525234245857187,0.006820283836595213
volleyball,belgium,euromillions-league,Guibertin - Zoersel,2,1,170,14,3644,0,1,87782,107,99961,8,1.24,0.0,3.78,0,0,0,1,0.8077421590761479,0.006667821893431107
hockey,hungary,erste-liga,Ujpest - Miercurea Ciuc,5,4,212,56,3323,0,1,50758,3,70798,17,1.33,5.82,6.91,0,0,0,1,0.7534252913015689,0.006229204336626426
handball,norway,nm-cup-women,Skrim W - Stabaek W,6,5,254,98,3178,5,1,75868,5,47183,111,1.87,8.3,2.2,0,1,1,2,0.4576604120665287,0.00571075545530264
soccer,romania,liga-1,&nbsp;CS U. Craiova - FCSB,9,8,265,109,2528,0,2,58506,14,46186,55,3.11,2.99,2.45,0,0,0,2,0.41060347356009874,0.004123110498097966
soccer,austria,bundesliga-women,Neulengbach W - Sturm Graz W,9,8,165,9,2012,7,1,47173,101,47096,24,2.4,3.4,2.5,0,0,1,2,0.4015670741651946,0.0026117902753243585
soccer,el-salvador,primera-division,Audaz - Metapan,9,8,192,36,2145,0,1,0,0,45292,2,2.39,2.99,2.74,0,0,0,1,0.41908119455160453,0.0011539963872913197
soccer,poland,ekstraliga-women,Biala Podlaska W - LUKS Sportowa Czworka Radom W,9,8,262,106,2515,18,1,0,0,0,0,1.53,4.45,4.16,0,0,1,1,0.653856273015079,0.0007549013454168373
basketball,france,lnb,&nbsp;Limoges - Pau-Orthez,7,6,200,44,2910,0,1,48233,34,68534,9,1.67,0.0,2.22,0,0,0,1,0.5986953149469312,-0.000266901550186588
soccer,south-africa,telkom-knockout,Chippa Utd. - Mamelodi Sundowns,9,8,277,121,2592,3,2,60344,5,39020,35,3.29,2.91,2.22,0,0,0,2,0.4502308404188364,-0.0003996182542484506
soccer,germany,oberliga-schleswig-holstein,Neumunster - Inter Turkspor Kiel,9,8,204,48,2251,12,1,49180,5,0,0,2.18,4.22,2.38,0,0,0,2,0.41947330017747236,-0.0011982214330549038
soccer,spain,laliga2,&nbsp;Alcorcon - R. Oviedo,9,8,280,124,2614,1,1,61332,6,61339,13,2.69,2.88,2.9,0,0,0,0,0.3463987755675262,-0.0012614501944279912
basketball,australia,wnbl-women,Dandenong W - Sydney W,7,6,163,7,2813,2,2,67864,0,41368,3,1.89,0.0,1.83,0,0,1,2,0.5456515844538941,-0.0017561451197274929
soccer,italy,serie-d-group-b,Trento - Darfo Boario,9,8,220,64,2349,7,2,68429,18,52556,159,2.69,3.2,2.4,0,0,0,2,0.41434399114625575,-0.003981729463561584
volleyball,italy,serie-a1,Perugia - Milano,2,1,220,64,3732,0,1,46398,159,78709,8,1.13,0.0,5.56,0,0,0,1,0.884349719787309,-0.005267820310314804
baseball,usa,mlb,&nbsp;Houston Astros - Los Angeles Dodgers&nbsp;,8,7,293,137,3460,0,1,81099,26,81102,29,1.75,0.0,2.14,0,0,0,1,0.5690019065885082,-0.005662217960147468
soccer,venezuela,primera-division,Atl. Socopo - Portuguesa,9,8,299,143,2715,0,2,64892,13,42514,27,3.17,3.22,2.1,0,0,0,2,0.472524165243067,-0.006999320899599274
hockey,russia,khl,Dinamo Riga - Din. Minsk,5,4,266,110,3341,0,2,55018,33,41911,15,2.91,4.0,2.15,0,0,0,2,0.460210976241987,-0.0091707835475896
hockey,germany,del,&nbsp;Dusseldorf - Bremerhaven,5,4,204,48,3315,0,1,46793,2,69702,9,2.04,4.49,2.78,0,0,0,1,0.48530096955865243,-0.009601944327258697
soccer,italy,serie-a,&nbsp;Spal - Genoa,9,8,220,64,2342,0,2,51985,19,51938,11,3.04,3.11,2.55,0,0,0,2,0.3838079938298636,-0.013735235957321235
soccer,england,premier-league,&nbsp;Brighton - Southampton,9,8,193,37,2146,0,2,45351,5,45322,14,3.21,3.16,2.45,0,0,0,2,0.3985423655222399,-0.016256003083111783
basketball,czech-republic,nbl,Decin - Pardubice,7,6,187,31,2840,0,2,68210,1,68212,3,1.93,0.0,1.81,0,0,0,1,0.5100463299886554,-0.016785573249349588
hockey,germany,oberliga-south,Regensburg - Peiting,5,4,204,48,3320,5,1,48630,1,78544,3,2.03,4.73,2.48,0,0,0,1,0.4839676448474717,-0.017034641708381173
soccer,spain,primera-division-women,Atletico Madrid W - Barcelona W,9,8,280,124,2626,13,2,47106,34,47075,3,3.36,3.72,1.83,0,0,1,2,0.5385375245889985,-0.017441361448352607
soccer,morocco,botola-pro,Olympique de Safi - Raja Casablanca,9,8,245,89,2439,0,2,55790,6,39123,138,3.59,2.93,2.06,0,0,0,2,0.47543770102888117,-0.019432392340098817
soccer,spain,laliga2,&nbsp;Reus Deportiu - Valladolid,9,8,280,124,2614,1,2,61335,9,61313,26,3.18,2.95,2.43,0,0,0,2,0.3996340749191207,-0.02020223632624941
hockey,norway,get-ligaen,Lorenskog - Stjernen,5,4,254,98,3334,0,1,56785,52,78788,11,2.2,4.45,2.54,0,0,0,1,0.4433647884992632,-0.02049788775135073
hockey,germany,del2,Bayreuth - Kaufbeuren,5,4,204,48,3316,1,1,69700,7,78474,5,2.11,4.56,2.54,0,0,0,1,0.46298743112747476,-0.020807675964890335
hockey,russia,khl,Cherepovets - Sibir Novosibirsk,5,4,266,110,3341,0,1,59013,26,78880,16,2.24,3.79,2.87,0,0,0,1,0.4345892435188786,-0.021387172998154638
baseball,mexico,lmp,Caneros Mochis - Hermosillo,8,7,242,86,3454,1,1,81014,0,81016,2,1.78,0.0,1.97,0,0,0,1,0.5523092846167063,-0.021653171002901123
soccer,slovenia,prva-liga,&nbsp;Aluminij - ND Gorica,9,8,276,120,2585,0,2,60232,7,46827,30,3.2,3.17,2.14,0,0,0,2,0.45562407855958287,-0.021898659546046157
hockey,germany,del,&nbsp;Kolner - Adler Mannheim,5,4,204,48,3315,0,1,78297,5,77919,36,2.09,4.48,2.72,0,0,0,1,0.4668028756853549,-0.02236879799780579
basketball,usa,nba,&nbsp;Memphis Grizzlies - Houston Rockets,7,6,293,137,3026,0,1,71550,11,71544,5,1.86,0.0,1.99,0,0,0,1,0.5272451352096985,-0.022469823848791537
soccer,sweden,allsvenskan,&nbsp;Sirius - Malmo FF,9,8,283,127,2630,0,2,62162,8,46175,44,3.85,3.91,1.84,0,0,0,2,0.5330283557790624,-0.022890268293482414
soccer,italy,serie-a,&nbsp;Crotone - Fiorentina,9,8,220,64,2342,0,2,51927,0,46214,83,5.15,3.82,1.71,0,0,0,2,0.5752356778884793,-0.02302393071929642
hockey,slovakia,tipsport-liga,Nitra - Kosice,5,4,275,119,3347,0,1,44673,55,71014,2,2.33,4.43,2.39,0,0,0,1,0.41508803181324905,-0.02469540291363134
basketball,china,cba,Foshan - Shanghai,7,6,182,26,2835,0,2,68134,11,68127,4,3.45,0.0,1.34,0,0,0,2,0.739882333537437,-0.025169626646571606
soccer,netherlands,eredivisie-women,Den Haag W - PSV W,9,8,248,92,2450,6,2,47185,113,47218,11,2.65,4.0,2.08,0,0,1,2,0.46764266262985466,-0.025280797898057657
soccer,england,championship,Birmingham - Aston Villa,9,8,193,37,2147,1,2,45340,32,45328,20,3.13,3.18,2.4,0,0,0,2,0.4016890557687995,-0.025675904396343773
soccer,sweden,allsvenskan-women,Eskilstuna United W - Goteborg W,9,8,283,127,2646,16,1,47081,9,47182,110,1.51,3.81,5.73,0,0,1,1,0.6529725375446568,-0.027473467269741716
hockey,canada,whl,Kelowna Rockets - Prince George Cougars,5,4,180,24,3250,1,1,77623,2,77630,9,2.05,4.47,2.67,0,0,0,1,0.4729161359190289,-0.02906849653903881
soccer,spain,laliga,&nbsp;Malaga - Celta Vigo,9,8,280,124,2613,0,2,46190,59,46237,106,2.93,3.5,2.41,0,0,0,2,0.39727923575323726,-0.030182299173544754
baseball,taiwan,cpbl,Lamigo Monkeys - Chinatrust Brothers&nbsp;,8,7,309,153,3459,0,1,81069,1,81068,0,1.55,0.0,2.52,0,0,0,1,0.6344212873947855,-0.030267280978331694
basketball,south-korea,wkbl-women,KB Stars W - Winnus W,7,6,279,123,3007,1,1,71204,2,71205,3,1.79,0.0,1.93,0,0,1,2,0.5033440951956167,-0.03069451212092445
soccer,portugal,segunda-liga,CD Cova da Piedade - Academico Viseu,9,8,263,107,2518,1,2,58053,6,58048,1,2.75,2.93,2.7,0,0,0,2,0.35100365297556907,-0.03075890409762553
soccer,spain,primera-division-women,Real Sociedad W - Sevilla FC W,9,8,280,124,2626,13,1,62097,13,62103,19,1.91,3.48,3.32,0,0,1,1,0.5088177030292483,-0.030943062872676667
hockey,usa,ahl,Charlotte Checkers - Utica Comets,5,4,293,137,3384,1,1,79848,27,79838,17,2.23,3.8,2.87,0,0,0,1,0.43041397829474454,-0.032664088132292476
hockey,usa,nhl,&nbsp;Carolina Hurricanes - Anaheim Ducks,5,4,293,137,3383,0,1,79820,27,79796,3,2.38,3.9,2.64,0,0,0,1,0.40120790608184725,-0.032699408351596786
hockey,usa,nhl,&nbsp;Colorado Avalanche - Chicago Blackhawks,5,4,293,137,3383,0,2,79816,23,79809,16,2.68,4.02,2.28,0,0,0,2,0.41929203896174944,-0.03438605559938392
hockey,usa,nhl,&nbsp;St. Louis Blues - Columbus Blue Jackets,5,4,293,137,3383,0,1,79800,7,80482,400,2.19,3.96,2.85,0,0,0,1,0.4378149355319146,-0.034609488390846266
soccer,brazil,serie-a,&nbsp;Ponte Preta - Corinthians,9,8,175,19,2042,0,2,42502,15,42494,7,3.18,3.09,2.34,0,0,0,2,0.40720264951787427,-0.03518343293147334
soccer,greece,super-league,&nbsp;Panionios - AEK Athens FC,9,8,207,51,2284,0,2,46806,9,46227,96,3.75,3.12,2.09,0,0,0,2,0.45993984813415106,-0.035528181100572834
soccer,australia,a-league,&nbsp;Newcastle Jets - WS Wanderers,9,8,163,7,1986,0,2,40350,182,40942,5,2.62,3.52,2.52,0,0,0,1,0.3595671937370032,-0.03576169901793311
soccer,germany,2-bundesliga,&nbsp;Heidenheim - Nurnberg,9,8,204,48,2240,1,2,48642,13,46359,120,3.01,3.39,2.27,0,0,0,2,0.4202288186311955,-0.03628392260408363
soccer,portugal,segunda-liga,Varzim - Nacional,9,8,263,107,2518,1,2,58062,15,58029,14,2.78,3.09,2.55,0,0,0,2,0.37008207380041874,-0.0363165882638273
hockey,russia,khl,&nbsp;Vladivostok - Bars Kazan,5,4,266,110,3341,0,2,78873,9,78188,1,3.19,4.06,2.0,0,0,0,2,0.48172204515180084,-0.036555909696398325
soccer,germany,oberliga-hamburg,Teutonia Ottensen - TSV Buchholz 08,9,8,204,48,2252,13,1,0,0,49231,4,1.43,4.54,5.02,0,0,0,1,0.6882747163014924,-0.03666780392759509
hockey,canada,whl,Red Deer Rebels - Regina Pats,5,4,180,24,3250,1,1,77629,8,77621,0,2.26,4.4,2.38,0,0,0,1,0.4211753747074563,-0.038209248540594355
baseball,mexico,lmp,Tomateros - Mayos de Navojoa,8,7,242,86,3454,1,1,81017,3,81018,4,1.65,0.0,2.17,0,0,0,1,0.5908494947326539,-0.03861282106326329
hockey,slovakia,tipsport-liga,Zilina - Zvolen,5,4,275,119,3347,0,1,44659,41,59928,11,2.27,4.35,2.47,0,0,0,1,0.4188510168218566,-0.03874660772786261
soccer,ukraine,persha-liga,Kramatorsk - Helios,9,8,295,139,2699,1,2,64562,13,64557,8,2.92,3.02,2.42,0,0,0,2,0.39003733497779125,-0.03951383757305999
hockey,russia,khl,Tractor Chelyabinsk - Lada,5,4,266,110,3341,0,1,78189,2,78187,0,1.84,4.03,3.78,0,0,0,1,0.5253604770333821,-0.03968657411735354
rugby-union,france,top-14,La Rochelle - Stade Toulousain,3,2,200,44,3527,0,1,81919,3,81884,6,1.2,24.33,4.59,0,0,0,1,0.8266092416430952,-0.04034455014142902
hockey,canada,whl,Calgary Hitmen - Seattle Thunderbirds,5,4,180,24,3250,1,2,77637,16,77622,1,2.35,4.55,2.26,0,0,0,1,0.4023282747081412,-0.040391521804346756
soccer,france,ligue-1,&nbsp;Lille - Marseille,9,8,200,44,2223,0,2,42313,91,46187,56,3.26,3.46,2.24,0,0,0,2,0.42371844571914263,-0.04102474321703261
hockey,germany,del2,Heilbronner - Freiburg,5,4,204,48,3316,1,1,78476,7,78468,21,2.31,4.55,2.32,0,0,0,1,0.4095071439165334,-0.04125076149069295
hockey,germany,del2,Dresdner Eislowen - Frankfurt Lowen,5,4,204,48,3316,1,1,78475,6,78463,16,2.31,4.54,2.32,0,0,0,1,0.4094277087474352,-0.041390834193453935
hockey,russia,mhl,&nbsp;Irbis - Belye Medvedi,5,4,266,110,3343,2,1,78927,4,78931,8,2.28,4.23,2.45,0,0,0,1,0.4153520222959066,-0.04140421028541644
soccer,italy,serie-d-group-b,Caravaggio - Crema,9,8,220,64,2349,7,1,52373,144,85752,41,2.19,3.26,2.96,0,0,0,1,0.4340250211958275,-0.041584204690031795
hockey,usa,nhl,&nbsp;Minnesota Wild - Pittsburgh Penguins,5,4,293,137,3383,0,2,79805,12,79794,1,2.49,4.0,2.44,0,0,0,2,0.385197562372108,-0.04174857486948367
basketball,lithuania,lkl,&nbsp;Siauliai - Alytaus Dzukija,7,6,234,78,2951,0,1,46731,3,70357,6,1.41,0.0,2.72,0,0,0,1,0.6970478507620318,-0.04185983030618336
american-football,usa,nfl,New Orleans Saints - Chicago Bears,1,0,293,137,3487,0,1,81316,14,81328,26,1.23,0.0,4.31,0,0,0,1,0.8049979120722821,-0.04283725283083928
soccer,japan,j-league,&nbsp;Albirex Niigata - Sagan Tosu,9,8,223,67,2380,0,2,54534,10,54528,4,2.73,3.42,2.46,0,0,0,2,0.3806263615917194,-0.04360215786600699
soccer,germany,2-bundesliga,&nbsp;Duisburg - Union Berlin,9,8,204,48,2240,1,2,48626,32,48641,12,2.86,3.42,2.36,0,0,0,2,0.3979770132046986,-0.04468694767419957
hockey,usa,ahl,Hershey Bears - Hartford Wolf Pack,5,4,293,137,3384,1,1,79825,4,79840,19,2.16,3.82,2.81,0,0,0,1,0.43860770661902265,-0.04535116698526812
hockey,czech-republic,extraliga,&nbsp;Mlada Boleslav - Liberec,5,4,187,31,3257,0,1,44158,3,44157,2,1.91,4.3,3.17,0,0,0,1,0.5019243201084318,-0.04541159186032458
hockey,usa,ahl,Bakersfield Condors - Stockton Heat,5,4,293,137,3384,1,1,79841,20,79830,9,2.16,4.03,2.73,0,0,0,1,0.43801232364634696,-0.04645981114128492
soccer,turkey,tff-1-lig,Manisaspor - Umraniyespor,9,8,292,136,2668,1,2,63393,25,63411,6,2.66,3.23,2.53,0,0,0,2,0.36652330403940936,-0.04751375214398324
hockey,usa,ahl,Tucson Roadrunners - Iowa Wild,5,4,293,137,3384,1,1,99279,31,99280,32,1.99,4.17,2.95,0,0,0,1,0.4788553370444748,-0.04755341341565161
