Sport,Country,League,Participants,SportId,SportIndex,CountryId,CountryIndex,LeagueId,LeagueIndex,Bet,HomeTeamId,HomeTeamIndex,AwayTeamId,AwayTeamIndex,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
soccer,europe,euro-u17,Croatia U17 - Liechtenstein U17&nbsp;,9,8,196,40,2171,7,1,46614,15,90801,50,1.02,20.0,34.0,0,0,0,1,0.9905354614351002,0.5173085331901079
soccer,spain,laliga,&nbsp;Real Madrid - Eibar,9,8,280,124,2613,0,1,46132,1,61288,1,1.1,11.63,23.48,0,0,0,1,0.9491828430640373,0.4410112737044121
volleyball,germany,1-bundesliga,United Volleys RheinMain - Solingen,2,1,204,48,3716,0,1,84378,3,85342,6,1.01,0.0,23.0,0,0,0,1,0.9937197213113805,0.36569185244943425
volleyball,italy,serie-a2,Massa - Reggio Emilia,2,1,220,64,3733,1,1,0,0,80976,9,1.72,0.0,2.04,0,0,0,1,0.708808486796043,0.3043758295683251
hockey,austria,alps-hockey-league,HK Olimpija - Feldkirch,5,4,165,9,3246,1,1,0,0,41632,37,1.6,4.9,4.35,0,0,0,1,0.7141469997857534,0.23772533276200913
volleyball,brazil,superliga,Corinthians/Guarulhos - Minas,2,1,175,19,3648,0,1,0,0,42876,15,1.76,0.0,1.98,0,0,0,1,0.6645046130420107,0.2230633144130774
soccer,europe,euro-u17,France U17 - Belarus U17&nbsp;,9,8,196,40,2171,7,1,46604,5,46635,36,1.1,8.2,22.5,0,0,0,1,0.927295599723466,0.2002515969581274
soccer,europe,euro-u17,Spain U17 - Albania U17&nbsp;,9,8,196,40,2171,7,1,46599,0,46638,39,1.09,8.75,22.5,0,0,0,1,0.9297289356305088,0.1489393315250515
volleyball,italy,serie-a2,Siena - Santa Croce,2,1,220,64,3733,1,1,51954,27,85746,35,1.32,0.0,3.19,0,0,0,1,0.7920675138742086,0.14227849473111076
volleyball,italy,serie-a1,Piacenza - Vibo Valentia,2,1,220,64,3732,0,1,52011,45,85696,10,1.38,0.0,2.92,0,0,0,1,0.760626573644641,0.13069650428843302
volleyball,italy,serie-a2-women,Caserta W - Ravenna W,2,1,220,64,3738,6,2,85836,7,0,0,3.1,0.0,1.32,0,0,1,2,0.7855909023312001,0.11556247211620058
volleyball,italy,serie-a2,Catania - Sigma Aversa,2,1,220,64,3733,1,1,51953,26,85729,18,1.84,0.0,1.89,0,0,0,1,0.5942187233367175,0.11114577492804797
volleyball,italy,serie-a2-women,Perugia W - S. Bernardo Cuneo W,2,1,220,64,3738,6,2,85826,24,0,0,2.81,0.0,1.38,0,0,1,2,0.7541202138658547,0.10706814509178796
hockey,usa,nhl,&nbsp;Vegas Golden Knights - St. Louis Blues,5,4,293,137,3383,0,2,0,0,79800,7,2.94,4.01,2.12,0,0,0,1,0.40734823082801885,0.10185762816204923
soccer,spain,tercera-division-2017-2018,Castellon - Levante UD B,9,8,280,124,0,-1,1,0,0,0,0,2.1,3.27,2.98,0,0,0,0,0.3673060380492489,0.0885862310224863
soccer,spain,tercera-division-2017-2018,Paterna - Recambios Colon,9,8,280,124,0,-1,1,0,0,0,0,2.29,3.1,2.8,0,0,0,0,0.38186169067584097,0.08751011480719387
soccer,spain,tercera-division-2017-2018,Varea - SD Logrones,9,8,280,124,0,-1,1,0,0,0,0,2.39,3.39,2.5,0,0,0,0,0.3508111665375022,0.07918403956574586
soccer,spain,tercera-division-2017-2018,Villarreal C - Olimpic Xativa,9,8,280,124,0,-1,2,0,0,0,0,2.5,3.19,2.49,0,0,0,0,0.3668154772985512,0.07769012446683934
soccer,portugal,primeira-liga,&nbsp;Sporting - Chaves,9,8,263,107,2517,0,1,46151,20,58016,1,1.2,6.43,13.94,0,0,0,1,0.8451854249523642,0.07111254971418514
soccer,jamaica,premier-league-2017-2018,Cavalier - Tivoli,9,8,222,66,0,-1,1,0,0,0,0,2.5,3.2,2.5,0,0,0,0,0.3563712412863439,0.06381271459831846
soccer,italy,serie-d-group-i,Vesuvio Ercolanese - AS Acireale,9,8,220,64,2356,14,1,0,0,54268,67,1.69,3.51,4.18,0,0,0,1,0.6173935035468866,0.06289133477425858
hockey,austria,ebel,TWK Innsbruck - Salzburg,5,4,165,9,3245,0,2,77533,7,41456,8,2.54,4.51,2.16,0,0,0,2,0.4910459916606908,0.052292536195769145
soccer,italy,serie-a,&nbsp;Lazio - Cagliari,9,8,220,64,2342,0,1,46225,94,51941,14,1.28,6.03,11.07,0,0,0,1,0.7906611880884403,0.043022574118584116
hockey,czech-republic,extraliga,&nbsp;Mlada Boleslav - Kometa Brno,5,4,187,31,3257,0,2,44158,3,77683,4,2.62,4.21,2.2,0,0,0,1,0.4070470145202356,0.04102665311297369
hockey,czech-republic,extraliga,&nbsp;Olomouc - Plzen,5,4,187,31,3257,0,2,77689,10,44161,6,3.0,4.42,1.94,0,0,0,2,0.5348891908438069,0.04009045769892056
soccer,poland,ekstraliga-women,Mitech Zywiec W - AZS Wroclaw W,9,8,262,106,2515,18,1,0,0,0,0,2.09,3.56,2.76,0,0,1,1,0.4988250994650105,0.03903161273566229
