basketball,usa,wnba,Washington Mystics W - Los Angeles Sparks W,2.94,1.41
basketball,usa,wnba,Seattle Storm W - Minnesota Lynx W,3.36,1.33
basketball,asia,asia-cup,Australia - China,1.07,7.37
basketball,asia,asia-cup,New Zealand - Jordan,1.26,3.69
