Sport,Country,League,Participants,SportId,SportIndex,CountryId,CountryIndex,LeagueId,LeagueIndex,Bet,HomeTeamId,HomeTeamIndex,AwayTeamId,AwayTeamIndex,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
american-football,usa,ncaa,Ohio State - Maryland,1,0,293,137,3488,1,1,71722,83,71693,54,1.01,0.0,27.63,0,0,0,1,0.9974410549494442,0.7415465498938671
soccer,world,world-cup-2018,Sweden - Luxembourg,9,8,302,146,0,-1,1,0,0,0,0,1.05,17.68,34.03,0,0,0,1,0.9829729294271562,0.6424315179702805
soccer,denmark,3f-ligaen-women,Vejle W - Brondby W,9,8,188,32,2139,13,2,45157,9,45152,4,33.81,9.9,1.02,0,0,1,2,0.9917894095073078,0.5812598848726974
basketball,turkey,kbsl-women,Fenerbahce W - Ormanspor W,7,6,292,136,3023,5,1,69095,1,71514,17,1.04,0.0,17.0,0,0,1,1,0.9782394424539925,0.4342255038038086
american-football,usa,ncaa,Oklahoma - Iowa State,1,0,293,137,3488,1,1,71691,52,71663,24,1.01,0.0,22.33,0,0,0,1,0.9932747869884426,0.32075348583271407
hockey,austria,alps-hockey-league,HK Olimpija - Bregenzerwald,5,4,165,9,3246,1,1,0,0,77549,8,1.25,7.27,7.12,0,0,0,1,0.8621453084824539,0.3107265424122696
soccer,world,world-cup-2018,Mexico - Trinidad &amp; Tobago,9,8,302,146,0,-1,1,0,0,0,0,1.12,8.04,24.06,0,0,0,1,0.91276570025176,0.18581320234976034
volleyball,italy,super-cup,Trentino - Perugia,2,1,220,64,3736,4,2,84279,20,46398,159,2.31,0.0,1.59,0,1,0,2,0.6913685368423612,0.16826436199890585
soccer,belgium,super-league-women-2017-2018,Heist W - Gent W,9,8,170,14,0,-1,2,0,0,0,0,23.0,12.5,1.05,0,0,0,2,0.9598029729779708,0.15586243253738793
volleyball,italy,serie-a2,Siena - Alessano,2,1,220,64,3733,1,1,51954,27,85717,6,1.24,0.0,3.84,0,0,0,1,0.8356147516217872,0.15067621671256692
basketball,france,lnb,Levallois - Limoges,7,6,200,44,2910,0,1,0,0,48233,34,1.43,0.0,2.86,0,0,0,1,0.7436414460562993,0.14745876246629766
soccer,world,world-cup-2018,Bosnia &amp; Herzegovina - Belgium,9,8,302,146,0,-1,2,0,0,0,0,2.79,3.54,2.52,0,0,0,0,0.375930957605151,0.1302344842213522
soccer,world,world-cup-2018,Cape Verde - Senegal,9,8,302,146,0,-1,2,0,0,0,0,4.09,3.11,2.03,0,0,0,0,0.4014919088950642,0.11783878514864907
soccer,world,world-cup-2018,Guinea - Tunisia,9,8,302,146,0,-1,2,0,0,0,0,3.86,3.09,2.08,0,0,0,0,0.401526168262609,0.11517505259878558
hockey,kazakhstan,championship,Kulager - HC Astana,5,4,225,69,3329,0,1,78738,4,78743,9,1.14,9.17,14.25,0,0,0,1,0.8905608072823817,0.10885228787082146
soccer,spain,tercera-division-2017-2018,Velarde - UD Samano,9,8,280,124,0,-1,1,0,0,0,0,2.13,3.4,3.07,0,0,0,0,0.36992087529073253,0.10738790666187104
volleyball,russia,vysshaya-league,N. Novgorod - Akademiya Kazan,2,1,266,110,3772,3,1,58848,28,86347,9,1.57,0.0,2.44,0,0,0,1,0.6729365220076415,0.0991409465824513
volleyball,russia,superleague,Ufa - Dinamo-Lo,2,1,266,110,3769,0,1,58836,16,86307,10,1.22,0.0,4.11,0,0,0,1,0.8357613901421471,0.08922225442463382
soccer,spain,tercera-division-2017-2018,CD Gerena - Sevilla FC C,9,8,280,124,0,-1,1,0,0,0,0,2.39,3.16,2.59,0,0,0,0,0.3688891034428049,0.07670813281447383
volleyball,russia,vysshaya-league,Orenburg - MGTU Moscow,2,1,266,110,3772,3,1,58822,2,86338,0,1.75,0.0,2.1,0,0,0,1,0.6032391206512979,0.0742246148530284
rugby-union,world,guinness-pro14,Treviso - Southern Kings,3,2,302,146,3574,34,1,51962,35,82205,13,1.07,36.4,7.59,0,0,0,1,0.939433057247762,0.07419101793007922
soccer,world,world-cup-2018,Switzerland - Hungary,9,8,302,146,0,-1,1,0,0,0,0,1.25,5.87,13.54,0,0,0,1,0.8129516898224322,0.06475844911216111
soccer,russia,division-2-west,Luki-Energiya - Smolensk,9,8,266,110,2540,5,1,0,0,58992,5,2.15,3.24,3.32,0,0,0,1,0.498195748651221,0.06184422573923927
