Sport,Country,League,Participants,SportId,SportIndex,CountryId,CountryIndex,LeagueId,LeagueIndex,Bet,HomeTeamId,HomeTeamIndex,AwayTeamId,AwayTeamIndex,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
hockey,belarus,extraleague,&nbsp;Neman Grodno - Mogilev,5,4,169,13,3248,1,1,77584,12,77581,9,0.0,0.0,0.0,0,0,0,1,0.6421764276344555,1.0
hockey,kazakhstan,championship,HC Astana - Nomad Astana,5,4,225,69,3329,0,2,78743,9,78734,0,13.5,6.68,1.18,0,0,0,2,0.8767691402689961,0.19215325287452986
hockey,russia,mhl,Kunlun Junior - Amurskie Tigry,5,4,266,110,3343,2,1,0,0,78943,20,2.06,4.55,2.65,0,0,0,1,0.5652113480580385,0.1550333745278863
hockey,russia,whl-women,St. Petersburg W - Nizhny Novgorod W,5,4,266,110,3882,6,1,76122,11,0,0,1.55,4.5,4.3,0,0,1,1,0.698413012966215,0.15007303654115156
basketball,argentina,torneo-super-20,Regatas - Comunicaciones Mercedes&nbsp;,7,6,160,4,3877,2,1,67603,1,97536,4,1.32,0.0,3.22,0,0,0,1,0.7848881681994403,0.11266369382269129
hockey,russia,khl,Avangard Omsk - CSKA Moscow,5,4,266,110,3341,0,2,78868,4,46154,23,3.29,3.92,2.01,0,0,0,2,0.5303206127797819,0.06529151652214026
soccer,sweden,allsvenskan-women,Orebro W - Djurgarden W,9,8,283,127,2646,16,2,47105,33,62789,1,2.66,3.64,2.22,0,0,1,2,0.4626553489981679,0.022208913750764548
handball,germany,2-bundesliga,Hildesheim - Rhein Vikings,6,5,204,48,3148,1,1,48752,16,75376,38,1.75,9.08,2.42,0,0,0,1,0.5778323476461629,0.014942144507713214
soccer,ukraine,druha-liga,Dnipro-1 - Nova Kakhovka,9,8,295,139,2700,2,1,0,0,64639,37,1.44,4.5,5.0,0,0,0,1,0.697438539818832,0.009798857588904693
soccer,russia,premier-league,&nbsp;Ufa - Rubin Kazan,9,8,266,110,2535,0,2,58836,16,46205,74,3.12,2.77,2.62,0,0,0,2,0.3799590048872473,-0.0027823501206246807
basketball,south-korea,wkbl-women,KEB Hanabank W - Samsung Blue Minx W,7,6,279,123,3007,1,2,71206,4,71202,0,2.07,0.0,1.75,0,0,1,2,0.5698585919928716,-0.0036632853499662943
baseball,mexico,lmp,Tomateros - Mayos de Navojoa,8,7,242,86,3454,1,1,81017,3,81018,4,1.65,0.0,2.3,0,0,0,1,0.6045608439500957,-0.003807088434372591
basketball,portugal,lpb,Lusitania - Vitoria,7,6,263,107,2981,0,2,70747,11,42497,10,2.01,0.0,1.71,0,0,0,2,0.5828970888912485,-0.00457179999431712
baseball,cuba,serie-nacional,Granma - Industriales,8,7,308,152,3442,0,1,80904,0,80911,7,1.85,0.0,1.95,0,0,0,1,0.5373510910503199,-0.0069417430081273575
soccer,greece,super-league,PAOK - Asteras Tripolis&nbsp;,9,8,207,51,2284,0,1,46269,30,50251,4,1.32,4.7,10.6,0,0,0,1,0.755492687486963,-0.008592664116277569
baseball,cuba,serie-nacional,Pinar del Rio - Las Tunas,8,7,308,152,3442,0,1,80910,6,80913,9,1.8,0.0,2.01,0,0,0,1,0.5500701406110251,-0.012342183625193431
hockey,asia,asia-league,Oji Eagles - Sakhalin,5,4,162,6,3241,0,2,77508,5,58887,32,2.98,4.46,1.89,0,0,0,2,0.5210022999907267,-0.01719736294104115
soccer,germany,bundesliga-women,Potsdam W - Frankfurt W,9,8,204,48,2278,39,1,47169,97,47104,32,2.4,3.54,2.48,0,0,1,1,0.40450588106744145,-0.020847061027243288
soccer,italy,serie-a,&nbsp;Verona - Inter,9,8,220,64,2342,0,2,51947,20,46197,66,7.84,5.03,1.39,0,0,0,2,0.7134673912700551,-0.021231605473393554
soccer,england,professional-development-league,Crewe U23 - Burnley U23,9,8,193,37,2157,11,1,45919,17,89586,24,2.25,3.74,2.49,0,0,0,1,0.4318407841168045,-0.0226865885897519
soccer,england,premier-league,&nbsp;Burnley - Newcastle Utd,9,8,193,37,2146,0,2,45310,2,45330,22,2.93,3.13,2.66,0,0,0,2,0.36161793001544895,-0.02294958202343716
soccer,oman,professional-league,Muscat - Dhofar,9,8,255,99,2485,0,2,57232,3,40522,169,2.81,3.3,2.22,0,0,0,2,0.4372416499909482,-0.024035686082044934
