Sport,Country,League,Participants,SportId,CountryId,LeagueId,Bet,HomeTeamId,AwayTeamId,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen
handball,europe,european-championship-women,Denmark W - Slovenia W,6,196,3115,1,74104,74117,1.05,16.48,10.95,0,0,1
hockey,usa,nhl,Dallas Stars - Minnesota Wild,5,293,3383,1,79807,79805,2.03,4.01,3.01,0,0,0
hockey,russia,mhl,Tyumensky Legion - Ladya,5,266,3343,1,99213,99219,2.27,4.5,2.37,0,0,0
hockey,russia,whl-women,Ufa W - Sverdlovsk Region W,5,266,3882,0,0,0,NaN,NaN,NaN,0,0,1
hockey,asia,asia-league,Nippon Paper Cranes - Daemyung,5,162,3241,1,77507,77510,1.96,4.7,2.84,0,0,0
hockey,russia,mhl,Stalnye Lisy - Reaktor,5,266,3343,1,78933,78924,1.86,4.49,3.07,0,0,0
hockey,russia,khl,Sibir Novosibirsk - SKA St. Petersburg,5,266,3341,2,78880,78865,5.32,5.28,1.47,0,0,0
hockey,russia,mhl,Altay - Belye Medvedi,5,266,3343,2,99214,78931,4.1,5.4,1.51,0,0,0
hockey,russia,khl,Avangard Omsk - Din. Minsk,5,266,3341,1,78868,78877,1.64,4.56,4.36,0,0,0
hockey,russia,mhl,Avto - Sibirskie Snaipery,5,266,3343,1,78936,78928,1.94,4.37,2.92,0,0,0
hockey,russia,vhl,Kurhan - Yermak Angarsk,5,266,3342,1,78896,78901,2.33,3.83,2.57,0,0,0
hockey,russia,khl,HC Yugra - Dyn. Moscow,5,266,3341,2,78889,78870,3.64,4.21,1.83,0,0,0
hockey,russia,mhl,Sarmaty - Sputnik Almetievsk,5,266,3343,1,78932,99216,1.34,6.15,5.83,0,0,0
hockey,russia,mhl,MHC Spartak - HC Riga,5,266,3343,1,78937,78950,1.3,6.2,6.58,0,0,0
hockey,russia,vhl,Tyumen - Metallurg Novokuznetsk,5,266,3342,1,78895,0,2.36,3.94,2.46,0,0,0
hockey,russia,whl-women,Tornado W - Arktik Universitet W,5,266,3882,0,0,0,NaN,NaN,NaN,0,0,1
hockey,czech-republic,wsm-liga,Ceske Budejovice - Frydek Mistek,5,187,3258,1,77701,77708,1.64,4.65,3.68,0,0,0
hockey,finland,liiga,Tappara - Lukko,5,199,3306,1,78310,78320,1.59,4.68,4.38,0,0,0
hockey,finland,suomi-sarja,Hunters - VG-62,5,199,3308,0,78366,78362,NaN,NaN,NaN,0,0,0
hockey,russia,vhl-b,Chelny - Junior Kurgan,5,266,3344,0,78958,0,NaN,NaN,NaN,0,0,0
hockey,czech-republic,2-liga-central-2017-2018,DS Ceske Budejovice - Nymburk,5,187,0,0,0,0,NaN,NaN,NaN,0,0,0
hockey,czech-republic,2-liga-central-2017-2018,Pisek - Zdar nad Sazavou,5,187,0,0,0,0,NaN,NaN,NaN,0,0,0
hockey,czech-republic,2-liga-central-2017-2018,Moravske Budejovice - Tabor,5,187,0,0,0,0,NaN,NaN,NaN,0,0,0
hockey,czech-republic,2-liga-east-2017-2018,Poruba - Novy Jicin,5,187,0,0,0,0,NaN,NaN,NaN,0,0,0
hockey,czech-republic,2-liga-west-2017-2018,HC Vrchlabi - Jablonec,5,187,0,0,0,0,NaN,NaN,NaN,0,0,0
hockey,czech-republic,2-liga-west-2017-2018,Decin - Letnany,5,187,0,0,0,0,NaN,NaN,NaN,0,0,0
hockey,czech-republic,2-liga-west-2017-2018,Bilina - Dvur Kralove,5,187,0,0,0,0,NaN,NaN,NaN,0,0,0
