Sport,Country,League,Participants,Odds
soccer,colombia,liga-aguila,Millonarios - Jaguares de Cordoba,1.37,4.29,8.87
soccer,asia,southeast-asian-games,Laos U23 - Singapore U23,12.00,5.10,1.26
soccer,asia,southeast-asian-games,Brunei U23 - Myanmar U23,12.75,7.15,1.16
soccer,indonesia,liga-1,Arema FC - Balikpapan,1.26,5.17,9.05
soccer,indonesia,liga-2,PSS Sleman - Persijap Jepara,1.10,7.00,17.50
soccer,indonesia,liga-2,Cilegon United - PS Bengkulu,1.41,3.76,7.45
soccer,indonesia,liga-2,Persis Solo - Pontianak,1.10,7.00,17.50
soccer,world,universiade,Chinese Taipei Univ. - Mexico Univ.,8.20,5.10,1.30
soccer,world,universiade,Ireland Univ. - France Univ.,5.68,4.40,1.46
soccer,armenia,premier-league,Banants Yerevan - Alashkert,5.91,4.05,1.45
soccer,uzbekistan,professional-football-league,Met. Bekobod - Lok. Tashkent,6.50,4.27,1.45
soccer,russia,division-2-west,Tekstilshtik - Smolensk,1.30,4.85,7.90
soccer,russia,division-2-ural-povolzhye,M. Saransk - Lada Togliatti,1.29,5.05,8.05
soccer,russia,division-2-west,Vladimir - Znamya Truda,1.30,5.15,7.08
soccer,finland,kakkonen-group-b,SalPa - Peimari United,1.40,4.50,5.50
soccer,finland,kakkonen-group-b,EsPa - Viikingit,5.62,5.03,1.35
soccer,finland,ykkonen,TPS - Ekenas,1.39,4.69,7.20
soccer,estonia,meistriliiga,Infonet Tallinn - Tulevik,1.07,10.60,15.32
soccer,estonia,meistriliiga,Sillamae - Kalju,9.41,6.22,1.21
soccer,georgia,erovnuli-liga,Dinamo Batumi - Shukura,1.25,5.86,7.18
soccer,estonia,meistriliiga,Flora - Paide,1.12,7.33,14.12
soccer,germany,oberliga-bremen,Bremer - VfL Bremen,1.04,13.00,18.00
soccer,germany,oberliga-hessen,Lehnerz - SV Steinbach,1.45,4.75,4.73
soccer,germany,oberliga-nofv-sud,Bischofswerdaer - Kamenz,1.21,6.50,7.85
soccer,sweden,allsvenskan-women,Linkopings W - Orebro W,1.14,7.46,11.94
soccer,austria,regionalliga-central,Pasching - A. Klagenfurt,1.47,4.51,4.98
soccer,austria,regionalliga-east,Horn - St. Polten (Am),1.25,6.05,7.32
soccer,czech-republic,division-2,Znojmo - Frydek-Mistek,1.50,3.84,5.93
soccer,germany,regionalliga-bayern,Memmingen - Unterfohring,1.46,4.53,5.92
soccer,germany,regionalliga-west,Wegberg-Beeck - Uerdingen,7.36,4.32,1.41
soccer,sweden,division-2-norra-gotaland,Trollhattan - FBK Karlstad,1.28,5.51,6.81
soccer,sweden,division-2-norrland,Harnosands - Soderhamns,1.43,4.58,5.16
soccer,czech-republic,1-liga,Sparta Prague - Slovacko,1.32,5.11,9.05
soccer,germany,bundesliga,Bayern Munich - Bayer Leverkusen,1.24,6.38,12.89
soccer,ireland,premier-division,Cork City - Sligo Rovers,1.23,5.94,12.80
soccer,france,ligue-1,Metz - Monaco,8.81,5.25,1.35
soccer,malta,premier-league,Hibernians - St. Andrews,1.30,5.50,6.45
