soccer,singapore,singapore-cup,NagaWorld - Hougang,7.21,5.07,1.35
soccer,tajikistan,vysshaya-liga,Istiqlol Dushanbe - Regar-TadAZ,1.20,5.00,12.00
soccer,asia,southeast-asian-games,Malaysia U23 - Brunei U23,1.20,6.00,9.00
soccer,europe,euro-u19-women,Netherlands U19 W - Italy U19 W,1.44,4.18,6.75
soccer,ukraine,persha-liga,Mykolaiv - Kremin,1.49,3.80,7.25
soccer,finland,kakkonen-group-a,KTP - Sudet,1.13,7.09,11.48
soccer,finland,veikkausliiga,HJK - Rovaniemi,1.15,7.72,17.28
soccer,germany,dfb-pokal,BFC Dynamo - Schalke,14.30,7.40,1.16
soccer,sweden,allsvenskan,Hacken - Sundsvall,1.46,4.52,6.84
soccer,sweden,elitettan-women-2017,Umea W - Vaxjo DFF W,6.64,5.58,1.28
soccer,bulgaria,parva-liga,Lok. Plovdiv - Bistritsa,1.41,4.18,6.91
soccer,europe,euro-u19-women,Germany U19 W - Northern Ireland U19 W,1.02,13.00,34.00
soccer,europe,euro-u19-women,Spain U19 W - Scotland U19 W,1.12,8.77,17.33
soccer,england,southern-premier-league,Hitchin - St. Neots,1.44,4.70,5.75
soccer,portugal,primeira-liga,Chaves - Benfica,8.08,4.59,1.40
