Sport,Country,League,Participants,SportId,CountryId,LeagueId,Bet,HomeTeamId,AwayTeamId,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
soccer,czech-republic,1-liga,Dukla Prague - Sparta Prague,9,187,2110,2,44170,44168,3.98,3.29,1.95,0,0,0,2,0.4851678545037654,-0.05676071970279739
soccer,sweden,allsvenskan,AFC Eskilstuna - Jonkopings,9,283,2630,1,62169,62159,2.35,3.29,3.01,0,0,0,1,0.39286317129783127,-0.056867812925997414
soccer,scotland,league-one,Forfar Athletic - Stranraer,9,270,2555,2,59383,59392,2.69,3.44,2.37,0,0,0,2,0.3888982690159807,-0.05716138863658817
soccer,italy,serie-d-group-a,Chieri - Gozzano,9,220,2348,2,52339,52250,2.88,3.25,2.25,0,0,0,2,0.41245735802294436,-0.05757675555870012
soccer,denmark,2nd-division-group-3,VSK Aarhus - Sydvest,9,188,2130,2,44808,44809,2.48,3.34,2.47,0,0,0,1,0.3686939239196629,-0.057864235594078446
baseball,south-korea,kbo,LG Twins - Samsung Lions,8,279,3458,1,81060,81066,1.44,0.0,2.82,0,0,0,1,0.6767250631106189,-0.05799070254706567
soccer,england,fa-cup,Bath City - Hemel,9,193,3863,1,88731,88688,1.9,3.68,3.45,0,1,0,1,0.49882196700086057,-0.0580425141092944
soccer,germany,regionalliga-bayern,Buchbach - Augsburg II,9,204,2246,2,49000,49006,2.79,3.38,2.33,0,0,0,2,0.3959812639831645,-0.05816816159340345
soccer,fyr-of-macedonia,first-league,FK Skopje - Rabotnicki,9,197,2203,2,47311,47296,3.0,3.37,2.19,0,0,0,2,0.4250010192504931,-0.05819140154741191
soccer,germany,regionalliga-nordost,Bautzen - Berliner AK 07,9,204,2243,2,48832,48836,2.73,3.3,2.4,0,0,0,2,0.3825736453190165,-0.05844517945311458
soccer,finland,liiga-women,TPS W - PK-35 Vantaa W,9,199,2217,2,47754,47756,2.61,4.18,2.0,0,0,1,2,0.4706346886789173,-0.05873062264216544
handball,croatia,premijer-liga,Varazdin - Zamet,6,185,3102,1,73805,73807,1.38,12.5,3.54,0,0,0,1,0.7084510851958207,-0.058782901130967145
soccer,denmark,2nd-division-group-2,Naesby - Greve IF,9,188,2129,2,44783,44800,2.42,3.67,2.36,0,0,0,1,0.3786539874115915,-0.058913627087287763
soccer,switzerland,super-league,Grasshoppers - Basel,9,284,2650,2,62883,62878,4.03,3.69,1.84,0,0,0,2,0.5162808945466196,-0.059575183374071285
soccer,england,fa-cup,Boston Town - Hyde,9,193,3863,2,89067,88799,3.99,3.96,1.68,0,1,0,2,0.5711039461740897,-0.05962554474636673
soccer,wales,premier-league,Newtown - Connahs Q.,9,301,2719,2,64985,64988,2.73,3.43,2.3,0,0,0,2,0.4010647743444309,-0.05965463000600695
soccer,hong-kong,premier-league,Pegasus - Eastern AA,9,211,2303,2,50746,50737,2.33,3.97,2.3,0,0,0,1,0.39512535465204773,-0.05966761177498406
soccer,ecuador,serie-a,U. Catolica - LDU Quito,9,190,2141,2,45181,45182,2.67,3.17,2.53,0,0,0,2,0.3589605759494017,-0.06001943976994368
rugby-league,england,championship,Toulouse - Sheffield,4,193,3501,1,81581,81591,1.22,24.23,4.23,0,0,0,1,0.8088189048403425,-0.06018607315810075
soccer,usa,mls,Orlando City - FC Dallas,9,293,2688,1,64286,64277,2.38,3.48,2.78,0,0,0,1,0.38509195750096453,-0.06049358054181481
soccer,austria,tipico-bundesliga,Mattersburg - Rapid Vienna,9,165,2005,2,41455,41452,3.75,3.49,1.97,0,0,0,2,0.47780790880841983,-0.06053445324475565
soccer,sweden,division-2-vastra-gotaland,Vinbergs - Tvaakers,9,283,2637,2,62446,62444,2.39,3.93,2.25,0,0,0,1,0.3831003786601821,-0.06071229856270846
soccer,norway,eliteserien,Stabaek - Valerenga,9,254,2473,1,56658,56665,2.33,3.38,3.02,0,0,0,1,0.39440709846145783,-0.060925910214137784
soccer,south-korea,k-league-classic,Daegu - Incheon,9,279,2608,1,61155,61162,2.37,3.08,3.02,0,0,0,1,0.38661151305862834,-0.06111730952631446
soccer,germany,oberliga-bayern-sud,Wolfratshausen - Hankofen-Hailing,9,204,2259,2,49557,49550,2.42,3.64,2.32,0,0,0,1,0.37735669767205304,-0.061124501150444814
soccer,belgium,jupiler-league,Eupen - Genk,9,170,2023,2,42008,42000,3.67,3.61,1.97,0,0,0,2,0.4773835027885142,-0.06139639124394542
soccer,netherlands,eredivisie,Excelsior - Venlo,9,248,2444,1,55933,55948,2.22,3.28,3.36,0,0,0,1,0.41650188940791233,-0.061775250421667614
soccer,poland,ekstraklasa,Lechia Gdansk - Zaglebie,9,262,2497,1,57476,57487,2.29,3.28,3.13,0,0,0,1,0.4018133270215582,-0.06189727218653618
soccer,finland,veikkausliiga,Ilves - Lahti,9,199,2210,1,47440,47438,2.63,3.05,2.83,0,0,0,1,0.3415971755227049,-0.06233093765354977
soccer,finland,kakkonen-group-a,JaPS - Sudet,9,199,2212,2,47510,47513,2.37,4.03,2.26,0,0,0,1,0.38589281962564337,-0.06236059670600373
basketball,poland,tauron-basket-liga,Gdynia - Czarni Slupsk,7,262,2974,1,70625,70618,1.82,0.0,1.93,0,0,0,1,0.5213065377949199,-0.06246597708932411
soccer,denmark,superliga,Hobro - Odense,9,188,2126,1,44701,44691,2.49,3.27,2.88,0,0,0,1,0.36417160733004494,-0.06255885754911943
soccer,poland,ekstraklasa,Wisla - Jagiellonia,9,262,2497,1,57479,57473,2.53,3.14,2.86,0,0,0,1,0.35740075391077886,-0.06259875333707819
soccer,england,fa-cup,Oxford City - Leiston,9,193,3863,1,88765,88716,2.41,3.59,2.46,0,1,0,1,0.37820497403597275,-0.06278440608035858
soccer,netherlands,eredivisie,Breda - Den Haag,9,248,2444,1,55921,55932,2.19,3.39,3.32,0,0,0,1,0.42247917346574626,-0.06283244547060146
soccer,poland,ekstraklasa,Pogon Szczecin - Korona Kielce,9,262,2497,1,57477,57478,2.28,3.34,3.09,0,0,0,1,0.40330284753917484,-0.06286680282084493
soccer,italy,serie-b,Spezia - Bari,9,220,2343,1,51970,51986,2.51,2.91,3.09,0,0,0,1,0.36052661422443255,-0.06296569423620822
soccer,england,bostik-league,Lowestoft - Harrow,9,193,2155,1,45843,45844,2.4,3.5,2.4,0,0,0,2,0.379674501739031,-0.06341513987594687
basketball,usa,wnba,Los Angeles Sparks W - Minnesota Lynx W,7,293,3036,1,72223,72225,1.62,0.0,2.32,0,0,0,1,0.5929434618452682,-0.0635993416301054
soccer,england,fa-cup,Heybridge - Frome,9,193,3863,1,88836,88940,2.3,3.77,2.48,0,1,0,1,0.3988057811183829,-0.06365131032901493
soccer,finland,kakkonen-group-b,Peimari United - Espoo,9,199,2213,2,47537,47533,2.38,4.02,2.24,0,0,0,1,0.3831494148650511,-0.06384376276896987
soccer,scotland,championship,Dunfermline - Dundee Utd,9,270,2554,1,59360,59349,2.43,3.34,2.78,0,0,0,1,0.37390923535486215,-0.06391647418719222
soccer,japan,j-league-division-2,Montedio Yamagata - V-Varen Nagasaki,9,223,2381,1,54560,54554,2.5,2.97,2.98,0,0,0,1,0.36145978253470595,-0.0642336957754901
soccer,brazil,serie-b,ABC - Goias,9,175,2043,1,42547,42564,2.53,3.07,2.84,0,0,0,1,0.3563293814830132,-0.06437036918168415
volleyball,europe,european-championships-women,Netherlands W - Azerbaijan W,2,196,3681,1,84165,84170,1.69,0.0,2.21,0,0,1,1,0.5654049514130096,-0.06444294508987511
handball,sweden,allsvenskan-women,Sparvagens W - Helsingborg W,6,283,3207,1,76479,76476,1.85,8.8,2.18,0,0,1,1,0.5109036758189569,-0.06450376439403493
soccer,mexico,primera-division,Monarcas - Club Tijuana,9,242,2428,1,55537,55535,2.36,3.24,2.99,0,0,0,1,0.3864555016034493,-0.06468015898224973
soccer,moldova,divizia-nationala,Spicul Chiscareni - Dinamo-Auto,9,243,2433,1,55657,55652,2.47,3.17,2.48,0,0,0,2,0.36448770574291994,-0.06491249307943142
soccer,northern-ireland,nifl-premiership,Ballinamallard - Ards,9,253,2467,2,56506,56509,2.61,3.46,2.41,0,0,0,2,0.3769266381479302,-0.06496936316559443
soccer,japan,j-league,G-Osaka - Yokohama M.,9,223,2380,1,54537,54530,2.23,3.23,3.27,0,0,0,1,0.4125589746097488,-0.06503535497582137
soccer,turkey,tff-1-lig,Istanbulspor AS - Adana Demirspor,9,292,2668,1,63452,63416,2.52,3.18,2.67,0,0,0,1,0.3575655153904557,-0.0650887508000339
soccer,england,league-one,AFC Wimbledon - Rochdale,9,193,2148,1,45408,45420,2.46,3.25,2.91,0,0,0,1,0.36773569386989385,-0.06532205005483638
basketball,greece,greek-cup,Ionikos - Larissas Faros,7,207,2924,1,0,0,1.35,0.0,2.98,0,1,0,1,0.7237844229490643,-0.06540294005360903
soccer,belgium,jupiler-league,Mouscron - KV Mechelen,9,170,2023,1,42010,42016,2.33,3.37,3.01,0,0,0,1,0.3915970635221453,-0.06584875337849735
soccer,russia,division-2-center,Kaluga - Lipetsk,9,266,2539,2,58969,58968,2.72,3.19,2.33,0,0,0,2,0.3915821803933098,-0.06587482682976557
soccer,england,fa-cup,Needham Market - Dartford,9,193,3863,2,88950,88733,3.87,4.07,1.68,0,1,0,2,0.5685333008262419,-0.06597655089987306
soccer,japan,j-league,FC Tokyo - Iwata,9,223,2380,1,54524,54541,2.48,3.32,2.77,0,0,0,1,0.3637062264937282,-0.06622199884834737
soccer,austria,tipico-bundesliga,St. Polten - Sturm Graz,9,165,2005,2,41453,41449,3.75,3.58,1.94,0,0,0,2,0.48309196644012203,-0.06681019692145032
hockey,finland,mestis,IPK - SaPKo,5,199,3307,2,78330,78327,3.11,4.55,1.88,0,0,0,2,0.5006305315350212,-0.06683477353881832
soccer,spain,segunda-division-b-group-3,Ontinyent - Lleida,9,280,2617,1,61707,61670,2.5,2.94,2.79,0,0,0,1,0.3598360304699728,-0.06693994921671198
soccer,latvia,synottip-virsliga,Jelgava - Ventspils,9,230,2401,2,54961,54964,2.62,3.17,2.45,0,0,0,2,0.368458980053515,-0.06708655094406074
soccer,argentina,primera-b-nacional,Almagro - Ind. Rivadavia,9,160,1951,1,39760,39774,2.45,2.9,2.96,0,0,0,1,0.36839344976009697,-0.0671972745432844
soccer,japan,j-league,Omiya Ardija - Shimizu,9,223,2380,1,54536,54538,2.51,3.3,2.73,0,0,0,1,0.3579182469032319,-0.067301457134363
soccer,scotland,premiership,Motherwell - Partick,9,270,2553,1,59336,59330,2.15,3.27,3.48,0,0,0,1,0.4291120382057146,-0.06731227639801188
soccer,russia,division-1,Tyumen - Sibir,9,266,2536,1,58873,58871,2.4,2.99,2.94,0,0,0,1,0.37739061337692986,-0.06733037706812027
soccer,brazil,serie-b,Nautico - Boa,9,175,2043,1,42533,42546,2.46,2.95,2.97,0,0,0,1,0.3664476281702013,-0.06749235253514024
soccer,england,vanarama-national-league-north,Curzon - Darlington,9,193,2151,2,45622,45627,2.73,3.34,2.36,0,0,0,2,0.3847946934012704,-0.06756214968603075
soccer,spain,segunda-division-b-group-2,Amorebieta - Arenas Club,9,280,2616,1,61536,61529,2.37,3.11,2.85,0,0,0,1,0.38281684178414593,-0.06768181384786433
handball,hungary,nb-i,Csurgoi - Balatonfuredi,6,212,3157,1,75583,75586,1.97,7.94,2.12,0,0,0,1,0.4742374456686537,-0.06778580621933213
soccer,england,league-one,Bury - Milton Keynes Dons,9,193,2148,1,45425,45427,2.41,3.31,2.92,0,0,0,1,0.37522633177466036,-0.06787556058373653
soccer,japan,j-league,Sagan Tosu - Kashima,9,223,2380,2,54528,54535,4.56,3.67,1.75,0,0,0,2,0.5422924086459392,-0.06798437982614185
soccer,uruguay,primera-division,Fenix - Racing Montevideo,9,297,2710,1,64783,64788,2.47,3.25,2.62,0,0,0,1,0.3643824774094551,-0.0680103951011196
soccer,spain,laliga,Levante - Alaves,9,280,2613,1,61309,61302,1.79,3.58,5.01,0,0,0,1,0.5282536275832351,-0.06889367927342917
soccer,chile,primera-division,Curico Unido - Antofagasta,9,181,2083,1,43459,43453,2.4,3.13,2.97,0,0,0,1,0.3763806831932459,-0.06906168595443558
soccer,russia,division-2-west,Dolgoprudny - Lokomotiv-Kazanka,9,266,2540,2,58989,59007,2.78,3.28,2.24,0,0,0,2,0.40816917398048497,-0.06911375022880124
hockey,canada,ohl,London Knights - Kingston Frontenacs,5,180,3249,1,77605,77608,1.66,4.71,3.63,0,0,0,1,0.5748355573854075,-0.06935299203064195
soccer,germany,3-liga,Sonnenhof Grossaspach - Fortuna Koln,9,204,2241,1,48691,48697,2.54,3.21,2.75,0,0,0,1,0.3515654914360995,-0.06949587776123844
soccer,russia,division-1,Kursk - Kuban,9,266,2536,1,58901,58863,2.21,3.06,3.23,0,0,0,1,0.41385914636407367,-0.07055478226065881
soccer,russia,premier-league,Rubin Kazan - Amkar,9,266,2535,1,58825,58824,1.7,3.36,5.7,0,0,0,1,0.5591461442844251,-0.07064507816639619
soccer,england,league-one,Bradford - Doncaster,9,193,2148,1,45404,45430,2.32,3.38,3.03,0,0,0,1,0.39080248930147315,-0.07071077637922901
basketball,japan,b-league,Tochigi Brex - SeaHorses Mikawa,7,223,2944,1,70261,70262,1.82,0.0,1.92,0,0,0,1,0.5174630900090796,-0.07099655632131097
basketball,united-kingdom,bbl,Bristol Flyers - Plymouth Raiders,7,307,3043,1,72312,72318,1.7,0.0,2.08,0,0,0,1,0.5589537286430357,-0.07111237329548468
soccer,latvia,synottip-virsliga,Riga FC - Spartaks,9,230,2401,2,54965,54960,2.56,3.19,2.48,0,0,0,2,0.3603934784737539,-0.071773090125061
soccer,turkey,super-lig,Kayserispor - Bursaspor,9,292,2667,1,63378,63377,2.07,3.47,3.48,0,0,0,1,0.44587084187682235,-0.07200687599530638
soccer,sweden,division-1-sodra,Ljungskile - Kristianstads,9,283,2633,1,62305,62302,2.43,3.4,2.56,0,0,0,1,0.369101366747632,-0.07208648867360433
soccer,austria,regionalliga-west,Saalfelden - Hard,9,165,2009,1,41599,41604,2.39,3.74,2.39,0,0,0,2,0.3764408797414561,-0.07216280389778407
soccer,england,fa-cup,AFC Mansfield - Boston,9,193,3863,2,88689,88719,4.12,4.08,1.64,0,1,0,2,0.5814991938073765,-0.07240831586859797
hockey,russia,vhl,Penza - Voronezh,5,266,3342,1,78911,78908,1.64,4.57,3.97,0,0,0,1,0.581314086581681,-0.07288265313444235
soccer,romania,liga-2,Sportul Snagov - UTA Arad,9,265,2529,1,58545,58535,2.4,3.3,2.67,0,0,0,1,0.3739509618258049,-0.07322692258433446
soccer,philippines,pfl,Kaya - Meralco Sparks,9,261,2496,2,57461,57458,2.63,3.6,2.3,0,0,0,2,0.3932502454204679,-0.07348033502532608
soccer,argentina,primera-b-metropolitana,Almirante Brown - Platense,9,160,1952,2,39818,39831,2.92,3.02,2.3,0,0,0,2,0.3932328738712005,-0.07351106930479921
soccer,england,vanarama-national-league,Gateshead - Boreham Wood,9,193,2150,1,45549,45545,2.37,3.29,2.9,0,0,0,1,0.3793659205686627,-0.0736516556585908
soccer,venezuela,primera-division,Aragua - Carabobo,9,299,2715,2,64881,64894,3.34,3.25,2.01,0,0,0,2,0.4602195731305884,-0.07421649307674985
soccer,serbia,super-liga,Borac - Radnik,9,272,2565,1,59671,59670,2.51,3.03,2.62,0,0,0,1,0.3537342843443424,-0.07425625582496732
soccer,hungary,otp-bank-liga,Ujpest - Debrecen,9,212,2304,1,50758,50756,2.25,3.25,3.06,0,0,0,1,0.40318024452663953,-0.07427555985204881
soccer,greece,super-league,Panathinaikos - Giannina,9,207,2284,1,50250,50255,1.55,3.66,6.72,0,0,0,1,0.6186485791899068,-0.07471764046480815
soccer,slovenia,prva-liga,Krsko - Aluminij,9,276,2585,1,60230,60232,2.26,3.21,2.89,0,0,0,1,0.40070236648905594,-0.07493067597994738
soccer,england,fa-cup,Newcastle Benfield - Kidderminster,9,193,3863,2,89033,88723,4.55,4.08,1.58,0,1,0,2,0.6051021945714621,-0.075756090650155
soccer,mexico,liga-de-ascenso,Correcaminos - Celaya,9,242,2429,1,55565,55566,2.32,3.01,2.94,0,0,0,1,0.3878506327517028,-0.07589888789094672
soccer,argentina,primera-d-metropolitana,Deportivo Muniz - Puerto Nuevo,9,160,1954,1,39885,39883,2.5,3.0,2.62,0,0,0,1,0.35412750754049943,-0.0764541540991676
soccer,england,premier-league,West Ham - Swansea,9,193,2146,1,45311,45324,1.89,3.45,4.7,0,0,0,1,0.49304246107558497,-0.07657275119903878
soccer,italy,serie-c-group-b,Reggiana - Sambenedettese,9,220,2345,1,52089,52102,2.33,3.1,2.89,0,0,0,1,0.38525283938679417,-0.0769630708486989
soccer,serbia,super-liga,Sp. Subotica - Radnicki Nis,9,272,2565,1,59672,59659,2.21,3.09,3.04,0,0,0,1,0.4103363275795892,-0.07698902152818836
soccer,argentina,superliga,Atl. Tucuman - Belgrano,9,160,1950,1,39724,39718,2.2,3.09,3.51,0,0,0,1,0.41251895711260905,-0.07704857862688337
soccer,germany,regionalliga-north,Braunschweig II - Egestorf-Langreder,9,204,2242,1,48742,48746,2.42,3.31,2.73,0,0,0,1,0.36781799989753267,-0.07738059172392321
hockey,russia,mhl,Avto - Kuznetskie Medvedi,5,266,3343,1,78936,78926,1.7,4.78,3.43,0,0,0,1,0.5563207717779307,-0.07750669711073982
soccer,germany,3-liga,SV Werder Bremen II - Chemnitzer,9,204,2241,1,48703,48686,2.16,3.28,3.29,0,0,0,1,0.42129000862004123,-0.07759791498337147
soccer,sweden,superettan,GAIS - Brommapojkarna,9,283,2631,2,62192,62189,4.98,3.81,1.66,0,0,0,2,0.5712511003672306,-0.0783684445309049
soccer,chile,primera-division,Huachipato - S. Wanderers,9,181,2083,1,43454,43464,2.23,3.27,3.15,0,0,0,1,0.4051592407865366,-0.07845113255774264
handball,sweden,allsvenskan,Linkoping - Tyreso,6,283,3205,1,76421,76411,1.99,9.2,2.0,0,0,0,1,0.4632793392099586,-0.07886274239614374
soccer,england,vanarama-national-league,Barrow - Maidstone,9,193,2150,1,45542,45555,2.24,3.34,3.08,0,0,0,1,0.40256740923735873,-0.07923306718412605
volleyball,russia,superleague,Belgorod - Din. Moscow,2,266,3769,1,86299,86298,1.41,0.0,2.76,0,0,0,1,0.6859945031250421,-0.07987256242363594
soccer,romania,liga-2,Politehnica Timisoara - Calarasi,9,265,2529,1,58549,58551,2.43,3.3,2.51,0,0,0,1,0.36434579916641535,-0.0801676279899375
basketball,france,lnb,Le Mans - Pau-Orthez,7,200,2910,1,69537,69532,1.58,0.0,2.4,0,0,0,1,0.6034574263801155,-0.08023666606796132
soccer,canada,csl,York Region - Scarborough B.,9,180,2082,1,43433,43428,2.3,3.68,2.7,0,0,0,1,0.3894058290095156,-0.08028199482931868
hockey,finland,suomi-sarja,Hokki - Pyry,5,199,3308,1,78357,78358,1.85,6.0,2.4,0,0,0,1,0.5035126004615889,-0.08059022252477716
basketball,spain,acb,Fuenlabrada - Bilbao,7,280,3008,1,71218,71224,1.41,0.0,2.91,0,0,0,1,0.6856766655538099,-0.0809656135832393
soccer,chile,primera-b,D. Puerto Montt - S. Morning,9,181,2084,1,43494,43497,2.4,3.22,2.67,0,0,0,1,0.3689816162925118,-0.08174580064140839
soccer,poland,division-1,Stal Mielec - Zaglebie Sosnowiec,9,262,2498,1,57516,57520,2.05,3.38,3.36,0,0,0,1,0.44569935159308327,-0.08220602784207566
soccer,germany,bundesliga,B. Monchengladbach - Hannover,9,204,2239,1,48596,48614,1.76,3.83,4.81,0,0,0,1,0.5326485530624127,-0.08228756132914958
volleyball,russia,superleague,Ufa - Nizhievartovsk,2,266,3769,1,86304,86310,1.25,0.0,3.78,0,0,0,1,0.78349903203495,-0.08250483982525036
soccer,turkey,super-lig,Osmanlispor - Kasimpasa,9,292,2667,1,63371,63385,1.99,3.66,3.56,0,0,0,1,0.46145479843792536,-0.08253025364497828
soccer,thailand,thai-premier-league,Thai Honda FC - Nakhon Ratchasima,9,288,2662,1,63239,63232,2.17,3.66,2.75,0,0,0,1,0.4163136793771228,-0.08256351773644743
soccer,england,league-one,Peterborough - Oxford Utd,9,193,2148,1,45411,45418,2.07,3.64,3.37,0,0,0,1,0.4403763786108838,-0.08263635165931829
soccer,turkey,super-lig,Galatasaray - Kardemir Karabuk,9,292,2667,1,63372,63383,1.3,5.59,9.4,0,0,0,1,0.7501005392680256,-0.08289766317188917
soccer,fyr-of-macedonia,first-league,Pelister - Shkendija,9,197,2203,2,47300,47299,3.45,3.52,1.95,0,0,0,2,0.47237857450422,-0.0830123997018642
hockey,asia,asia-league,Nippon Paper Cranes - Anyang,5,162,3241,2,77507,77503,3.01,4.66,1.85,0,0,0,2,0.502369671230718,-0.08307777438020207
soccer,romania,liga-1,FC Viitorul - Poli Iasi,9,265,2528,1,58503,58495,1.69,3.34,5.55,0,0,0,1,0.5577167899131236,-0.0832733696330742
soccer,chile,primera-division,Deportes Iquique - U. De Concepcion,9,181,2083,1,43465,43468,2.18,3.24,3.25,0,0,0,1,0.4135431886202869,-0.08345410915913092
handball,portugal,andebol-1,Avanca - Belenenses,6,263,3183,1,75994,75993,1.84,9.07,2.21,0,0,0,1,0.505275956491739,-0.08368123816095273
soccer,france,ligue-1,Rennes - Caen,9,200,2223,1,47918,47917,1.9,3.37,4.54,0,0,0,1,0.4865649605036048,-0.08391841671461207
hockey,canada,whl,Kootenay Ice - Spokane Chiefs,5,180,3250,2,77639,77636,2.68,4.32,2.04,0,0,0,2,0.44712432865487944,-0.08448689379235184
soccer,ukraine,premier-league,Olimpik Donetsk - Mariupol,9,295,2698,1,64527,64537,2.07,3.07,3.53,0,0,0,1,0.4393234109415348,-0.0846734012626383
soccer,south-africa,first-division,Pretoria U. - Mbombela,9,277,2590,1,60372,60373,2.09,3.33,3.13,0,0,0,1,0.4343047291126769,-0.08468175793991309
soccer,brazil,serie-b,Guarani - Criciuma,9,175,2043,1,42565,42544,2.17,3.14,3.31,0,0,0,1,0.4149774614005288,-0.08504180235970293
soccer,germany,3-liga,Preussen Munster - VfL Osnabruck,9,204,2241,1,48698,48699,2.1,3.27,3.44,0,0,0,1,0.4316075416064464,-0.08511287511496596
soccer,jordan,premier-league,Al Yarmouk - Al Buqaa,9,224,2387,2,54766,54755,3.27,3.2,2.0,0,0,0,2,0.4574001453592336,-0.08519970928153275
basketball,uruguay,liga-capital,Defensor - Trouville,7,297,3047,1,72373,72374,1.72,0.0,1.99,0,0,0,1,0.5457058940332422,-0.08525814203169915
soccer,uruguay,primera-division,Defensor Sp. - River Plate,9,297,2710,1,64781,64784,2.03,3.39,3.27,0,0,0,1,0.4491528839657743,-0.08565014131017308
soccer,portugal,primeira-liga,Ferreira - Moreirense,9,263,2517,1,58027,58019,2.08,3.13,3.91,0,0,0,1,0.4361651967202134,-0.08590406557588527
soccer,colombia,liga-aguila,Deportes Tolima - Ind. Medellin,9,183,2092,1,43735,43739,2.26,3.0,3.08,0,0,0,1,0.3945582904425814,-0.08595100285695727
soccer,bosnia-and-herzegovina,premier-league,Zeljeznicar - Zrinjski,9,173,2037,1,42398,42400,2.3,3.0,2.91,0,0,0,1,0.3861520421544086,-0.08603869464989249
soccer,scotland,league-one,Airdrieonians - Queen's Park,9,270,2555,1,59384,59388,2.03,3.5,3.25,0,0,0,1,0.44895317945339014,-0.08604373369865842
soccer,belgium,proximus-league,Tubize - Westerlo,9,170,2024,1,42045,42065,2.17,3.41,3.06,0,0,0,1,0.4143125237641725,-0.08627506276217585
soccer,uzbekistan,professional-football-league,Kokand 1912 - Shortan Guzor,9,298,2713,1,64836,64827,1.21,4.89,13.94,0,0,0,1,0.8114687377711167,-0.08629917760451815
hockey,canada,ohl,North Bay Battalion - Soo Greyhounds,5,180,3249,2,77617,77606,2.52,4.34,2.15,0,0,0,2,0.41884238340784985,-0.08651206580271549
hockey,switzerland,swiss-league,Visp - GCK Lions,5,284,3381,1,79744,79749,1.63,5.01,3.63,0,0,0,1,0.5799820602150801,-0.08671308230066575
soccer,england,league-two,Stevenage - Port Vale,9,193,2149,1,45493,45517,2.11,3.31,3.59,0,0,0,1,0.4282219152810572,-0.08689347635763013
soccer,singapore,singapore-cup,Home Utd - Albirex Niigata,9,274,2570,2,59808,59812,2.91,3.5,2.11,0,1,0,2,0.42797649890959455,-0.08735998855923925
soccer,sweden,division-1-norra,Sollentuna - Arameisk-Syrianska,9,283,2632,1,62249,62251,2.1,3.54,2.92,0,0,0,1,0.43037782196153784,-0.08746052170979134
soccer,scotland,premiership,Aberdeen - St Johnstone,9,270,2553,1,59331,59332,1.55,3.96,6.2,0,0,0,1,0.6141203828403725,-0.08747892108622286
soccer,poland,division-2,Elblag - GKS Belchatow,9,262,2499,1,57570,57572,2.2,3.2,2.84,0,0,0,1,0.4067404928440975,-0.08764242978582118
basketball,spain,acb,Obradoiro CAB - Tecnyconta Zaragoza,7,280,3008,1,71217,71222,1.31,0.0,3.43,0,0,0,1,0.742573931022462,-0.08783274309862801
soccer,portugal,primeira-liga,Rio Ave - Setubal,9,263,2517,1,58031,58030,1.93,3.22,4.4,0,0,0,1,0.4753752453392124,-0.08873739408098938
soccer,slovakia,fortuna-liga,Trnava - Dun. Streda,9,275,2573,1,59870,59867,2.04,3.27,3.3,0,0,0,1,0.44486872738952243,-0.08891134242824447
soccer,spain,laliga2,Numancia - Albacete,9,280,2614,1,61330,61354,1.81,3.38,4.7,0,0,0,1,0.5126742436571408,-0.08896249256861138
hockey,norway,get-ligaen,Kongsvinger - Storhamar,5,254,3334,2,78784,78786,11.17,9.79,1.13,0,0,0,2,0.8746827902297641,-0.08929574646435827
soccer,germany,dfb-junioren-pokal,Dresden U19 - B. Monchengladbach U19,9,204,2277,1,0,0,2.25,4.5,2.25,0,0,0,1,0.39477024976294156,-0.08941355042670515
soccer,france,ligue-1,Guingamp - Toulouse,9,200,2223,1,47905,47920,1.95,3.38,4.27,0,0,0,1,0.46925644251177273,-0.08942098642320341
soccer,italy,serie-b,Cittadella - Entella,9,220,2343,1,51971,51981,1.66,3.58,5.48,0,0,0,1,0.5668342639938782,-0.08947745722751875
soccer,denmark,2nd-division-group-2,Hellerup - Kolding IF,9,188,2129,1,44781,44797,2.33,3.3,2.67,0,0,0,1,0.37809106269121245,-0.08950964205223683
soccer,egypt,premier-league,Petrojet - Tanta,9,191,2142,1,45210,45215,1.78,2.88,5.36,0,0,0,1,0.5222734348826563,-0.09019652039598934
rugby-union,england,aviva-premiership-rugby,Leicester Tigers - Exeter Chiefs,3,193,3516,1,81823,81822,1.8,20.0,2.06,0,0,0,1,0.5152724984480316,-0.09063687849192897
soccer,greece,super-league,Platanias FC - Panetolikos,9,207,2284,1,50254,50257,2.12,2.97,3.88,0,0,0,1,0.4236795782071673,-0.09089222696500478
soccer,south-korea,k-league-challenge,Asan Mugunghwa - Suwon City,9,279,2609,1,61180,61182,2.0,3.37,3.46,0,0,0,1,0.4544980876069394,-0.09100382478612123
soccer,poland,division-1,Podbeskidzie - Puszcza,9,262,2498,1,57512,57534,2.02,3.31,3.56,0,0,0,1,0.44899230497472553,-0.09121131759907294
soccer,sweden,division-2-norrland,Soderhamns - Anundsjo,9,283,2635,1,62360,62355,2.2,4.01,2.46,0,0,0,1,0.40458824726916764,-0.09158821333985923
hockey,canada,ohl,Saginaw Spirit - Ottawa 67s,5,180,3249,2,77619,77612,2.39,4.34,2.24,0,0,0,2,0.3955308925876192,-0.09194419403526846
rugby-union,new-zealand,heartland-championships,North Otago - Poverty Bay,3,249,3531,1,82096,82090,1.29,23.98,3.63,0,0,0,1,0.7545236542900665,-0.09194650333039367
