Sport,Country,League,Participants,SportId,CountryId,LeagueId,Bet,HomeTeamId,AwayTeamId,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
hockey,switzerland,national-league,Servette - Zurich,5,284,3380,2,79734,79731,2.69,4.36,2.12,0,0,0,2,0.44254238205509744,-0.05518763396713691
hockey,russia,vhl,Dinamo St. Petersburg - Toros Neftekamsk,5,266,3342,1,78898,78904,1.94,4.08,3.13,0,0,0,1,0.4882804667975495,-0.05610201533271709
hockey,russia,khl,Lada - Salavat Ufa,5,266,3341,2,78892,78874,3.65,4.56,1.77,0,0,0,2,0.540477656104317,-0.05630460869527134
soccer,egypt,premier-league,Al Nasr - Arab Contractors,9,191,2142,2,45221,45211,5.08,2.85,1.81,0,0,0,2,0.5272595523410816,-0.05637062995387942
handball,germany,bundesliga,HSG Wetzlar - Leipzig,6,204,3147,1,75267,75272,1.52,8.39,3.31,0,0,0,1,0.6384758831175044,-0.05676280319498717
soccer,usa,mls,Montreal Impact - New York City,9,293,2688,1,64284,64287,2.35,3.55,2.85,0,0,0,1,0.3925450292150131,-0.05742161581090306
soccer,usa,mls,San Jose Earthquakes - Chicago Fire,9,293,2688,1,64290,64291,2.24,3.49,3.05,0,0,0,1,0.4135518162710219,-0.05939026738137978
hockey,finland,liiga,Jyvaskyla - Ilves,5,199,3306,1,78311,78314,1.52,4.8,4.89,0,0,0,1,0.6369434319657186,-0.06124227579251492
soccer,costa-rica,primera-division,Santos DG - Herediano,9,184,2097,2,43847,43845,2.82,3.29,2.35,0,0,0,2,0.3897617054117044,-0.06226666094999601
soccer,europe,europa-league,Salzburg - Marseille,9,196,2166,1,46304,46283,2.38,3.47,3.01,0,0,0,1,0.3836255919068197,-0.06302252989983273
hockey,russia,vhl,SKA Neva St. Petersburg - Perm,5,266,3342,1,78897,78910,1.83,4.27,3.36,0,0,0,1,0.5177756926040942,-0.06321744883675613
handball,sweden,handbollsligan,Lugi - Malmo,6,283,3204,1,76381,76383,2.0,7.81,2.16,0,0,0,1,0.4676813718643781,-0.06463725627124384
soccer,brazil,copa-do-brasil,Cruzeiro - Flamengo RJ,9,175,2067,1,43013,43012,2.11,3.11,3.69,0,1,0,1,0.4397942584186958,-0.06489559886175854
hockey,russia,mhl,Mamonty Yugry - Irbis,5,266,3343,1,78945,78927,1.95,4.49,2.85,0,0,0,1,0.48114940508493226,-0.06500911587829698
soccer,russia,division-2-east,Zenit Irkutsk - Sakhalin,9,266,2538,2,58949,58948,2.94,3.28,2.18,0,0,0,2,0.42351343758783583,-0.06503449665976083
soccer,mexico,primera-division,Club Leon - Club America,9,242,2428,1,55548,55544,2.38,3.36,2.87,0,0,0,1,0.3819542730485309,-0.06590494938006994
hockey,canada,whl,Regina Pats - Swift Current Broncos,5,180,3250,1,77621,77626,1.68,4.36,3.76,0,0,0,1,0.5680222098440942,-0.06723924626753201
soccer,honduras,liga-nacional,Vida - Real Espana,9,210,2302,2,50727,50722,2.74,3.2,2.32,0,0,0,2,0.3922111659546298,-0.06823492044337802
soccer,czech-republic,division-2,Zizkov - Opava,9,187,2111,2,44188,44189,3.03,3.22,2.17,0,0,0,2,0.42371697823644794,-0.06883261301445133
soccer,usa,nasl,Jacksonville A. - Indy Eleven,9,293,2689,1,64299,64294,2.31,3.06,2.93,0,0,0,1,0.3936704614171808,-0.06917651460023838
soccer,usa,mls,FC Dallas - Colorado Rapids,9,293,2688,1,64277,64282,1.35,4.93,8.89,0,0,0,1,0.7227792792862364,-0.06927992275308775
soccer,argentina,copa-argentina,Rosario Central - Boca Juniors,9,160,1956,2,39962,39955,5.41,3.49,1.66,0,1,0,2,0.573559716203441,-0.07256192591255752
soccer,france,national,Pau - Beziers,9,200,2225,1,47998,47991,2.52,3.01,2.8,0,0,0,1,0.3529136029399651,-0.07280113196795261
soccer,argentina,copa-argentina,Godoy Cruz - Banfield,9,160,1956,2,39959,39967,2.97,3.09,2.36,0,1,0,2,0.3815562240543913,-0.07318184649385037
handball,france,lidl-starligue,Dunkerque - Chambery Savoie,6,200,3141,1,75147,75143,1.53,8.48,3.17,0,0,0,1,0.6276465932373316,-0.07490700442808028
soccer,china,super-league,Jiangsu Suning - Tianjin Quanjian,9,182,2087,1,43579,43576,2.26,3.34,3.02,0,0,0,1,0.39893145506742717,-0.0781070726568371
soccer,venezuela,copa-venezuela,Carabobo - Zamora,9,299,2716,1,64924,64909,1.97,3.32,3.52,0,1,0,1,0.46911876051617374,-0.07818148637436881
hockey,usa,nhl,Winnipeg Jets - Ottawa Senators,5,293,3383,1,99266,79795,2.19,3.95,2.73,0,0,0,1,0.41397055481906486,-0.07849116382037645
soccer,bolivia,liga-de-futbol-prof,Real Potosi - The Strongest,9,172,2036,2,42388,42378,3.27,3.59,2.01,0,0,0,2,0.45756197440984514,-0.07950537765961521
soccer,saudi-arabia,saudi-professional-league,Al-Taawon - Al-Ittihad FC,9,269,2550,2,59270,59273,2.78,3.64,2.11,0,0,0,2,0.42927625676050407,-0.08488927768949234
soccer,honduras,liga-nacional,Juticalpa - Olimpia,9,210,2302,2,50726,50723,3.59,3.23,1.93,0,0,0,2,0.47599821628391265,-0.08744456190542861
soccer,honduras,liga-nacional,CD Honduras - Platense,9,210,2302,1,50721,50728,2.21,3.23,2.89,0,0,0,1,0.40439135490898054,-0.08784719475301908
soccer,turkey,tff-3-lig-group-2,Kirikhanspor - 24 Erzincanspor,9,292,2679,1,63918,63950,2.23,3.48,2.59,0,0,0,1,0.3996203857052595,-0.0884931218514401
soccer,europe,europa-league,Plzen - H. Beer Sheva,9,196,2166,1,46309,46265,2.06,3.51,3.71,0,0,0,1,0.43971813601448784,-0.08884966019825943
hockey,france,ligue-magnus,Bordeaux - Chamonix Mont-Blanc,5,200,3311,1,78376,99170,1.37,5.52,5.38,0,0,0,1,0.7051959596998406,-0.09157171678707642
soccer,jordan,premier-league,Shabab Al Ordon - Al Faisaly Amman,9,224,2387,2,54754,54750,3.56,3.24,1.91,0,0,0,2,0.47922800599338167,-0.09304891049740772
soccer,germany,regionalliga-sudwest,Mainz II - Hoffenheim II,9,204,2245,1,48971,48940,2.04,3.47,3.22,0,0,0,1,0.4414860566971161,-0.09554658109411843
soccer,kuwait,premier-league,Al Naser - Al Tadamon,9,228,2397,1,54928,54929,2.11,3.39,2.88,0,0,0,1,0.423406960679504,-0.09604622789751947
soccer,colombia,liga-aguila,Atl. Nacional - Cortulua,9,183,2092,1,43753,43738,1.33,4.6,9.45,0,0,0,1,0.7277261348171574,-0.09734618391872889
baseball,usa,mlb,Chicago White Sox - Los Angeles Angels,8,293,3460,2,81088,81073,2.64,0.0,1.53,0,0,0,2,0.6192797945772476,-0.0990602156543607
soccer,zimbabwe,premier-soccer-league,Shabanie - Dynamos,9,305,2790,2,67541,67536,3.75,3.3,1.83,0,0,0,2,0.500765609260027,-0.1007216084989765
soccer,iran,division-1,Rah Ahan - Naft Ahvaz,9,216,2329,2,51472,51462,4.44,2.97,1.78,0,0,0,2,0.5173821487346515,-0.10135868622092349
soccer,saudi-arabia,saudi-professional-league,Al Batin - Al-Fateh,9,269,2550,1,59267,59272,2.0,3.58,3.06,0,0,0,1,0.44929554813384637,-0.10140890373230727
soccer,chile,chilean-cup,Huachipato - San Felipe,9,181,2085,1,43519,43518,1.75,3.52,4.52,0,1,0,1,0.5268554190708652,-0.10400402216798128
basketball,norway,blno,Kongsberg Miners - Asker,7,254,2968,1,70537,70538,1.61,0.0,2.25,0,0,0,1,0.5809924533473702,-0.10590516411595736
soccer,mexico,primera-division,Toluca - U.N.A.M.- Pumas,9,242,2428,1,55536,55541,1.68,3.73,4.9,0,0,0,1,0.5518019420091435,-0.10731284915388098
soccer,usa,mls,New York Red Bulls - DC United,9,293,2688,1,64292,64285,1.51,4.39,5.99,0,0,0,1,0.6258262270235858,-0.10784783763604976
handball,germany,bundesliga,Hannover-Burgdorf - Erlangen,6,204,3147,1,75261,75264,1.31,10.33,4.74,0,0,0,1,0.737430476799083,-0.10956798513935861
soccer,usa,mls,Houston Dynamo - Los Angeles Galaxy,9,293,2688,1,64281,64276,1.49,4.49,6.1,0,0,0,1,0.6341748212031284,-0.11240717634150747
hockey,austria,alps-hockey-league,Vipiteno - Fassa,5,165,3246,1,77552,77555,1.5,5.13,4.17,0,0,0,1,0.6278094928502755,-0.11657152144917338
soccer,turkey,spor-toto-2-lig-red-group,Bodrumspor - Afjet Afyonspor,9,292,2675,1,0,0,2.16,3.34,2.83,0,0,0,1,0.3991926865619447,-0.1187446526087926
soccer,usa,mls,Atlanta United - Philadelphia Union,9,293,2688,1,64273,64283,1.44,4.83,6.45,0,0,0,1,0.657859428407737,-0.11973277975649718
volleyball,europe,european-championships-women,Italy W - Netherlands W,2,196,3681,2,84148,84165,2.22,0.0,1.63,0,0,1,2,0.5664695325622983,-0.121674066545165
soccer,cameroon,elite-one,Stade Renard - Dragon de Yaounde,9,179,2080,1,43394,43398,1.9,2.8,4.2,0,0,0,1,0.4669320693872492,-0.12536563129358508
rugby-union,new-zealand,mitre-10-cup,Taranaki - Tasman,3,249,3532,1,82108,82105,1.5,22.24,2.6,0,1,0,1,0.6242359807548483,-0.12729205773545504
soccer,turkey,tff-3-lig-group-2,Trabzon - Yeni Orduspor,9,292,2679,1,0,0,1.82,3.51,3.51,0,0,0,1,0.49183021091411805,-0.12788904406866483
soccer,malaysia,super-league,Felda Utd. - Johor DT,9,237,2416,2,55257,55265,3.43,3.78,1.8,0,0,0,2,0.49699620417035917,-0.13175854061669184
handball,portugal,andebol-1,Sporting - Porto,6,263,3183,1,76004,76002,1.39,9.96,3.45,0,0,0,1,0.6822324007175277,-0.1325563153913759
soccer,germany,regionalliga-sudwest,TuS Koblenz - Saarbrucken,9,204,2245,2,48953,48944,5.73,3.86,1.53,0,0,0,2,0.6072493662357331,-0.13378956539495904
soccer,paraguay,primera-division,Sportivo Trinidense - Libertad Asuncion,9,259,2491,2,57336,57345,5.6,3.93,1.53,0,0,0,2,0.6068218186645195,-0.1350238064967645
soccer,russia,division-2-east,Chita - Smena Komsomolsk,9,266,2538,1,58947,58950,1.64,3.64,4.79,0,0,0,1,0.5570133657788112,-0.1351532501917963
soccer,bolivia,liga-de-futbol-prof,Oriente Petrolero - Guabira,9,172,2036,1,42380,42385,1.72,3.78,4.22,0,0,0,1,0.5244529596669237,-0.1360290407956823
soccer,lithuania,a-lyga,Jonava - Kauno Zalgiris,9,234,2409,1,55099,55094,1.81,3.28,3.91,0,0,0,1,0.4913897060205906,-0.13652423716386536
soccer,mexico,primera-division,Monterrey - Santos Laguna,9,242,2428,1,55540,55539,1.48,4.25,6.07,0,0,0,1,0.6305557987428437,-0.13911962054289861
soccer,bolivia,liga-de-futbol-prof,U. Sucre - Petrolero de Yacuiba,9,172,2036,1,42387,42384,1.79,3.53,3.86,0,0,0,1,0.4957834142439497,-0.1424654284852278
rugby-league,england,super-league,Castleford Tigers - St Helens,4,193,3500,1,81575,81569,1.46,20.33,2.77,0,0,0,1,0.6397465582077584,-0.14341309786233222
soccer,cameroon,elite-one,Eding Sport - Bafang,9,179,2080,1,43403,43407,1.5,3.4,6.5,0,0,0,1,0.6183401735125772,-0.1449794794622683
soccer,bolivia,liga-de-futbol-prof,Sport Boys - San Jose,9,172,2036,1,42381,42386,1.67,3.65,4.47,0,0,0,1,0.5393929232612034,-0.14808032560267223
soccer,zimbabwe,premier-soccer-league,Highlanders - Bantu Rovers,9,305,2790,1,67537,67532,1.4,3.75,7.5,0,0,0,1,0.6694880498990733,-0.15679182535324357
soccer,europe,europa-league,Zenit Petersburg - Real Sociedad,9,196,2166,1,46266,0,2.18,3.56,3.33,0,0,0,1,0.3735637630011989,-0.15731440394693746
baseball,south-korea,kbo,KT Wiz Suwon - LG Twins,8,279,3458,2,81059,81060,2.24,0.0,1.63,0,0,0,2,0.5493079719391947,-0.16607619958589334
soccer,nicaragua,primera-division,Ferretti - Juventus Managua,9,250,2452,1,56173,56176,1.57,3.6,5.0,0,0,0,1,0.576258314971471,-0.16714814999086067
soccer,germany,junioren-bundesliga-south,Eintracht Frankfurt U19 - Wehen U19,9,204,2274,1,50053,50073,1.57,4.5,4.0,0,0,0,1,0.5665980019478606,-0.19375638059975236
handball,denmark,888ligaen,Mors - GOG,6,188,3105,2,73852,73849,3.13,8.16,1.54,0,0,0,2,0.5802857908680898,-0.19696274456137336
soccer,qatar,premier-league,Al Markhiya - Al Sailiya,9,264,2527,2,0,58486,3.03,3.61,2.01,0,0,0,2,0.39853553461697216,-0.19697383704939217
hockey,norway,get-ligaen,Kongsvinger - Stavanger,5,254,3334,2,78784,78778,8.43,7.9,1.2,0,0,0,2,0.7999069052679053,-0.2005585683925682
hockey,belarus,extraleague,Molodechno - Lida,5,169,3248,1,77590,77592,1.19,7.74,8.18,0,0,0,1,0.8008034124679545,-0.24759967980596959
hockey,belarus,extraleague,Belarus U20 - Neman Grodno,5,169,3248,2,77591,77586,6.12,6.09,1.31,0,0,0,2,0.704238237819045,-0.24983196276468048
soccer,panama,lpf-2017-2018,Chorrillo - San Francisco,9,258,0,1,0,0,1.79,3.09,4.24,0,0,0,1,0.44806632198130086,-0.2505839033588246
basketball,lithuania,lkl,Neptunas - Zalgiris Kaunas,7,234,2951,2,70352,70353,3.49,0.0,1.27,0,0,0,2,0.7341180403207394,-0.25062995849133707
soccer,kuwait,premier-league,Al Qadisiya - Al Salmiya,9,228,2397,1,54920,54922,1.4,4.56,5.61,0,0,0,1,0.642283667345359,-0.25200716429124365
soccer,indonesia,liga-2,Persis Solo - Cilegon United,9,215,2325,1,51357,51352,1.32,4.32,7.5,0,0,0,1,0.6930076420987284,-0.26634347634274486
soccer,lithuania,a-lyga,Suduva - Utenis,9,234,2409,1,55097,55096,1.3,4.69,7.72,0,0,0,1,0.7067571410522375,-0.2707190554403038
handball,switzerland,nla,Zurich - Suhr Aarau,6,284,3208,2,76510,76514,3.21,8.56,1.46,0,0,0,2,0.5946181230389342,-0.2866468268764261
soccer,usa,usl-2017,Swope Park - Los Angeles 2,9,293,0,1,0,0,1.3,4.73,7.7,0,0,0,1,0.6945203217082706,-0.32374527259749386
basketball,philippines,governors-cup,Meralco Bolts - Blackwater Elite,7,261,2973,1,70608,70612,1.17,0.0,4.68,0,1,0,1,0.8075306281221761,-0.3246421476297293
handball,iceland,olis-deildin,FH Hafnarfjordur - Grotta,6,213,3162,1,75657,75664,1.2,12.0,5.0,0,0,0,1,0.7769475857230309,-0.3383144856618148
soccer,czech-republic,division-b,Neratovice - Chomutov,9,187,2115,1,44349,44353,1.34,4.77,5.82,0,0,0,1,0.6603473831088584,-0.338630901865087
soccer,usa,usl-2017,Portland 2 - Phoenix Rising,9,293,0,2,0,0,4.45,3.82,1.61,0,0,0,2,0.47427553581561227,-0.38756784809322
handball,europe,european-championship-women,Montenegro W - Slovakia W,6,196,3115,1,74114,74120,1.14,11.94,7.21,0,0,1,1,0.8288516567442226,-0.3936365093684743
handball,sweden,handbollsligan,Helsingborg - Ystads IF,6,283,3204,2,76394,76379,5.68,11.69,1.21,0,0,0,2,0.7498139138303752,-0.4415484012630764
soccer,usa,usl-2017,Toronto FC 2 - Louisville City,9,293,0,2,0,0,5.91,4.3,1.41,0,0,0,2,0.5494966451640074,-0.549292025167682
handball,iceland,olis-deildin,Vikingur - IBV Vestmannaeyjar,6,213,3162,2,75668,75662,5.5,12.0,1.18,0,0,0,2,0.7494070960467539,-0.6427757036935022
soccer,estonia,esiliiga,Maardu - Tartu Welco,9,194,2160,1,45950,45946,1.05,10.89,16.93,0,0,0,1,0.914159671742183,-0.8026468934141555
basketball,asia,asia-champions-cup,Petrochimi Bandar Imam Bandour - Dacin Tigers,7,162,2798,1,97550,0,1.01,0.0,10.45,0,1,0,1,0.8575172562769515,-13.390757116027885
