Sport,Country,League,Participants,Odds
soccer,asia,southeast-asian-games,Philippines U23 - Thailand U23,11.83,6.27,1.21
soccer,asia,southeast-asian-games,Vietnam U23 - Indonesia U23,1.30,4.85,9.55
soccer,estonia,meistriliiga,Parnu JK Vaprus - Narva,6.85,5.00,1.40
soccer,lithuania,a-lyga,Stumbras - Zalgiris,14.00,6.78,1.17
soccer,estonia,meistriliiga,Sillamae - Levadia,10.10,5.50,1.28
soccer,czech-republic,division-2,Opava - Mas Taborsko,1.30,5.03,8.49
soccer,morocco,coupe-du-trone,KAC Kenitra - TAS Casablanca,1.12,7.20,24.00
soccer,morocco,coupe-du-trone,Salmi - Youssoufia Berrechid,8.05,4.05,1.43
soccer,morocco,coupe-du-trone,Olympique Phosboucraa - Kasba Tadla,22.00,5.90,1.17
soccer,morocco,coupe-du-trone,Rapide Oued Zem - Chabab Houara,1.15,6.20,23.00
soccer,germany,regionalliga-bayern,Bayern II - Furth II,1.46,5.10,6.65
soccer,lithuania,a-lyga,Trakai - Atlantas,1.27,5.21,10.62
soccer,south-africa,premier-league,Mamelodi Sundowns - Polokwane,1.40,4.75,8.15
soccer,morocco,coupe-du-trone,Olympique Khouribga - Olympique Marrakech,1.07,9.20,32.50
soccer,england,carabao-cup,Crystal Palace - Ipswich,1.42,4.45,7.87
soccer,england,carabao-cup,Brighton - Barnet,1.36,5.20,8.15
soccer,england,carabao-cup,Fulham - Bristol Rovers,1.48,4.49,6.48
soccer,england,carabao-cup,Leeds - Newport,1.34,5.27,8.61
soccer,england,carabao-cup,Middlesbrough - Scunthorpe,1.48,4.32,6.85
soccer,england,carabao-cup,Norwich - Charlton,1.34,5.25,8.47
soccer,europe,champions-league,Sevilla (Esp) - Basaksehir (Tur) ,1.44,4.81,7.00
soccer,morocco,coupe-du-trone,IR Tanger - Sidi Kacem,1.42,3.78,9.80
soccer,colombia,torneo-aguila,Orsomarso - Atletico F.C.,1.45,3.84,6.76
