Sport,Country,League,Participants,SportId,SportIndex,CountryId,CountryIndex,LeagueId,LeagueIndex,Bet,HomeTeamId,HomeTeamIndex,AwayTeamId,AwayTeamIndex,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
soccer,europe,euro-u21,Liechtenstein U21 - Wales U21,9,8,196,40,2169,5,2,46551,52,46506,7,28.01,11.95,1.04,0,0,0,2,0.9841106112465317,0.5868758924098211
basketball,world,club-friendly,Utah Jazz (Usa)  - Maccabi Haifa (Isr) ,7,6,302,146,3056,7,1,0,0,72777,94,1.01,0.0,21.25,0,0,0,1,0.994397132397948,0.43411037219274157
hockey,russia,vhl,Tseng Tou - Kazzinc-Torpedo,5,4,266,110,3342,1,2,0,0,78894,1,2.9,4.2,2.01,0,0,0,1,0.4159436509152334,0.10854557244956671
soccer,europe,euro-u21,Croatia U21 - Belarus U21,9,8,196,40,2169,5,1,46549,50,46524,25,1.17,6.59,17.12,0,0,0,1,0.8695368198783642,0.1021063485746233
soccer,world,world-cup-2018,Romania - Kazakhstan,9,8,302,146,0,-1,1,0,0,0,0,1.23,6.33,14.51,0,0,0,1,0.8288589208566478,0.08476727240729054
soccer,world,world-cup-2018,England - Slovenia,9,8,302,146,0,-1,1,0,0,0,0,1.34,5.04,10.94,0,0,0,1,0.76176886816142,0.06108906863618475
soccer,europe,euro-u21,France U21 - Montenegro U21,9,8,196,40,2169,5,1,46517,18,46548,49,1.14,7.21,17.9,0,0,0,1,0.8838153558651455,0.05392504061618417
basketball,australia,wnbl-women,Dandenong W - Melbourne Boomers W,7,6,163,7,2813,2,2,67864,0,67870,6,1.89,0.0,1.86,0,0,1,2,0.5532842094070497,0.03384724360129368
hockey,belarus,extraleague,Zhlobin - Belarus U20,5,4,169,13,3248,1,1,41979,43,68636,15,2.1,4.41,2.68,0,0,0,1,0.49152706211389896,0.029278936762898014
rugby-union,new-zealand,mitre-10-cup,Manawatu - Counties Manukau,3,2,249,93,3532,1,1,56171,12,82102,0,1.78,21.68,2.06,0,1,0,1,0.5717537279835749,0.022720045911235217
basketball,argentina,torneo-super-20,Regatas - Estudiantes,7,6,160,4,3877,2,1,67603,1,67607,5,1.42,0.0,2.79,0,0,0,1,0.7089915857766682,0.01611440905444945
baseball,japan,npb,Chiba Lotte Marines - Rakuten Gold. Eagles,8,7,223,67,3452,0,1,80986,7,80985,6,1.87,0.0,1.94,0,0,0,1,0.5404578074623724,0.012248390752455566
soccer,russia,youth-league,SKA Khabarovsk U21 - Rubin Kazan U21,9,8,266,110,2542,7,1,0,0,59046,9,2.37,3.82,2.45,0,0,0,1,0.42664031821514664,0.008129601583866773
hockey,russia,khl,CSKA Moscow - Cherepovets,5,4,266,110,3341,0,1,46154,23,59013,26,1.3,5.96,7.94,0,0,0,1,0.7700092437343383,0.0033733895154663958
baseball,netherlands,hoofdklasse,L&amp;D Amsterdam - Curacao Neptunus,8,7,248,92,3455,0,1,81031,8,81029,6,1.75,0.0,2.13,0,0,0,1,0.5724946280931613,0.0024874655507097407
hockey,sweden,shl,Lulea - Frolunda,5,4,283,127,3353,0,2,77915,32,62234,49,2.67,3.96,2.29,0,0,0,2,0.437868529302946,0.002107699305229773
hockey,russia,mhl,Ladya - Sarmaty,5,4,266,110,3343,2,2,99219,36,78932,9,2.74,4.56,1.99,0,0,0,2,0.5015725491116246,-0.0018895224927949696
