Sport,Country,League,Participants,SportId,SportIndex,CountryId,CountryIndex,LeagueId,LeagueIndex,Bet,HomeTeamId,HomeTeamIndex,AwayTeamId,AwayTeamIndex,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
basketball,usa,nba,Detroit Pistons - Philadelphia 76ers,7,6,293,137,3026,0,1,71566,0,71561,22,0.0,0.0,0.0,0,0,0,1,0.5855311318177853,1.0
soccer,world,world-cup-women,Israel W - Spain W,9,8,302,146,2768,44,2,47064,32,47037,5,20.61,11.83,1.06,0,1,1,2,0.9700799001926049,0.47141157006935364
basketball,slovenia,liga-nova-kbm,Petrol Olimpija - Polzela,7,6,276,120,2998,0,1,0,0,71055,7,1.02,0.0,16.5,0,0,0,1,0.9862075923227249,0.29658720845897574
baseball,japan,npb,&nbsp;Hiroshima Carp - Yokohama BayStars&nbsp;,8,7,223,67,3452,0,1,80981,2,0,0,1.6,0.0,2.34,0,0,0,2,0.5213817401822052,0.16420393434802988
basketball,austria,abl,Furstenfeld - Klosterneuburg Dukes,7,6,165,9,2818,0,2,41778,141,67910,6,2.1,0.0,1.7,0,0,0,1,0.5357669299309191,0.11373686623175464
soccer,jamaica,premier-league-2017-2018,Harbour View - Waterhouse,9,8,222,66,0,-1,1,0,0,0,0,2.26,3.08,2.86,0,0,0,0,0.37492862779495795,0.07441354500407231
basketball,france,lnb,Antibes - Le Mans,7,6,200,44,2910,0,2,69535,8,47933,32,3.22,0.0,1.35,0,0,0,2,0.749030686733771,0.031975505973117324
basketball,israel,super-league,Maccabi Haifa - Nes Ziona,7,6,219,63,2933,0,1,46219,88,69999,12,1.34,0.0,3.17,0,0,0,1,0.7542622862910295,0.0315043047940578
baseball,mexico,lmp,Yaquis de Obregon - Hermosillo,8,7,242,86,3454,1,2,81020,6,81016,2,2.02,0.0,1.74,0,0,0,1,0.5072410611685716,0.024144062314230046
hockey,russia,khl,CSKA Moscow - SKA St. Petersburg,5,4,266,110,3341,0,2,46154,23,77991,18,2.69,4.07,2.26,0,0,0,1,0.38079830869114545,0.014406775372296557
soccer,portugal,primeira-liga,Moreirense - Braga,9,8,263,107,2517,0,2,58019,4,46191,60,4.03,3.16,2.02,0,0,0,2,0.4953556291830911,0.0006062460292587848
