Sport,Country,League,Participants,Odds
soccer,brazil,serie-b,Internacional - Paysandu PA,1.31,4.74,10.33
soccer,ecuador,serie-a,Emelec - Macara,1.46,4.09,6.54
soccer,ecuador,serie-a,Dep. Cuenca - Fuerza A.,1.43,4.04,7.51
soccer,usa,usl-2017,Real Monarchs - Rio Grande,1.46,4.54,5.05
soccer,australia,capital-territory,Canberra Olympic - Belconnen United,1.41,4.57,5.63
soccer,hong-kong,premier-league,Southern District - Pegasus,1.33,4.77,6.59
soccer,australia,npl-western-australia,Bayswater - Stirling Lions,1.46,4.45,5.13
soccer,australia,npl-western-australia,Sorrento - Subiaco,1.29,5.27,7.57
soccer,asia,southeast-asian-games,Thailand U23 - Myanmar U23,1.26,5.80,11.50
soccer,australia,npl-queensland,Brisbane Strikers - Moreton Bay Utd,1.46,4.33,5.49
soccer,romania,liga-2,Targu Mures - Sportul Snagov,1.29,5.22,7.09
soccer,romania,liga-2,Metaloglobus - Miroslava,1.35,4.74,6.39
soccer,russia,youth-league,CSKA Moscow U21 - Akhmat Grozny U21,1.15,6.30,11.10
soccer,czech-republic,u19-league,Teplice U19 - Sparta Prague U19,5.51,4.53,1.40
soccer,germany,junioren-bundesliga-south,Mainz U19 - Unterhaching U19,1.28,5.44,6.42
soccer,germany,junioren-bundesliga-west,Bochum U19 - B. Monchengladbach U19,1.49,4.48,4.47
soccer,germany,junioren-bundesliga-west,Dortmund U19 - Oberhausen U19,1.29,5.44,6.42
soccer,indonesia,liga-2,Persiraja Aceh - Kepri Jaya,1.48,3.75,5.50
soccer,indonesia,liga-2,Langsa - Persih Tembilahan,1.10,7.00,17.00
soccer,poland,ekstraliga-women,Leczna W - UJ Krakow W,1.04,12.00,21.00
soccer,denmark,3f-ligaen-women,Vejle W - Fortuna Hjorring W,14.22,8.13,1.09
soccer,germany,junioren-bundesliga-north,Dresden U19 - Wolfsburg U19,6.33,5.48,1.31
soccer,japan,j-league,Kashiwa - Albirex Niigata,1.46,4.38,6.66
soccer,poland,central-youth-league-2017-2018,Jagiellonia U19 - Plock U19,1.17,6.50,11.50
soccer,poland,central-youth-league-2017-2018,Progres Krakow U19 - Bialystok U19,1.29,5.13,7.50
soccer,sweden,division-2-vastra-gotaland,Hittarps - Varbergs GIF,1.36,4.85,5.66
soccer,denmark,3f-ligaen-women,Koldingq FC W - BSF W,1.17,6.86,8.43
soccer,denmark,3f-ligaen-women,Brondby W - Odense Q W,1.02,10.76,20.11
soccer,germany,junioren-bundesliga-south,Hoffenheim U19 - Wehen U19,1.31,5.40,6.24
soccer,sweden,division-2-norrland,Moron - Hudiksvalls,6.05,4.77,1.34
soccer,england,premier-league,Bournemouth - Manchester City,10.14,5.73,1.32
soccer,indonesia,liga-1,Gresik - Bhayangkara Utd,6.14,3.97,1.46
soccer,world,universiade-women,Russia Univ. W - Brazil Univ. W,5.00,4.50,1.44
soccer,czech-republic,first-league-women,Liberec W - Lok. Brno W,1.10,8.00,13.00
soccer,denmark,2nd-division-group-2,Middelfart - Dalum IF,1.44,4.39,5.23
soccer,germany,oberliga-bayern-nord,Amberg - Eltersdorf,8.50,7.25,1.16
soccer,germany,oberliga-bayern-sud,Landsberg - Rain/Lech,7.50,5.45,1.25
soccer,germany,oberliga-rheinland-pfalz-saar,FC 08 Homburg - Diefflen,1.50,4.50,4.35
soccer,germany,oberliga-rheinland-pfalz-saar,Eintracht Trier - Eppelborn,1.32,5.30,6.00
soccer,germany,regionalliga-west,Koln II - Wegberg-Beeck,1.42,4.61,6.19
soccer,germany,regionalliga-west,Uerdingen - Wattenscheid,1.40,4.52,6.73
soccer,norway,division-2-group-2,Vidar - Fram,1.49,4.55,4.58
soccer,sweden,division-1-sodra,Oskarshamns - Qviding,1.40,4.34,6.34
soccer,sweden,division-2-norrland,Pitea - Ostersund IFK,1.28,5.35,6.95
soccer,sweden,division-2-vastra-gotaland,Eskilsminne - Lindome,1.41,4.80,5.05
soccer,ukraine,youth-league,Mariupol U21 - Dynamo Kiev U21,6.30,4.37,1.35
soccer,uzbekistan,professional-football-league,Kokand 1912 - Neftchi Fargona,1.37,4.65,7.24
soccer,armenia,premier-league,Shirak Gyumri - Ararat Yerevan,1.49,3.71,5.94
soccer,germany,oberliga-baden-wurttemberg,Walldorf II - Weinheim,1.33,5.00,6.00
soccer,germany,oberliga-bayern-sud,Neumarkt - Holzkirchen,1.45,4.55,4.80
soccer,germany,oberliga-hessen,Viktoria Griesheim - Vellmar,1.42,4.60,5.00
soccer,norway,toppserien-women,Grand Bodo W - LSK Kvinner W,12.60,8.55,1.10
soccer,sweden,elitettan-women-2017,AIK W - Sundsvall W,1.16,6.33,11.92
soccer,germany,bundesliga,SV Werder Bremen - Bayern Munich,11.80,6.51,1.25
soccer,germany,oberliga-rheinland-pfalz-saar,Pirmasens - Salmrohr,1.25,5.85,6.75
soccer,germany,oberliga-rheinland-pfalz-saar,Pfeddersheim - SV Saar 05 Saarbrucken,1.40,4.60,5.25
