soccer,australia,northern-nsw,Weston Bears - Valentine,7.28,4.95,1.30
soccer,australia,northern-nsw,,1.47,4.60,4.74
soccer,australia,northern-nsw,,1.13,7.44,11.32
soccer,australia,capital-territory,,1.26,6.08,6.81
soccer,australia,npl-nsw,,1.39,4.83,6.07
soccer,australia,npl-victoria,,1.33,4.80,8.45
soccer,russia,youth-league,Krasnodar U21 - Amkar U21,1.17,6.56,10.60
soccer,china,super-league,Changchun Yatai - Yanbian,1.50,4.29,6.13
soccer,indonesia,liga-1,Pusamania Borneo - PS TNI,1.50,3.89,5.53
soccer,philippines,pfl,JP Voltes - Global,4.74,4.53,1.49
soccer,slovakia,2-liga,Zilina B - Komarno,1.22,5.57,9.56
soccer,poland,iii-liga-group-i-2017-2018,Nowe Miasto Lubawskie - Pelikan,1.44,4.50,5.16
soccer,denmark,2nd-division-group-2,Avarta - Dalum IF,1.40,4.47,5.85
soccer,germany,junioren-bundesliga-north,Hamburger SV U19 - Niendorfer TSV U19,1.21,6.00,8.85
soccer,norway,toppserien-women,Sandviken W - Medkila W,1.28,5.10,8.17
soccer,switzerland,swiss-cup,Granichen - Sion,25.97,17.89,1.02
soccer,germany,oberliga-bremen,BTS Neustadt - Grolland,1.41,5.00,4.94
soccer,singapore,singapore-cup,Albirex Niigata - Tampines,1.50,4.14,5.31
soccer,china,super-league,Guangzhou Evergrande - Henan Jianye,1.22,6.19,11.52
soccer,china,super-league,Beijing Guoan - Liaoning,1.19,6.82,13.02
soccer,china,super-league,Shanghai SIPG - Chongqing Lifan,1.22,6.18,12.20
soccer,germany,oberliga-hamburg,Pinneberg - Sasel,1.45,4.50,4.97
soccer,germany,oberliga-schleswig-holstein,NTSV Strand 08 - Neumunster,1.25,6.13,7.05
soccer,sweden,division-2-norrland,Pitea - Anundsjo,1.11,7.91,11.66
soccer,cameroon,elite-one,Bafoussam - Canon Yaounde,1.49,3.25,6.84
soccer,netherlands,eredivisie,Feyenoord - Twente,1.24,6.28,12.25
soccer,switzerland,swiss-cup,Wettswil-Bonstetten - Basel,27.45,14.46,1.03
soccer,switzerland,swiss-cup,Kreuzlingen - Rapperswil,8.90,5.29,1.28
soccer,switzerland,swiss-cup,Chippis - Zurich,25.28,14.05,1.03
soccer,germany,oberliga-hessen,Baunatal - Ginsheim,1.41,4.51,5.48
soccer,germany,oberliga-niederrhein,Schonnebeck - Dusseldorf-West,1.41,4.50,5.53
soccer,germany,oberliga-niederrhein,Bocholt - SW Essen,1.26,6.00,6.90
soccer,germany,oberliga-westfalen,TuS Haltern - Arminia Bielefeld II,1.21,6.00,8.85
soccer,ireland,fai-cup,Portmarnock - St. Patricks,18.07,7.86,1.10
soccer,ireland,fai-cup,Evergreen Utd. - Drogheda,6.97,4.44,1.36
soccer,sweden,allsvenskan,AIK - AFC Eskilstuna,1.28,5.54,11.05
soccer,switzerland,swiss-cup,Ruti - Schaffhausen,16.99,10.82,1.08
soccer,switzerland,swiss-cup,Romontois - Grasshoppers,26.72,14.83,1.02
soccer,switzerland,swiss-cup,Beroche-Gorgier - Kosova,5.60,4.62,1.44
soccer,germany,dfb-pokal,Bonner - Hannover,10.18,5.50,1.28
soccer,germany,dfb-pokal,Dorfmerkingen - RB Leipzig,32.51,15.58,1.03
soccer,germany,dfb-pokal,Morlautern - Greuther Furth,22.85,11.64,1.06
soccer,germany,dfb-pokal,FC Nottingen - Bochum,13.34,7.38,1.16
soccer,germany,dfb-pokal,Norderstedt - Wolfsburg,14.79,7.29,1.16
soccer,norway,division-2-group-1,Ham-Kam - Finnsnes,1.20,6.68,8.45
soccer,switzerland,swiss-cup,Echallens - Aarau,11.28,7.65,1.17
soccer,russia,division-2-south,Anzhi 2 - Armavir,5.60,4.11,1.46
soccer,luxembourg,national-division,Mondorf - Dudelange,10.39,5.64,1.21
soccer,norway,division-2-group-1,Raufoss - Brumunddal,1.42,4.61,5.59
soccer,sweden,division-2-ostra-gotaland,IFK Hassleholm - Hassleholms IF,5.89,4.85,1.37
soccer,sweden,division-2-sodra-svealand,Linkoping City - Huddinge,1.13,7.58,11.26
soccer,switzerland,swiss-cup,Baden - St. Gallen,13.18,7.92,1.13
soccer,russia,premier-league,Lokomotiv Moscow - Tosno,1.38,4.43,9.82
soccer,switzerland,swiss-cup,Gambarogno - Contone - Winterthur,16.59,8.87,1.10
soccer,azerbaijan,premier-league,Zira - Sabail,1.40,4.15,6.65
soccer,czech-republic,cfl,Benatky - Brozany,1.46,4.47,4.92
soccer,czech-republic,cfl,Zapy - Litomericko,1.50,4.46,4.49
soccer,czech-republic,division-d,Tasovice - Blansko,1.49,4.48,4.38
soccer,england,premier-league,Manchester United - West Ham,1.31,5.60,11.47
soccer,iceland,inkasso-deildin,Fram - Leiknir F.,1.36,4.78,6.51
soccer,moldova,divizia-nationala,Spicul Chiscareni - Dacia Chisinau,6.37,4.75,1.34
soccer,nigeria,premier-league,Enyimba - Bukola Saraki,1.20,5.50,9.87
soccer,nigeria,premier-league,Enugu Rangers - Sunshine Stars,1.40,3.75,7.47
soccer,nigeria,premier-league,Plateau - MFM FC,1.30,4.50,8.80
soccer,nigeria,premier-league,Gombe - Kano,1.40,3.53,8.37
soccer,nigeria,premier-league,El Kanemi - Ifeanyi Ubah,1.25,4.81,9.03
soccer,nigeria,premier-league,Nasarawa - Lobi,1.30,4.49,8.80
soccer,nigeria,premier-league,Akwa - Niger Tornadoes,1.25,4.81,8.97
soccer,nigeria,premier-league,Katsina United FC - Wikki,1.33,4.03,8.43
soccer,nigeria,premier-league,Abia Warriors - Shooting,1.40,3.75,7.45
soccer,serbia,super-liga,FK Crvena zvezda - Backa,1.07,9.38,18.15
soccer,slovakia,2-liga,Skalica - Podbrezova B,1.14,7.00,11.50
soccer,slovakia,2-liga,Sered - Trebisov,1.43,4.41,5.66
soccer,sweden,division-2-vastra-gotaland,Vinbergs - Ullareds IK,1.46,4.61,4.77
soccer,finland,kakkonen-group-a,Klubi 04 - Lahti Akatemia,1.13,7.61,10.34
soccer,slovenia,2-snl,NK Kranj - Fuzinar,1.50,4.48,4.29
soccer,belarus,vysshaya-liga,Shakhtyor Soligorsk - FC Minsk,1.29,4.65,8.94
soccer,italy,coppa-italia,Genoa - Cesena,1.36,4.67,8.48
soccer,latvia,synottip-virsliga,Riga FC - Metta/LU,1.36,4.30,7.43
soccer,lithuania,a-lyga,Suduva - Kauno Zalgiris,1.34,4.48,7.03
soccer,norway,obos-ligaen,Ranheim - Ull/Kisa,1.48,4.38,6.09
soccer,slovenia,prva-liga,Krsko - Ankaran Hrvatini,1.42,4.21,6.45
soccer,germany,dfb-pokal,Energie Cottbus - VfB Stuttgart,7.40,4.84,1.38
soccer,russia,premier-league,Zenit Petersburg - Akhmat Grozny,1.46,4.21,7.44
soccer,russia,premier-league,Krasnodar - Amkar,1.45,4.17,8.16
soccer,world,club-friendly,Fiorentina (Ita) - Parma (Ita) ,1.46,4.28,5.66
soccer,world,club-friendly,Badalona (Esp) - Santfeliuenc (Esp) ,1.47,4.07,5.83
soccer,luxembourg,national-division,Jeunesse Esch - Differdange,6.98,4.96,1.32
soccer,israel,toto-cup,Maccabi Haifa - H. Akko,1.31,4.87,7.71
soccer,serbia,super-liga,Napredak - Borac,1.28,4.55,9.10
soccer,serbia,super-liga,Radnicki Nis - Rad Beograd,1.38,4.23,7.00
soccer,colombia,liga-aguila,Santa Fe - Tigres,1.41,4.04,7.91
soccer,italy,coppa-italia,Verona - Avellino,1.45,4.23,7.03
soccer,italy,coppa-italia-lega-pro,Catania - Sicula Leonzio,1.49,4.17,5.02
soccer,turkey,super-lig,Besiktas - Antalyaspor,1.47,4.50,6.68
soccer,turkey,tff-1-lig,Gaziantepspor - Umraniyespor,7.44,4.05,1.44
soccer,france,ligue-1,Guingamp - Paris SG,11.74,6.23,1.26
soccer,portugal,primeira-liga,Tondela - FC Porto,12.04,5.83,1.25
soccer,bolivia,liga-de-futbol-prof,Bolivar - Wilstermann,1.44,4.19,6.24
soccer,brazil,serie-c,Fortaleza - Cuiaba Esporte,1.50,3.78,6.11
soccer,canada,csl,Milton - Brantford,4.90,5.53,1.45
soccer,usa,usl-2017,Portland 2 - Sacramento Republic,5.51,4.20,1.45
soccer,canada,csl,Royal Toronto - Vorkuta,6.45,7.05,1.29
soccer,honduras,liga-nacional,Olimpia - Vida,1.31,4.75,7.45
