Sport,Country,League,Participants,SportId,SportIndex,CountryId,CountryIndex,LeagueId,LeagueIndex,Bet,HomeTeamId,HomeTeamIndex,AwayTeamId,AwayTeamIndex,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
soccer,europe,euro-u21,Armenia U21 - Gibraltar U21,9,8,196,40,2169,5,1,46533,34,46532,33,1.07,11.56,26.0,0,0,0,1,0.955395849531906,0.31819369998770874
basketball,italy,a2-east,Orzi Basket - Trieste,7,6,220,64,2938,2,2,0,0,70076,0,2.3,0.0,1.54,0,0,0,1,0.5437445801577906,0.19277887258686016
hockey,usa,nhl,Vegas Golden Knights - San Jose Sharks,5,4,293,137,3383,0,2,0,0,79803,10,2.75,3.92,2.18,0,0,0,1,0.4297206948029791,0.10384680611896714
basketball,france,lnb,Gravelines-Dunkerque - Monaco,7,6,200,44,2910,0,2,68472,61,46134,3,2.44,0.0,1.56,0,0,0,2,0.6596817257797387,0.051970521814986445
hockey,russia,vhl,Zvezda Chekhov - Karaganda,5,4,266,110,3342,1,2,99207,30,78899,6,3.49,4.23,1.81,0,0,0,2,0.5602259649782959,0.017295057544093245
soccer,europe,euro-u17,Bosnia &amp; Herzegovina U17 - FYR Macedonia U17,9,8,196,40,2171,7,1,46609,10,90798,47,2.0,3.4,3.7,0,0,0,1,0.5025449139123963,0.005089827824792614
hockey,russia,khl,Sochi - Avangard Omsk,5,4,266,110,3341,0,2,58916,2,78868,4,2.57,4.04,2.35,0,0,0,1,0.3915886428087642,0.004065485362117111
hockey,asia,asia-league,Sakhalin - High1,5,4,162,6,3241,0,1,58887,32,77511,8,1.3,6.9,6.9,0,0,0,1,0.768066717528578,-0.005044224042828337
soccer,greece,super-league,Lamia - Panionios,9,8,207,51,2284,0,2,50290,6,46806,9,3.69,2.86,2.24,0,0,0,2,0.43944180305865527,-0.012621258990816182
basketball,poland,ekstraklasa-women,Gorzow W - Polkowice W,7,6,262,106,2977,3,2,69133,39,69109,15,2.14,0.0,1.69,0,0,1,2,0.5862247409065335,-0.013449547634722272
basketball,israel,league-cup,Hapoel Holon - Gilboa Galil,7,6,219,63,2935,2,1,51898,77,68893,18,1.21,0.0,4.9,0,1,0,1,0.8208990013425141,-0.03196289702646601
hockey,russia,khl,Niznekamsk - Barys Astana,5,4,266,110,3341,0,1,78882,18,78871,7,2.1,4.14,2.91,0,0,0,1,0.4571107865265521,-0.0364248620856732
soccer,brazil,serie-a,Ponte Preta - Flamengo RJ,9,8,175,19,2042,0,2,42502,15,42490,3,3.21,3.17,2.28,0,0,0,2,0.41659683613981163,-0.03918688562596059
hockey,russia,mhl,Amurskie Tigry - Krylya Sovetov,5,4,266,110,3343,2,1,78943,20,78922,29,2.36,4.28,2.39,0,0,0,1,0.3999796092156699,-0.041211854596337555
basketball,usa,nba,Toronto Raptors - Los Angeles Clippers,7,6,293,137,3026,0,1,71546,7,71547,8,1.75,0.0,2.1,0,0,0,1,0.5528454574367124,-0.0433605993143377
hockey,russia,khl,Bars Kazan - Sibir Novosibirsk,5,4,266,110,3341,0,1,78188,1,78880,16,1.66,4.38,4.33,0,0,0,1,0.5845892049305939,-0.044821090629112575
