Sport,Country,League,Participants,SportId,SportIndex,CountryId,CountryIndex,LeagueId,LeagueIndex,Bet,HomeTeamId,HomeTeamIndex,AwayTeamId,AwayTeamIndex,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen
soccer,south-america,copa-sudamericana,&nbsp;Junior (Col)  - Sport Recife (Bra) &nbsp;,9,8,278,122,2597,2,1,60770,11,60794,35,1.55,3.73,6.43,0,1,0
soccer,colombia,liga-aguila,Millonarios - Tigres,9,8,183,27,2092,0,1,43746,11,43752,17,1.4,4.02,8.46,0,0,0
soccer,costa-rica,primera-division,Grecia - Saprissa,9,8,184,28,2097,0,2,0,0,43844,0,3.94,3.88,1.74,0,0,0
soccer,usa,mls,&nbsp;Seattle Sounders - Vancouver Whitecaps&nbsp;,9,8,293,137,2688,0,1,56261,28,43424,3,1.5,4.24,6.36,0,0,0
soccer,australia,w-league,&nbsp;Melbourne City W - Melbourne Victory W,9,8,163,7,1999,13,1,41366,1,41371,6,1.49,4.19,4.84,0,0,0
soccer,indonesia,liga-1,Mitra Kukar - Bhayangkara Utd,9,8,215,59,2324,0,2,51311,7,51309,5,3.14,3.56,1.97,0,0,0
soccer,australia,w-league,WS Wanderers W - Adelaide W,9,8,163,7,1999,13,2,41369,4,41370,5,2.64,3.74,2.13,0,0,0
soccer,australia,a-league,&nbsp;Melbourne City - Sydney FC,9,8,163,7,1986,0,2,40941,4,40341,173,3.28,3.45,2.13,0,0,0
soccer,czech-republic,u19-league,Plzen U19 - Sigma Olomouc U19,9,8,187,31,2122,12,1,44604,9,44613,18,1.59,4.18,4.01,0,0,0
soccer,vietnam,v-league,Thanh Hoa - Binh Duong,9,8,300,144,2718,0,1,64963,7,64956,0,1.52,4.05,5.02,0,0,0
soccer,armenia,premier-league,Alashkert - Ararat Yerevan,9,8,161,5,1959,0,1,40104,1,40103,0,1.28,4.39,9.53,0,0,0
soccer,czech-republic,u19-league,Brno U19 - Slavia Prague U19,9,8,187,31,2122,12,1,44601,6,44599,4,1.49,4.49,4.5,0,0,0
soccer,uzbekistan,professional-football-league,Neftchi Fargona - Lok. Tashkent,9,8,298,142,2713,0,2,40534,181,64829,3,9.71,5.5,1.21,0,0,0
soccer,russia,division-2-south,SKA Rostov - Armavir,9,8,266,110,2537,2,2,58909,54,58879,24,4.39,3.73,1.62,0,0,0
soccer,singapore,s-league,Albirex Niigata - Warriors,9,8,274,118,2569,0,1,54534,10,40348,180,1.45,4.38,5.37,0,0,0
soccer,hong-kong,premier-league,Kitchee - Warriors,9,8,211,55,2303,0,1,40502,149,40348,180,1.12,7.33,10.74,0,0,0
soccer,moldova,divizia-nationala,Sfintul - Milsami,9,8,243,87,2433,0,2,55656,5,55654,3,5.44,4.57,1.4,0,0,0
soccer,syria,premier-league,Al-Ittih.Aleppo - Al Jaish,9,8,285,129,2658,0,0,40576,223,40296,128,NaN,NaN,NaN,0,0,0
soccer,syria,premier-league,Al Taliya - Al Majd,9,8,285,129,2658,0,1,63189,10,63180,1,2.45,2.8,2.85,0,0,0
soccer,syria,premier-league,Al Shorta - Herafio Halab,9,8,285,129,2658,0,0,40503,150,0,0,NaN,NaN,NaN,0,0,0
soccer,ukraine,druha-liga,Mykolaiv 2 - Dnipro-1,9,8,295,139,2700,2,0,0,0,0,0,NaN,NaN,NaN,0,0,0
soccer,ukraine,persha-liga,Rukh Vynnyky - Desna,9,8,295,139,2699,1,2,64633,31,44560,108,3.47,3.2,1.95,0,0,0
soccer,ukraine,youth-league,Oleksandriya U21 - Ch. Odessa U21,9,8,295,139,2701,3,1,64590,0,64595,5,1.6,3.62,4.48,0,0,0
soccer,uzbekistan,professional-football-league,Sogdiana - Pakhtakor,9,8,298,142,2713,0,2,64832,6,40302,134,8.5,4.93,1.26,0,0,0
soccer,lebanon,premier-league,Al Akhaa Al Ahli Aley - Al Nabi Sheet,9,8,231,75,2405,0,0,0,0,55068,1,NaN,NaN,NaN,0,0,0
soccer,singapore,s-league,Brunei DPMM - Tampines,9,8,274,118,2569,0,2,59787,0,40528,175,5.08,4.56,1.45,0,0,0
soccer,bulgaria,vtora-liga,Ludogorets II - Montana,9,8,176,20,2072,1,1,43224,13,43173,2,2.51,3.22,2.51,0,0,0
soccer,egypt,premier-league,El Raja - Tanta,9,8,191,35,2142,0,2,45224,24,45215,15,3.62,2.76,2.18,0,0,0
soccer,oman,professional-league,Saham - Al-Midhaibi,9,8,255,99,2485,0,1,40801,12,0,0,1.57,3.65,5.12,0,0,0
soccer,united-arab-emirates,uae-league,&nbsp;Al Sharjah - Emirates Club,9,8,296,140,2704,0,1,64690,7,40337,169,2.02,3.71,2.91,0,0,0
soccer,england,professional-development-league,Birmingham U23 - Leeds U23,9,8,193,37,2157,11,1,45911,9,45905,3,2,3.99,2.74,0,0,0
soccer,israel,leumit-league,Hapoel Hadera - Hapoel Katamon,9,8,219,63,2338,1,2,51858,37,51796,13,2.65,3.23,2.41,0,0,0
soccer,israel,leumit-league,Hap. Ramat Gan - M. Herzliya,9,8,219,63,2338,1,1,51777,18,51781,22,1.83,3.27,4.01,0,0,0
soccer,lebanon,premier-league,Al Ansar - Safa,9,8,231,75,2405,0,1,40514,161,40516,163,2.15,3.2,2.8,0,0,0
soccer,ukraine,youth-league,Veres Rivne U21 - Zirka Kropyvnytskyi U21,9,8,295,139,2701,3,1,0,0,64591,1,1.99,3.55,2.98,0,0,0
soccer,oman,professional-league,Mirbat - Al Nahda,9,8,255,99,2485,0,2,91617,38,40802,13,2.79,3.21,2.26,0,0,0
soccer,iran,persian-gulf-pro-league,Sanat Naft - Gostaresh,9,8,216,60,2328,0,1,51428,5,51427,4,2.23,2.62,3.64,0,0,0
