Sport,Country,League,Participants,SportId,SportIndex,CountryId,CountryIndex,LeagueId,LeagueIndex,Bet,HomeTeamId,HomeTeamIndex,AwayTeamId,AwayTeamIndex,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen
soccer,argentina,primera-b-nacional,Aldosivi - CDJU Gualeguaychu,9,8,160,4,1951,1,1,39739,27,39773,20,1.69,3.33,5.32,0,0,0
soccer,argentina,superliga,&nbsp;Tigre - Rosario Central,9,8,160,4,1950,0,2,39738,26,39719,7,2.93,3.13,2.46,0,0,0
soccer,colombia,liga-aguila,Bucaramanga - Junior,9,8,183,27,2092,0,1,43749,14,43741,6,2.1,3.06,3.6,0,0,0
soccer,usa,mls,&nbsp;Houston Dynamo - Portland Timbers&nbsp;,9,8,293,137,2688,0,1,56345,112,56244,11,2.22,3.37,3.2,0,0,0
soccer,jamaica,premier-league-2017-2018,Waterhouse - Cavalier,9,8,222,66,0,-1,1,0,0,0,0,2.12,2.78,3.56,0,0,0
soccer,asia,afc-championship-u19,East Timor U19 - Malaysia U19,9,8,162,6,1969,7,2,40771,13,40721,40,5.45,4.07,1.48,0,0,0
soccer,philippines,pfl,Meralco Sparks - JP Voltes,9,8,261,105,2496,0,1,57458,3,57460,5,1.55,4.04,4.44,0,0,0
soccer,asia,afc-championship-u19,Maldives U19 - Sri Lanka U19,9,8,162,6,1969,7,2,40704,23,40715,34,3.6,3.5,1.8,0,0,0
soccer,czech-republic,u19-league,Ostrava U19 - FK Pardubice U19,9,8,187,31,2122,12,1,44600,5,44602,7,1.99,3.73,2.87,0,0,0
soccer,germany,oberliga-hamburg,Pinneberg - Turkiye Wilhelmsburg,9,8,204,48,2252,13,1,49232,5,49236,9,1.9,3.6,3.2,0,0,0
soccer,asia,afc-championship-u19,Oman U19 - United Arab Emirates U19,9,8,162,6,1969,7,2,40700,19,40692,11,3,3.5,2,0,0,0
soccer,germany,dfb-junioren-pokal,Magdeburg U19 - Hertha U19,9,8,204,48,2277,38,2,50035,35,50012,12,7.5,5.5,1.25,0,0,0
soccer,iran,persian-gulf-pro-league,Padideh Khorasan - Foolad,9,8,216,60,2328,0,1,51438,15,51425,2,2.4,2.67,3.25,0,0,0
soccer,singapore,s-league,Home Utd - Young Lions,9,8,274,118,2569,0,1,40537,184,59790,3,1.1,9.19,13.53,0,0,0
soccer,asia,afc-championship-u19,Bangladesh U19 - Tajikistan U19,9,8,162,6,1969,7,2,40712,31,40686,5,10,8,1.12,0,0,0
soccer,germany,oberliga-schleswig-holstein,VfR Neumunster - Frisia Risum-Lindholm,9,8,204,48,2251,12,1,48772,36,49181,6,1.62,3.6,4.5,0,0,0
soccer,iran,persian-gulf-pro-league,Tractor - Zob Ahan,9,8,216,60,2328,0,1,40300,132,40329,161,2.53,2.63,3.07,0,0,0
soccer,croatia,croatian-cup,Novigrad - D. Zagreb,9,8,185,29,2102,2,2,43908,3,43885,2,25.12,10.92,1.05,0,1,0
soccer,germany,oberliga-nofv-nord,Hansa Rostock II - Wismar,9,8,204,48,2249,10,1,48795,59,49117,9,1.8,4,3.25,0,0,0
soccer,germany,oberliga-nofv-nord,Lichtenberg - 1.FC Frankfurt,9,8,204,48,2249,10,1,49110,2,49121,13,1.15,7,10,0,0,0
soccer,europe,euro-u19-women,Ukraine U19 W - Spain U19 W,9,8,196,40,2198,34,2,47249,24,47226,1,24.11,18.02,1.01,0,0,1
soccer,europe,uefa-youth-league,Lok. Zagreb U19 - Zeljeznicar U19&nbsp;,9,8,196,40,2168,4,1,0,0,0,0,2.14,3.42,2.88,0,0,0
soccer,germany,oberliga-bayern-sud,Holzkirchen - Hankofen-Hailing,9,8,204,48,2259,20,1,49518,44,49550,17,1.61,4,4,0,0,0
soccer,germany,oberliga-bayern-sud,Wolfratshausen - Rain/Lech,9,8,204,48,2259,20,2,49517,43,49013,30,4.32,4,1.57,0,0,0
soccer,germany,oberliga-niedersachsen,Cloppenburg - SVG Gottingen,9,8,204,48,2254,15,1,48763,27,49321,15,1.9,3.6,3.2,0,0,0
soccer,germany,oberliga-nofv-nord,Zehlendorf - Seelow,9,8,204,48,2249,10,1,49112,4,49119,11,1.33,5,6,0,0,0
soccer,germany,oberliga-nofv-nord,Staaken - Schwerin,9,8,204,48,2249,10,1,0,0,49115,7,1.8,3.6,3.6,0,0,0
soccer,germany,oberliga-schleswig-holstein,Flensburg - Schilksee,9,8,204,48,2251,12,1,49193,18,48764,28,1.8,3.6,3.6,0,0,0
soccer,germany,regionalliga-bayern,Unterfohring - Schweinfurt,9,8,204,48,2246,7,2,49551,18,49007,24,5.11,4.14,1.53,0,0,0
soccer,germany,regionalliga-bayern,Garching - Pipinsried,9,8,204,48,2246,7,1,48996,13,48985,2,1.95,3.57,3.35,0,0,0
soccer,germany,regionalliga-bayern,Seligenporten - Bayern II,9,8,204,48,2246,7,2,48986,3,48730,46,4.2,3.92,1.67,0,0,0
soccer,germany,regionalliga-bayern,Rosenheim - Burghausen,9,8,204,48,2246,7,1,48999,16,48676,47,2.1,3.41,3.12,0,0,0
soccer,germany,regionalliga-north,Eutin - Luneburger Hansa,9,8,204,48,2242,3,2,49176,1,48751,15,3.12,3.54,2.01,0,0,0
soccer,germany,regionalliga-sudwest,Stuttgart II - Kickers Offenbach,9,8,204,48,2245,6,2,48710,26,48675,46,2.72,3.47,2.29,0,0,0
soccer,germany,regionalliga-sudwest,TuS Koblenz - Ulm,9,8,204,48,2245,6,2,48671,42,48949,18,2.63,3.19,2.51,0,0,0
soccer,germany,regionalliga-sudwest,FSV Frankfurt - Rochling,9,8,204,48,2245,6,1,48652,23,49386,1,1.89,3.49,3.63,0,0,0
soccer,germany,regionalliga-bayern,Munich 1860 - SpVgg Bayreuth,9,8,204,48,2246,7,1,48628,34,49002,19,1.39,4.85,6.06,0,0,0
