Sport,Country,League,Participants,Odds
volleyball,asia,southeast-asian-games-women,Thailand W - Indonesia W,1.03,10.00
volleyball,asia,southeast-asian-games-women,Malaysia W - Vietnam W,15.00,1.01
volleyball,world,universiade-women,Switzerland Univ. W - Ukraine Univ. W,7.00,1.08
volleyball,world,world-championship-women,Czech Republic W - Bulgaria W,2.72,1.50
