Sport,Country,League,Participants,Bet,HomeOdd,DrawOdd,AwayOdd,Probability,Kelly
soccer,northern-ireland,nifl-premiership,Glentoran - Crusaders,2,4.81,3.88,1.62,0.6764705882352942,0.1546489563567363
