Sport,Country,League,Participants,SportId,CountryId,LeagueId,Bet,HomeTeamId,AwayTeamId,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
handball,sweden,handbollsligan,Karlskrona - Aranas,6,283,3204,1,76384,76387,1.36,9.47,4.0,0,0,0,1,0.6961171276453078,-0.14800196222883708
soccer,germany,oberliga-bayern-nord,Eltersdorf - Aschaffenburg,9,204,2258,1,49486,49474,1.8,3.99,3.23,0,0,0,1,0.4878136471573318,-0.15241929389600353
hockey,austria,ebel,Fehervar AV19 - Salzburg,5,165,3245,2,77536,77528,4.46,5.33,1.5,0,0,0,2,0.6158511384542544,-0.1524465846372367
soccer,russia,division-2-west,Smolensk - Znamya Truda,9,266,2540,1,58992,58996,1.5,3.58,6.07,0,0,0,1,0.6153212810056274,-0.15403615698311768
soccer,china,jia-league,Beijing - Xinjiang Tianshan,9,182,2088,1,43594,43606,1.5,4.45,5.43,0,0,0,1,0.6131881343845214,-0.16043559684643593
soccer,bulgaria,parva-liga,Lok. Plovdiv - Septemvri Sofia,9,176,2071,1,43181,43174,1.59,3.82,4.84,0,0,0,1,0.5693608534683654,-0.16053600505982882
soccer,austria,regionalliga-west,Kufstein - Seekirchen,9,165,2009,1,41609,41607,1.68,4.11,3.84,0,0,0,1,0.5292219346110806,-0.16309874978438924
basketball,finland,korisliiga,Korikobrat - Kouvot Kouvola,7,199,2908,2,69502,69503,2.08,0.0,1.7,0,0,0,2,0.5205632905704237,-0.16434629432897102
soccer,germany,oberliga-niedersachsen,Spelle-Venhaus - Cloppenburg,9,204,2254,1,49318,49319,1.72,4.12,3.41,0,0,0,1,0.5123355853951745,-0.16497610155597198
soccer,northern-ireland,nifl-premiership,Glenavon - Dungannon,9,253,2467,1,56499,56500,1.51,4.25,5.24,0,0,0,1,0.606099617261611,-0.1662540743822891
soccer,germany,oberliga-bayern-nord,Sand - Aubstadt,9,204,2258,2,49491,49497,3.23,4.09,1.76,0,0,0,2,0.4959868860129108,-0.1671882639701013
soccer,ukraine,youth-league,Oleksandriya U21 - Zirka Kropyvnytskyi U21,9,295,2701,1,64590,64591,1.57,3.6,5.0,0,0,0,1,0.5757511369486059,-0.168545114018752
baseball,south-korea,kbo,Hanwha Eagles - KIA Tigers,8,279,3458,2,81061,81058,2.66,0.0,1.46,0,0,0,2,0.6313041241229622,-0.17020864952277226
baseball,south-korea,kbo,LG Twins - Doosan Bears,8,279,3458,2,81060,81067,2.23,0.0,1.63,0,0,0,2,0.5476421831632986,-0.17038609752987835
soccer,ecuador,serie-a,Clan Juvenil - Ind. del Valle,9,190,2141,2,45177,45186,7.92,4.19,1.36,0,0,0,2,0.6900800663994303,-0.17080863804659643
soccer,united-arab-emirates,uae-league,Al Ain - Al Ahli Dubai,9,296,2704,1,64685,64683,1.59,4.08,4.4,0,0,0,1,0.5646375019191897,-0.17326503720082756
soccer,moldova,divizia-nationala,Petrocub - Sfintul,9,243,2433,1,55658,55656,1.61,3.56,4.48,0,0,0,1,0.5546385435372332,-0.17546220476238444
basketball,europe,aba-league,MZT Skopje - Partizan,7,196,2865,2,68849,68848,2.43,0.0,1.53,0,0,0,2,0.5926230216127221,-0.1760127866651607
hockey,finland,suomi-sarja,Riemu - S-Kiekko,5,199,3308,2,78368,78372,2.45,6.0,1.82,0,0,0,2,0.4694460081137211,-0.17757105516222865
soccer,wales,premier-league,Bala - Aberystwyth,9,301,2719,1,64986,64991,1.46,4.26,5.78,0,0,0,1,0.6287064571174876,-0.17845341871406117
rugby-union,new-zealand,mitre-10-cup,North Harbour - Hawke's Bay,3,249,3532,1,82113,82103,1.07,38.24,7.8,0,1,0,1,0.9226133408542583,-0.1829103612277646
soccer,germany,oberliga-bayern-nord,Weiden - Amberg,9,204,2258,1,49496,49492,1.66,4.55,3.35,0,0,0,1,0.5292019209568608,-0.18412850183577437
soccer,azerbaijan,premier-league,Inter Baku - Neftci Baku,9,166,2013,1,41804,41799,1.44,3.83,6.46,0,0,0,1,0.6371538675045837,-0.18749643362136245
soccer,austria,regionalliga-central,AC Wolfsberger (Am) - Gleisdorf,9,165,2008,2,41568,41553,3.98,3.74,1.66,0,0,0,2,0.5273724968850183,-0.1887297805619238
soccer,germany,oberliga-hessen,Hessen Dreieich - Waldgirmes,9,204,2256,1,49390,49426,1.65,4.2,3.5,0,0,0,1,0.5314390324463043,-0.18942399455938155
soccer,azerbaijan,premier-league,Gabala - Kapaz,9,166,2013,1,41806,41803,1.45,3.95,6.15,0,0,0,1,0.6305513434950575,-0.19044567096037032
hockey,russia,mhl,Stalnye Lisy - Sputnik Almetievsk,5,266,3343,1,78933,99216,1.09,11.19,12.26,0,0,0,1,0.9013460767333479,-0.19480862622945272
soccer,ireland,fai-cup,Cork City - Limerick,9,218,2334,1,51625,51631,1.44,4.47,6.12,0,1,0,1,0.6319344811663158,-0.204578061637512
soccer,austria,regionalliga-east,FK Austria Vienna (Am) - Bruck Leitha,9,165,2007,1,41507,0,1.85,3.69,3.42,0,0,0,1,0.4458036783756366,-0.2061919941236144
hockey,sweden,hockeyettan-norra,Lejon - Ornskoldsvik,5,283,3355,2,79162,79149,9.69,7.38,1.17,0,0,0,2,0.8235876204277381,-0.21413225940909647
soccer,italy,primavera-1-2017-2018,Fiorentina U19 - Lazio U19,9,220,0,1,0,0,2.2,3.6,2.62,0,0,0,1,0.33690517282575955,-0.21567384981944074
soccer,netherlands,eredivisie-women,Achilles 29 W - PSV W,9,248,2450,2,56155,56153,9.0,6.06,1.2,0,0,1,2,0.7970589851349404,-0.2176460891903576
soccer,france,ligue-2,Niort - Quevilly Rouen,9,200,2224,1,47955,0,1.9,3.35,4.25,0,0,0,1,0.4169994551164812,-0.23077892808742867
soccer,germany,oberliga-hamburg,Barmbek-Uhlenhorst - SC Victoria Hamburg,9,204,2252,2,49233,49235,4.12,4.29,1.56,0,0,0,2,0.5578231776083133,-0.23177829094826996
hockey,sweden,hockeyettan-vastra,Borlange - Koping,5,283,3357,1,79233,79250,1.29,6.57,5.85,0,0,0,1,0.7228207916562207,-0.232969581943018
soccer,belgium,super-league-women-2017-2018,Gent W - Genk W,9,170,0,1,0,0,1.53,4.28,5.15,0,0,0,1,0.572746104440804,-0.2333933211425846
soccer,england,wsl-1-women-2017-2018,Liverpool W - Reading W,9,193,0,1,0,0,1.4,5.15,5.7,0,0,0,1,0.6436595908865647,-0.24719143189702397
soccer,england,premier-league-cup,Charlton U23 - Liverpool U23,9,193,3867,2,89572,89566,8.0,6.0,1.22,0,1,0,2,0.7746651984712251,-0.249583899386843
rugby-union,world,guinness-pro14,Glasgow Warriors - Treviso,3,302,3574,1,82689,82696,1.02,37.73,14.98,0,0,0,1,0.975474772659483,-0.2507865943663643
hockey,sweden,hockeyettan-sodra,Kallinge/Ronneby - Halmstad,5,283,3356,1,79185,79171,1.21,6.63,8.15,0,0,0,1,0.7825717290701626,-0.2528009896433489
soccer,qatar,premier-league,Al-Sadd - Al-Gharafa,9,264,2527,1,58479,58478,1.3,4.88,7.75,0,0,0,1,0.7107715593506961,-0.25332324281365
basketball,finland,korisliiga,UU-Korihait Uusikaupunki - Pyrinto Tampere,7,199,2908,2,69507,69505,3.98,0.0,1.22,0,0,0,2,0.7700081415474712,-0.2754093968731144
soccer,germany,oberliga-rheinland-pfalz-saar,Gonsenheim - FC 08 Homburg,9,204,2257,2,49435,0,7.33,6.79,1.2,0,0,0,2,0.7871643292728143,-0.27701402436311423
soccer,kuwait,premier-league,Al Jahra - Al Kuwait,9,228,2397,2,54932,54923,7.43,4.84,1.3,0,0,0,2,0.7038809528272431,-0.28318253774861335
soccer,algeria,ligue-1,Medea - Biskra,9,158,1945,1,39588,0,1.53,3.58,5.57,0,0,0,1,0.5537720463107764,-0.28816748895190974
soccer,russia,youth-league,Spartak Moscow U21 - Ural U21,9,266,2542,1,59044,59048,1.34,4.89,6.17,0,0,0,1,0.6725017929865669,-0.2907282276411773
soccer,austria,regionalliga-east,Horn - Karabakh Vienna,9,165,2007,1,41522,0,1.6,4.03,4.36,0,0,0,1,0.5157075941227418,-0.2914464156726885
soccer,algeria,ligue-1,Saoura - Paradou,9,158,1945,1,39583,0,1.5,3.62,5.94,0,0,0,1,0.5691658895676668,-0.29250233129699965
soccer,spain,laliga,Celta Vigo - Girona,9,280,2613,1,61293,0,1.74,3.69,5.25,0,0,0,1,0.44629407367861457,-0.3019571781070414
soccer,luxembourg,national-division,Jeunesse Esch - Rodange,9,235,2413,1,55207,0,1.67,4.2,4.2,0,0,0,1,0.4702519395579281,-0.32041680737053746
soccer,belgium,super-league-women-2017-2018,Leuven W - Heist W,9,170,0,1,0,0,1.22,6.09,9.11,0,0,0,1,0.7601158039456559,-0.33026690539227205
soccer,palestine,west-bank-league-2017-2018,Al Khaleel - Shabab Doora,9,257,0,1,0,0,1.5,4.0,5.0,0,0,0,1,0.5534027227047484,-0.3397918318857547
soccer,malta,premier-league,Hibernians - Naxxar Lions,9,240,2422,1,55413,55424,1.22,5.9,8.58,0,0,0,1,0.7540451306648572,-0.3639315481312462
soccer,estonia,meistriliiga,Tammeka - Kalju,9,194,2159,2,45930,45926,8.82,5.83,1.21,0,0,0,2,0.7620843388058085,-0.3708473811665323
soccer,denmark,2nd-division-group-1,Hvidovre - Skovshoved,9,188,2128,1,44768,0,1.49,4.22,4.89,0,0,0,1,0.5475097721795331,-0.3759396723520321
soccer,poland,division-2,ROW Rybnik - Gwardia Koszalin,9,262,2499,1,57582,0,1.67,3.59,4.19,0,0,0,1,0.4326432446542621,-0.4141578827274362
basketball,germany,bbl,s.Oliver Wurzburg - Bamberg,7,204,2917,2,69708,69693,6.97,0.0,1.1,0,0,0,2,0.8699288218958804,-0.43078295914531456
basketball,uruguay,liga-capital,Welcome - Bohemios,7,297,3047,1,72380,72384,1.15,0.0,4.63,0,0,0,1,0.8063902745135465,-0.4843412287294778
volleyball,poland,plusliga,Cuprum - Bedzin,2,262,3754,1,86098,86095,1.06,0.0,8.49,0,0,0,1,0.9142215587715766,-0.5154191283688118
soccer,germany,oberliga-bayern-sud,Chiemgau Traunstein - Pullach,9,204,2259,2,0,49549,4.4,4.73,1.48,0,0,0,2,0.5050289313106539,-0.5261607951254841
soccer,oman,professional-league,Muscat - Al-Midhaibi,9,255,2485,1,57232,0,1.23,5.12,10.05,0,0,0,1,0.7038115671614495,-0.5839642277887701
basketball,europe,aba-league,Cedevita - FMP Beograd,7,196,2865,1,68845,68855,1.07,0.0,7.77,0,0,0,1,0.8881270464191329,-0.71005800473611
basketball,argentina,torneo-super-20,San Lorenzo - Boca Juniors,7,160,3877,1,97540,97546,1.05,0.0,8.16,0,0,0,1,0.9022759482133462,-1.0522050875197277
basketball,russia,superleague-a-women,Inventa Kursk W - Ekaterinburg W,7,266,2989,2,0,70906,16.5,0.0,1.02,0,0,1,2,0.9594196258610452,-1.0695990810866909
rugby-union,world,guinness-pro14,Leinster - Edinburgh,3,302,3574,1,82688,82690,1.02,37.8,11.77,0,0,0,1,0.9589484150722167,-1.0936308313169432
handball,austria,hla,Alpla Hard - Linz,6,165,3094,1,73686,73693,1.05,16.87,10.14,0,0,0,1,0.8987028794358907,-1.1272395318462947
volleyball,russia,cup-of-siberia-and-far-east-women,Primorochka W - Irkutsk W,2,266,3780,1,86495,86499,1.04,0.0,9.2,0,1,1,1,0.9170435951851437,-1.1568665251862638
handball,hungary,nb-i,Tatabanya - Cegledi,6,212,3157,1,75580,75588,1.04,17.5,11.0,0,0,0,1,0.9113892357052069,-1.3038798716646194
volleyball,world,norceca-championship,USA - Dominican Republic,2,302,3856,1,88031,88032,1.01,0.0,12.79,0,0,0,1,0.9620304493834183,-2.8349246122747447
basketball,europe,euroleague-women,Polkowice W - Piestanske Cajky W,7,196,2886,1,69109,0,1.01,0.0,12.39,0,0,1,1,0.9534758340689559,-3.6989407590354486
