HomeTeam,AwayTeam,HomeTeamScore,AwayTeamScore,Date,Season,IsPlayoffs,IsOvertime,Bookmaker,HomeOdd,DrawOdd,AwayOdd,IsValid
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,188BET,1.68,0,2.15,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,1xBet,1.71,0,2.08,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,1xStavka,1.71,0,2.08,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,bet-at-home,1.48,0,2.35,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,bet365,1.52,0,2.4,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,bet365.it,1.52,0,2.4,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,Betway,1.65,0,2.1,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,bwin,1.65,0,2.15,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,bwin.es,1.65,0,2.15,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,Jetbull,1.61,0,2.15,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,Leonbets,1.65,0,2.15,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,Oddsring,1.5,0,2.45,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,Titanbet,1.65,0,2.15,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,Vernons,1.65,0,2.15,True
Alvark,Ryukyu,80,75,9/22/2016 11:55:00 AM,2016/2017,False,False,Vulkanbet,1.5,0,2.41,True
Alvark,Ryukyu,74,53,9/23/2016 12:00:00 PM,2016/2017,False,False,188BET,1.54,0,2.45,True
Alvark,Ryukyu,74,53,9/23/2016 12:00:00 PM,2016/2017,False,False,1xBet,1.62,0,2.41,True
