1.13,1
1.3,1
1.5,1
1.45,1
1.45,1
1.29,1
1.22,0
1.19,0
1.25,1
1.21,1
1.25,0
1.1,1
1.41,0
1.22,1
1.33,1
1.12,1
1.33,1
1.18,1
1.21,1
1.14,1
1.06,0
1.4,1
1.5,1
1.48,0
1.32,1
1.48,1
1.2,1
1.13,1
1.37,0
1.24,1
1.29,0
1.17,1
1.17,0
1.41,0
1.22,1
1.33,1
1.12,1
1.33,1
1.18,1
1.21,1
1.14,1
1.06,0
1.4,1
1.5,1
1.48,0
1.32,1
1.48,1
1.2,1
1.13,1
1.37,0
1.24,1
1.29,0
1.17,1
1.17,0
1.49,0
1.16,1
1.32,0
1.38,1
1.25,1
1.45,0
1.28,0
1.4,1
1.25,1
1.25,1
1.38,0
1.44,1
1.32,0
1.3,0
1.3,1
1.42,0
1.2,1
1.41,0
1.26,0
1.2,1
1.35,0
1.41,0
1.2,0
1.2,1
1.2,1
1.05,0
1.25,1
1.45,0
1.28,0
1.4,1
1.25,1
1.25,1
1.38,0
1.44,1
1.32,0
1.3,0
1.3,1
1.42,0
1.2,1
1.41,0
1.26,0
1.2,1
1.35,0
1.41,0
1.2,0
1.2,1
1.2,1
1.05,0
