soccer,andorra,first,LE 12,13,10,1.0654,0.7692,-2.34,-0.1800
soccer,andorra,first,LE 13,13,10,1.0654,0.7692,-2.34,-0.1800
soccer,andorra,first,LE 14,16,13,1.1156,0.8125,-1.34,-0.0838
soccer,andorra,first,LE 15,16,13,1.1156,0.8125,-1.34,-0.0838
soccer,andorra,others,LE 15,1,0,1.5000,0.0000,-1,-1.0000
soccer,argentina,first,LE 12,26,26,1.1592,1.0000,4.14,0.1592
soccer,argentina,first,LE 13,116,90,1.2364,0.7759,-5.29,-0.0456
soccer,argentina,first,LE 14,245,202,1.3038,0.8245,18.79,0.0767
soccer,argentina,first,LE 15,528,360,1.3898,0.6818,-32.7,-0.0619
soccer,argentina,others,LE 11,10,8,1.0740,0.8000,-1.42,-0.1420
soccer,argentina,others,LE 12,37,32,1.1395,0.8649,-0.520000000000001,-0.0141
soccer,argentina,others,LE 13,168,118,1.2395,0.7024,-22.43,-0.1335
soccer,argentina,others,LE 14,399,240,1.3143,0.6015,-86.9600000000001,-0.2179
soccer,argentina,others,LE 15,660,375,1.3721,0.5682,-150.02,-0.2273
soccer,armenia,first,LE 11,27,24,1.0722,0.8889,-1.2,-0.0444
soccer,armenia,first,LE 12,82,76,1.1260,0.9268,3.78999999999999,0.0462
soccer,armenia,first,LE 13,172,147,1.2009,0.8547,4.03999999999999,0.0235
soccer,armenia,first,LE 14,262,208,1.2547,0.7939,-3.01,-0.0115
soccer,armenia,first,LE 15,331,262,1.2974,0.7915,6.50000000000002,0.0196
soccer,armenia,others,LE 12,2,1,1.1700,0.5000,-0.84,-0.4200
soccer,armenia,others,LE 13,3,1,1.1867,0.3333,-1.84,-0.6133
soccer,armenia,others,LE 14,6,3,1.2850,0.5000,-2.08,-0.3467
soccer,armenia,others,LE 15,11,7,1.3491,0.6364,-1.37,-0.1245
soccer,asia,first,LE 11,17,17,1.0665,1.0000,1.13,0.0665
soccer,asia,first,LE 12,38,37,1.1179,0.9737,3.29,0.0866
soccer,asia,first,LE 13,48,44,1.1465,0.9167,2.14,0.0446
soccer,asia,first,LE 14,74,65,1.2168,0.8784,4.33,0.0585
soccer,asia,first,LE 15,95,85,1.2678,0.8947,12.23,0.1287
soccer,asia,others,LE 11,176,164,1.0539,0.9318,-3.39999999999999,-0.0193
soccer,asia,others,LE 12,347,318,1.1036,0.9164,3.59999999999999,0.0104
soccer,asia,others,LE 13,580,488,1.1666,0.8414,-15.59,-0.0269
soccer,asia,others,LE 14,802,645,1.2199,0.8042,-24.29,-0.0303
soccer,asia,others,LE 15,1109,853,1.2851,0.7692,-28.15,-0.0254
soccer,australia-oceania,first,LE 11,8,8,1.0588,1.0000,0.47,0.0588
soccer,australia-oceania,first,LE 12,10,10,1.0800,1.0000,0.8,0.0800
soccer,australia-oceania,first,LE 13,11,10,1.0991,0.9091,-0.2,-0.0182
soccer,australia-oceania,first,LE 14,14,12,1.1514,0.8571,-0.53,-0.0379
soccer,australia-oceania,first,LE 15,15,13,1.1747,0.8667,-0.0299999999999996,-0.0020
soccer,australia-oceania,others,LE 11,30,30,1.0637,1.0000,1.91,0.0637
soccer,australia-oceania,others,LE 12,45,41,1.0896,0.9111,-0.549999999999999,-0.0122
soccer,australia-oceania,others,LE 13,56,49,1.1200,0.8750,-1.57,-0.0280
soccer,australia-oceania,others,LE 14,63,55,1.1451,0.8730,-0.489999999999998,-0.0078
soccer,australia-oceania,others,LE 15,68,59,1.1678,0.8676,0.330000000000001,0.0049
soccer,australia,first,LE 12,6,2,1.1500,0.3333,-3.78,-0.6300
soccer,australia,first,LE 13,42,33,1.2424,0.7857,-0.799999999999999,-0.0190
soccer,australia,first,LE 14,114,91,1.3171,0.7982,5.87,0.0515
soccer,australia,first,LE 15,212,156,1.3879,0.7358,3.67,0.0173
soccer,australia,others,LE 11,347,312,1.0534,0.8991,-19.04,-0.0549
soccer,australia,others,LE 12,860,732,1.1166,0.8512,-45.4299999999999,-0.0528
soccer,australia,others,LE 13,1386,1138,1.1680,0.8211,-63.2399999999999,-0.0456
soccer,australia,others,LE 14,2004,1550,1.2267,0.7735,-121.02,-0.0604
soccer,australia,others,LE 15,2755,2044,1.2884,0.7419,-155.68,-0.0565
soccer,austria,first,LE 11,16,12,1.0850,0.7500,-2.92,-0.1825
soccer,austria,first,LE 12,96,80,1.1542,0.8333,-3.68,-0.0383
soccer,austria,first,LE 13,242,186,1.2133,0.7686,-16.46,-0.0680
soccer,austria,first,LE 14,410,304,1.2735,0.7415,-24.2,-0.0590
soccer,austria,first,LE 15,606,450,1.3308,0.7426,-8.62000000000001,-0.0142
soccer,austria,others,LE 11,168,153,1.0685,0.9107,-4.41,-0.0263
soccer,austria,others,LE 12,515,446,1.1305,0.8660,-11.72,-0.0228
soccer,austria,others,LE 13,967,795,1.1908,0.8221,-24.31,-0.0251
soccer,austria,others,LE 14,1626,1245,1.2590,0.7657,-70.93,-0.0436
soccer,austria,others,LE 15,2370,1765,1.3205,0.7447,-58.3999999999998,-0.0246
soccer,azerbaijan,first,LE 11,10,10,1.0610,1.0000,0.610000000000001,0.0610
soccer,azerbaijan,first,LE 12,63,59,1.1483,0.9365,4.9,0.0778
soccer,azerbaijan,first,LE 13,146,131,1.2121,0.8973,12.81,0.0877
soccer,azerbaijan,first,LE 14,264,217,1.2794,0.8220,12.31,0.0466
soccer,azerbaijan,first,LE 15,365,305,1.3296,0.8356,40.12,0.1099
soccer,azerbaijan,others,LE 11,6,5,1.0583,0.8333,-0.7,-0.1167
soccer,azerbaijan,others,LE 12,18,16,1.1200,0.8889,-0.0700000000000003,-0.0039
soccer,azerbaijan,others,LE 13,28,25,1.1686,0.8929,1.19,0.0425
soccer,azerbaijan,others,LE 14,42,34,1.2281,0.8095,-0.6,-0.0143
soccer,azerbaijan,others,LE 15,53,42,1.2755,0.7925,0.109999999999999,0.0021
soccer,bahrain,first,LE 11,1,1,1.0700,1.0000,0.0700000000000001,0.0700
soccer,bahrain,first,LE 12,9,9,1.1522,1.0000,1.37,0.1522
soccer,bahrain,first,LE 13,37,23,1.2397,0.6216,-8.71,-0.2354
soccer,bahrain,first,LE 14,95,63,1.3085,0.6632,-12.91,-0.1359
soccer,bahrain,first,LE 15,145,99,1.3576,0.6828,-10.85,-0.0748
soccer,bahrain,others,LE 11,5,1,1.0640,0.2000,-3.9,-0.7800
soccer,bahrain,others,LE 12,32,23,1.1569,0.7188,-5.13,-0.1603
soccer,bahrain,others,LE 13,60,41,1.2040,0.6833,-10.64,-0.1773
soccer,bahrain,others,LE 14,80,52,1.2418,0.6500,-15.7,-0.1963
soccer,bahrain,others,LE 15,102,61,1.2866,0.5980,-24.46,-0.2398
soccer,bangladesh,first,LE 12,9,8,1.1656,0.8889,0.329999999999999,0.0367
soccer,bangladesh,first,LE 13,12,11,1.1867,0.9167,1.08,0.0900
soccer,bangladesh,first,LE 14,20,18,1.2645,0.9000,2.77,0.1385
soccer,bangladesh,first,LE 15,39,34,1.3536,0.8718,6.95,0.1782
soccer,belarus,first,LE 11,11,11,1.0736,1.0000,0.810000000000001,0.0736
soccer,belarus,first,LE 12,111,89,1.1638,0.8018,-7.57,-0.0682
soccer,belarus,first,LE 13,287,203,1.2267,0.7073,-38.75,-0.1350
soccer,belarus,first,LE 14,503,357,1.2835,0.7097,-46.0899999999999,-0.0916
soccer,belarus,first,LE 15,684,466,1.3315,0.6813,-67.8999999999998,-0.0993
soccer,belarus,others,LE 11,19,18,1.0742,0.9474,0.370000000000001,0.0195
soccer,belarus,others,LE 12,70,53,1.1373,0.7571,-9.93,-0.1419
soccer,belarus,others,LE 13,106,77,1.1785,0.7264,-15.92,-0.1502
soccer,belarus,others,LE 14,149,107,1.2319,0.7181,-18.03,-0.1210
soccer,belarus,others,LE 15,178,125,1.2674,0.7022,-20.9,-0.1174
soccer,belgium,first,LE 12,88,81,1.1593,0.9205,5.9,0.0670
soccer,belgium,first,LE 13,246,218,1.2178,0.8862,19.17,0.0779
soccer,belgium,first,LE 14,523,441,1.2908,0.8432,44.53,0.0851
soccer,belgium,first,LE 15,867,664,1.3572,0.7659,25.4,0.0293
soccer,belgium,others,LE 11,121,108,1.0633,0.8926,-6.45,-0.0533
soccer,belgium,others,LE 12,457,387,1.1356,0.8468,-18.2500000000001,-0.0399
soccer,belgium,others,LE 13,823,658,1.1925,0.7995,-41.9800000000001,-0.0510
soccer,belgium,others,LE 14,1336,978,1.2577,0.7320,-120.61,-0.0903
soccer,belgium,others,LE 15,1960,1359,1.3232,0.6934,-186.97,-0.0954
soccer,bolivia,first,LE 11,5,5,1.0700,1.0000,0.35,0.0700
soccer,bolivia,first,LE 12,75,75,1.1604,1.0000,12.03,0.1604
soccer,bolivia,first,LE 13,261,222,1.2280,0.8506,10.64,0.0408
soccer,bolivia,first,LE 14,544,419,1.2958,0.7702,-5.01,-0.0092
soccer,bolivia,first,LE 15,756,575,1.3411,0.7606,10.46,0.0138
soccer,bosnia-and-herzegovina,first,LE 11,124,119,1.0847,0.9597,5,0.0403
soccer,bosnia-and-herzegovina,first,LE 12,652,592,1.1440,0.9080,24.9999999999999,0.0383
soccer,bosnia-and-herzegovina,first,LE 13,1137,1003,1.1920,0.8821,56.4899999999999,0.0497
soccer,bosnia-and-herzegovina,first,LE 14,1403,1200,1.2238,0.8553,58.24,0.0415
soccer,bosnia-and-herzegovina,first,LE 15,1640,1354,1.2583,0.8256,46.8899999999999,0.0286
soccer,bosnia-and-herzegovina,others,LE 11,6,5,1.0800,0.8333,-0.62,-0.1033
soccer,bosnia-and-herzegovina,others,LE 12,31,27,1.1471,0.8710,-0.0500000000000009,-0.0016
soccer,bosnia-and-herzegovina,others,LE 13,49,43,1.1906,0.8776,2.24,0.0457
soccer,bosnia-and-herzegovina,others,LE 14,65,55,1.2322,0.8462,2.58,0.0397
soccer,bosnia-and-herzegovina,others,LE 15,89,72,1.2916,0.8090,3.25,0.0365
soccer,botswana,first,LE 11,1,1,1.0800,1.0000,0.0800000000000001,0.0800
soccer,botswana,first,LE 12,2,2,1.1250,1.0000,0.25,0.1250
soccer,botswana,first,LE 13,2,2,1.1250,1.0000,0.25,0.1250
soccer,botswana,first,LE 14,4,2,1.2475,0.5000,-1.75,-0.4375
soccer,botswana,first,LE 15,6,4,1.3167,0.6667,-0.84,-0.1400
soccer,brazil,first,LE 11,19,19,1.1000,1.0000,1.9,0.1000
soccer,brazil,first,LE 12,120,112,1.1560,0.9333,9.11999999999999,0.0760
soccer,brazil,first,LE 13,337,271,1.2210,0.8042,-8.14,-0.0242
soccer,brazil,first,LE 14,576,413,1.2797,0.7170,-53.6599999999999,-0.0932
soccer,brazil,first,LE 15,965,624,1.3530,0.6466,-134.53,-0.1394
soccer,brazil,others,LE 11,10,10,1.0840,1.0000,0.840000000000001,0.0840
soccer,brazil,others,LE 12,288,247,1.1610,0.8576,-1.69000000000001,-0.0059
soccer,brazil,others,LE 13,964,771,1.2295,0.7998,-19.36,-0.0201
soccer,brazil,others,LE 14,1978,1483,1.2942,0.7497,-68.6799999999999,-0.0347
soccer,brazil,others,LE 15,3182,2292,1.3554,0.7203,-95.14,-0.0299
soccer,bulgaria,first,LE 11,201,178,1.0610,0.8856,-12.59,-0.0626
soccer,bulgaria,first,LE 12,433,375,1.1094,0.8661,-17.8,-0.0411
soccer,bulgaria,first,LE 13,713,586,1.1645,0.8219,-34.08,-0.0478
soccer,bulgaria,first,LE 14,1048,820,1.2245,0.7824,-52.8600000000002,-0.0504
soccer,bulgaria,first,LE 15,1287,979,1.2669,0.7607,-61.5000000000001,-0.0478
soccer,bulgaria,others,LE 11,55,49,1.0729,0.8909,-2.47,-0.0449
soccer,bulgaria,others,LE 12,130,103,1.1249,0.7923,-14.91,-0.1147
soccer,bulgaria,others,LE 13,183,147,1.1633,0.8033,-12.57,-0.0687
soccer,bulgaria,others,LE 14,257,195,1.2216,0.7588,-21.35,-0.0831
soccer,bulgaria,others,LE 15,346,253,1.2816,0.7312,-26.27,-0.0759
soccer,burundi,first,LE 14,1,1,1.3100,1.0000,0.31,0.3100
soccer,burundi,first,LE 15,1,1,1.3100,1.0000,0.31,0.3100
soccer,cambodia,first,LE 12,1,1,1.1800,1.0000,0.18,0.1800
soccer,cambodia,first,LE 13,3,3,1.2467,1.0000,0.74,0.2467
soccer,cambodia,first,LE 14,3,3,1.2467,1.0000,0.74,0.2467
soccer,cambodia,first,LE 15,4,3,1.2975,0.7500,-0.26,-0.0650
soccer,cameroon,first,LE 12,5,5,1.1720,1.0000,0.86,0.1720
soccer,cameroon,first,LE 13,14,12,1.2386,0.8571,0.74,0.0529
soccer,cameroon,first,LE 14,23,17,1.2952,0.7391,-1.4,-0.0609
soccer,cameroon,first,LE 15,55,33,1.3985,0.6000,-9.95,-0.1809
soccer,canada,first,LE 13,3,3,1.2533,1.0000,0.76,0.2533
soccer,canada,first,LE 14,6,5,1.3083,0.8333,0.53,0.0883
soccer,canada,first,LE 15,7,6,1.3314,0.8571,1,0.1429
soccer,canada,others,LE 11,25,19,1.0904,0.7600,-4.34,-0.1736
soccer,canada,others,LE 12,125,105,1.1526,0.8400,-4.07000000000001,-0.0326
soccer,canada,others,LE 13,253,211,1.2049,0.8340,0.699999999999994,0.0028
soccer,canada,others,LE 14,392,314,1.2612,0.8010,2.15000000000001,0.0055
soccer,canada,others,LE 15,493,371,1.3013,0.7525,-15.93,-0.0323
soccer,chile,first,LE 12,23,14,1.2000,0.6087,-6.2,-0.2696
soccer,chile,first,LE 13,159,113,1.2542,0.7107,-16.91,-0.1064
soccer,chile,first,LE 14,313,233,1.3079,0.7444,-7.25999999999999,-0.0232
soccer,chile,first,LE 15,589,406,1.3781,0.6893,-29.76,-0.0505
soccer,chile,others,LE 11,2,2,1.1000,1.0000,0.2,0.1000
soccer,chile,others,LE 12,30,21,1.1647,0.7000,-5.44,-0.1813
soccer,chile,others,LE 13,105,76,1.2360,0.7238,-11.21,-0.1068
soccer,chile,others,LE 14,191,130,1.2957,0.6806,-23.18,-0.1214
soccer,chile,others,LE 15,303,218,1.3577,0.7195,-7,-0.0231
soccer,china,first,LE 11,15,10,1.0833,0.6667,-4.1,-0.2733
soccer,china,first,LE 12,69,64,1.1429,0.9275,4.51,0.0654
soccer,china,first,LE 13,161,131,1.2040,0.8137,-4.16000000000001,-0.0258
soccer,china,first,LE 14,308,233,1.2749,0.7565,-12.93,-0.0420
soccer,china,first,LE 15,495,382,1.3424,0.7717,16.02,0.0324
soccer,china,others,LE 11,36,34,1.0722,0.9444,0.500000000000002,0.0139
soccer,china,others,LE 12,253,225,1.1510,0.8893,5.75999999999998,0.0228
soccer,china,others,LE 13,474,391,1.2030,0.8249,-5.93000000000002,-0.0125
soccer,china,others,LE 14,669,533,1.2482,0.7967,-7.36,-0.0110
soccer,china,others,LE 15,905,698,1.3029,0.7713,-3.18999999999999,-0.0035
soccer,colombia,first,LE 13,51,37,1.2812,0.7255,-3.66,-0.0718
soccer,colombia,first,LE 14,193,129,1.3404,0.6684,-20.27,-0.1050
soccer,colombia,first,LE 15,536,343,1.4157,0.6399,-49.7900000000001,-0.0929
soccer,colombia,others,LE 12,9,9,1.1800,1.0000,1.62,0.1800
soccer,colombia,others,LE 13,65,51,1.2605,0.7846,-0.790000000000002,-0.0122
soccer,colombia,others,LE 14,260,185,1.3329,0.7115,-14.21,-0.0547
soccer,colombia,others,LE 15,572,370,1.4009,0.6469,-57.06,-0.0998
soccer,costa-rica,first,LE 12,12,6,1.1700,0.5000,-4.86,-0.4050
soccer,costa-rica,first,LE 13,71,47,1.2208,0.6620,-13.12,-0.1848
soccer,costa-rica,first,LE 14,197,138,1.3068,0.7005,-15.71,-0.0797
soccer,costa-rica,first,LE 15,325,226,1.3649,0.6954,-16.53,-0.0509
soccer,costa-rica,others,LE 12,1,0,1.2000,0.0000,-1,-1.0000
soccer,costa-rica,others,LE 13,2,1,1.2500,0.5000,-0.7,-0.3500
soccer,costa-rica,others,LE 14,2,1,1.2500,0.5000,-0.7,-0.3500
soccer,costa-rica,others,LE 15,7,6,1.3929,0.8571,1.55,0.2214
soccer,croatia,first,LE 11,33,33,1.0855,1.0000,2.82,0.0855
soccer,croatia,first,LE 12,182,165,1.1444,0.9066,6.42000000000001,0.0353
soccer,croatia,first,LE 13,356,305,1.1947,0.8567,7.01000000000002,0.0197
soccer,croatia,first,LE 14,613,467,1.2627,0.7618,-31.14,-0.0508
soccer,croatia,first,LE 15,837,621,1.3161,0.7419,-30.3799999999999,-0.0363
soccer,croatia,others,LE 11,51,46,1.0590,0.9020,-2.35,-0.0461
soccer,croatia,others,LE 12,111,99,1.1097,0.8919,-1.22,-0.0110
soccer,croatia,others,LE 13,209,175,1.1788,0.8373,-3.81,-0.0182
soccer,croatia,others,LE 14,293,234,1.2287,0.7986,-7.94,-0.0271
soccer,croatia,others,LE 15,378,293,1.2821,0.7751,-6.41,-0.0170
soccer,cyprus,first,LE 11,47,47,1.0743,1.0000,3.49,0.0743
soccer,cyprus,first,LE 12,205,180,1.1419,0.8780,-0.230000000000004,-0.0011
soccer,cyprus,first,LE 13,356,311,1.1920,0.8736,13.83,0.0388
soccer,cyprus,first,LE 14,537,438,1.2493,0.8156,5.30000000000001,0.0099
soccer,cyprus,first,LE 15,706,530,1.3004,0.7507,-28.94,-0.0410
soccer,cyprus,others,LE 11,38,36,1.0747,0.9474,0.680000000000002,0.0179
soccer,cyprus,others,LE 12,117,98,1.1331,0.8376,-6.43,-0.0550
soccer,cyprus,others,LE 13,171,140,1.1693,0.8187,-8.01,-0.0468
soccer,cyprus,others,LE 14,228,188,1.2153,0.8246,0.0300000000000022,0.0001
soccer,cyprus,others,LE 15,284,222,1.2628,0.7817,-6.55,-0.0231
soccer,czech-republic,first,LE 11,5,5,1.1000,1.0000,0.5,0.1000
soccer,czech-republic,first,LE 12,126,111,1.1588,0.8810,2.26,0.0179
soccer,czech-republic,first,LE 13,260,202,1.2156,0.7769,-17.15,-0.0660
soccer,czech-republic,first,LE 14,537,411,1.2878,0.7654,-10.36,-0.0193
soccer,czech-republic,first,LE 15,744,542,1.3349,0.7285,-26.16,-0.0352
soccer,czech-republic,others,LE 11,186,179,1.0651,0.9624,4.59000000000001,0.0247
soccer,czech-republic,others,LE 12,737,636,1.1378,0.8630,-15.24,-0.0207
soccer,czech-republic,others,LE 13,1396,1109,1.1946,0.7944,-79.4500000000001,-0.0569
soccer,czech-republic,others,LE 14,2157,1674,1.2513,0.7761,-76.33,-0.0354
soccer,czech-republic,others,LE 15,3129,2308,1.3153,0.7376,-124.62,-0.0398
soccer,denmark,first,LE 12,34,26,1.1635,0.7647,-3.68,-0.1082
soccer,denmark,first,LE 13,66,50,1.2103,0.7576,-5.52,-0.0836
soccer,denmark,first,LE 14,234,164,1.3179,0.7009,-18.26,-0.0780
soccer,denmark,first,LE 15,434,286,1.3811,0.6590,-40.7,-0.0938
soccer,denmark,others,LE 11,420,397,1.0506,0.9452,-3.07,-0.0073
soccer,denmark,others,LE 12,864,736,1.1065,0.8519,-53.96,-0.0625
soccer,denmark,others,LE 13,1522,1251,1.1731,0.8219,-62.7300000000002,-0.0412
soccer,denmark,others,LE 14,2389,1918,1.2403,0.8028,-25.4099999999999,-0.0106
soccer,denmark,others,LE 15,3281,2473,1.2990,0.7537,-108.05,-0.0329
soccer,dominican-republic,first,LE 11,2,2,1.0800,1.0000,0.16,0.0800
soccer,dominican-republic,first,LE 12,6,6,1.1367,1.0000,0.82,0.1367
soccer,dominican-republic,first,LE 13,10,8,1.2000,0.8000,-0.6,-0.0600
soccer,dominican-republic,first,LE 14,18,16,1.2756,0.8889,2.36,0.1311
soccer,dominican-republic,first,LE 15,20,16,1.2920,0.8000,0.36,0.0180
soccer,ecuador,first,LE 12,22,22,1.1918,1.0000,4.22,0.1918
soccer,ecuador,first,LE 13,122,93,1.2522,0.7623,-5.55,-0.0455
soccer,ecuador,first,LE 14,341,235,1.3229,0.6891,-31.08,-0.0911
soccer,ecuador,first,LE 15,618,419,1.3793,0.6780,-41.12,-0.0665
soccer,egypt,first,LE 12,13,13,1.1308,1.0000,1.7,0.1308
soccer,egypt,first,LE 13,100,89,1.2429,0.8900,10.18,0.1018
soccer,egypt,first,LE 14,186,135,1.3015,0.7258,-12.37,-0.0665
soccer,egypt,first,LE 15,327,214,1.3671,0.6544,-39.18,-0.1198
soccer,egypt,others,LE 11,3,3,1.0767,1.0000,0.23,0.0767
soccer,egypt,others,LE 12,9,8,1.1311,0.8889,0.0100000000000002,0.0011
soccer,egypt,others,LE 13,19,17,1.1953,0.8947,1.25,0.0658
soccer,egypt,others,LE 14,32,29,1.2591,0.9063,4.44,0.1388
soccer,egypt,others,LE 15,40,34,1.3020,0.8500,3.88,0.0970
soccer,el-salvador,first,LE 13,8,8,1.2825,1.0000,2.26,0.2825
soccer,el-salvador,first,LE 14,68,30,1.3656,0.4412,-27.26,-0.4009
soccer,el-salvador,first,LE 15,161,112,1.4244,0.6957,0.309999999999993,0.0019
soccer,england,first,LE 11,16,16,1.0900,1.0000,1.44,0.0900
soccer,england,first,LE 12,240,208,1.1547,0.8667,-0.32000000000001,-0.0013
soccer,england,first,LE 13,590,443,1.2159,0.7508,-54.24,-0.0919
soccer,england,first,LE 14,943,705,1.2693,0.7476,-52.01,-0.0552
soccer,england,first,LE 15,1317,972,1.3233,0.7380,-36.21,-0.0275
soccer,england,others,LE 11,126,123,1.0820,0.9762,7.06,0.0560
soccer,england,others,LE 12,731,642,1.1472,0.8782,4.35999999999999,0.0060
soccer,england,others,LE 13,2211,1763,1.2259,0.7974,-59.9300000000001,-0.0271
soccer,england,others,LE 14,4789,3514,1.2969,0.7338,-263.22,-0.0550
soccer,england,others,LE 15,8064,5704,1.3608,0.7073,-351.400000000001,-0.0436
soccer,estonia,first,LE 11,373,347,1.0569,0.9303,-6.92999999999999,-0.0186
soccer,estonia,first,LE 12,754,654,1.1052,0.8674,-34.1999999999999,-0.0454
soccer,estonia,first,LE 13,955,808,1.1362,0.8461,-42.6199999999999,-0.0446
soccer,estonia,first,LE 14,1099,896,1.1649,0.8153,-67.49,-0.0614
soccer,estonia,first,LE 15,1216,978,1.1932,0.8043,-64.76,-0.0533
soccer,estonia,others,LE 11,93,87,1.0457,0.9355,-2.22,-0.0239
soccer,estonia,others,LE 12,217,187,1.1102,0.8618,-10.3,-0.0475
soccer,estonia,others,LE 13,323,255,1.1556,0.7895,-31.48,-0.0975
soccer,estonia,others,LE 14,440,325,1.2091,0.7386,-53.4,-0.1214
soccer,estonia,others,LE 15,533,391,1.2527,0.7336,-50.2200000000001,-0.0942
soccer,ethiopia,first,LE 14,10,10,1.3570,1.0000,3.57,0.3570
soccer,ethiopia,first,LE 15,13,10,1.3785,0.7692,0.57,0.0438
soccer,europe,first,LE 11,21,21,1.0333,1.0000,0.700000000000001,0.0333
soccer,europe,first,LE 12,53,53,1.1117,1.0000,5.92,0.1117
soccer,europe,first,LE 13,89,82,1.1611,0.9213,5.72999999999999,0.0644
soccer,europe,first,LE 14,152,131,1.2409,0.8618,9.03,0.0594
soccer,europe,first,LE 15,224,180,1.3090,0.8036,7.94999999999999,0.0355
soccer,europe,others,LE 11,829,760,1.0509,0.9168,-30.9999999999999,-0.0374
soccer,europe,others,LE 12,1767,1554,1.1058,0.8795,-52.9199999999999,-0.0299
soccer,europe,others,LE 13,2872,2404,1.1638,0.8370,-89.1999999999997,-0.0311
soccer,europe,others,LE 14,4299,3399,1.2286,0.7906,-164.63,-0.0383
soccer,europe,others,LE 15,5817,4444,1.2876,0.7640,-161.99,-0.0278
soccer,faroe-islands,first,LE 11,18,18,1.0733,1.0000,1.32,0.0733
soccer,faroe-islands,first,LE 12,87,84,1.1485,0.9655,9.44,0.1085
soccer,faroe-islands,first,LE 13,204,186,1.2127,0.9118,21.02,0.1030
soccer,faroe-islands,first,LE 14,340,287,1.2716,0.8441,22.23,0.0654
soccer,faroe-islands,first,LE 15,446,359,1.3130,0.8049,20.67,0.0463
soccer,faroe-islands,others,LE 11,5,5,1.0480,1.0000,0.24,0.0480
soccer,faroe-islands,others,LE 12,15,14,1.1233,0.9333,0.67,0.0447
soccer,faroe-islands,others,LE 13,18,16,1.1444,0.8889,0.15,0.0083
soccer,faroe-islands,others,LE 14,21,19,1.1790,0.9048,1.31,0.0624
soccer,faroe-islands,others,LE 15,23,21,1.2000,0.9130,2.15,0.0935
soccer,finland,first,LE 11,4,4,1.0800,1.0000,0.32,0.0800
soccer,finland,first,LE 12,55,47,1.1662,0.8545,-0.340000000000002,-0.0062
soccer,finland,first,LE 13,197,161,1.2345,0.8173,1.04,0.0053
soccer,finland,first,LE 14,320,242,1.2841,0.7563,-11.48,-0.0359
soccer,finland,first,LE 15,458,352,1.3356,0.7686,10.48,0.0229
soccer,finland,others,LE 11,190,173,1.0645,0.9105,-6.10999999999999,-0.0322
soccer,finland,others,LE 12,586,521,1.1272,0.8891,0.639999999999988,0.0011
soccer,finland,others,LE 13,1071,924,1.1862,0.8627,22.09,0.0206
soccer,finland,others,LE 14,1668,1339,1.2477,0.8028,-12.37,-0.0074
soccer,finland,others,LE 15,2255,1717,1.3025,0.7614,-47.6399999999999,-0.0211
soccer,france,first,LE 11,16,16,1.0900,1.0000,1.44,0.0900
soccer,france,first,LE 12,136,120,1.1559,0.8824,2.39999999999999,0.0176
soccer,france,first,LE 13,297,254,1.2113,0.8552,10.37,0.0349
soccer,france,first,LE 14,564,449,1.2778,0.7961,6.12999999999995,0.0109
