1.26,1
1.22,0
1.27,1
1.4,0
1.21,0
1.34,1
1.3,1
1.4,0
1.5,1
1.2,1
1.15,1
1.48,1
1.3,1
1.5,1
1.25,1
1.5,1
1.37,1
1.4,1
1.4,1
1.2,1
1.15,1
1.48,1
1.3,1
1.5,1
1.25,1
1.5,1
1.37,1
1.4,1
1.4,1
1.2,1
1.15,1
1.48,1
1.3,1
1.5,1
1.25,1
1.5,1
1.37,1
1.4,1
1.4,1
1.2,1
1.15,1
1.48,1
1.3,1
1.5,1
1.25,1
1.5,1
1.37,1
1.4,1
1.4,1
1.28,1
1.48,1
1.4,1
1.28,1
1.5,1
1.3,0
1.28,1
1.12,1
1.38,1
1.3,1
1.3,1
1.28,1
1.48,1
1.4,1
1.28,1
1.5,1
1.3,0
1.28,1
1.12,1
1.38,1
1.3,1
1.3,1
1.4,0
1.4,0
1.2,1
1.4,0
1.14,1
1.5,1
1.3,1
1.3,1
1.5,1
1.4,1
1.2,1
1.4,0
1.4,0
1.2,1
1.4,0
1.14,1
1.5,1
1.3,1
1.3,1
1.5,1
1.4,1
1.2,1
1.4,0
1.4,0
1.2,1
1.4,0
1.14,1
1.5,1
1.3,1
1.3,1
1.5,1
1.4,1
1.2,1
