1.5,1
1.14,1
1.37,1
1.22,1
1.36,1
1.33,0
1.41,0
1.17,1
1.11,1
1.44,1
1.39,1
1.14,1
1.05,1
1.5,1
1.14,1
1.37,1
1.22,1
1.36,1
1.33,0
1.41,0
1.17,1
1.11,1
1.44,1
1.39,1
1.14,1
1.05,1
1.5,1
1.14,1
1.37,1
1.22,1
1.36,1
1.33,0
1.41,0
1.17,1
1.11,1
1.44,1
1.39,1
1.14,1
1.05,1
1.5,1
1.44,0
1.36,0
1.14,0
1.33,1
1.36,1
1.33,0
1.07,1
1.18,0
1.37,1
1.18,1
1.34,1
