Sport,Country,League,Total Records,Success Rate,Money Per Game,Kelly,Participants,Odds
soccer,russia,russian-cup,36,0.7222,-0.0072,-0.1459,Omsk - Tomsk,7.91,4.94,1.32
baseball,japan,npb,231,0.6667,-0.0243,-0.1084,Chiba Lotte Marines - Rakuten Gold. Eagles,2.8,1.43
basketball,world,friendly-international,42,0.8333,-0.0424,-0.2086,Belgium - Spain,4.88,1.16
soccer,sweden,svenska-cupen,76,0.7632,-0.0451,-0.0825,Arameisk-Syrianska - Brommapojkarna,7.47,5.49,1.28
baseball,cuba,serie-nacional,33,0.6667,-0.0467,0.0001,Camaguey - Industriales,2.57,1.5
soccer,sweden,svenska-cupen,62,0.8226,-0.0479,-0.7901,Varmbols - AIK,14.9,8.21,1.11
soccer,sweden,svenska-cupen,62,0.8226,-0.0479,-0.3601,Torstorps - Sundsvall,10.42,7.58,1.15
soccer,sweden,svenska-cupen,62,0.8226,-0.0479,-0.2209,Aspudden Tellus - Dalkurd,10.69,6.73,1.17
soccer,sweden,svenska-cupen,62,0.8226,-0.0479,-0.2862,Upsala - Djurgarden,10.19,7.4,1.16
soccer,sweden,svenska-cupen,62,0.8226,-0.0479,-0.7901,Trollhattan - Malmo FF,15.27,7.59,1.11
soccer,sweden,svenska-cupen,35,0.8857,-0.0506,-1.0193,Kvibille - Hacken,17.14,10.78,1.06
soccer,sweden,svenska-cupen,35,0.8857,-0.0506,-0.5430,Tullinge - Frej,13,10.03,1.08
soccer,sweden,svenska-cupen,35,0.8857,-0.0506,-0.5430,Bollnas - Norrkoping,18.51,8.68,1.08
soccer,sweden,svenska-cupen,35,0.8857,-0.0506,-1.9718,Landvetter - Goteborg,18.77,11.76,1.04
soccer,denmark,3f-ligaen-women,39,0.8205,-0.0554,-0.8113,Odense Q W - Fortuna Hjorring W,13.03,7.32,1.11
soccer,sweden,svenska-cupen,49,0.6939,-0.0600,-0.0714,Kristianstads - Halmstad,5.98,4.61,1.4
soccer,sweden,svenska-cupen,49,0.6939,-0.0600,-0.2935,Carlstad - Sirius,7.29,5,1.31
soccer,sweden,svenska-cupen,49,0.6939,-0.0600,-0.0714,Landskrona - Elfsborg,6.02,4.52,1.4
soccer,england,carabao-cup,26,0.6154,-0.1608,-0.3967,Cheltenham - West Ham,8.14,4.88,1.38
soccer,russia,russian-cup,45,0.5778,-0.2780,-0.8295,Chita - Yenisey,10.12,4.87,1.3
