Sport,Country,League,Total Records,Success Rate,Money Per Game,Kelly,Participants,Odds
soccer,usa,mls,188,0.6809,-0.0052,-0.0789,Toronto FC - Philadelphia Union,1.42,4.71,7.12
basketball,world,friendly-international,213,0.9484,-0.0130,0.3034,Latvia - Czech Republic,1.08,7.33
basketball,world,friendly-international,213,0.9484,-0.0130,-0.0836,Turkey - Ukraine,1.05,9.5
soccer,iceland,inkasso-deildin,55,0.7273,-0.0147,-0.0097,Keflavik - IR Reykjavik,1.37,4.65,6.81
soccer,costa-rica,primera-division,116,0.6552,-0.0511,-0.0485,Saprissa - Cartagines,1.49,4.03,6.01
hockey,russia,khl,187,0.6471,-0.0582,-0.0881,Avangard Omsk - Cherepovets,1.48,5,5.62
hockey,world,club-friendly,165,0.7333,-0.0727,-0.2545,Ryazan (Rus) - CSK VVS (Rus) ,1.27,6.83,7.23
soccer,europe,europa-league,168,0.7143,-0.0951,-0.4285,Dyn. Kiev (Ukr) - Maritimo (Por) ,1.25,5.48,13.05
soccer,europe,europa-league,168,0.7143,-0.0951,-0.5843,Salzburg (Aut) - FC Viitorul (Rou) ,1.22,6.2,13.8
soccer,europe,europa-league,168,0.7143,-0.0951,-0.2709,Ath Bilbao (Esp) - Panathinaikos (Gre) ,1.29,5.52,10.2
soccer,europe,europa-league,168,0.7143,-0.0951,-0.4761,Braga (Por) - Hafnarfjordur (Ice) ,1.24,5.86,12.88
soccer,europe,europa-league,241,0.6390,-0.1294,-0.4549,Zenit Petersburg (Rus) - Utrecht (Ned) ,1.33,4.98,9.62
soccer,venezuela,copa-venezuela,27,0.5926,-0.1304,-0.2931,Metropolitanos - Estudiantes Caracas,1.46,4.08,6.03
soccer,venezuela,copa-venezuela,27,0.5926,-0.1304,-0.3127,Monagas - AC Lala FC,1.45,4.5,6.6
baseball,netherlands,hoofdklasse,62,0.8065,-0.1495,-1.1285,L&amp;D Amsterdam - Mr. Cocker HCAW,1.1,7.6
baseball,netherlands,hoofdklasse,68,0.6029,-0.1825,-0.4153,Curacao Neptunus - Vaessen Pioniers,1.39,3.14
basketball,world,universiade,24,0.7500,-0.2042,-4.2500,Serbia Univ. - Mexico Univ.,1.05,8.77
soccer,venezuela,copa-venezuela,28,0.5357,-0.2650,-0.8299,Caracas - Petroleros de Anzoategui,1.34,4.79,6.76
soccer,venezuela,copa-venezuela,28,0.5357,-0.2650,-0.7540,Estudiantes Merida - Los Andes,1.36,5,8
soccer,venezuela,copa-venezuela,28,0.5357,-0.2650,-0.6548,Dep. Tachira - Urena,1.39,4.37,6.76
soccer,venezuela,copa-venezuela,28,0.5357,-0.2650,-0.8713,Lara - Atletico Guanare,1.33,4.52,8.35
