Sport,Country,League,Total Records,Success Rate,Money Per Game,Kelly,Participants,WinningOdd,Bet
soccer,russia,division-2-west,229,0.8000,0.1303,0.3919,Kolomna - Luki-Energiya,1.49,2
soccer,russia,division-2-ural-povolzhye,134,0.8296,0.0069,0.1480,Orenburg 2 - Nosta,1.25,2
soccer,finland,kakkonen-group-b,67,0.7353,0.0394,0.0898,EsPa - Tampere Utd,1.41,2
soccer,europe,euro-u21,230,0.7056,-0.0035,0.0366,Latvia U21 - Ukraine U21,1.44,2
soccer,europe,euro-u21,235,0.8178,-0.0606,-0.0103,Kosovo U21 - Norway U21,1.22,2
