Sport,Country,League,Total Records,Success Rate,Money Per Game,Kelly,Participants,Odds
soccer,netherlands,eredivisie,83,0.6627,-0.0255,-0.1404,Excelsior - Feyenoord,7.02,4.68,1.42
rugby-league,australia,nrl,83,0.7711,-0.0280,-0.1827,Canterbury Bulldogs - Manly Sea Eagles,4.04,25.46,1.24
soccer,norway,toppserien-women,57,0.8421,-0.0307,0.0110,Grand Bodo W - Stabaek W,9.32,6.75,1.19
soccer,germany,oberliga-nofv-nord,30,0.6667,-0.0400,-0.0579,Brieselang - Rathenow,4.44,5,1.46
rugby-league,australia,intrust-super-cup,68,0.6618,-0.0410,-0.0146,Tweed Heads - Northern Pride,2.5,25.42,1.5
soccer,netherlands,eredivisie,23,0.6957,-0.0513,-0.1993,Breda - PSV,8.24,5.28,1.34
soccer,bulgaria,parva-liga,78,0.6410,-0.0795,-0.1749,Dunav Ruse - Ludogorets,6.32,4.17,1.44
soccer,germany,junioren-bundesliga-west,34,0.6765,-0.0806,-0.1978,Bielefeld U19 - Dortmund U19,5.6,5,1.37
soccer,germany,junioren-bundesliga-west,34,0.6765,-0.0806,-0.2750,Arminia Klosterhardt U19 - Preussen Munster U19,5.98,5,1.34
soccer,germany,junioren-bundesliga-west,34,0.6765,-0.0806,-0.1323,Fortuna Koln U19 - Bochum U19,5.6,4.55,1.4
soccer,greece,super-league,78,0.6154,-0.1028,-0.1695,Levadiakos - PAOK,6.68,4.06,1.49
soccer,estonia,esiliiga,33,0.6061,-0.1185,-0.3099,Santos Tartu - Maardu,4.79,4.79,1.43
rugby-league,england,league-1,58,0.7414,-0.1447,-1.1057,Hemel - Crusaders,5.66,33.29,1.14
rugby-league,england,league-1,58,0.7414,-0.1447,-1.1057,Coventry - London Skolars,5.66,33.29,1.14
soccer,spain,laliga,51,0.6275,-0.1529,-0.5366,Dep. La Coruna - Real Madrid,9.84,5.68,1.32
soccer,germany,regionalliga-nordost,28,0.5000,-0.2900,-0.5638,Auerbach - Energie Cottbus,6.12,4.15,1.47
baseball,netherlands,hoofdklasse,47,0.4255,-0.4189,-1.1703,Vaessen Pioniers - L&amp;D Amsterdam,3.31,1.36
baseball,netherlands,hoofdklasse,42,0.4524,-0.4388,-1.6538,Onze Gezellen - DSS,3.93,1.26
baseball,netherlands,hoofdklasse,42,0.4524,-0.4388,-1.6538,Amersfoort - UVV,3.93,1.26
