Sport,Country,League,Total Records,Success Rate,Money Per Game,Kelly,Participants,WinningOdd,Bet
soccer,finland,kakkonen-group-b,22,0.8261,0.2005,0.4018,EsPa - Tampere Utd,1.41,2
soccer,europe,euro-u21,74,0.8000,0.1320,0.3454,Latvia U21 - Ukraine U21,1.44,2
soccer,russia,division-2-ural-povolzhye,45,0.8913,0.1067,0.4565,Orenburg 2 - Nosta,1.25,2
