Sport,Country,League,Total Records,Success Rate,Money Per Game,Kelly,Participants,Odds
handball,germany,2-bundesliga,278,0.9424,-0.0036,0.3664,Bergischer - Elbflorenz,1.1,14.99,7.53
soccer,ecuador,serie-a,245,0.6857,-0.0049,0.0024,Emelec - Macara,1.46,4.09,6.54
soccer,ecuador,serie-a,245,0.6857,-0.0049,-0.0452,Dep. Cuenca - Fuerza A.,1.43,4.04,7.51
soccer,germany,oberliga-rheinland-pfalz-saar,74,0.7297,-0.0080,-0.1150,Eintracht Trier - Eppelborn,1.32,5.3,6
soccer,germany,oberliga-rheinland-pfalz-saar,74,0.7297,-0.0080,0.0539,Pfeddersheim - SV Saar 05 Saarbrucken,1.4,4.6,5.25
basketball,philippines,governors-cup,59,0.7288,-0.0097,-0.0688,Barangay Ginebra San Miguel - Alaska Aces,1.34,3.11
soccer,denmark,3f-ligaen-women,111,0.9459,-0.0150,-1.7591,Brondby W - Odense Q W,1.02,10.76,20.11
soccer,czech-republic,cfl,118,0.6610,-0.0180,-0.1658,Jirny - Brozany,1.41,4.46,5.38
soccer,england,southern-premier-league,135,0.7704,-0.0220,-0.2279,Royston - Dunstable Town,1.23,5.32,8.74
soccer,england,premier-league,265,0.7170,-0.0293,-0.1154,Manchester United - Leicester,1.34,5.38,10.32
volleyball,europe,european-championships,82,0.9268,-0.0298,-0.1189,Bulgaria - Spain,1.07,7.73
soccer,uruguay,primera-division,114,0.7105,-0.0326,-0.0133,Penarol - Liverpool M.,1.4,4.44,6.46
basketball,usa,wnba,293,0.6655,-0.0340,-0.1504,New York Liberty W - Washington Mystics W,1.41,2.95
soccer,sweden,superettan,99,0.7576,-0.0369,-0.1081,Dalkurd - Orgryte,1.28,5.31,10.05
baseball,japan,npb,88,0.7500,-0.0488,-0.0833,Fukuoka S. Hawks - Chiba Lotte Marines,1.3,3.62
baseball,japan,npb,330,0.7000,-0.0513,-0.1333,Rakuten Gold. Eagles - Nippon Ham Fighters,1.36,3.17
baseball,japan,npb,330,0.7000,-0.0513,-0.1571,Hiroshima Carp - Chunichi Dragons,1.35,3.24
soccer,sweden,division-2-norra-svealand,41,0.8049,-0.0544,-0.1706,Karlslunds - Norrtalje,1.2,5.89,8.82
soccer,bulgaria,parva-liga,190,0.7579,-0.0578,-0.0491,Levski - Slavia Sofia,1.3,4.52,9.19
hockey,russia,khl,187,0.6471,-0.0582,-0.0731,Salavat Ufa - Amur Khabarovsk,1.49,5.08,5.3
rugby-league,australia,nrl,176,0.8068,-0.0643,-0.4812,Melbourne Storm - South Sydney Rabbitohs,1.15,27.46,5.24
soccer,australia,npl-queensland,31,0.6452,-0.0652,-0.1261,Brisbane Strikers - Moreton Bay Utd,1.46,4.33,5.49
rugby-union,france,top-14,252,0.8095,-0.0695,-0.3811,Racing 92 - Castres Olympique,1.16,28.62,5.19
hockey,world,club-friendly,165,0.7333,-0.0727,-0.4790,Penza (Rus) - CSK VVS (Rus) ,1.22,7.5,7.25
soccer,uzbekistan,professional-football-league,31,0.8710,-0.0729,-0.7415,Bunyodkor - Obod,1.08,10.03,21.27
volleyball,world,world-championship-women,78,0.8846,-0.0765,-10.6554,Netherlands W - Slovenia W,1.01,15
volleyball,world,world-championship-women,78,0.8846,-0.0765,-2.9621,Czech Republic W - Greece W,1.03,11.75
soccer,turkey,super-lig,256,0.6797,-0.0773,-0.1860,Besiktas - Bursaspor,1.37,5.17,7.29
soccer,spain,segunda-division-b-group-3,154,0.6234,-0.0856,-0.1953,Valencia B - Peralada,1.46,3.96,6.47
soccer,sweden,division-2-vastra-gotaland,82,0.6220,-0.0979,-0.3000,Eskilsminne - Lindome,1.41,4.8,5.05
soccer,finland,kakkonen-group-b,26,0.6154,-0.0985,-0.2393,Peimari United - EsPa,1.45,4.48,4.94
soccer,scotland,premiership,113,0.7699,-0.1058,-0.5084,Celtic - St Johnstone,1.18,6.89,15.49
soccer,brazil,serie-b,210,0.6571,-0.1068,-0.4490,Internacional - Paysandu PA,1.31,4.74,10.33
baseball,usa,il,221,0.6018,-0.1090,-0.2639,Toledo Mud Hens - Louisville Bats,1.46,2.6
baseball,usa,il,221,0.6018,-0.1090,-0.3032,Scranton/WB - Syracuse Chiefs,1.44,2.67
hockey,australia,aihl,30,0.7000,-0.1100,-0.5000,Perth - Adelaide,1.25,7.9,7.6
soccer,japan,j-league,207,0.6087,-0.1160,-0.2420,Kashiwa - Albirex Niigata,1.46,4.38,6.66
soccer,slovakia,2-liga,100,0.6000,-0.1292,-0.3756,Samorin - Podbrezova B,1.41,4.12,6.9
soccer,norway,division-2-group-2,79,0.5949,-0.1316,-0.2318,Vidar - Fram,1.49,4.55,4.58
soccer,england,bostik-league,108,0.6944,-0.1356,-0.6343,Billericay - Burgess Hill,1.23,5.38,8.74
soccer,russia,division-2-south,124,0.6855,-0.1398,-0.6819,Afips - FC Akademia,1.23,5.18,9.2
soccer,germany,junioren-bundesliga-west,84,0.6667,-0.1588,-0.4826,Dortmund U19 - Oberhausen U19,1.29,5.44,6.42
soccer,germany,junioren-bundesliga-south,36,0.6667,-0.1611,-0.5237,Mainz U19 - Unterhaching U19,1.28,5.44,6.42
soccer,hong-kong,premier-league,52,0.6154,-0.1644,-0.5501,Southern District - Pegasus,1.33,4.77,6.59
rugby-union,south-africa,currie-cup,33,0.7273,-0.1697,-0.7877,Cheetahs - Lions,1.18,24.33,4.72
handball,germany,2-bundesliga,238,0.6681,-0.1718,-0.8405,HBW Balingen-Weilstetten - Essen,1.22,11.78,5.06
baseball,cuba,serie-nacional,99,0.5556,-0.1789,-0.3332,Matanzas - Artemisa,1.5,2.59
baseball,cuba,serie-nacional,99,0.5556,-0.1789,-0.3332,Pinar del Rio - Guantanamo,1.5,2.59
soccer,finland,veikkausliiga,97,0.5979,-0.1818,-0.5510,Lahti - PS Kemi,1.35,4.7,8.93
volleyball,europe,european-championships,63,0.7143,-0.1838,-0.9663,Russia - Slovenia,1.17,4.8
basketball,australia,seabl-women,45,0.5556,-0.1864,-0.3702,Kilsyth W - Geelong W,1.48,2.47
basketball,australia,seabl-women,45,0.5556,-0.1864,-0.5025,Bendigo W - Launceston W,1.42,2.66
soccer,spain,segunda-division-b-group-3,66,0.6212,-0.2142,-0.6850,Mallorca - Pena Deportina,1.29,5.29,8.44
soccer,sweden,division-2-norrland,96,0.6146,-0.2225,-0.7618,Pitea - Ostersund IFK,1.28,5.35,6.95
soccer,germany,junioren-bundesliga-west,78,0.5256,-0.2258,-0.4426,Bochum U19 - B. Monchengladbach U19,1.49,4.48,4.47
soccer,spain,segunda-division-b-group-1,118,0.5593,-0.2397,-0.7369,Pontevedra - Rapido de Bouzas,1.34,4.21,9.52
soccer,brazil,serie-a,369,0.5176,-0.2463,-0.6043,Corinthians - Atletico GO,1.43,4.37,7.62
soccer,denmark,3f-ligaen-women,63,0.6508,-0.2506,-1.4033,Koldingq FC W - BSF W,1.17,6.86,8.43
soccer,germany,oberliga-rheinland-pfalz-saar,52,0.5192,-0.2508,-0.4424,FC 08 Homburg - Diefflen,1.5,4.5,4.35
soccer,germany,oberliga-baden-wurttemberg,95,0.5474,-0.2544,-0.8241,Walldorf II - Weinheim,1.33,5,6
handball,germany,2-bundesliga,188,0.4840,-0.2889,-0.7160,Wilhelmshavener - Hildesheim,1.43,10.08,3.23
soccer,germany,junioren-bundesliga-south,66,0.5152,-0.2983,-1.0487,Hoffenheim U19 - Wehen U19,1.31,5.4,6.24
soccer,australia,npl-western-australia,71,0.5352,-0.3204,-1.0676,Sorrento - Subiaco,1.29,5.27,7.57
soccer,australia,npl-western-australia,84,0.4643,-0.3238,-0.7003,Bayswater - Stirling Lions,1.46,4.45,5.13
