Sport,Country,League,Total Records,Success Rate,Money Per Game,Kelly,Participants,Odds
soccer,norway,toppserien-women,47,0.6809,0.0038,-0.0128,Klepp W - Sandviken W,1.46,4.19,5.66
soccer,israel,ligat-ha-al,108,0.7315,-0.0041,-0.0821,H. Beer Sheva - Netanya,1.33,4.8,13
soccer,netherlands,eredivisie,170,0.7294,-0.0101,-0.0020,AZ Alkmaar - Den Haag,1.37,5.14,7.71
soccer,denmark,3f-ligaen-women,111,0.9459,-0.0150,0.3448,Fortuna Hjorring W - Koldingq FC W,1.09,7.59,17.22
soccer,finland,ykkonen,144,0.7222,-0.0232,-0.0089,Honka - Haka,1.38,4.75,7.22
soccer,germany,regionalliga-bayern,51,0.7059,-0.0243,-0.2428,Bayern II - Pipinsried,1.31,5.36,7.53
american-football,usa,nfl,289,0.6678,-0.0281,-0.0872,Dallas Cowboys - Indianapolis Colts,1.44,2.76
american-football,usa,nfl,289,0.6678,-0.0281,-0.1232,Detroit Lions - New York Jets,1.42,2.85
soccer,england,premier-league,265,0.7170,-0.0293,-0.0479,Liverpool - Crystal Palace,1.37,5.2,9.25
soccer,greece,super-league,251,0.8367,-0.0316,-0.1239,Olympiakos Piraeus - AEL Larissa,1.17,6.84,14.63
basketball,usa,wnba,53,0.9057,-0.0372,-0.9803,Minnesota Lynx W - Indiana Fever W,1.05,9.13
soccer,canada,csl,76,0.8158,-0.0459,-0.2677,York Region - Royal Toronto,1.17,7.3,12.75
soccer,spain,segunda-division-b-group-1,165,0.6485,-0.0511,-0.1884,Valladolid B - Union Adarve,1.42,4.75,6.85
soccer,australia,capital-territory,20,0.9000,-0.0525,-4.1000,Canberra Olympic - Riverina,1.02,13.97,23.25
soccer,australia,npl-tasmania,44,0.9091,-0.0582,-0.9089,South Hobart - Launceston,1.05,10.61,16.95
soccer,australia,npl-tasmania,44,0.9091,-0.0582,-3.6359,Olympia Warriors - Clarence Utd.,1.02,13.67,22.72
rugby-league,england,championship,204,0.9020,-0.0584,-8.8980,Toulouse - Rochdale Hornets,1.01,36,17
soccer,colombia,torneo-aguila,180,0.6444,-0.0632,-0.1122,Cucuta - Fortaleza,1.47,3.94,6.5
soccer,sweden,division-2-norra-svealand,64,0.7500,-0.0634,-0.4405,Skiljebo - Sundbybergs,1.21,5.91,8.87
rugby-league,australia,nrl,176,0.8068,-0.0643,-0.1592,Sydney Roosters - Wests Tigers,1.2,26.7,4.42
soccer,finland,ykkonen,118,0.6441,-0.0648,-0.1468,AC Oulu - Gnistan,1.45,4.45,6.22
soccer,czech-republic,division-2,146,0.6918,-0.0661,-0.1643,Trinec - Olympia Praha,1.36,4.54,6.97
soccer,czech-republic,division-2,146,0.6918,-0.0661,-0.2147,Opava - Sokolov,1.34,4.64,7.36
soccer,uruguay,primera-division,172,0.6337,-0.0759,-0.1803,Club Nacional - Juventud,1.45,4.21,7.16
soccer,austria,regionalliga-central,93,0.6774,-0.0785,-0.1291,Lafnitz - Allerheiligen,1.4,4.42,6.17
soccer,wales,premier-league,173,0.6301,-0.0813,-0.2106,TNS - Bala,1.44,4.42,5.93
soccer,bulgaria,parva-liga,171,0.8655,-0.0841,-0.4795,CSKA Sofia - Bistritsa,1.1,8.03,18.34
soccer,scotland,championship,44,0.7273,-0.0845,-0.4584,Dundee Utd - Brechin,1.23,6.12,10.3
soccer,spain,segunda-division-b-group-3,154,0.6234,-0.0856,-0.2951,Hercules - Olot,1.41,4.5,7.75
soccer,brazil,serie-c,24,0.6667,-0.0883,-0.2341,Tupi - Mogi Mirim,1.37,4.48,7.63
soccer,russia,division-1,264,0.6174,-0.1036,-0.2936,Yenisey - Zenit Petersburg 2,1.42,4.12,7.16
soccer,russia,division-1,264,0.6174,-0.1036,-0.3158,Baltika - F. Voronezh,1.41,3.98,8.05
basketball,world,world-cup,45,0.8667,-0.1064,-3.5766,Sweden - Slovakia,1.03,9.26
soccer,australia,npl-queensland,51,0.8627,-0.1080,-12.8673,Brisbane City - Sunshine Coast,1.01,21.9,29.2
rugby-league,england,super-league,196,0.7143,-0.1090,-0.3845,Catalans Dragons - Leigh Centurions,1.26,22.12,3.78
soccer,japan,j-league,207,0.6087,-0.1160,-0.2609,Kawasaki Frontale - Sapporo,1.45,4.48,6.59
soccer,norway,division-2-group-1,123,0.6504,-0.1181,-0.5149,Asker - Follo,1.3,5.12,7.02
soccer,slovenia,prva-liga,96,0.6979,-0.1193,-0.3091,Maribor - Krsko,1.3,5.07,8.63
soccer,sweden,division-2-norra-gotaland,33,0.7576,-0.1194,-1.1070,Vanersborgs FK - Lerums IS,1.13,7.07,11.16
soccer,sweden,division-2-norra-gotaland,33,0.7576,-0.1194,-1.1070,Karlstad - Lidkopings FK,1.13,7.27,10.65
soccer,russia,youth-league,134,0.6418,-0.1213,-0.3532,Dynamo Moscow U21 - Ufa U21,1.36,4.71,6.91
soccer,portugal,primeira-liga,220,0.6955,-0.1245,-0.7545,Benfica - Belenenses,1.21,6.38,13.54
soccer,argentina,copa-argentina,33,0.6970,-0.1300,-0.4252,Racing Club - Club Atletico Mitre,1.27,5.23,9.37
soccer,sweden,division-2-norra-gotaland,25,0.6400,-0.1456,-0.4850,Gauthiod - Skoftebyns,1.32,5.06,6.23
soccer,ukraine,premier-league,189,0.7407,-0.1459,-0.7846,Shakhtar Donetsk - Olimpik Donetsk,1.17,6.44,13.36
soccer,australia,npl-queensland,25,0.6800,-0.1476,-0.7745,Western Pride - Northern Fury,1.22,6.1,8.24
soccer,slovakia,fortuna-liga,148,0.6216,-0.1543,-0.4595,Trencin - Michalovce,1.35,4.47,7.86
soccer,norway,toppserien-women,61,0.6230,-0.1633,-0.3959,Roa W - Kolbotn W,1.37,4.5,6.69
soccer,germany,oberliga-schleswig-holstein,49,0.7143,-0.1643,-1.3264,Eichede - Wankendorf,1.14,7,11.5
rugby-league,england,league-1,71,0.7183,-0.1725,-1.6292,Hunslet RLFC - Gloucestershire,1.12,32.5,6
soccer,brazil,serie-a,215,0.5860,-0.2028,-0.5969,Flamengo RJ - Atletico GO,1.35,4.88,8.8
