Sport,Country,League,Total Records,Success Rate,Money Per Game,Kelly,Participants,Odds
soccer,azerbaijan,premier-league,71,0.9437,0.3831,0.8186,Gabala - SumQayit,1.45,4.14,5.77
soccer,germany,regionalliga-west,70,0.8857,0.2866,0.6372,RW Essen - Koln II,1.46,4.31,5.88
soccer,australia,npl-victoria,38,1.0000,0.2642,1.0000,Hume City - North Geelong,1.22,5.98,10.43
soccer,germany,junioren-bundesliga-north,57,0.9298,0.2605,0.6958,Wolfsburg U19 - Holstein Kiel U19,1.3,5.94,5.92
soccer,luxembourg,national-division,45,1.0000,0.2520,1.0000,Fola - Racing Luxembourg,1.25,5.95,8.52
soccer,australia,npl-victoria,74,0.8514,0.2339,0.5418,South Melbourne - Kingston City,1.48,4.44,5.55
soccer,faroe-islands,premier-league,61,1.0000,0.1690,1.0000,NSI Runavik - Streymur,1.2,6.6,11.75
soccer,germany,oberliga-niederrhein,30,1.0000,0.1573,1.0000,Bocholt - SC Dusseldorf,1.18,6,11
soccer,nigeria,premier-league,112,0.8571,0.1560,0.4488,Lobi - El Kanemi,1.35,4.1,8.73
soccer,nigeria,premier-league,112,0.8571,0.1560,0.4488,Kano - Abia Warriors,1.35,4.07,8.85
soccer,nigeria,premier-league,112,0.8571,0.1560,0.4907,Sunshine Stars - Niger Tornadoes,1.39,3.77,9.09
soccer,greece,super-league,201,0.8507,0.1542,0.3530,AEK Athens FC - Panetolikos,1.3,4.71,11.17
baseball,usa,mlb,122,0.8197,0.1322,0.3452,Boston Red Sox - New York Yankees,1.38,3.22
soccer,belgium,jupiler-league,152,0.9013,0.1276,0.5723,Anderlecht - St. Truiden,1.3,5.3,9.64
soccer,italy,serie-a,291,0.8900,0.1275,0.5233,Lazio - Spal,1.3,5.6,11.34
soccer,peru,segunda-division,44,0.8182,0.1152,0.3520,Alfredo Salinas - Sport Ancash,1.39,4.42,6.26
rugby-league,australia,intrust-super-cup,113,0.8850,0.1059,0.4250,PNG Hunters - Wynnum Manly,1.25,30.63,3.63
soccer,faroe-islands,premier-league,91,0.8791,0.1058,0.4473,HB Torshavn - 07 Vestur Sorvagur,1.28,5.6,8.95
soccer,serbia,super-liga,36,1.0000,0.0833,1.0000,Partizan - Napredak,1.09,7.6,16
soccer,ukraine,persha-liga,79,0.7975,0.0770,0.2646,Arsenal Kiev - Rukh Vynnyky,1.38,4.27,6.42
soccer,ukraine,premier-league,80,1.0000,0.0724,1.0000,Dyn. Kiev - Stal Kamianske,1.1,8.29,16.3
baseball,netherlands,hoofdklasse,45,0.8444,0.0662,0.3257,Curacao Neptunus - Mr. Cocker HCAW,1.3,3.77
soccer,spain,laliga,192,0.9167,0.0650,0.5002,Barcelona - Betis,1.2,7.42,15
baseball,usa,mlb,444,0.7230,0.0554,0.1336,Texas Rangers - Chicago White Sox,1.47,2.82
soccer,germany,junioren-bundesliga-west,50,0.7800,0.0452,0.1854,Leverkusen U19 - Duisburg U19,1.37,4.76,5.98
soccer,sweden,superettan,167,0.7665,0.0429,0.1520,Brommapojkarna - Varnamo,1.38,4.75,7.54
volleyball,world,world-championship-u18-women,34,1.0000,0.0418,1.0000,Brazil U18 W - Mexico U18 W,1.03,14.25
soccer,sweden,allsvenskan,193,0.7565,0.0280,0.0801,Djurgarden - Halmstad,1.36,4.94,8.19
soccer,estonia,esiliiga,44,0.7500,0.0241,0.1090,Rakvere - Elva,1.39,5.01,5.05
rugby-league,england,super-league,244,0.9672,0.0110,-2.3128,Widnes Vikings - Featherstone Rovers,1.01,42.41,14.45
soccer,croatia,1-hnl,158,0.8038,0.0046,-0.0880,D. Zagreb - Belupo,1.22,5.61,11.96
