Sport,Country,League,Total Records,Success Rate,Money Per Game,Kelly,Participants,Odds
soccer,world,club-friendly,33,1.0000,0.1433,1.0000,Real Madrid (Esp) - Fiorentina (Ita) ,1.19,6.64,9.36
