2016,Aon Fivers - HSG Graz,1.09,1
2015,Aon Fivers - Krems,1.22,1
2015,Krems - West Wien,1.32,1
2015,HIB Graz - Aon Fivers,1.01,1
2015,HIB Graz - Bregenz,1.03,0
2015,Krems - Barnbach/K.,1.05,1
2015,Hollabrunn - Krems,1.05,1
2015,Leoben - Barnbach/K.,1.21,0
2015,Bregenz - Linz,1.1,1
2014,Katschberg - Aon Fivers,1.11,1
2014,Schwaz - Aon Fivers,1.31,1
2014,Ferlach - West Wien,1.05,1
2014,Ganserndorf - Schwaz,1.05,1
2014,Atzgersdorf - Krems,1.01,1
2014,Innsbruck - Bregenz,1.4,1
2014,Leoben - West Wien,1.24,0
2014,Feldkirch - Barnbach/K.,1.01,1
2013,Ferlach - Alpla Hard,1.12,1
2013,Aon Fivers - Krems,1.3,1
2013,Krems - Leoben,1.29,1
2013,Bregenz - Schwaz,1.41,0
2013,Hollabrunn - Alpla Hard,1.01,1
2013,Ferlach - Barnbach/K.,1.5,1
2013,Feldkirch - Krems,1.04,1
2013,West Wien - Innsbruck,1.4,0
2013,Leoben - Linz,1.4,1
2012,Aon Fivers - Schwaz,1.11,1
2012,Aon Fivers - Bregenz,1.41,1
2012,Krems - Innsbruck,1.32,1
2012,Schwaz - West Wien,1.29,0
2012,Alpla Hard - Leoben,1.17,1
2011,Aon Fivers - Schwaz,1.1,1
2011,Aon Fivers - Bregenz,1.37,1
2011,Schwaz - Funfhaus,1.03,1
2011,Schwaz - Leoben,1.48,1
2011,Bregenz - Innsbruck,1.16,1
2011,Bruck - Alpla Hard,1.01,1
2011,Seiersberg - Leoben,1.1,1
