Season,Participants,Best Odd,Your Bet,Winning Bet
2016,Barcelona - Sevilla&nbsp;,1.37,1,1
2015,Barcelona - Ath Bilbao&nbsp;,1.15,1,0
2014,Real Madrid - Atl. Madrid&nbsp;,1.5,1,0
2013,Barcelona - Atl. Madrid&nbsp;,1.39,1,0
2010,Barcelona - Sevilla&nbsp;,1.27,1,1
2009,Barcelona - Ath Bilbao&nbsp;,1.21,1,1
