2016,Grenoble - Mulhouse,1.28,1
2016,Rouen - Amiens,1.41,1
2016,Gap - Nice,1.34,1
2015,Grenoble - Dijon,1.46,1
2015,Rouen - Angers,1.49,1
2015,Morzine-Avoriaz - Rouen,1.24,1
2015,Angers - Brest,1.4,1
2015,Evry - Amiens,1.03,1
2015,Bordeaux - Anglet,1.23,1
2015,Rouen - Caen,1.03,1
2015,Nantes - Brest,1.4,1
2015,Tours - Angers,1.3,1
2015,Val Vanoise - Chamonix-Morzine,1.31,1
2015,Villard - Grenoble,1.15,1
2015,Anglet - Toulouse-Blagnac,1.34,1
2015,Rouen - Neuilly Sur Marne,1.01,1
2015,Mont Blanc - Briancon,1.39,1
2015,Mulhouse - Strasbourg,1.36,0
2014,Rouen - Amiens,1.5,1
2013,Angers - Epinal,1.5,1
2013,Rouen - Nantes,1.1,1
