Season,Participants,Best Odd,Your Bet,Winning Bet
2016,Virtus Segafredo Bologna - Trieste&nbsp;,1.24,1,1
2016,Virtus Segafredo Bologna - Trieste&nbsp;,1.33,1,1
2016,Trieste - Fortitudo Kontatto Bologna&nbsp;,1.42,1,1
2016,Fortitudo Kontatto Bologna - Trieste&nbsp;,1.33,1,1
2016,Fortitudo Kontatto Bologna - Trieste&nbsp;,1.39,1,1
2016,Virtus Segafredo Bologna - Ravenna&nbsp;,1.27,1,1
2016,Virtus Segafredo Bologna - Ravenna&nbsp;,1.27,1,1
2016,Fortitudo Kontatto Bologna - Treviso&nbsp;,1.33,1,1
2016,Trieste - Tortona&nbsp;,1.22,1,1
2016,Forli - Chieti&nbsp;,1.27,1,1
2016,Trieste - Tortona&nbsp;,1.25,1,1
2016,Fortitudo Kontatto Bologna - Treviso&nbsp;,1.29,1,2
2016,Forli - Chieti&nbsp;,1.29,1,1
2016,Treviso - Fortitudo Kontatto Bologna&nbsp;,1.41,1,2
2016,Chieti - Forli&nbsp;,1.37,1,1
2016,Virtus Segafredo Bologna - Roseto&nbsp;,1.27,1,1
2016,Virtus Segafredo Bologna - Roseto&nbsp;,1.18,1,2
2016,Tortona - Mantova&nbsp;,1.47,1,1
2016,Trieste - Treviglio&nbsp;,1.23,1,1
2016,Scafati - Forli&nbsp;,1.19,1,1
2016,Biella - Verona&nbsp;,1.41,1,2
2016,Fortitudo Kontatto Bologna - Agrigento&nbsp;,1.13,1,1
2016,Reggio Calabria - Chieti&nbsp;,1.5,1,1
2016,Virtus Roma - Ravenna&nbsp;,1.47,1,2
2016,Roseto - Legnano&nbsp;,1.4,1,1
2016,Verona - Biella&nbsp;,1.4,1,1
2016,Mantova - Tortona&nbsp;,1.49,1,1
2016,Fortitudo Kontatto Bologna - Agrigento&nbsp;,1.22,1,1
2016,Verona - Biella&nbsp;,1.41,1,1
2016,Virtus Roma - Ravenna&nbsp;,1.4,1,1
2016,Roseto - Legnano&nbsp;,1.28,1,1
2016,Virtus Segafredo Bologna - Trieste&nbsp;,1.24,1,1
2016,Virtus Segafredo Bologna - Trieste&nbsp;,1.33,1,1
2016,Trieste - Fortitudo Kontatto Bologna&nbsp;,1.42,1,1
2016,Fortitudo Kontatto Bologna - Trieste&nbsp;,1.33,1,1
2016,Fortitudo Kontatto Bologna - Trieste&nbsp;,1.39,1,1
2016,Virtus Segafredo Bologna - Ravenna&nbsp;,1.27,1,1
2016,Virtus Segafredo Bologna - Ravenna&nbsp;,1.27,1,1
2016,Fortitudo Kontatto Bologna - Treviso&nbsp;,1.33,1,1
2016,Trieste - Tortona&nbsp;,1.22,1,1
2016,Forli - Chieti&nbsp;,1.27,1,1
2016,Trieste - Tortona&nbsp;,1.25,1,1
2016,Fortitudo Kontatto Bologna - Treviso&nbsp;,1.29,1,2
2016,Forli - Chieti&nbsp;,1.29,1,1
2016,Treviso - Fortitudo Kontatto Bologna&nbsp;,1.41,1,2
2016,Chieti - Forli&nbsp;,1.37,1,1
2016,Virtus Segafredo Bologna - Roseto&nbsp;,1.27,1,1
2016,Virtus Segafredo Bologna - Roseto&nbsp;,1.18,1,2
2016,Tortona - Mantova&nbsp;,1.47,1,1
2016,Trieste - Treviglio&nbsp;,1.23,1,1
2016,Scafati - Forli&nbsp;,1.19,1,1
2016,Biella - Verona&nbsp;,1.41,1,2
2016,Fortitudo Kontatto Bologna - Agrigento&nbsp;,1.13,1,1
2016,Reggio Calabria - Chieti&nbsp;,1.5,1,1
2016,Virtus Roma - Ravenna&nbsp;,1.47,1,2
2016,Roseto - Legnano&nbsp;,1.4,1,1
2016,Verona - Biella&nbsp;,1.4,1,1
2016,Mantova - Tortona&nbsp;,1.49,1,1
2016,Fortitudo Kontatto Bologna - Agrigento&nbsp;,1.22,1,1
2016,Verona - Biella&nbsp;,1.41,1,1
2016,Virtus Roma - Ravenna&nbsp;,1.4,1,1
2016,Roseto - Legnano&nbsp;,1.28,1,1
2016,Virtus Segafredo Bologna - Trieste&nbsp;,1.24,1,1
2016,Virtus Segafredo Bologna - Trieste&nbsp;,1.33,1,1
2016,Trieste - Fortitudo Kontatto Bologna&nbsp;,1.42,1,1
2016,Fortitudo Kontatto Bologna - Trieste&nbsp;,1.33,1,1
