2016,Kotayk Abovyan - Shirak Gyumri&nbsp;,1.22,0
2015,Banants Yerevan - Ulisses Yerevan&nbsp;,1.18,0
2015,Ulisses Yerevan - Banants Yerevan&nbsp;,1.41,1
2014,Pyunik Yerevan - Alashkert&nbsp;,1.4,1
2013,Mika - Alashkert&nbsp;,1.41,1
2012,Mika - Ulisses Yerevan&nbsp;,1.48,1
2012,Gandzasar - Alashkert&nbsp;,1.41,1
2012,Shirak Gyumri - Ararat Yerevan&nbsp;,1.36,1
2011,Banants Yerevan - Shirak Gyumri&nbsp;,1.39,0
2011,Ararat Yerevan - Ulisses Yerevan&nbsp;,1.42,0
2011,Ulisses Yerevan - Ararat Yerevan&nbsp;,1.16,1
