Season,Participants,Best Odd,Your Bet,Winning Bet
2017,Czech Republic U18 - Belarus U18,1.44,1,0
2017,USA U18 - Belarus U18&nbsp;,1.37,1,1
2017,Russia U18 - Ireland U18&nbsp;,1.41,1,0
2016,Russia U18 - FYR Macedonia U18&nbsp;,1.19,1,1
2016,Slovakia U18 - Georgia U18&nbsp;,1.28,1,0
2016,Norway U18 - FYR Macedonia U18&nbsp;,1.49,1,0
2015,China U18 - Slovakia U18&nbsp;,1.48,2,2
2015,Russia U18 - United Arab Emirates U18&nbsp;,1.17,1,0
2015,China U18 - Poland U18&nbsp;,1.36,2,0
2015,Czech Republic U18 - United Arab Emirates U18&nbsp;,1.12,1,1
2015,Russia U18 - Norway U18&nbsp;,1.4,1,2
