2016,Simba - Mwadui,1.25,1
2016,Young Africans - Mbeya City,1.16,1
2016,Simba - Stand U.,1.25,1
2016,Simba - African Lyon,1.33,1
2016,Mbeya City - Ruvu Stars,1.4,1
2016,Young Africans - Stand U.,1.21,1
2016,Young Africans - Mwadui,1.21,1
2016,Young Africans - Ndanda,1.21,1
2016,Simba - Mwadui,1.25,1
2016,Young Africans - Mbeya City,1.16,1
2016,Simba - Stand U.,1.25,1
2016,Simba - African Lyon,1.33,1
2016,Mbeya City - Ruvu Stars,1.4,1
2016,Young Africans - Stand U.,1.21,1
2016,Young Africans - Mwadui,1.21,1
2016,Young Africans - Ndanda,1.21,1
2015,Mtibwa Sugar - African Sports FC,1.5,1
2015,Mbeya City - Young Africans,1.42,1
2015,Azam - Ruvu Stars,1.34,0
2015,Azam - Majimaji,1.41,1
2015,Young Africans - Mgambo,1.2,1
2015,Young Africans - Toto Africans,1.17,1
2015,Azam - Coastal Union,1.36,1
2015,Young Africans - Tanzania Prisons,1.44,1
2015,Young Africans - Coastal Union,1.4,1
2014,Ruvu Shooting - Young Africans,1.44,1
