2017,Beijing Guoan - Liaoning,1.11,1
2017,Guangzhou Evergrande - Henan Jianye,1.25,1
2017,Shanghai SIPG - Chongqing Lifan,1.29,1
2017,Changchun Yatai - Yanbian,1.46,0
2017,Shandong Luneng - Shanghai Shenhua,1.3,1
2017,Liaoning - Guangzhou Evergrande,1.2,1
2017,Shanghai SIPG - Tianjin Quanjian,1.49,0
2017,Guangzhou Evergrande - Tianjin Teda,1.22,1
2017,Hebei - Yanbian,1.22,1
2017,Liaoning - Changchun Yatai,1.45,1
2017,Yanbian - Tianjin Quanjian,1.33,1
2017,Guangzhou R&amp;F - Yanbian,1.24,1
2017,Jiangsu Suning - Liaoning,1.39,1
2017,Yanbian - Shanghai SIPG,1.36,1
2017,Beijing Guoan - Liaoning,1.11,1
2017,Guangzhou Evergrande - Henan Jianye,1.25,1
2017,Shanghai SIPG - Chongqing Lifan,1.29,1
2017,Changchun Yatai - Yanbian,1.46,0
2017,Shandong Luneng - Shanghai Shenhua,1.3,1
2017,Liaoning - Guangzhou Evergrande,1.2,1
2017,Shanghai SIPG - Tianjin Quanjian,1.49,0
2017,Guangzhou Evergrande - Tianjin Teda,1.22,1
2017,Hebei - Yanbian,1.22,1
2017,Liaoning - Changchun Yatai,1.45,1
2017,Yanbian - Tianjin Quanjian,1.33,1
2017,Guangzhou R&amp;F - Yanbian,1.24,1
2017,Jiangsu Suning - Liaoning,1.39,1
2017,Yanbian - Shanghai SIPG,1.36,1
2017,Beijing Guoan - Liaoning,1.11,1
2017,Guangzhou Evergrande - Henan Jianye,1.25,1
2017,Shanghai SIPG - Chongqing Lifan,1.29,1
2017,Changchun Yatai - Yanbian,1.46,0
2017,Shandong Luneng - Shanghai Shenhua,1.3,1
2017,Liaoning - Guangzhou Evergrande,1.2,1
2017,Shanghai SIPG - Tianjin Quanjian,1.49,0
2017,Guangzhou Evergrande - Tianjin Teda,1.22,1
2017,Hebei - Yanbian,1.22,1
2017,Liaoning - Changchun Yatai,1.45,1
2017,Yanbian - Tianjin Quanjian,1.33,1
2017,Guangzhou R&amp;F - Yanbian,1.24,1
2017,Jiangsu Suning - Liaoning,1.39,1
2017,Yanbian - Shanghai SIPG,1.36,1
2017,Beijing Guoan - Liaoning,1.11,1
2017,Guangzhou Evergrande - Henan Jianye,1.25,1
2017,Shanghai SIPG - Chongqing Lifan,1.29,1
2017,Changchun Yatai - Yanbian,1.46,0
2017,Shandong Luneng - Shanghai Shenhua,1.3,1
2017,Liaoning - Guangzhou Evergrande,1.2,1
2017,Shanghai SIPG - Tianjin Quanjian,1.49,0
2017,Guangzhou Evergrande - Tianjin Teda,1.22,1
2017,Hebei - Yanbian,1.22,1
2017,Liaoning - Changchun Yatai,1.45,1
2017,Yanbian - Tianjin Quanjian,1.33,1
2017,Guangzhou R&amp;F - Yanbian,1.24,1
2017,Jiangsu Suning - Liaoning,1.39,1
2017,Yanbian - Shanghai SIPG,1.36,1
2016,Beijing Guoan - Henan Jianye,1.48,1
2016,Changchun Yatai - Shanghai Shenhua,1.41,1
2016,Hangzhou Greentown - Yanbian,1.32,0
2016,Shanghai SIPG - Hebei,1.33,1
2016,Shandong Luneng - Chongqing Lifan,1.3,0
2016,Guangzhou Evergrande - Yanbian,1.07,0
2016,Chongqing Lifan - Liaoning,1.49,1
2016,Shandong Luneng - Hebei,1.4,1
2016,Shanghai Shenhua - Henan Jianye,1.34,0
2016,Shijiazhuang - Guangzhou Evergrande,1.41,1
2016,Liaoning - Yanbian,1.35,1
2016,Beijing Guoan - Yanbian,1.34,1
2016,Beijing Guoan - Shijiazhuang,1.32,0
2016,Guangzhou Evergrande - Liaoning,1.09,1
2016,Jiangsu Suning - Tianjin Teda,1.48,1
2016,Shanghai Shenhua - Chongqing Lifan,1.45,0
2016,Beijing Guoan - Henan Jianye,1.48,1
2016,Changchun Yatai - Shanghai Shenhua,1.41,1
2016,Hangzhou Greentown - Yanbian,1.32,0
2016,Shanghai SIPG - Hebei,1.33,1
2016,Shandong Luneng - Chongqing Lifan,1.3,0
2016,Guangzhou Evergrande - Yanbian,1.07,0
2016,Chongqing Lifan - Liaoning,1.49,1
2016,Shandong Luneng - Hebei,1.4,1
2016,Shanghai Shenhua - Henan Jianye,1.34,0
2016,Shijiazhuang - Guangzhou Evergrande,1.41,1
2016,Liaoning - Yanbian,1.35,1
2016,Beijing Guoan - Yanbian,1.34,1
2016,Beijing Guoan - Shijiazhuang,1.32,0
2016,Guangzhou Evergrande - Liaoning,1.09,1
2016,Jiangsu Suning - Tianjin Teda,1.48,1
2016,Shanghai Shenhua - Chongqing Lifan,1.45,0
2016,Beijing Guoan - Henan Jianye,1.48,1
2016,Changchun Yatai - Shanghai Shenhua,1.41,1
2016,Hangzhou Greentown - Yanbian,1.32,0
2016,Shanghai SIPG - Hebei,1.33,1
2016,Shandong Luneng - Chongqing Lifan,1.3,0
2016,Guangzhou Evergrande - Yanbian,1.07,0
2016,Chongqing Lifan - Liaoning,1.49,1
2016,Shandong Luneng - Hebei,1.4,1
2016,Shanghai Shenhua - Henan Jianye,1.34,0
2016,Shijiazhuang - Guangzhou Evergrande,1.41,1
2016,Liaoning - Yanbian,1.35,1
2016,Beijing Guoan - Yanbian,1.34,1
2016,Beijing Guoan - Shijiazhuang,1.32,0
2016,Guangzhou Evergrande - Liaoning,1.09,1
2016,Jiangsu Suning - Tianjin Teda,1.48,1
2016,Shanghai Shenhua - Chongqing Lifan,1.45,0
2016,Beijing Guoan - Henan Jianye,1.48,1
