2016,Leicester Riders - Plymouth Raiders,1.05,1
2016,Cheshire Phoenix - Leicester Riders&nbsp;,1.36,1
2016,Leicester Riders - Cheshire Phoenix&nbsp;,1.03,1
2016,Worcester Wolves - Plymouth Raiders&nbsp;,1.31,1
2016,Plymouth Raiders - Worcester Wolves&nbsp;,1.28,1
2016,Leicester Riders - Newcastle Eagles,1.47,1
2016,London Lions - Surrey Scorchers,1.04,0
2016,Reading - Bristol Flyers,1.04,1
2016,Derby - Newcastle Eagles,1.01,1
2016,Essex L. - Manchester Giants,1.01,0
2016,Worcester Wolves - Sheffield Sharks,1.44,0
2015,Worcester Wolves - Newcastle Eagles&nbsp;,1.47,1
2015,Newcastle Eagles - Worcester Wolves&nbsp;,1.28,1
2015,Worcester Wolves - Glasgow Rocks,1.38,1
2015,Plymouth Raiders - Sheffield Sharks,1.32,1
2015,Cheshire Phoenix - Newcastle Eagles,1.14,1
2015,Essex L. - Plymouth Raiders,1.06,1
2015,Reading - Surrey Scorchers,1.23,1
2015,Manchester Giants - Newcastle Eagles,1.02,1
2015,Derby - Sheffield Sharks,1.01,1
2015,Bristol Flyers - Worcester Wolves,1.32,1
2015,Falkirk F. - Glasgow Rocks,1.01,1
2015,London Lions - Leicester Riders,1.35,1
2014,Newcastle Eagles - Leicester Riders,1.28,1
2014,London Lions - Leicester Riders&nbsp;,1.45,1
2014,Leicester Riders - London Lions&nbsp;,1.23,1
2014,Plymouth Raiders - Newcastle Eagles&nbsp;,1.09,1
2014,Newcastle Eagles - Plymouth Raiders&nbsp;,1.02,1
2014,Glasgow Rocks - Newcastle Eagles,1.21,1
2014,Plymouth Raiders - Surrey Scorchers,1.2,1
2014,Leicester Riders - Worcester Wolves,1.43,1
2014,Durham Wildcats - Worcester Wolves,1.21,1
2014,Plymouth Raiders - Cheshire Phoenix,1.3,0
2014,Leicester Riders - Leeds Force,1.03,1
2014,London Lions - Bristol Flyers,1.15,1
2013,Worcester Wolves - Glasgow Rocks,1.3,1
2013,Cheshire Phoenix - Glasgow Rocks&nbsp;,1.29,1
2013,Newcastle Eagles - Worcester Wolves,1.48,0
2013,London Lions - Worcester Wolves,1.4,1
2013,Cheshire Phoenix - Leicester Riders,1.2,0
2013,Manchester Giants - Birmingham K.,1.05,1
2012,Leicester Riders - Sheffield Sharks,1.1,0
2012,Worthing Thunder - Mersey Tigers,1.44,0
2012,Reading - Surrey Scorchers,1.14,1
2012,Edinburgh K. - Glasgow Rocks,1.19,1
2012,Durham Wildcats - Newcastle Eagles,1.1,1
2012,Essex L. - Leicester Riders,1.07,1
2012,London Lions - Cheshire Phoenix,1.31,0
