Season,Participants,Best Odd,Your Bet,Winning Bet
2016,Dinamo Moscow - Shturm&nbsp;,1.26,1,1
2016,Shturm - Dinamo Moscow&nbsp;,1.3,2,0
2016,Dinamo Moscow - Shturm&nbsp;,1.26,1,1
2016,Shturm - Dinamo Moscow&nbsp;,1.3,2,0
2015,Dinamo Moscow - Kirishi&nbsp;,1.33,1,2
2015,Spartak Volgograd - Sintez&nbsp;,1.23,1,1
2015,Kirishi - Dinamo Moscow&nbsp;,1.26,2,2
2015,Spartak Volgograd - Kirishi&nbsp;,1.1,1,1
2015,Sintez - Dinamo Moscow&nbsp;,1.36,1,1
2015,Kirishi - Spartak Volgograd&nbsp;,1.09,2,2
2015,Dinamo Moscow - Sintez&nbsp;,1.42,2,2
