2016,Virtus Segafredo Bologna - Trieste&nbsp;,1.24,1
2016,Virtus Segafredo Bologna - Trieste&nbsp;,1.33,1
2016,Trieste - Fortitudo Kontatto Bologna&nbsp;,1.42,1
2016,Fortitudo Kontatto Bologna - Trieste&nbsp;,1.33,1
2016,Fortitudo Kontatto Bologna - Trieste&nbsp;,1.39,1
2016,Virtus Segafredo Bologna - Ravenna&nbsp;,1.27,1
2016,Virtus Segafredo Bologna - Ravenna&nbsp;,1.27,1
2016,Fortitudo Kontatto Bologna - Treviso&nbsp;,1.33,1
2016,Trieste - Tortona&nbsp;,1.22,1
2016,Trieste - Tortona&nbsp;,1.25,1
2016,Fortitudo Kontatto Bologna - Treviso&nbsp;,1.29,0
2016,Treviso - Fortitudo Kontatto Bologna&nbsp;,1.41,0
2016,Virtus Segafredo Bologna - Roseto&nbsp;,1.27,1
2016,Virtus Segafredo Bologna - Roseto&nbsp;,1.18,0
2016,Tortona - Mantova&nbsp;,1.47,1
2016,Trieste - Treviglio&nbsp;,1.23,1
2016,Biella - Verona&nbsp;,1.42,0
2016,Fortitudo Kontatto Bologna - Agrigento&nbsp;,1.13,1
2016,Virtus Roma - Ravenna&nbsp;,1.47,0
2016,Roseto - Legnano&nbsp;,1.41,1
2016,Verona - Biella&nbsp;,1.41,1
2016,Mantova - Tortona&nbsp;,1.49,1
2016,Fortitudo Kontatto Bologna - Agrigento&nbsp;,1.22,1
2016,Verona - Biella&nbsp;,1.42,1
2016,Virtus Roma - Ravenna&nbsp;,1.4,1
2016,Roseto - Legnano&nbsp;,1.28,1
2016,Tortona - Mantova&nbsp;,1.36,1
2016,Trieste - Treviglio&nbsp;,1.26,1
2016,Ravenna - Virtus Roma&nbsp;,1.29,1
2016,Treviso - Trapani&nbsp;,1.17,1
2016,Virtus Segafredo Bologna - Casale Monferrato&nbsp;,1.21,0
2016,Virtus Segafredo Bologna - Trieste&nbsp;,1.24,1
2016,Virtus Segafredo Bologna - Trieste&nbsp;,1.33,1
2016,Trieste - Fortitudo Kontatto Bologna&nbsp;,1.42,1
2016,Fortitudo Kontatto Bologna - Trieste&nbsp;,1.33,1
2016,Fortitudo Kontatto Bologna - Trieste&nbsp;,1.39,1
2016,Virtus Segafredo Bologna - Ravenna&nbsp;,1.27,1
2016,Virtus Segafredo Bologna - Ravenna&nbsp;,1.27,1
2016,Fortitudo Kontatto Bologna - Treviso&nbsp;,1.33,1
2016,Trieste - Tortona&nbsp;,1.22,1
2016,Trieste - Tortona&nbsp;,1.25,1
2016,Fortitudo Kontatto Bologna - Treviso&nbsp;,1.29,0
2016,Treviso - Fortitudo Kontatto Bologna&nbsp;,1.41,0
2016,Virtus Segafredo Bologna - Roseto&nbsp;,1.27,1
2016,Virtus Segafredo Bologna - Roseto&nbsp;,1.18,0
2016,Tortona - Mantova&nbsp;,1.47,1
2016,Trieste - Treviglio&nbsp;,1.23,1
2016,Biella - Verona&nbsp;,1.42,0
