Sport,Country,League Name,Margin,Total Records,Avg. Odd,Success Rate,Money Per Game,Kelly,Number Of Seasons,No Of Positive Seasons,Money Low,Money High
handball,world,club-friendly-women,1.50,24,1.4058,0.5278,-0.2644,-0.6358,3,1,-0.533333333333333,0.05
handball,world,club-friendly,1.30,153,1.1162,0.8219,-0.0880,-0.7103,5,2,-0.276666666666667,0.14
handball,world,club-friendly,1.50,43,1.4112,0.5267,-0.2551,-0.6243,5,2,-1,0.42
handball,world,friendly-international-women,1.30,159,1.1091,0.8638,-0.0411,-0.3853,8,3,-0.44625,0.1475
handball,world,friendly-international-women,1.50,69,1.4063,0.6168,-0.1354,-0.3264,8,2,-0.533333333333333,0.43
handball,world,friendly-international,1.30,255,1.1401,0.8655,-0.0233,-0.0948,9,3,-0.158125,0.15
handball,world,friendly-international,1.50,168,1.4018,0.6277,-0.1209,-0.2989,9,3,-1,0.43
handball,world,gf-world-cup-women,1.30,12,1.1928,0.6375,-0.2615,-1.2432,4,1,-1,0.1
handball,world,gf-world-cup-women,1.50,12,1.3992,0.5000,-0.3083,-0.7526,4,0,-1,-0.0566666666666666
handball,world,ihf-emerging-nations-championship,1.30,8,1.1563,1.0000,0.1563,1.0000,1,1,0.15625,0.15625
handball,world,ihf-emerging-nations-championship,1.50,4,1.4050,0.2500,-0.6275,-1.6019,1,0,-0.6275,-0.6275
handball,world,mediterranean-games-women,1.30,3,1.1833,0.6667,-0.2333,-1.1515,1,0,-0.233333333333333,-0.233333333333333
handball,world,mediterranean-games-women,1.50,6,1.4417,0.5000,-0.2900,-0.6321,1,0,-0.29,-0.29
handball,world,mediterranean-games,1.30,6,1.1450,0.6667,-0.2333,-1.6322,1,0,-0.233333333333333,-0.233333333333333
handball,world,mediterranean-games,1.50,3,1.4800,0.6667,-0.0067,-0.0278,1,0,-0.00666666666666667,-0.00666666666666667
handball,world,mobelringen-cup-women,1.30,20,1.1626,0.8048,-0.0689,-0.3962,7,3,-0.42,0.26
handball,world,mobelringen-cup-women,1.50,6,1.3817,0.6667,-0.0650,-0.2067,3,1,-0.33,0.42
handball,world,olympic-games-women,1.30,34,1.0920,0.8286,-0.1049,-1.0348,2,0,-0.124,-0.0857142857142857
handball,world,olympic-games-women,1.50,26,1.3994,0.6071,-0.1526,-0.3765,2,0,-0.296666666666667,-0.00857142857142858
handball,world,olympic-games,1.30,40,1.1063,0.9375,0.0250,0.3493,2,1,-0.0275,0.0775000000000001
handball,world,olympic-games,1.50,28,1.3785,0.7292,0.0100,0.0137,2,1,-0.125,0.145
handball,world,pan-american-championship-women,1.30,21,1.1574,0.8636,-0.0090,-0.0027,2,1,-0.150909090909091,0.133
handball,world,pan-american-championship-women,1.50,3,1.3950,0.2500,-0.6350,-1.6487,2,0,-1,-0.27
handball,world,pan-american-championship,1.30,17,1.0982,0.9412,0.0329,0.3424,1,1,0.0329411764705883,0.0329411764705883
handball,world,pan-american-championship,1.50,1,1.4000,1.0000,0.4000,1.0000,1,1,0.4,0.4
handball,world,pan-american-club-championship,1.30,7,1.0925,0.9000,-0.0365,-0.1811,2,1,-0.098,0.025
handball,world,pan-american-club-championship,1.50,2,1.4450,1.0000,0.4450,1.0000,2,2,0.42,0.47
handball,world,pan-american-games-women,1.30,1,1.0300,1.0000,0.0300,1.0000,1,1,0.03,0.03
handball,world,pan-american-games-women,1.50,3,1.3267,0.6667,-0.1133,-0.3537,1,0,-0.113333333333333,-0.113333333333333
handball,world,pan-american-games,1.30,5,1.0640,1.0000,0.0640,1.0000,1,1,0.064,0.064
handball,world,super-globe,1.30,16,1.1389,0.9697,0.1070,0.7515,3,2,-0.0163636363636364,0.23
handball,world,super-globe,1.50,2,1.3850,1.0000,0.3850,1.0000,2,2,0.37,0.4
handball,world,tournoi-de-paris,1.30,5,1.0917,1.0000,0.0917,1.0000,2,2,0.0733333333333333,0.11
handball,world,tournoi-de-paris,1.50,2,1.4200,1.0000,0.4200,1.0000,2,2,0.42,0.42
handball,world,universiade-women,1.30,11,1.1109,0.8182,-0.0927,-0.8212,1,0,-0.0927272727272727,-0.0927272727272727
handball,world,universiade-women,1.50,2,1.4050,0.5000,-0.3050,-0.7346,1,0,-0.305,-0.305
handball,world,universiade,1.30,9,1.0944,0.7778,-0.1489,-1.5752,1,0,-0.148888888888889,-0.148888888888889
handball,world,universiade,1.50,2,1.3950,1.0000,0.3950,1.0000,1,1,0.395,0.395
handball,world,world-championship-u18-women,1.30,76,1.1221,0.8153,-0.0868,-0.6971,3,0,-0.09375,-0.0775
handball,world,world-championship-u18-women,1.50,24,1.3826,0.4778,-0.3336,-0.8873,3,0,-0.506666666666667,-0.184
handball,world,world-championship-u19,1.30,88,1.1224,0.8919,-0.0013,0.0088,3,2,-0.0538888888888889,0.0454545454545455
handball,world,world-championship-u19,1.50,30,1.3954,0.7270,0.0037,0.0364,3,2,-0.0700000000000001,0.074
handball,world,world-championship-u20-women,1.30,103,1.1226,0.9119,0.0206,0.1931,3,2,-0.068125,0.101333333333333
handball,world,world-championship-u20-women,1.50,24,1.4475,0.6667,-0.0383,-0.0782,3,2,-0.27,0.0875
handball,world,world-championship-u21,1.30,123,1.1561,0.7381,-0.1455,-0.9396,3,0,-0.201428571428571,-0.0338888888888889
handball,world,world-championship-u21,1.50,45,1.3891,0.6136,-0.1506,-0.3794,2,1,-0.3075,0.00636363636363633
handball,world,world-championship-women,1.30,211,1.0959,0.8861,-0.0352,-0.3013,5,1,-0.101,0.040625
handball,world,world-championship-women,1.50,56,1.3967,0.8362,0.1671,0.4233,5,3,-0.06,0.41
handball,world,world-championship,1.30,237,1.1268,0.8852,-0.0074,-0.0197,5,2,-0.09,0.044
handball,world,world-championship,1.50,106,1.4081,0.6702,-0.0615,-0.1379,5,2,-0.29,0.248888888888889
hockey,asia,asia-league,1.30,234,1.1425,0.8242,-0.0712,-0.4094,7,3,-0.3825,0.102857142857143
hockey,asia,asia-league,1.50,182,1.4121,0.6632,-0.0664,-0.1542,7,4,-1,0.40875
hockey,asia,asian-games,1.30,1,1.2500,1.0000,0.2500,1.0000,1,1,0.25,0.25
hockey,australia,aihl,1.30,63,1.1995,0.8017,-0.0547,-0.1924,5,3,-0.583333333333333,0.224285714285714
hockey,australia,aihl,1.50,43,1.4218,0.7262,0.0346,0.0770,4,2,-0.05,0.191428571428571
hockey,austria,alps-hockey-league,1.30,167,1.1844,0.8052,-0.0467,-0.2513,6,1,-0.2,0.275
hockey,austria,alps-hockey-league,1.50,145,1.4067,0.6623,-0.0800,-0.1680,7,3,-0.6375,0.426666666666667
hockey,austria,ebel,1.30,186,1.2330,0.8083,-0.0098,-0.0143,10,6,-1,0.29
hockey,austria,ebel,1.50,502,1.4167,0.6984,-0.0077,-0.0253,14,6,-1,0.475
hockey,belarus,belarusian-cup,1.30,18,1.1228,1.0000,0.1228,1.0000,3,3,0.115,0.136666666666667
hockey,belarus,belarusian-cup,1.50,5,1.3650,0.5000,-0.3217,-0.8699,3,1,-1,0.33
hockey,belarus,extraleague,1.30,313,1.1330,0.8969,0.0145,0.1216,6,4,-0.243333333333333,0.151666666666667
hockey,belarus,extraleague,1.50,181,1.4083,0.6563,-0.0804,-0.1852,6,2,-0.722,0.4
hockey,canada,lnah,1.50,4,1.3950,0.5000,-0.3350,-0.7658,1,0,-0.335,-0.335
hockey,canada,memorial-cup,1.30,1,1.2300,0.0000,-1.0000,-4.3478,1,0,-1,-1
hockey,canada,memorial-cup,1.50,1,1.3800,1.0000,0.3800,1.0000,1,1,0.38,0.38
hockey,canada,ohl,1.30,99,1.2171,0.8750,0.0721,0.2992,4,3,-0.4,0.233333333333333
hockey,canada,ohl,1.50,253,1.4212,0.7000,-0.0148,-0.0123,5,2,-0.318333333333333,0.43
hockey,canada,qmjhl,1.30,73,1.2783,0.5417,-0.3058,-1.1050,4,1,-1,0.3
hockey,canada,qmjhl,1.50,254,1.4259,0.6693,-0.0406,-0.1073,5,2,-0.432,0.44
hockey,canada,u-sports,1.30,6,1.2500,0.5000,-0.3650,-1.5000,1,0,-0.365,-0.365
hockey,canada,u-sports,1.50,12,1.3625,0.7500,0.0175,0.0603,1,1,0.0175,0.0175
hockey,canada,whl,1.30,88,1.2588,0.6250,-0.2175,-0.8243,4,2,-1,0.26
hockey,canada,whl,1.50,242,1.4255,0.7500,0.0723,0.1624,5,4,-0.47,0.433333333333333
hockey,czech-republic,2-liga-central,1.30,22,1.1500,0.8182,-0.0545,-0.3939,1,0,-0.0545454545454546,-0.0545454545454546
hockey,czech-republic,2-liga-central,1.50,8,1.4050,0.7500,0.0575,0.1327,1,1,0.0575,0.0575
hockey,czech-republic,2-liga-east,1.30,38,1.1560,0.8708,-0.0039,0.0428,2,1,-0.0125,0.00466666666666666
hockey,czech-republic,2-liga-east,1.50,14,1.3735,0.7750,0.0663,0.1726,2,2,0.0125000000000001,0.12
hockey,czech-republic,2-liga-play-offs,1.30,1,1.0800,0.0000,-1.0000,-12.5000,1,0,-1,-1
hockey,czech-republic,2-liga-promotion-group,1.30,3,1.1700,0.6667,-0.2200,-1.2941,1,0,-0.22,-0.22
hockey,czech-republic,2-liga-west,1.30,20,1.2188,0.8750,0.0733,0.3036,3,2,-0.25,0.3
hockey,czech-republic,2-liga-west,1.50,9,1.4038,0.8750,0.2363,0.5654,2,2,0.0525,0.42
hockey,czech-republic,elj,1.30,15,1.2200,0.6000,-0.2760,-1.2182,1,0,-0.276,-0.276
hockey,czech-republic,elj,1.50,46,1.3850,0.5852,-0.1918,-0.4921,2,0,-0.237272727272727,-0.14625
hockey,czech-republic,extraliga,1.30,120,1.2256,0.7712,-0.0656,-0.2434,9,5,-1,0.27
hockey,czech-republic,extraliga,1.50,511,1.4402,0.6531,-0.0557,-0.1349,13,7,-0.76,0.5
hockey,czech-republic,tipsport-hockey-cup,1.30,8,1.2590,0.6333,-0.2010,-0.7824,2,0,-0.242,-0.16
hockey,czech-republic,tipsport-hockey-cup,1.50,4,1.4225,1.0000,0.4225,1.0000,2,2,0.395,0.45
hockey,czech-republic,wsm-liga,1.30,411,1.2286,0.7695,-0.0590,-0.2389,11,6,-0.593333333333333,0.235555555555555
hockey,czech-republic,wsm-liga,1.50,512,1.4032,0.7980,0.1149,0.2969,11,8,-0.178,0.4
hockey,denmark,danish-cup,1.30,8,1.1917,0.9167,0.0942,0.4819,6,5,-0.395,0.3
hockey,denmark,danish-cup,1.50,17,1.4305,0.6458,-0.0609,-0.1768,8,3,-1,0.5
hockey,denmark,metal-ligaen,1.30,309,1.2069,0.7677,-0.0816,-0.3554,13,4,-0.39,0.246666666666667
hockey,denmark,metal-ligaen,1.50,474,1.4018,0.7870,0.1059,0.2568,12,9,-0.0841666666666667,0.4225
hockey,europe,carlson-hockey-games,1.50,1,1.4600,1.0000,0.4600,1.0000,1,1,0.46,0.46
hockey,europe,champions-cup-women,1.30,1,1.1900,0.0000,-1.0000,-5.2632,1,0,-1,-1
hockey,europe,champions-cup-women,1.50,1,1.3300,0.0000,-1.0000,-3.0303,1,0,-1,-1
hockey,europe,champions-league,1.30,31,1.2130,0.9167,0.1088,0.5254,4,3,-0.156666666666667,0.262
hockey,europe,champions-league,1.50,53,1.4193,0.6500,-0.1027,-0.1847,4,2,-1,0.386
hockey,europe,channel-one-cup,1.30,1,1.1500,1.0000,0.1500,1.0000,1,1,0.15,0.15
hockey,europe,channel-one-cup,1.50,11,1.3969,0.5000,-0.3081,-0.7598,8,4,-1,0.41
hockey,europe,continental-cup,1.30,17,1.1471,0.6333,-0.2649,-1.8591,5,2,-1,0.138888888888889
hockey,europe,continental-cup,1.50,9,1.4025,0.5000,-0.3017,-0.7422,6,3,-1,0.41
hockey,europe,dolomiten-cup,1.50,2,1.4200,1.0000,0.4200,1.0000,2,2,0.35,0.49
hockey,europe,european-trophy,1.30,9,1.2250,0.5000,-0.4200,-1.7222,2,1,-1,0.16
hockey,europe,european-trophy,1.50,16,1.4293,0.5667,-0.1740,-0.4427,5,2,-1,0.48
hockey,europe,hockeyades-valle-de-joux,1.30,1,1.2000,1.0000,0.2000,1.0000,1,1,0.2,0.2
hockey,europe,hockeyades-valle-de-joux,1.50,1,1.5000,0.0000,-1.0000,-2.0000,1,0,-1,-1
hockey,europe,international-tournament-austria,1.50,1,1.4000,1.0000,0.4000,1.0000,1,1,0.4,0.4
hockey,europe,international-tournament-belarus,1.30,3,1.2033,1.0000,0.2033,1.0000,3,3,0.12,0.3
hockey,europe,international-tournament-belarus,1.50,1,1.3400,1.0000,0.3400,1.0000,1,1,0.34,0.34
hockey,europe,international-tournament-denmark,1.30,2,1.2050,1.0000,0.2050,1.0000,2,2,0.16,0.25
hockey,europe,international-tournament-denmark,1.50,1,1.4500,1.0000,0.4500,1.0000,1,1,0.45,0.45
hockey,europe,international-tournament-france,1.30,3,1.2100,0.7500,-0.0900,-0.4405,2,1,-0.4,0.22
hockey,europe,international-tournament-france,1.50,2,1.4200,1.0000,0.4200,1.0000,1,1,0.42,0.42
hockey,europe,international-tournament-hungary,1.30,8,1.1525,0.8750,-0.0012,0.0553,4,3,-0.41,0.29
hockey,europe,international-tournament-hungary,1.50,1,1.4900,1.0000,0.4900,1.0000,1,1,0.49,0.49
hockey,europe,international-tournament-italy,1.30,2,1.1100,1.0000,0.1100,1.0000,1,1,0.11,0.11
hockey,europe,international-tournament-latvia,1.50,1,1.4100,1.0000,0.4100,1.0000,1,1,0.41,0.41
hockey,europe,international-tournament-netherlands,1.30,2,1.1200,1.0000,0.1200,1.0000,1,1,0.12,0.12
hockey,europe,international-tournament-norway,1.30,6,1.2225,0.2500,-0.7050,-3.1208,3,0,-1,-0.115
hockey,europe,international-tournament-norway,1.50,7,1.4108,0.3333,-0.5250,-1.2894,6,2,-1,0.47
hockey,europe,international-tournament-poland,1.30,17,1.1629,0.8333,-0.0464,-0.1901,7,5,-0.653333333333333,0.28
hockey,europe,international-tournament-poland,1.50,9,1.3638,0.6250,-0.1500,-0.4059,8,5,-1,0.4
hockey,europe,international-tournament-romania,1.30,4,1.2133,1.0000,0.2133,1.0000,3,3,0.14,0.3
hockey,europe,international-tournament-romania,1.50,1,1.3600,1.0000,0.3600,1.0000,1,1,0.36,0.36
hockey,europe,international-tournament-slovakia,1.50,1,1.4900,1.0000,0.4900,1.0000,1,1,0.49,0.49
hockey,europe,international-tournament-slovenia,1.30,4,1.1750,1.0000,0.1750,1.0000,2,2,0.05,0.3
hockey,europe,international-tournament-slovenia,1.50,8,1.3958,0.6667,-0.0708,-0.1754,3,1,-0.315,0.4075
hockey,europe,international-tournament-switzerland,1.50,5,1.4320,0.8000,0.1360,0.3370,5,4,-1,0.48
hockey,europe,international-tournament-ukraine,1.30,7,1.0983,0.6250,-0.3529,-3.1886,4,2,-1,0.05
hockey,europe,international-tournament-ukraine,1.50,2,1.4800,1.0000,0.4800,1.0000,2,2,0.46,0.5
hockey,europe,karjala-cup,1.50,3,1.4733,0.6667,-0.0200,-0.0376,3,2,-1,0.5
hockey,europe,lada-cup,1.50,1,1.4000,1.0000,0.4000,1.0000,1,1,0.4,0.4
hockey,europe,ldz-price,1.50,1,1.4000,1.0000,0.4000,1.0000,1,1,0.4,0.4
hockey,europe,memorial-p-zabojnika,1.30,3,1.0900,1.0000,0.0900,1.0000,1,1,0.09,0.09
hockey,europe,prague-hockey-cup,1.50,1,1.5000,0.0000,-1.0000,-2.0000,1,0,-1,-1
hockey,europe,rona-cup,1.30,4,1.2433,0.5000,-0.3767,-1.5548,2,1,-1,0.246666666666667
hockey,europe,rona-cup,1.50,3,1.3475,0.2500,-0.6550,-1.9083,2,0,-1,-0.31
hockey,europe,spengler-cup-davos,1.30,6,1.2600,0.5556,-0.3089,-1.1538,3,1,-1,0.24
hockey,europe,spengler-cup-davos,1.50,16,1.4176,0.5972,-0.1479,-0.3672,6,2,-1,0.5
hockey,europe,summer-iht-basel,1.50,1,1.3500,1.0000,0.3500,1.0000,1,1,0.35,0.35
hockey,europe,sweden-hockey-games,1.50,1,1.5000,0.0000,-1.0000,-2.0000,1,0,-1,-1
hockey,europe,tatra-cup,1.30,1,1.2000,1.0000,0.2000,1.0000,1,1,0.2,0.2
hockey,europe,tatra-cup,1.50,2,1.3950,1.0000,0.3950,1.0000,1,1,0.395,0.395
hockey,europe,wurmberg-cup,1.50,1,1.4000,1.0000,0.4000,1.0000,1,1,0.4,0.4
hockey,finland,liiga,1.30,76,1.2157,0.6071,-0.2586,-1.2140,7,3,-1,0.3
hockey,finland,liiga,1.50,362,1.4175,0.6896,-0.0265,-0.0540,13,8,-1,0.5
hockey,finland,mestis,1.30,226,1.2150,0.9010,0.0943,0.4408,8,6,-0.236666666666667,0.2675
hockey,finland,mestis,1.50,367,1.4028,0.7905,0.1063,0.2703,10,6,-0.2675,0.43
hockey,finland,suomi-sarja,1.30,90,1.1898,0.7946,-0.0583,-0.2872,2,0,-0.112857142857143,-0.00375
hockey,finland,suomi-sarja,1.50,60,1.4017,0.5417,-0.2500,-0.5994,2,1,-0.63,0.13
hockey,france,french-cup,1.30,5,1.1567,1.0000,0.1567,1.0000,3,3,0.09,0.28
hockey,france,french-cup,1.50,8,1.4494,1.0000,0.4494,1.0000,4,4,0.375,0.5
hockey,france,league-cup,1.30,33,1.1908,0.8473,0.0157,0.0472,4,2,-0.144285714285714,0.256666666666667
hockey,france,league-cup,1.50,25,1.4424,0.8333,0.2033,0.4566,6,5,-0.65,0.5
hockey,france,ligue-magnus,1.30,184,1.2275,0.7768,-0.0537,-0.2044,8,4,-0.576666666666667,0.3
hockey,france,ligue-magnus,1.50,249,1.4093,0.7233,0.0231,0.0472,9,5,-0.422,0.415
hockey,germany,del,1.30,14,1.2750,0.5000,-0.3500,-1.3182,2,1,-1,0.3
hockey,germany,del,1.50,384,1.4264,0.7148,0.0146,0.0460,12,4,-0.296666666666667,0.4675
hockey,germany,del2,1.30,129,1.2623,0.8095,0.0161,0.0832,7,5,-1,0.29
hockey,germany,del2,1.50,445,1.4162,0.6768,-0.0419,-0.0996,10,6,-1,0.2575
hockey,germany,german-cup,1.30,1,1.3000,1.0000,0.3000,1.0000,1,1,0.3,0.3
hockey,germany,german-cup,1.50,10,1.4385,0.4167,-0.4005,-0.9136,5,2,-1,0.45
hockey,germany,oberliga-east,1.30,101,1.1325,0.8099,-0.0892,-0.6241,3,1,-0.234615384615385,0.073125
hockey,germany,oberliga-east,1.50,37,1.3922,0.5333,-0.2656,-0.6565,3,0,-0.325,-0.15
hockey,germany,oberliga-north,1.30,134,1.1740,0.7639,-0.1064,-0.5927,5,1,-0.254,0.2
hockey,germany,oberliga-north,1.50,126,1.4085,0.5881,-0.1764,-0.4202,5,1,-0.321666666666667,0.0807692307692308
hockey,germany,oberliga-south,1.30,158,1.1957,0.7323,-0.1307,-0.6356,5,2,-0.502,0.195
hockey,germany,oberliga-south,1.50,230,1.4025,0.6661,-0.0702,-0.1636,5,1,-0.191428571428571,0.253636363636364
hockey,germany,oberliga-west,1.30,102,1.1255,0.7924,-0.1145,-0.8614,3,0,-0.234615384615385,-0.0133333333333333
hockey,germany,oberliga-west,1.50,37,1.3922,0.5333,-0.2656,-0.6565,3,0,-0.325,-0.15
hockey,germany,oberliga,1.30,84,1.1663,0.7232,-0.1739,-0.9412,4,1,-0.375,0.00941176470588236
hockey,germany,oberliga,1.50,33,1.4247,0.5000,-0.2879,-0.6772,5,0,-0.428,-0.15
hockey,hungary,hungarian-cup,1.30,1,1.3000,0.0000,-1.0000,-3.3333,1,0,-1,-1
hockey,hungary,hungarian-cup,1.50,2,1.4250,0.5000,-0.2700,-0.6765,1,0,-0.27,-0.27
hockey,hungary,mol-liga,1.30,98,1.2169,0.8426,0.0192,0.1170,3,1,-0.1225,0.258
hockey,hungary,mol-liga,1.50,61,1.4055,0.4750,-0.3330,-0.8197,4,1,-1,0.1
hockey,italy,italian-cup,1.30,3,1.2475,0.7500,-0.0625,-0.2601,2,1,-0.425,0.3
hockey,italy,italian-cup,1.50,4,1.3600,0.2500,-0.6675,-1.8333,2,0,-1,-0.335
hockey,italy,serie-a,1.30,152,1.2308,0.7833,-0.0393,-0.1553,5,2,-0.37,0.231666666666667
hockey,italy,serie-a,1.50,182,1.4043,0.9111,0.2837,0.6913,6,5,-0.0466666666666667,0.465
hockey,italy,super-cup,1.50,1,1.3200,1.0000,0.3200,1.0000,1,1,0.32,0.32
hockey,kazakhstan,championship,1.30,87,1.1891,0.9583,0.1349,0.7380,4,3,-0.0283333333333334,0.25
hockey,kazakhstan,championship,1.50,87,1.4147,0.7417,0.0505,0.1187,4,2,-0.33,0.45
hockey,latvia,lhl,1.30,63,1.1083,0.8669,-0.0486,-0.3622,5,2,-0.245454545454546,0.175
hockey,latvia,lhl,1.50,37,1.3956,0.4733,-0.3378,-0.8580,5,2,-0.72,0.125
hockey,new-zealand,nzihl,1.30,7,1.1514,0.7143,-0.1743,-1.1725,1,0,-0.174285714285714,-0.174285714285714
hockey,new-zealand,nzihl,1.50,3,1.4267,1.0000,0.4267,1.0000,1,1,0.426666666666667,0.426666666666667
hockey,norway,division-1,1.30,446,1.1470,0.8778,0.0019,0.0461,7,4,-0.058125,0.0588888888888889
hockey,norway,division-1,1.50,178,1.3892,0.7446,0.0337,0.0883,7,3,-0.237272727272727,0.37
hockey,norway,get-ligaen,1.30,459,1.1841,0.8711,0.0311,0.1707,14,9,-0.355,0.24
hockey,norway,get-ligaen,1.50,443,1.4018,0.7933,0.1113,0.2788,14,11,-0.3,0.415
hockey,poland,league-cup,1.30,2,1.2300,0.5000,-0.3850,-1.6739,1,0,-0.385,-0.385
hockey,poland,league-cup,1.50,5,1.4144,0.6667,-0.0633,-0.1376,3,2,-1,0.47
hockey,poland,polish-hockey-league,1.30,431,1.1643,0.8619,-0.0038,0.0210,11,5,-0.298571428571429,0.194
hockey,poland,polish-hockey-league,1.50,336,1.4049,0.7686,0.0770,0.1971,11,9,-0.6525,0.41
hockey,romania,campionatul-national,1.30,5,1.1980,1.0000,0.1980,1.0000,1,1,0.198,0.198
hockey,romania,romanian-cup,1.30,1,1.0500,1.0000,0.0500,1.0000,1,1,0.05,0.05
hockey,russia,khl,1.30,22,1.2650,0.5000,-0.3700,-1.3868,2,1,-1,0.26
hockey,russia,khl,1.50,286,1.4221,0.6839,-0.0339,-0.0651,9,5,-1,0.463333333333333
hockey,russia,mhl,1.30,33,1.2525,1.0000,0.2525,1.0000,2,2,0.25,0.255
hockey,russia,mhl,1.50,275,1.4153,0.7612,0.0697,0.1862,5,3,-0.0925,0.34
hockey,russia,nmhl,1.30,25,1.2480,0.8000,0.0120,-0.0065,1,1,0.012,0.012
hockey,russia,nmhl,1.50,30,1.4233,0.6667,-0.0533,-0.1207,1,0,-0.0533333333333334,-0.0533333333333334
hockey,russia,superliga,1.30,238,1.2135,0.7250,-0.1241,-0.5629,5,2,-0.583333333333333,0.184285714285714
hockey,russia,superliga,1.50,215,1.4325,0.6333,-0.0994,-0.2144,5,1,-0.442,0.148333333333333
hockey,russia,vhl-b,1.30,16,1.1300,0.7500,-0.1550,-1.1731,1,0,-0.155,-0.155
hockey,russia,vhl-b,1.50,24,1.4200,0.6667,-0.0517,-0.1270,1,0,-0.0516666666666667,-0.0516666666666667
hockey,russia,vhl,1.50,352,1.4347,0.6135,-0.1222,-0.2757,6,3,-0.54,0.438
hockey,slovakia,1-liga,1.30,80,1.1995,0.8792,0.0551,0.2734,4,2,-0.078,0.246666666666667
hockey,slovakia,1-liga,1.50,91,1.4092,0.5930,-0.1731,-0.4018,7,3,-1,0.375
hockey,slovakia,cassovia-hockey-cup,1.50,1,1.3600,1.0000,0.3600,1.0000,1,1,0.36,0.36
hockey,slovakia,tipsport-liga,1.30,337,1.2261,0.7692,-0.0598,-0.2515,12,6,-1,0.253333333333333
hockey,slovakia,tipsport-liga,1.50,664,1.4161,0.7423,0.0476,0.1231,14,8,-0.41,0.42
hockey,slovenia,hokejska-liga,1.30,6,1.1500,0.8333,-0.0667,-0.2778,2,1,-0.27,0.136666666666667
hockey,slovenia,hokejska-liga,1.50,3,1.4100,0.6667,-0.0567,-0.1463,1,0,-0.0566666666666666,-0.0566666666666666
hockey,slovenia,slohokej-liga,1.30,45,1.1407,0.9333,0.0567,0.4594,1,1,0.0566666666666667,0.0566666666666667
hockey,slovenia,slohokej-liga,1.50,7,1.4025,0.2500,-0.6525,-1.6134,2,0,-1,-0.305
hockey,spain,lnh,1.50,1,1.3500,1.0000,0.3500,1.0000,1,1,0.35,0.35
hockey,sweden,allettan-mellan,1.30,93,1.1861,0.7682,-0.0924,-0.4769,5,2,-0.282,0.155
hockey,sweden,allettan-mellan,1.50,86,1.4178,0.5985,-0.1574,-0.3626,5,2,-0.811428571428571,0.191428571428571
hockey,sweden,allettan-norra,1.30,145,1.1737,0.7745,-0.1002,-0.5239,7,2,-0.31,0.118181818181818
hockey,sweden,allettan-norra,1.50,86,1.4034,0.7185,0.0018,0.0208,7,5,-0.536666666666667,0.4125
hockey,sweden,allettan-play-offs,1.30,26,1.2313,0.5417,-0.3246,-1.4403,3,1,-1,0.06875
hockey,sweden,allettan-play-offs,1.50,28,1.3907,0.6746,-0.0601,-0.1583,3,1,-0.2975,0.197142857142857
hockey,sweden,allettan-sodra,1.30,139,1.2028,0.8109,-0.0261,-0.1216,8,3,-0.269166666666667,0.196
hockey,sweden,allettan-sodra,1.50,110,1.4053,0.7340,0.0244,0.0778,8,4,-0.464,0.432
hockey,sweden,division-1-a-var,1.30,5,1.2167,0.8333,0.0000,0.0641,2,1,-0.19,0.19
hockey,sweden,division-1-a-var,1.50,3,1.4025,0.7500,0.0400,0.1289,2,1,-0.3,0.38
hockey,sweden,division-1-a,1.30,137,1.1406,0.8406,-0.0475,-0.2931,4,2,-0.203529411764706,0.0569230769230769
hockey,sweden,division-1-a,1.50,25,1.4077,0.2500,-0.6371,-1.5896,4,0,-1,-0.265
hockey,sweden,division-1-b-var,1.30,3,1.1000,1.0000,0.1000,1.0000,1,1,0.1,0.1
hockey,sweden,division-1-b-var,1.50,2,1.3650,1.0000,0.3650,1.0000,1,1,0.365,0.365
hockey,sweden,division-1-b,1.30,142,1.1562,0.7250,-0.1797,-1.0364,4,0,-0.252666666666667,-0.102
hockey,sweden,division-1-b,1.50,60,1.4194,0.6250,-0.1183,-0.2691,4,1,-0.29,0.143333333333333
hockey,sweden,division-1-c-var,1.30,20,1.1783,0.4583,-0.4854,-2.5790,3,1,-1,0.02875
hockey,sweden,division-1-c-var,1.50,23,1.3876,0.8413,0.1738,0.4318,3,2,-0.0833333333333333,0.413333333333333
hockey,sweden,division-1-c,1.30,186,1.1675,0.8497,-0.0096,-0.0480,5,3,-0.19,0.0753846153846154
hockey,sweden,division-1-c,1.50,87,1.4040,0.5114,-0.2869,-0.6979,5,1,-0.738,0.231428571428571
hockey,sweden,division-1-d-var,1.30,31,1.2003,0.7009,-0.1500,-0.7930,3,1,-0.63,0.27
hockey,sweden,division-1-d-var,1.50,21,1.3758,0.8750,0.2004,0.5424,3,2,-0.13875,0.39
hockey,sweden,division-1-d,1.30,195,1.1473,0.7441,-0.1517,-0.9929,5,0,-0.295882352941176,-0.0238461538461539
hockey,sweden,division-1-d,1.50,57,1.4103,0.5994,-0.1572,-0.3768,4,2,-0.543333333333333,0.05
hockey,sweden,division-1-e-var,1.30,26,1.1981,0.7750,-0.0669,-0.3606,2,0,-0.10375,-0.03
hockey,sweden,division-1-e-var,1.50,20,1.3770,0.6000,-0.1783,-0.4609,3,2,-1,0.387142857142857
hockey,sweden,division-1-e,1.30,150,1.1632,0.7396,-0.1498,-0.8556,5,2,-0.334,0.0777777777777778
hockey,sweden,division-1-e,1.50,120,1.3885,0.7198,-0.0031,-0.0012,5,3,-0.205714285714286,0.24125
