basketball,africa,african-championship,1.10,59,54,1.0288,0.9153,-3.47,-0.0588
basketball,africa,african-championship,1.20,75,65,1.0527,0.8667,-6.96,-0.0928
basketball,africa,african-championship,1.30,87,73,1.0816,0.8391,-8.92,-0.1025
basketball,africa,african-championship,1.40,104,88,1.1243,0.8462,-5.76,-0.0554
basketball,africa,african-championship,1.50,115,96,1.1550,0.8348,-5.2,-0.0452
basketball,argentina,liga-a,1.10,130,106,1.0797,0.8154,-15.56,-0.1197
basketball,argentina,liga-a,1.20,472,380,1.1415,0.8051,-39.21,-0.0831
basketball,argentina,liga-a,1.30,1146,885,1.2123,0.7723,-75.8400000000001,-0.0662
basketball,argentina,liga-a,1.40,1772,1329,1.2638,0.7500,-98.4999999999998,-0.0556
basketball,argentina,liga-a,1.50,2321,1713,1.3094,0.7380,-88.1299999999996,-0.0380
basketball,australia-oceania,oceania-championship,1.10,3,3,1.0600,1.0000,0.18,0.0600
basketball,australia-oceania,oceania-championship,1.20,5,5,1.0800,1.0000,0.4,0.0800
basketball,australia-oceania,oceania-championship,1.30,6,6,1.1167,1.0000,0.7,0.1167
basketball,australia-oceania,oceania-championship,1.40,6,6,1.1167,1.0000,0.7,0.1167
basketball,australia-oceania,oceania-championship,1.50,6,6,1.1167,1.0000,0.7,0.1167
basketball,australia,nbl,1.10,48,48,1.0831,1.0000,3.99,0.0831
basketball,australia,nbl,1.20,165,144,1.1435,0.8727,-1.11,-0.0067
basketball,australia,nbl,1.30,294,234,1.1953,0.7959,-16.2,-0.0551
basketball,australia,nbl,1.40,462,348,1.2556,0.7532,-29.07,-0.0629
basketball,australia,nbl,1.50,609,459,1.3016,0.7537,-15.81,-0.0260
basketball,austria,abl,1.10,185,168,1.0469,0.9081,-9.72000000000001,-0.0525
basketball,austria,abl,1.20,347,317,1.0957,0.9135,-0.329999999999991,-0.0010
basketball,austria,abl,1.30,541,463,1.1550,0.8558,-10.72,-0.0198
basketball,austria,abl,1.40,776,622,1.2170,0.8015,-30.25,-0.0390
basketball,austria,abl,1.50,1021,750,1.2753,0.7346,-88.8299999999999,-0.0870
