handball,africa,african-championship,1.10,14,14,1.0279,1.0000,0.39,0.0279
handball,africa,african-championship,1.20,18,18,1.0583,1.0000,1.05,0.0583
handball,africa,african-championship,1.30,25,23,1.1124,0.9200,0.28,0.0112
handball,africa,african-championship,1.40,27,24,1.1333,0.8889,-0.32,-0.0119
handball,africa,african-championship,1.50,27,24,1.1333,0.8889,-0.32,-0.0119
handball,asia,asian-championship,1.10,30,28,1.0373,0.9333,-0.949999999999999,-0.0317
handball,asia,asian-championship,1.20,36,31,1.0600,0.8611,-3.4,-0.0944
handball,asia,asian-championship,1.30,42,36,1.0898,0.8571,-3.07,-0.0731
handball,asia,asian-championship,1.40,48,41,1.1250,0.8542,-2.23,-0.0465
handball,asia,asian-championship,1.50,52,42,1.1510,0.8077,-4.81,-0.0925
handball,austria,hla,1.10,166,158,1.0599,0.9518,1.42000000000001,0.0086
handball,austria,hla,1.20,309,277,1.1025,0.8964,-4.29,-0.0139
handball,austria,hla,1.30,447,385,1.1517,0.8613,-5.89000000000002,-0.0132
handball,austria,hla,1.40,614,509,1.2104,0.8290,-3.55999999999998,-0.0058
handball,austria,hla,1.50,819,664,1.2740,0.8107,18.02,0.0220
handball,belgium,division-1,1.10,2,1,1.0500,0.5000,-0.98,-0.4900
handball,belgium,division-1,1.20,5,4,1.1120,0.8000,-0.52,-0.1040
handball,belgium,division-1,1.30,5,4,1.1120,0.8000,-0.52,-0.1040
handball,belgium,division-1,1.40,7,6,1.1757,0.8571,0.15,0.0214
handball,belgium,division-1,1.50,7,6,1.1757,0.8571,0.15,0.0214
handball,bosnia-and-herzegovina,premijer-liga,1.10,17,16,1.0524,0.9412,-0.209999999999999,-0.0124
handball,bosnia-and-herzegovina,premijer-liga,1.20,29,27,1.0972,0.9310,0.52,0.0179
handball,bosnia-and-herzegovina,premijer-liga,1.30,46,39,1.1622,0.8478,-1.17,-0.0254
handball,bosnia-and-herzegovina,premijer-liga,1.40,54,46,1.1872,0.8519,0.170000000000001,0.0031
handball,bosnia-and-herzegovina,premijer-liga,1.50,63,55,1.2237,0.8730,4.15,0.0659
handball,bulgaria,a-rhg,1.10,7,6,1.0443,0.8571,-0.76,-0.1086
handball,bulgaria,a-rhg,1.20,11,10,1.0755,0.9091,-0.24,-0.0218
handball,bulgaria,a-rhg,1.30,19,17,1.1442,0.8947,0.43,0.0226
handball,bulgaria,a-rhg,1.40,22,20,1.1727,0.9091,1.49,0.0677
handball,bulgaria,a-rhg,1.50,23,21,1.1843,0.9130,1.93,0.0839
handball,croatia,premijer-liga,1.10,192,183,1.0480,0.9531,-0.469999999999992,-0.0024
handball,croatia,premijer-liga,1.20,296,270,1.0841,0.9122,-4.27000000000001,-0.0144
handball,croatia,premijer-liga,1.30,390,334,1.1277,0.8564,-17.52,-0.0449
handball,croatia,premijer-liga,1.40,469,386,1.1674,0.8230,-25.74,-0.0549
handball,croatia,premijer-liga,1.50,514,414,1.1935,0.8054,-29.5299999999999,-0.0575
handball,czech-republic,extraliga,1.10,129,125,1.0440,0.9690,1.31,0.0102
handball,czech-republic,extraliga,1.20,273,251,1.0991,0.9194,1.63,0.0060
handball,czech-republic,extraliga,1.30,405,360,1.1512,0.8889,6.78999999999999,0.0168
handball,czech-republic,extraliga,1.40,583,492,1.2151,0.8439,8.23999999999999,0.0141
handball,czech-republic,extraliga,1.50,755,605,1.2711,0.8013,1.30000000000001,0.0017
handball,denmark,888ligaen,1.10,55,55,1.0682,1.0000,3.75,0.0682
handball,denmark,888ligaen,1.20,200,165,1.1278,0.8250,-14.7,-0.0735
