Sport,Country,League Name,Margin,Total Records,Avg. Odd,Success Rate,Money Per Game,Kelly
american-football,usa,nfl,1.20,70,1.1630,0.8000,-0.0730,-0.4270
american-football,usa,nfl,1.30,97,1.2618,0.5773,-0.2711,-1.0375
american-football,usa,nfl,1.40,171,1.3467,0.5906,-0.2011,-0.5902
american-football,usa,nfl,1.50,125,1.4509,0.7280,0.0550,0.1247
american-football,world,world-championship,1.10,1,1.0400,1.0000,0.0400,1.0000
american-football,world,world-championship,1.20,1,1.2000,1.0000,0.2000,1.0000
baseball,australia,abl,1.50,2,1.5000,0.0000,-1.0000,-2.0000
baseball,colombia,lcbp,1.20,2,1.1100,1.0000,0.1100,1.0000
baseball,cuba,serie-nacional,1.50,33,1.4500,0.6667,-0.0467,-0.0741
baseball,czech-republic,extraliga,1.20,1,1.1600,0.0000,-1.0000,-6.2500
baseball,czech-republic,extraliga,1.30,3,1.2633,1.0000,0.2633,1.0000
baseball,czech-republic,extraliga,1.40,2,1.3550,0.5000,-0.3450,-0.9085
baseball,czech-republic,extraliga,1.50,1,1.5000,1.0000,0.5000,1.0000
baseball,dominican-republic,lidom,1.50,4,1.4600,1.0000,0.4600,1.0000
baseball,europe,european-championship,1.10,17,1.0247,0.8824,-0.0988,-3.8796
baseball,europe,european-championship,1.20,11,1.1427,0.8182,-0.0664,-0.4557
baseball,europe,european-championship,1.30,5,1.2480,0.6000,-0.2560,-1.0129
baseball,europe,european-championship,1.40,3,1.3500,1.0000,0.3500,1.0000
baseball,europe,european-championship,1.50,5,1.4600,0.4000,-0.4180,-0.9043
baseball,germany,bundesliga-north,1.30,1,1.2500,1.0000,0.2500,1.0000
baseball,germany,bundesliga-south,1.10,1,1.0800,1.0000,0.0800,1.0000
baseball,germany,bundesliga-south,1.40,1,1.3800,1.0000,0.3800,1.0000
baseball,germany,bundesliga-south,1.50,2,1.5000,0.0000,-1.0000,-2.0000
baseball,italy,ibl,1.10,9,1.0789,0.6667,-0.2811,-3.5587
baseball,italy,ibl,1.20,16,1.1500,1.0000,0.1500,1.0000
baseball,italy,ibl,1.30,24,1.2583,0.9167,0.1500,0.5941
baseball,italy,ibl,1.40,8,1.3888,0.6250,-0.1250,-0.3396
baseball,italy,ibl,1.50,23,1.4496,0.4348,-0.3670,-0.8225
baseball,japan,npb,1.30,33,1.2867,0.3333,-0.5767,-1.9922
baseball,japan,npb,1.40,110,1.3620,0.6000,-0.1780,-0.5050
baseball,japan,npb,1.50,231,1.4638,0.6667,-0.0243,-0.0520
baseball,mexico,lmb,1.50,22,1.4750,1.0000,0.4750,1.0000
baseball,mexico,lmp,1.50,7,1.4500,0.0000,-1.0000,-2.2222
baseball,netherlands,hoofdklasse,1.10,76,1.0550,0.7500,-0.2125,-3.7955
baseball,netherlands,hoofdklasse,1.20,44,1.1402,0.6136,-0.2995,-2.1416
baseball,netherlands,hoofdklasse,1.30,42,1.2440,0.4524,-0.4388,-1.7915
baseball,netherlands,hoofdklasse,1.40,47,1.3513,0.4255,-0.4189,-1.2098
baseball,netherlands,hoofdklasse,1.50,40,1.4453,0.8750,0.2628,0.5943
baseball,north-central-america,caribbean-series,1.50,2,1.5000,0.5000,-0.2500,-0.5000
baseball,puerto-rico,prbl,1.50,3,1.4600,1.0000,0.4600,1.0000
baseball,south-korea,kbo,1.30,11,1.2900,1.0000,0.2900,1.0000
baseball,south-korea,kbo,1.40,88,1.3613,0.7500,0.0213,0.0580
baseball,south-korea,kbo,1.50,163,1.4571,0.6687,-0.0238,-0.0561
baseball,taiwan,cpbl,1.40,4,1.3800,0.0000,-1.0000,-2.6316
baseball,taiwan,cpbl,1.50,16,1.4575,1.0000,0.4575,1.0000
baseball,usa,il,1.50,42,1.4964,0.7381,0.1036,0.2105
baseball,usa,mlb,1.50,33,1.4433,0.6667,-0.0533,-0.0852
baseball,usa,pcl,1.50,15,1.4207,0.0000,-1.0000,-2.3772
baseball,world,friendly-international,1.20,3,1.1733,0.6667,-0.2267,-1.2564
baseball,world,friendly-international,1.30,3,1.2300,0.6667,-0.1767,-0.7826
baseball,world,friendly-international,1.40,3,1.3333,0.6667,-0.1267,-0.3333
baseball,world,friendly-international,1.50,4,1.4550,0.5000,-0.2500,-0.5989
baseball,world,pan-american-games,1.10,1,1.0800,1.0000,0.0800,1.0000
baseball,world,pan-american-games,1.20,4,1.1400,1.0000,0.1400,1.0000
baseball,world,pan-american-games,1.30,1,1.2200,1.0000,0.2200,1.0000
baseball,world,pan-american-games,1.40,1,1.3800,1.0000,0.3800,1.0000
baseball,world,universiade,1.20,3,1.1700,0.6667,-0.2233,-1.2941
baseball,world,universiade,1.30,1,1.2500,0.0000,-1.0000,-4.0000
baseball,world,universiade,1.50,1,1.4500,0.0000,-1.0000,-2.2222
baseball,world,wbsc-premier-12,1.20,2,1.1650,1.0000,0.1650,1.0000
baseball,world,wbsc-premier-12,1.30,3,1.2500,0.6667,-0.1800,-0.6667
baseball,world,wbsc-premier-12,1.50,2,1.4850,1.0000,0.4850,1.0000
baseball,world,world-baseball-classic,1.10,17,1.0465,0.8235,-0.1382,-2.9739
baseball,world,world-baseball-classic,1.20,15,1.1513,0.8000,-0.0780,-0.5216
baseball,world,world-baseball-classic,1.30,13,1.2569,0.8462,0.0615,0.2474
baseball,world,world-baseball-classic,1.40,14,1.3393,0.6429,-0.1357,-0.4098
baseball,world,world-baseball-classic,1.50,19,1.4505,0.4737,-0.3168,-0.6945
basketball,africa,africa-champions-cup,1.10,3,1.0433,1.0000,0.0433,1.0000
basketball,africa,africa-champions-cup,1.20,4,1.1750,0.5000,-0.4050,-2.3571
basketball,africa,africa-champions-cup,1.30,1,1.3000,1.0000,0.3000,1.0000
basketball,africa,africa-champions-cup,1.40,1,1.4000,0.0000,-1.0000,-2.5000
basketball,africa,africa-champions-cup,1.50,3,1.4533,0.6667,-0.0433,-0.0686
basketball,africa,african-championship-u16,1.50,1,1.4100,0.0000,-1.0000,-2.4390
basketball,africa,african-championship-women,1.10,6,1.0383,1.0000,0.0383,1.0000
basketball,africa,african-championship-women,1.20,2,1.1400,1.0000,0.1400,1.0000
basketball,africa,african-championship-women,1.30,4,1.2700,0.7500,-0.0525,-0.1759
basketball,africa,african-championship-women,1.50,1,1.4300,1.0000,0.4300,1.0000
basketball,africa,african-championship,1.10,28,1.0407,0.8929,-0.0725,-1.7387
basketball,africa,african-championship,1.20,12,1.1558,0.7500,-0.1325,-0.8543
basketball,africa,african-championship,1.30,14,1.2500,0.5000,-0.3743,-1.5000
basketball,africa,african-championship,1.40,11,1.3627,0.7273,-0.0100,-0.0246
basketball,africa,african-championship,1.50,9,1.4744,0.8889,0.3122,0.6547
basketball,argentina,liga-a,1.30,22,1.2250,1.0000,0.2250,1.0000
basketball,argentina,liga-a,1.40,66,1.3567,0.5000,-0.3267,-0.9019
basketball,argentina,liga-a,1.50,32,1.4750,1.0000,0.4750,1.0000
basketball,argentina,super-4,1.50,1,1.4700,1.0000,0.4700,1.0000
basketball,asia,abl,1.10,24,1.0508,1.0000,0.0508,1.0000
basketball,asia,abl,1.20,30,1.1653,0.9667,0.1260,0.7651
basketball,asia,abl,1.30,34,1.2550,0.8235,0.0297,0.1315
basketball,asia,abl,1.40,26,1.3492,0.5385,-0.2792,-0.7831
basketball,asia,abl,1.50,15,1.4600,0.7333,0.0740,0.1536
basketball,asia,arab-championship,1.10,3,1.0567,1.0000,0.0567,1.0000
basketball,asia,arab-championship,1.20,1,1.2000,1.0000,0.2000,1.0000
basketball,asia,arab-championship,1.30,1,1.2100,1.0000,0.2100,1.0000
basketball,asia,arab-championship,1.40,1,1.3600,1.0000,0.3600,1.0000
basketball,asia,arab-championship,1.50,1,1.4300,1.0000,0.4300,1.0000
basketball,asia,asia-challenge,1.10,15,1.0420,0.8667,-0.0953,-2.3079
basketball,asia,asia-challenge,1.20,6,1.1500,1.0000,0.1500,1.0000
basketball,asia,asia-challenge,1.30,2,1.2850,1.0000,0.2850,1.0000
basketball,asia,asia-challenge,1.40,8,1.3488,0.6250,-0.1600,-0.4503
basketball,asia,asia-challenge,1.50,2,1.4850,0.0000,-1.0000,-2.0619
basketball,asia,asia-champions-cup,1.10,12,1.0517,1.0000,0.0517,1.0000
basketball,asia,asia-champions-cup,1.20,4,1.1625,0.7500,-0.1375,-0.7885
basketball,asia,asia-champions-cup,1.30,3,1.2400,0.6667,-0.1767,-0.7222
basketball,asia,asia-champions-cup,1.40,7,1.3529,0.5714,-0.2171,-0.6431
basketball,asia,asia-champions-cup,1.50,6,1.4567,1.0000,0.4567,1.0000
basketball,asia,asia-championship-u18,1.10,9,1.0533,0.8889,-0.0600,-1.1944
basketball,asia,asia-championship-u18,1.20,10,1.1550,0.4000,-0.5340,-3.4710
basketball,asia,asia-championship-u18,1.30,6,1.2300,1.0000,0.2300,1.0000
basketball,asia,asia-championship-u18,1.40,2,1.3600,1.0000,0.3600,1.0000
basketball,asia,asia-championship-u18,1.50,4,1.4375,0.7500,0.0775,0.1786
basketball,asia,asia-cup-women,1.10,12,1.0342,0.9167,-0.0575,-1.5224
basketball,asia,asia-cup-women,1.20,4,1.1750,0.7500,-0.1250,-0.6786
basketball,asia,asia-cup-women,1.30,3,1.2200,0.6667,-0.1900,-0.8485
basketball,asia,asia-cup-women,1.40,5,1.3280,0.6000,-0.1980,-0.6195
basketball,asia,asia-cup,1.10,99,1.0405,0.9798,0.0199,0.4810
basketball,asia,asia-cup,1.20,36,1.1311,0.8889,0.0050,0.0414
basketball,asia,asia-cup,1.30,26,1.2569,0.7692,-0.0346,-0.1290
basketball,asia,asia-cup,1.40,16,1.3438,0.6875,-0.0831,-0.2216
basketball,asia,asia-cup,1.50,11,1.4582,1.0000,0.4582,1.0000
basketball,asia,asian-games-women,1.20,1,1.1200,1.0000,0.1200,1.0000
basketball,asia,asian-games-women,1.30,1,1.2800,0.0000,-1.0000,-3.5714
basketball,asia,asian-games-women,1.40,1,1.3500,1.0000,0.3500,1.0000
basketball,asia,asian-games-women,1.50,1,1.4900,1.0000,0.4900,1.0000
basketball,asia,asian-games,1.10,11,1.0373,0.9091,-0.0600,-1.5299
basketball,asia,asian-games,1.20,7,1.1443,0.7143,-0.1914,-1.2659
basketball,asia,asian-games,1.30,1,1.3000,1.0000,0.3000,1.0000
basketball,asia,asian-games,1.40,2,1.3550,0.5000,-0.3450,-0.9085
basketball,asia,asian-games,1.50,3,1.4633,0.6667,-0.0367,-0.0528
basketball,asia,eaba-championship,1.30,1,1.2600,0.0000,-1.0000,-3.8462
basketball,asia,seaba-championship-women,1.10,1,1.0600,1.0000,0.0600,1.0000
basketball,asia,seaba-championship-women,1.30,1,1.2300,0.0000,-1.0000,-4.3478
basketball,asia,seaba-championship,1.10,2,1.0800,1.0000,0.0800,1.0000
basketball,asia,seaba-championship,1.20,1,1.1600,1.0000,0.1600,1.0000
basketball,asia,seaba-championship,1.40,1,1.3700,1.0000,0.3700,1.0000
basketball,asia,southeast-asian-games-women,1.10,1,1.0600,0.0000,-1.0000,-16.6667
basketball,asia,southeast-asian-games-women,1.50,1,1.4500,0.0000,-1.0000,-2.2222
basketball,asia,southeast-asian-games,1.10,1,1.0200,1.0000,0.0200,1.0000
basketball,australia-oceania,oceania-championship-u19,1.10,1,1.0200,1.0000,0.0200,1.0000
basketball,australia-oceania,oceania-championship-u19,1.20,1,1.1400,0.0000,-1.0000,-7.1429
basketball,australia-oceania,oceania-championship-women,1.10,1,1.0400,1.0000,0.0400,1.0000
basketball,australia-oceania,oceania-championship,1.20,1,1.1100,1.0000,0.1100,1.0000
basketball,australia-oceania,oceania-championship,1.30,2,1.2850,0.5000,-0.3500,-1.2544
basketball,australia,nbl,1.20,3,1.2000,1.0000,0.2000,1.0000
basketball,australia,nbl,1.30,6,1.2800,0.5000,-0.3600,-1.2857
basketball,australia,nbl,1.40,30,1.3490,0.8000,0.0820,0.2269
basketball,australia,nbl,1.50,24,1.4513,0.7500,0.0863,0.1960
basketball,australia,seabl-women,1.10,20,1.0575,1.0000,0.0575,1.0000
basketball,australia,seabl-women,1.20,11,1.1536,0.7273,-0.1627,-1.0479
basketball,australia,seabl-women,1.30,15,1.2520,1.0000,0.2520,1.0000
basketball,australia,seabl-women,1.40,16,1.3438,0.6875,-0.0694,-0.2216
basketball,australia,seabl-women,1.50,28,1.4686,0.7857,0.1493,0.3284
basketball,australia,seabl,1.10,18,1.0639,0.7778,-0.1694,-2.7005
basketball,australia,seabl,1.20,40,1.1588,0.7500,-0.1393,-0.8248
basketball,australia,seabl,1.30,53,1.2534,0.6604,-0.1728,-0.6799
basketball,australia,seabl,1.40,41,1.3471,0.8537,0.1532,0.4320
basketball,australia,seabl,1.50,29,1.4534,0.5172,-0.2452,-0.5474
basketball,australia,wnbl-women,1.10,89,1.0447,0.8764,-0.0869,-1.8874
basketball,australia,wnbl-women,1.20,41,1.1588,0.8537,-0.0139,-0.0680
basketball,australia,wnbl-women,1.30,56,1.2523,0.7857,-0.0188,-0.0635
basketball,australia,wnbl-women,1.40,26,1.3562,0.5769,-0.2185,-0.6110
basketball,australia,wnbl-women,1.50,49,1.4586,0.4694,-0.3151,-0.6877
basketball,austria,abl,1.10,51,1.0465,1.0000,0.0465,1.0000
basketball,austria,abl,1.20,50,1.1472,1.0000,0.1472,1.0000
basketball,austria,abl,1.30,38,1.2663,0.6579,-0.1695,-0.6267
basketball,austria,abl,1.40,65,1.3571,0.7538,0.0211,0.0645
basketball,austria,abl,1.50,30,1.4490,0.5667,-0.1790,-0.3984
basketball,austria,austria-cup,1.10,20,1.0335,1.0000,0.0335,1.0000
basketball,austria,austria-cup,1.20,4,1.1625,1.0000,0.1625,1.0000
basketball,austria,austria-cup,1.30,2,1.2900,1.0000,0.2900,1.0000
basketball,austria,austria-cup,1.40,4,1.3575,1.0000,0.3575,1.0000
basketball,austria,austria-cup,1.50,8,1.4675,0.7500,0.0938,0.2152
basketball,austria,awbl-women,1.10,1,1.0700,1.0000,0.0700,1.0000
basketball,austria,zweite-liga,1.10,23,1.0478,1.0000,0.0478,1.0000
basketball,austria,zweite-liga,1.20,12,1.1500,1.0000,0.1500,1.0000
basketball,austria,zweite-liga,1.30,6,1.2300,0.5000,-0.3850,-1.6739
basketball,austria,zweite-liga,1.40,4,1.3700,0.5000,-0.3275,-0.8514
basketball,bahrain,premier-league,1.10,41,1.0598,0.9512,0.0061,0.1349
basketball,bahrain,premier-league,1.20,17,1.1600,1.0000,0.1600,1.0000
basketball,bahrain,premier-league,1.30,24,1.2804,0.7500,-0.0413,-0.1415
basketball,bahrain,premier-league,1.40,16,1.3494,0.8750,0.1744,0.5172
basketball,bahrain,premier-league,1.50,7,1.4429,1.0000,0.4429,1.0000
basketball,belarus,premier-league,1.10,34,1.0506,0.9412,-0.0094,-0.2216
basketball,belarus,premier-league,1.20,28,1.1489,0.7857,-0.0921,-0.6531
basketball,belarus,premier-league,1.30,22,1.2445,0.7273,-0.0900,-0.3880
basketball,belarus,premier-league,1.40,23,1.3439,0.8261,0.1161,0.3204
basketball,belarus,premier-league,1.50,16,1.4563,0.5000,-0.2638,-0.5959
basketball,belgium,belgian-cup,1.10,1,1.1000,1.0000,0.1000,1.0000
basketball,belgium,belgian-cup,1.30,1,1.2200,1.0000,0.2200,1.0000
basketball,belgium,belgian-cup,1.40,3,1.3233,1.0000,0.3233,1.0000
basketball,belgium,belgian-cup,1.50,2,1.4650,0.5000,-0.2800,-0.5753
basketball,belgium,euromillions-basketball-league,1.10,22,1.0768,1.0000,0.0768,1.0000
basketball,belgium,euromillions-basketball-league,1.20,42,1.1610,0.9048,0.0486,0.3130
basketball,belgium,euromillions-basketball-league,1.30,37,1.2727,0.8108,0.0300,0.1171
basketball,belgium,euromillions-basketball-league,1.40,66,1.3509,0.6515,-0.1244,-0.3416
basketball,belgium,euromillions-basketball-league,1.50,64,1.4477,0.6875,-0.0073,-0.0106
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.10,7,1.0329,1.0000,0.0329,1.0000
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.20,4,1.1575,0.5000,-0.4100,-2.6746
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.30,3,1.2800,1.0000,0.2800,1.0000
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.40,6,1.3717,0.3333,-0.5533,-1.4604
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.50,10,1.4470,0.1000,-0.8550,-1.9134
basketball,brazil,lbf-women,1.10,28,1.0350,0.9286,-0.0429,-1.1122
basketball,brazil,lbf-women,1.20,23,1.1543,0.9130,0.0570,0.3497
basketball,brazil,lbf-women,1.30,15,1.2427,0.7333,-0.0940,-0.3656
basketball,brazil,lbf-women,1.40,20,1.3665,0.5500,-0.2500,-0.6778
basketball,brazil,lbf-women,1.50,6,1.4933,0.3333,-0.5033,-1.0180
basketball,brazil,nbb,1.10,8,1.0475,1.0000,0.0475,1.0000
basketball,brazil,nbb,1.20,64,1.1791,0.5781,-0.3203,-1.7779
basketball,brazil,nbb,1.30,64,1.2595,0.7031,-0.1178,-0.4408
basketball,brazil,nbb,1.40,59,1.3583,0.9661,0.3122,0.8715
basketball,brazil,nbb,1.50,49,1.4684,0.3673,-0.4514,-0.9834
basketball,bulgaria,bulgarian-cup,1.20,1,1.1200,1.0000,0.1200,1.0000
basketball,bulgaria,bulgarian-cup,1.40,1,1.3100,0.0000,-1.0000,-3.2258
basketball,bulgaria,nbl,1.10,113,1.0357,0.9381,-0.0296,-0.7989
basketball,bulgaria,nbl,1.20,48,1.1271,0.8542,-0.0356,-0.2934
basketball,bulgaria,nbl,1.30,38,1.2463,0.8158,0.0153,0.0679
basketball,bulgaria,nbl,1.40,32,1.3559,0.5938,-0.1913,-0.5476
basketball,bulgaria,nbl,1.50,25,1.4524,0.4400,-0.3596,-0.7978
basketball,canada,nbl,1.10,6,1.0333,1.0000,0.0333,1.0000
basketball,canada,nbl,1.20,8,1.1500,1.0000,0.1500,1.0000
basketball,canada,nbl,1.30,10,1.2380,0.5000,-0.3900,-1.6008
basketball,canada,nbl,1.40,27,1.3622,0.7037,-0.0426,-0.1143
basketball,canada,nbl,1.50,22,1.4682,0.4545,-0.3350,-0.7105
basketball,chile,lnb,1.20,3,1.1633,0.6667,-0.2200,-1.3741
basketball,chile,lnb,1.30,6,1.2100,1.0000,0.2100,1.0000
basketball,chile,lnb,1.40,2,1.3650,0.5000,-0.3150,-0.8699
basketball,chile,lnb,1.50,18,1.4333,0.0000,-1.0000,-2.3077
basketball,china,cba,1.10,54,1.0450,0.8333,-0.1267,-2.8704
basketball,china,cba,1.20,72,1.1450,0.8750,-0.0025,0.0129
basketball,china,cba,1.30,54,1.2617,0.5556,-0.3017,-1.1430
basketball,china,cba,1.40,102,1.3688,0.8824,0.2059,0.5634
basketball,china,cba,1.50,64,1.4594,0.5781,-0.1500,-0.3402
basketball,china,wcba-women,1.10,31,1.0535,1.0000,0.0535,1.0000
basketball,china,wcba-women,1.20,48,1.1535,0.8125,-0.0615,-0.4087
basketball,china,wcba-women,1.30,21,1.2690,1.0000,0.2690,1.0000
basketball,china,wcba-women,1.40,31,1.3571,0.7742,0.0503,0.1419
basketball,china,wcba-women,1.50,43,1.4547,0.6977,0.0163,0.0327
basketball,croatia,a1-liga,1.10,191,1.0494,0.9319,-0.0241,-0.4452
basketball,croatia,a1-liga,1.20,45,1.1436,0.9111,0.0449,0.2919
basketball,croatia,a1-liga,1.30,76,1.2632,0.7632,-0.0355,-0.1368
basketball,croatia,a1-liga,1.40,76,1.3624,0.6711,-0.0918,-0.2367
basketball,croatia,a1-liga,1.50,50,1.4506,0.8200,0.1960,0.4205
basketball,croatia,croatian-cup,1.10,5,1.0340,1.0000,0.0340,1.0000
basketball,croatia,croatian-cup,1.20,3,1.1433,1.0000,0.1433,1.0000
basketball,croatia,croatian-cup,1.30,2,1.2100,1.0000,0.2100,1.0000
basketball,croatia,croatian-cup,1.40,2,1.3250,1.0000,0.3250,1.0000
basketball,croatia,croatian-cup,1.50,3,1.4433,0.6667,-0.0467,-0.0852
basketball,cyprus,division-a,1.10,41,1.0412,1.0000,0.0412,1.0000
basketball,cyprus,division-a,1.20,7,1.1929,0.2857,-0.6571,-3.4180
basketball,cyprus,division-a,1.30,20,1.2670,0.7000,-0.1210,-0.4236
basketball,cyprus,division-a,1.40,6,1.3933,0.5000,-0.3000,-0.7712
basketball,cyprus,division-a,1.50,14,1.4686,0.8571,0.2586,0.5523
basketball,czech-republic,czech-cup-women,1.10,3,1.0633,1.0000,0.0633,1.0000
basketball,czech-republic,czech-cup-women,1.20,4,1.1650,1.0000,0.1650,1.0000
basketball,czech-republic,czech-cup-women,1.30,2,1.2400,1.0000,0.2400,1.0000
basketball,czech-republic,czech-cup-women,1.40,1,1.4000,0.0000,-1.0000,-2.5000
basketball,czech-republic,czech-cup-women,1.50,1,1.5000,0.0000,-1.0000,-2.0000
basketball,czech-republic,czech-cup,1.10,13,1.0215,0.9231,-0.0623,-2.6484
basketball,czech-republic,czech-cup,1.20,3,1.1533,1.0000,0.1533,1.0000
basketball,czech-republic,czech-cup,1.30,1,1.2200,0.0000,-1.0000,-4.5455
basketball,czech-republic,czech-cup,1.40,3,1.3567,1.0000,0.3567,1.0000
basketball,czech-republic,czech-cup,1.50,5,1.4520,0.8000,0.1580,0.3575
basketball,czech-republic,nbl,1.10,250,1.0356,0.9520,-0.0132,-0.3978
basketball,czech-republic,nbl,1.20,54,1.1494,1.0000,0.1494,1.0000
basketball,czech-republic,nbl,1.30,88,1.2591,0.6818,-0.1488,-0.5463
basketball,czech-republic,nbl,1.40,75,1.3531,0.8533,0.1501,0.4379
basketball,czech-republic,nbl,1.50,65,1.4549,0.5385,-0.2131,-0.4761
basketball,czech-republic,zbl-women,1.10,75,1.0357,0.9200,-0.0472,-1.3188
basketball,czech-republic,zbl-women,1.20,29,1.1641,0.8276,-0.0407,-0.2228
basketball,czech-republic,zbl-women,1.30,21,1.2771,0.2381,-0.6924,-2.5110
basketball,czech-republic,zbl-women,1.40,27,1.3611,0.5926,-0.1956,-0.5356
basketball,czech-republic,zbl-women,1.50,17,1.4753,0.5882,-0.1312,-0.2781
basketball,denmark,basketligaen,1.10,82,1.0615,0.9634,0.0220,0.3682
basketball,denmark,basketligaen,1.20,64,1.1528,0.7500,-0.1366,-0.8860
basketball,denmark,basketligaen,1.30,49,1.2529,0.9184,0.1492,0.5955
basketball,denmark,basketligaen,1.40,56,1.3548,0.7321,-0.0104,-0.0228
basketball,denmark,basketligaen,1.50,38,1.4584,0.3947,-0.4287,-0.9256
basketball,denmark,dameligaen-women,1.10,8,1.0475,1.0000,0.0475,1.0000
basketball,denmark,dameligaen-women,1.20,10,1.1560,1.0000,0.1560,1.0000
basketball,denmark,dameligaen-women,1.30,8,1.2700,1.0000,0.2700,1.0000
basketball,denmark,dameligaen-women,1.40,10,1.3440,0.4000,-0.4560,-1.3442
basketball,denmark,dameligaen-women,1.50,14,1.4586,0.8571,0.2543,0.5456
basketball,denmark,denmark-cup-women,1.10,1,1.1000,0.0000,-1.0000,-10.0000
basketball,denmark,denmark-cup-women,1.40,1,1.3100,1.0000,0.3100,1.0000
basketball,denmark,denmark-cup,1.10,4,1.0500,1.0000,0.0500,1.0000
basketball,denmark,denmark-cup,1.20,1,1.1600,1.0000,0.1600,1.0000
basketball,denmark,denmark-cup,1.40,1,1.3700,1.0000,0.3700,1.0000
basketball,denmark,denmark-cup,1.50,3,1.4367,0.0000,-1.0000,-2.2901
basketball,estonia,estonia-cup,1.10,1,1.1000,1.0000,0.1000,1.0000
basketball,estonia,estonia-cup,1.40,1,1.3900,0.0000,-1.0000,-2.5641
basketball,estonia,estonia-cup,1.50,1,1.4500,1.0000,0.4500,1.0000
basketball,estonia,korvpalli-meistriliiga,1.10,169,1.0336,0.8521,-0.1217,-3.5493
basketball,estonia,korvpalli-meistriliiga,1.20,50,1.1500,1.0000,0.1500,1.0000
basketball,estonia,korvpalli-meistriliiga,1.30,39,1.2433,0.5897,-0.2656,-1.0962
basketball,estonia,korvpalli-meistriliiga,1.40,64,1.3491,0.7813,0.0531,0.1546
basketball,estonia,korvpalli-meistriliiga,1.50,60,1.4603,0.5333,-0.2223,-0.4804
basketball,europe,aba-league,1.10,16,1.0550,1.0000,0.0550,1.0000
basketball,europe,aba-league,1.20,24,1.1567,1.0000,0.1567,1.0000
basketball,europe,aba-league,1.30,40,1.2560,0.7000,-0.1190,-0.4719
basketball,europe,aba-league,1.40,96,1.3571,0.6667,-0.0933,-0.2668
basketball,europe,aba-league,1.50,112,1.4536,0.5000,-0.2743,-0.6024
basketball,europe,acropolis-tournament,1.10,2,1.0250,0.5000,-0.4950,-19.5000
basketball,europe,acropolis-tournament,1.20,1,1.1100,1.0000,0.1100,1.0000
basketball,europe,acropolis-tournament,1.30,1,1.2200,1.0000,0.2200,1.0000
basketball,europe,alpe-adria-cup,1.10,1,1.0400,0.0000,-1.0000,-25.0000
basketball,europe,alpe-adria-cup,1.20,1,1.1700,1.0000,0.1700,1.0000
basketball,europe,alpe-adria-cup,1.30,5,1.2680,1.0000,0.2680,1.0000
basketball,europe,alpe-adria-cup,1.40,4,1.3575,0.2500,-0.6550,-1.8479
basketball,europe,alpe-adria-cup,1.50,4,1.4250,0.2500,-0.6375,-1.5147
basketball,europe,award-sofia,1.10,2,1.0200,1.0000,0.0200,1.0000
