Sport,Country,League Name,Margin,Total Records,Avg. Odd,Success Rate,Money Per Game,Kelly,Number Of Seasons,No Of Positive Seasons,Money Low,Money High
soccer,australia,npl-south-australian,1.30,20,1.2325,1.0000,0.2325,1.0000,4,4,0.21,0.27
soccer,austria,erste-liga,1.30,20,1.2678,1.0000,0.2678,1.0000,3,3,0.253333333333333,0.29
soccer,belgium,second-amateur-division-group-vfv-b,1.30,26,1.2350,1.0000,0.2350,1.0000,3,3,0.175,0.3
soccer,bosnia-and-herzegovina,premier-league,1.30,34,1.2089,1.0000,0.2089,1.0000,3,3,0.123333333333333,0.3
soccer,canada,csl,1.30,49,1.2205,1.0000,0.2205,1.0000,7,7,0.1625,0.28
soccer,china,fa-cup,1.50,29,1.3748,0.9100,0.2554,0.6699,5,5,0.0625,0.39
soccer,czech-republic,division-2,1.30,35,1.1858,1.0000,0.1858,1.0000,3,3,0.1725,0.205
soccer,czech-republic,youth-league,1.30,33,1.2517,1.0000,0.2517,1.0000,2,2,0.203333333333333,0.3
soccer,england,championship,1.50,33,1.4350,1.0000,0.4350,1.0000,2,2,0.4,0.47
soccer,england,vanarama-national-league,1.30,22,1.2600,1.0000,0.2600,1.0000,1,1,0.26,0.26
soccer,europe,champions-league,1.30,20,1.2675,1.0000,0.2675,1.0000,4,4,0.25,0.29
soccer,europe,euro-u17-women,1.50,34,1.3760,0.9600,0.3220,0.8536,5,5,0.12,0.426666666666667
soccer,europe,euro,1.30,21,1.0933,1.0000,0.0933,1.0000,1,1,0.0933333333333333,0.0933333333333333
soccer,finland,kakkonen-group-b,1.30,21,1.2533,1.0000,0.2533,1.0000,3,3,0.22,0.28
soccer,finland,kakkonen-west,1.50,33,1.3826,0.9500,0.3131,0.8193,4,4,0.184,0.365
soccer,france,ligue-2,1.50,32,1.4150,1.0000,0.4150,1.0000,3,3,0.385,0.43
soccer,fyr-of-macedonia,first-league,1.30,52,1.2608,0.9722,0.2278,0.8657,6,6,0.0316666666666667,0.29
soccer,germany,oberliga-hamburg,1.30,45,1.1713,1.0000,0.1713,1.0000,4,4,0.015,0.27
soccer,germany,oberliga-hessen,1.30,21,1.2067,1.0000,0.2067,1.0000,3,3,0.16,0.24
soccer,germany,regionalliga-north,1.30,32,1.2313,1.0000,0.2313,1.0000,4,4,0.125,0.28
soccer,germany,regionalliga-south,1.30,23,1.2183,1.0000,0.2183,1.0000,3,3,0.1,0.3
soccer,germany,regionalliga-sudwest,1.30,35,1.1825,1.0000,0.1825,1.0000,2,2,0.17,0.195
soccer,greece,division-c-group-a,1.30,24,1.2155,1.0000,0.2155,1.0000,4,4,0.0800000000000001,0.3
soccer,iceland,league-cup,1.30,36,1.2015,1.0000,0.2015,1.0000,7,7,0.142,0.285
soccer,kazakhstan,premier-league,1.30,23,1.2006,1.0000,0.2006,1.0000,3,3,0.166666666666667,0.25
soccer,portugal,segunda-liga,1.50,55,1.4263,0.8750,0.2425,0.5817,2,2,0.035,0.45
soccer,romania,liga-2-serie-2,1.30,22,1.2788,1.0000,0.2788,1.0000,4,4,0.235,0.3
soccer,serbia-and-montenegro,prva-liga,1.30,24,1.1567,1.0000,0.1567,1.0000,1,1,0.156666666666667,0.156666666666667
soccer,slovakia,2-liga-west,1.50,30,1.4433,1.0000,0.4433,1.0000,3,3,0.41,0.5
soccer,spain,laliga2,1.30,20,1.2650,1.0000,0.2650,1.0000,2,2,0.24,0.29
soccer,sweden,superettan,1.50,55,1.4029,1.0000,0.4029,1.0000,8,8,0.31,0.48
soccer,switzerland,1-liga-promotion,1.50,32,1.3925,0.9167,0.2800,0.7044,2,2,0.18,0.38
soccer,uruguay,primera-division,1.30,25,1.2760,1.0000,0.2760,1.0000,5,5,0.2,0.3
soccer,venezuela,primera-division,1.50,31,1.4350,1.0000,0.4350,1.0000,3,3,0.35,0.48
soccer,wales,premier-league,1.30,53,1.2279,1.0000,0.2279,1.0000,7,7,0.175,0.3
soccer,world,world-cup-women-u17,1.30,20,1.1136,1.0000,0.1136,1.0000,3,3,0.08,0.157142857142857
soccer,world,world-cup,1.50,88,1.4397,1.0000,0.4397,1.0000,2,2,0.426,0.453333333333333
volleyball,argentina,serie-a1,1.30,177,1.1367,0.9870,0.1214,0.8920,7,7,0.0563636363636364,0.19
volleyball,asia,asian-championship,1.30,68,1.1134,0.9459,0.0447,0.4689,3,3,0.00181818181818182,0.11
volleyball,belarus,division-a,1.30,24,1.0600,1.0000,0.0600,1.0000,1,1,0.06,0.06
volleyball,germany,2-bundesliga-north-women,1.50,57,1.4433,0.8857,0.2733,0.6279,3,3,0.13,0.45
volleyball,russia,victory-cup-women,1.30,40,1.1320,0.9000,0.0135,0.1424,1,1,0.0135,0.0135
volleyball,sweden,elitserien,1.30,214,1.1264,0.9439,0.0556,0.4998,7,7,2.01858731750028E-17,0.1525
volleyball,world,olympic-games,1.50,21,1.3925,1.0000,0.3925,1.0000,2,2,0.355,0.43
volleyball,world,world-championship-women,1.50,36,1.4088,0.7500,0.0538,0.1384,2,2,0.0325,0.075
volleyball,world,world-championship,1.50,48,1.3550,0.8167,0.1007,0.3002,2,2,0.088,0.113333333333333
