Sport,Country,League,Category,Total games,Succeful,Avg. Odd,Success rate,Total win,Win per game,Money Usage Rate,Season
soccer,south-korea,league-cup,1.5,4,3,1.46,0.75,0.4,0.1,0.2174,2011
soccer,south-korea,league-cup,1.3,1,0,1.28,0,-1,-1,-3.5714,2010
soccer,south-korea,league-cup,1.5,2,2,1.49,1,0.98,0.49,1,2010
soccer,south-korea,league-cup,1.5,1,1,1.49,1,0.49,0.49,1,2009
soccer,south-korea,national-league,1.5,2,2,1.46,1,0.92,0.46,1,2017
soccer,south-korea,national-league,1.3,3,0,1.29,0,-3,-1,-3.4483,2015
soccer,south-korea,national-league,1.4,3,3,1.36,1,1.08,0.36,1,2015
soccer,south-korea,national-league,1.5,3,0,1.5,0,-3,-1,-2,2015
soccer,south-korea,national-league,1.3,3,3,1.3,1,0.9,0.3,1,2014
soccer,south-korea,national-league,1.4,3,3,1.39,1,1.17,0.39,1,2014
soccer,south-korea,national-league,1.5,6,3,1.455,0.5,-1.68,-0.28,-0.6154,2014
soccer,south-korea,national-league,1.4,3,3,1.31,1,0.93,0.31,1,2013
soccer,south-korea,national-league,1.5,9,3,1.4733,0.3333,-4.68,-0.52,-1.0986,2013
soccer,south-korea,national-league,1.3,12,8,1.24,0.6667,-2.04,-0.17,-0.7083,2012
soccer,south-korea,national-league,1.4,8,4,1.38,0.5,-2.52,-0.315,-0.8289,2012
soccer,south-korea,national-league,1.5,12,8,1.4733,0.6667,-0.28,-0.0233,-0.0493,2012
soccer,south-korea,national-league,1.5,21,15,1.4614,0.7143,0.96,0.0457,0.0991,2011
soccer,spain,copa-de-la-reina-women,1.1,2,0,1.09,0,-2,-1,-11.1111,2017
soccer,spain,copa-de-la-reina-women,1.2,1,1,1.12,1,0.12,0.12,1,2017
soccer,spain,copa-del-rey,1.1,12,12,1.035,1,0.42,0.035,1,2016
soccer,spain,copa-del-rey,1.2,15,9,1.158,0.6,-4.59,-0.306,-1.9367,2016
soccer,spain,copa-del-rey,1.3,12,6,1.26,0.5,-4.44,-0.37,-1.4231,2016
soccer,spain,copa-del-rey,1.4,6,3,1.365,0.5,-1.86,-0.31,-0.8493,2016
soccer,spain,copa-del-rey,1.5,9,3,1.4433,0.3333,-4.71,-0.5233,-1.1805,2016
soccer,spain,copa-del-rey,1.1,3,3,1.08,1,0.24,0.08,1,2015
soccer,spain,copa-del-rey,1.2,9,9,1.12,1,1.08,0.12,1,2015
soccer,spain,copa-del-rey,1.3,15,15,1.246,1,3.69,0.246,1,2015
soccer,spain,copa-del-rey,1.4,21,15,1.3514,0.7143,-0.72,-0.0343,-0.0976,2015
soccer,spain,copa-del-rey,1.5,6,3,1.43,0.5,-1.68,-0.28,-0.6512,2015
soccer,spain,copa-del-rey,1.1,9,6,1.0467,0.6667,-2.7,-0.3,-6.4286,2014
soccer,spain,copa-del-rey,1.2,9,9,1.18,1,1.62,0.18,1,2014
soccer,spain,copa-del-rey,1.3,6,6,1.225,1,1.35,0.225,1,2014
soccer,spain,copa-del-rey,1.4,12,9,1.3425,0.75,0.03,0.0025,0.0073,2014
soccer,spain,copa-del-rey,1.5,9,6,1.4667,0.6667,-0.27,-0.03,-0.0643,2014
soccer,spain,copa-del-rey,1.1,18,18,1.06,1,1.08,0.06,1,2013
soccer,spain,copa-del-rey,1.2,18,18,1.1517,1,2.73,0.1517,1,2013
soccer,spain,copa-del-rey,1.3,18,9,1.2667,0.5,-6.63,-0.3683,-1.3813,2013
soccer,spain,copa-del-rey,1.4,12,9,1.35,0.75,0.09,0.0075,0.0214,2013
soccer,spain,copa-del-rey,1.5,6,6,1.425,1,2.55,0.425,1,2013
soccer,spain,copa-del-rey,1.1,6,6,1.07,1,0.42,0.07,1,2012
soccer,spain,copa-del-rey,1.2,15,12,1.146,0.8,-1.23,-0.082,-0.5616,2012
soccer,spain,copa-del-rey,1.3,9,3,1.24,0.3333,-5.31,-0.59,-2.4583,2012
soccer,spain,copa-del-rey,1.4,18,18,1.3433,1,6.18,0.3433,1,2012
soccer,spain,copa-del-rey,1.5,12,6,1.4375,0.5,-3.36,-0.28,-0.64,2012
soccer,spain,copa-del-rey,1.1,9,9,1.05,1,0.45,0.05,1,2011
soccer,spain,copa-del-rey,1.2,12,9,1.17,0.75,-1.5,-0.125,-0.7353,2011
soccer,spain,copa-del-rey,1.3,12,12,1.2525,1,3.03,0.2525,1,2011
soccer,spain,copa-del-rey,1.4,6,6,1.355,1,2.13,0.355,1,2011
soccer,spain,copa-del-rey,1.5,15,12,1.442,0.8,2.25,0.15,0.3394,2011
soccer,spain,copa-del-rey,1.1,9,9,1.0633,1,0.57,0.0633,1,2010
soccer,spain,copa-del-rey,1.2,12,9,1.135,0.75,-1.77,-0.1475,-1.0926,2010
soccer,spain,copa-del-rey,1.3,12,6,1.26,0.5,-4.26,-0.355,-1.3654,2010
soccer,spain,copa-del-rey,1.4,15,9,1.354,0.6,-2.82,-0.188,-0.5311,2010
soccer,spain,copa-del-rey,1.5,15,12,1.48,0.8,2.7,0.18,0.375,2010
soccer,spain,copa-del-rey,1.1,2,2,1.06,1,0.12,0.06,1,2009
soccer,spain,copa-del-rey,1.2,2,2,1.11,1,0.22,0.11,1,2009
soccer,spain,copa-del-rey,1.3,10,8,1.26,0.8,0,0,0,2009
soccer,spain,copa-del-rey,1.4,6,0,1.3733,0,-6,-1,-2.6786,2009
soccer,spain,copa-del-rey,1.5,2,2,1.42,1,0.84,0.42,1,2009
soccer,spain,copa-del-rey,1.2,18,18,1.16,1,2.88,0.16,1,2008
soccer,spain,copa-del-rey,1.3,9,0,1.2567,0,-9,-1,-3.8961,2008
soccer,spain,copa-del-rey,1.5,6,3,1.455,0.5,-1.65,-0.275,-0.6044,2008
soccer,spain,copa-del-rey,1.2,8,6,1.1475,0.75,-1.04,-0.13,-0.8814,2007
soccer,spain,copa-del-rey,1.3,8,6,1.2575,0.75,-0.54,-0.0675,-0.2621,2007
soccer,spain,copa-del-rey,1.4,2,0,1.35,0,-2,-1,-2.8571,2007
soccer,spain,copa-del-rey,1.5,12,6,1.4567,0.5,-3.22,-0.2683,-0.5876,2007
soccer,spain,copa-del-rey,1.1,4,4,1.075,1,0.3,0.075,1,2006
soccer,spain,copa-del-rey,1.2,12,12,1.15,1,1.8,0.15,1,2006
soccer,spain,copa-del-rey,1.3,4,2,1.26,0.5,-1.56,-0.39,-1.5,2006
soccer,spain,copa-del-rey,1.4,6,4,1.3333,0.6667,-0.7,-0.1167,-0.35,2006
soccer,spain,copa-del-rey,1.5,12,2,1.4833,0.1667,-9,-0.75,-1.5517,2006
soccer,spain,copa-del-rey,1.1,2,2,1.05,1,0.1,0.05,1,2005
soccer,spain,copa-del-rey,1.2,2,2,1.14,1,0.28,0.14,1,2005
soccer,spain,copa-del-rey,1.3,2,2,1.28,1,0.56,0.28,1,2005
soccer,spain,copa-del-rey,1.4,6,6,1.3667,1,2.2,0.3667,1,2005
soccer,spain,copa-del-rey,1.5,8,2,1.4575,0.25,-5.18,-0.6475,-1.4153,2005
soccer,spain,copa-del-rey,1.2,4,4,1.195,1,0.78,0.195,1,2004
soccer,spain,copa-del-rey,1.3,6,2,1.2333,0.3333,-3.54,-0.59,-2.5286,2004
soccer,spain,copa-del-rey,1.4,6,4,1.36,0.6667,-0.64,-0.1067,-0.2963,2004
soccer,spain,copa-del-rey,1.5,8,6,1.46,0.75,0.78,0.0975,0.212,2004
soccer,spain,laliga,1.1,40,40,1.072,1,2.88,0.072,1,2009
soccer,spain,laliga,1.1,32,32,1.0625,1,2,0.0625,1,2014
soccer,spain,laliga,1.1,24,24,1.0633,1,1.52,0.0633,1,2015
soccer,spain,laliga,1.1,32,32,1.0675,1,2.16,0.0675,1,2016
soccer,spain,laliga,1.2,24,24,1.18,1,4.32,0.18,1,2006
soccer,spain,laliga,1.2,32,32,1.15,1,4.8,0.15,1,2011
soccer,spain,laliga,1.2,32,16,1.1775,0.5,-12.96,-0.405,-2.2817,2013
soccer,spain,laliga,1.2,24,24,1.1667,1,4,0.1667,1,2015
soccer,spain,laliga,1.2,32,32,1.1475,1,4.72,0.1475,1,2016
soccer,spain,laliga,1.5,8,8,1.49,1,3.92,0.49,1,2015
soccer,spain,laliga,1.3,40,24,1.236,0.6,-10.08,-0.252,-1.0678,2006
soccer,spain,laliga,1.2,16,16,1.16,1,2.56,0.16,1,2014
soccer,spain,laliga,1.3,16,8,1.245,0.5,-5.76,-0.36,-1.4694,2014
soccer,spain,laliga,1.3,24,16,1.2833,0.6667,-3.28,-0.1367,-0.4824,2008
soccer,spain,laliga,1.5,16,8,1.41,0.5,-4.72,-0.295,-0.7195,2014
soccer,spain,laliga,1.1,16,8,1.07,0.5,-7.36,-0.46,-6.5714,2013
soccer,spain,laliga,1.3,32,24,1.2825,0.75,-1.36,-0.0425,-0.1504,2009
soccer,spain,laliga,1.3,40,40,1.252,1,10.08,0.252,1,2012
soccer,spain,laliga,1.4,16,16,1.36,1,5.76,0.36,1,2013
soccer,spain,laliga,1.5,8,8,1.45,1,3.6,0.45,1,2013
soccer,spain,laliga,1.2,16,16,1.185,1,2.96,0.185,1,2012
soccer,spain,laliga,1.3,32,8,1.2525,0.25,-21.6,-0.675,-2.6733,2013
soccer,spain,laliga,1.4,16,8,1.39,0.5,-4.8,-0.3,-0.7692,2012
soccer,spain,laliga,1.3,32,24,1.2525,0.75,-1.92,-0.06,-0.2376,2015
soccer,spain,laliga,1.3,40,40,1.234,1,9.36,0.234,1,2016
soccer,spain,laliga,1.3,16,8,1.27,0.5,-6.08,-0.38,-1.4074,2011
soccer,spain,laliga,1.4,24,12,1.38,0.5,-7.41,-0.3088,-0.8125,2003
soccer,spain,laliga,1.4,56,40,1.3586,0.7143,-1.44,-0.0257,-0.0717,2004
soccer,spain,laliga,1.1,8,8,1.1,1,0.8,0.1,1,2010
soccer,spain,laliga,1.2,16,16,1.165,1,2.64,0.165,1,2010
soccer,spain,laliga,1.3,16,8,1.265,0.5,-5.92,-0.37,-1.3962,2010
soccer,spain,laliga,1.4,32,32,1.385,1,12.32,0.385,1,2007
soccer,spain,laliga,1.4,24,24,1.3367,1,8.08,0.3367,1,2009
soccer,spain,laliga,1.4,32,16,1.35,0.5,-10.48,-0.3275,-0.9357,2010
soccer,spain,laliga,1.4,32,24,1.345,0.75,0.56,0.0175,0.0507,2011
soccer,spain,laliga,1.4,24,16,1.3533,0.6667,-2.72,-0.1133,-0.3208,2014
soccer,spain,laliga,1.4,32,32,1.35,1,11.2,0.35,1,2015
soccer,spain,laliga,1.4,32,32,1.3575,1,11.44,0.3575,1,2016
soccer,spain,laliga,1.5,32,16,1.45,0.5,-9.2,-0.2875,-0.6389,2005
soccer,spain,laliga,1.2,8,8,1.13,1,1.04,0.13,1,2007
soccer,spain,laliga,1.5,32,16,1.44,0.5,-8.64,-0.27,-0.6136,2006
soccer,spain,laliga,1.5,8,8,1.49,1,3.92,0.49,1,2007
soccer,spain,laliga,1.5,24,16,1.4733,0.6667,-0.4,-0.0167,-0.0352,2008
soccer,spain,laliga,1.5,24,16,1.4633,0.6667,-0.88,-0.0367,-0.0791,2009
soccer,spain,laliga,1.5,24,24,1.4433,1,10.64,0.4433,1,2010
soccer,spain,laliga,1.2,16,16,1.18,1,2.88,0.18,1,2005
soccer,spain,laliga,1.4,16,16,1.36,1,5.76,0.36,1,2005
soccer,spain,laliga,1.5,32,24,1.44,0.75,2.8,0.0875,0.1989,2011
soccer,spain,laliga,1.2,8,8,1.13,1,1.04,0.13,1,2004
soccer,spain,laliga,1.3,16,16,1.225,1,3.6,0.225,1,2004
soccer,spain,laliga,1.5,24,16,1.4667,0.6667,-0.56,-0.0233,-0.05,2012
soccer,spain,laliga,1.5,8,0,1.45,0,-8,-1,-2.2222,2004
soccer,spain,laliga,1.3,3,3,1.3,1,0.9,0.3,1,2003
soccer,spain,laliga,1.5,64,32,1.4638,0.5,-17.04,-0.2663,-0.5741,2016
soccer,spain,laliga,1.5,6,3,1.465,0.5,-1.65,-0.275,-0.5914,2003
soccer,spain,laliga2,1.2,10,10,1.16,1,1.6,0.16,1,2016
soccer,spain,laliga2,1.2,50,40,1.18,0.8,-2.7,-0.054,-0.3,2011
soccer,spain,laliga2,1.3,50,50,1.264,1,13.2,0.264,1,2008
soccer,spain,laliga2,1.3,20,20,1.275,1,5.5,0.275,1,2015
soccer,spain,laliga2,1.3,50,50,1.25,1,12.5,0.25,1,2011
soccer,spain,laliga2,1.5,20,10,1.44,0.5,-5.6,-0.28,-0.6364,2015
soccer,spain,laliga2,1.3,10,0,1.24,0,-10,-1,-4.1667,2014
soccer,spain,laliga2,1.4,24,16,1.3633,0.6667,-1.92,-0.08,-0.2202,2004
soccer,spain,laliga2,1.2,10,10,1.18,1,1.8,0.18,1,2013
soccer,spain,laliga2,1.4,10,0,1.39,0,-10,-1,-2.5641,2013
soccer,spain,laliga2,1.2,10,10,1.13,1,1.3,0.13,1,2012
soccer,spain,laliga2,1.3,10,10,1.24,1,2.4,0.24,1,2012
soccer,spain,laliga2,1.4,20,20,1.355,1,7.1,0.355,1,2012
soccer,spain,laliga2,1.5,20,20,1.435,1,8.7,0.435,1,2012
soccer,spain,laliga2,1.1,10,10,1.08,1,0.8,0.08,1,2011
soccer,spain,laliga2,1.4,45,18,1.362,0.4,-20.7,-0.46,-1.2707,2005
soccer,spain,laliga2,1.4,40,30,1.35,0.75,0.2,0.005,0.0143,2008
soccer,spain,laliga2,1.4,40,40,1.3475,1,13.9,0.3475,1,2009
soccer,spain,laliga2,1.3,20,20,1.245,1,4.9,0.245,1,2010
soccer,spain,laliga2,1.4,10,10,1.4,1,4,0.4,1,2010
soccer,spain,laliga2,1.4,50,40,1.358,0.8,4.2,0.084,0.2346,2011
soccer,spain,laliga2,1.2,10,10,1.13,1,1.3,0.13,1,2009
soccer,spain,laliga2,1.3,10,10,1.28,1,2.8,0.28,1,2009
soccer,spain,laliga2,1.4,30,20,1.3433,0.6667,-3.4,-0.1133,-0.3301,2014
soccer,spain,laliga2,1.5,20,20,1.48,1,9.6,0.48,1,2009
soccer,spain,laliga2,1.4,30,30,1.3467,1,10.4,0.3467,1,2015
soccer,spain,laliga2,1.4,40,30,1.35,0.75,0.8,0.02,0.0571,2016
soccer,spain,laliga2,1.5,10,0,1.48,0,-10,-1,-2.0833,2008
soccer,spain,laliga2,1.3,20,20,1.275,1,5.5,0.275,1,2007
soccer,spain,laliga2,1.4,20,10,1.36,0.5,-6.7,-0.335,-0.9306,2007
soccer,spain,laliga2,1.5,10,0,1.49,0,-10,-1,-2.0408,2007
soccer,spain,laliga2,1.5,10,10,1.44,1,4.4,0.44,1,2006
soccer,spain,laliga2,1.3,9,9,1.27,1,2.43,0.27,1,2005
soccer,spain,laliga2,1.5,25,20,1.452,0.8,3.8,0.152,0.3363,2003
soccer,spain,laliga2,1.5,27,18,1.4533,0.6667,-0.81,-0.03,-0.0662,2005
soccer,spain,laliga2,1.3,8,0,1.22,0,-8,-1,-4.5455,2004
soccer,spain,laliga2,1.5,60,50,1.4667,0.8333,13.1,0.2183,0.4679,2010
soccer,spain,laliga2,1.5,16,8,1.435,0.5,-4.4,-0.275,-0.6322,2004
soccer,spain,laliga2,1.2,5,5,1.2,1,1,0.2,1,2003
soccer,spain,laliga2,1.4,10,5,1.39,0.5,-3.1,-0.31,-0.7949,2003
soccer,spain,laliga2,1.5,30,10,1.4733,0.3333,-15,-0.5,-1.0563,2016
soccer,spain,primera-division-women,1.1,96,96,1.0394,1,3.78,0.0394,1,2011
soccer,spain,primera-division-women,1.1,55,55,1.0527,1,2.9,0.0527,1,2012
soccer,spain,primera-division-women,1.4,10,5,1.34,0.5,-3.25,-0.325,-0.9559,2016
soccer,spain,primera-division-women,1.5,10,10,1.43,1,4.3,0.43,1,2016
soccer,spain,primera-division-women,1.1,45,45,1.0356,1,1.6,0.0356,1,2015
soccer,spain,primera-division-women,1.2,20,20,1.145,1,2.9,0.145,1,2015
soccer,spain,primera-division-women,1.1,30,30,1.0517,1,1.55,0.0517,1,2016
soccer,spain,primera-division-women,1.4,10,5,1.35,0.5,-3.2,-0.32,-0.9143,2015
soccer,spain,primera-division-women,1.5,15,10,1.4767,0.6667,-0.25,-0.0167,-0.035,2015
soccer,spain,primera-division-women,1.1,10,10,1.035,1,0.35,0.035,1,2014
soccer,spain,primera-division-women,1.2,25,20,1.17,0.8,-1.75,-0.07,-0.4118,2012
soccer,spain,primera-division-women,1.3,20,20,1.245,1,4.9,0.245,1,2014
soccer,spain,primera-division-women,1.2,25,20,1.156,0.8,-1.65,-0.066,-0.4231,2014
soccer,spain,primera-division-women,1.5,10,10,1.47,1,4.7,0.47,1,2014
soccer,spain,primera-division-women,1.1,15,15,1.06,1,0.9,0.06,1,2013
soccer,spain,primera-division-women,1.2,15,10,1.16,0.6667,-3.25,-0.2167,-1.3542,2013
soccer,spain,primera-division-women,1.2,25,15,1.164,0.6,-7.55,-0.302,-1.8415,2016
soccer,spain,primera-division-women,1.3,24,18,1.255,0.75,-1.5,-0.0625,-0.2451,2011
soccer,spain,primera-division-women,1.3,25,15,1.256,0.6,-6.1,-0.244,-0.9531,2013
soccer,spain,primera-division-women,1.3,30,20,1.26,0.6667,-4.9,-0.1633,-0.6282,2015
soccer,spain,primera-division-women,1.4,35,20,1.3543,0.5714,-7.95,-0.2271,-0.6411,2012
soccer,spain,primera-division-women,1.3,15,15,1.2667,1,4,0.2667,1,2012
soccer,spain,primera-division-women,1.4,35,15,1.3671,0.4286,-14.45,-0.4129,-1.1245,2013
soccer,spain,primera-division-women,1.5,20,10,1.43,0.5,-5.75,-0.2875,-0.6686,2012
soccer,spain,primera-division-women,1.4,25,10,1.372,0.4,-11.45,-0.458,-1.2312,2014
soccer,spain,primera-division-women,1.2,18,18,1.1333,1,2.4,0.1333,1,2011
soccer,spain,primera-division-women,1.5,36,24,1.4417,0.6667,-1.5,-0.0417,-0.0943,2011
soccer,spain,primera-division-women,1.4,6,0,1.36,0,-6,-1,-2.7778,2011
soccer,spain,primera-division-women,1.5,30,5,1.4767,0.1667,-22.65,-0.755,-1.5839,2013
soccer,spain,segunda-division-b-group-1,1.2,18,18,1.18,1,3.24,0.18,1,2016
soccer,spain,segunda-division-b-group-1,1.3,18,18,1.26,1,4.68,0.26,1,2016
soccer,spain,segunda-division-b-group-1,1.4,18,18,1.34,1,6.12,0.34,1,2016
soccer,spain,segunda-division-b-group-1,1.4,40,24,1.36,0.6,-7.12,-0.178,-0.4944,2009
soccer,spain,segunda-division-b-group-1,1.2,18,9,1.15,0.5,-7.65,-0.425,-2.8333,2015
soccer,spain,segunda-division-b-group-1,1.4,9,0,1.4,0,-9,-1,-2.5,2015
soccer,spain,segunda-division-b-group-1,1.2,9,9,1.14,1,1.26,0.14,1,2014
soccer,spain,segunda-division-b-group-1,1.3,9,9,1.29,1,2.61,0.29,1,2014
soccer,spain,segunda-division-b-group-1,1.4,9,0,1.33,0,-9,-1,-3.0303,2014
soccer,spain,segunda-division-b-group-1,1.5,18,18,1.465,1,8.37,0.465,1,2014
soccer,spain,segunda-division-b-group-1,1.4,40,32,1.37,0.8,4,0.1,0.2703,2010
soccer,spain,segunda-division-b-group-1,1.3,9,9,1.25,1,2.25,0.25,1,2012
soccer,spain,segunda-division-b-group-1,1.4,9,0,1.36,0,-9,-1,-2.7778,2012
soccer,spain,segunda-division-b-group-1,1.5,32,16,1.455,0.5,-8.24,-0.2575,-0.5659,2009
soccer,spain,segunda-division-b-group-1,1.3,9,0,1.28,0,-9,-1,-3.5714,2011
soccer,spain,segunda-division-b-group-1,1.5,32,8,1.46,0.25,-20.16,-0.63,-1.3696,2010
soccer,spain,segunda-division-b-group-1,1.2,8,8,1.14,1,1.12,0.14,1,2010
soccer,spain,segunda-division-b-group-1,1.5,27,27,1.4733,1,12.78,0.4733,1,2011
soccer,spain,segunda-division-b-group-1,1.5,27,27,1.4367,1,11.79,0.4367,1,2012
soccer,spain,segunda-division-b-group-1,1.5,24,8,1.4633,0.3333,-12.32,-0.5133,-1.1079,2013
soccer,spain,segunda-division-b-group-1,1.5,27,18,1.4333,0.6667,-1.08,-0.04,-0.0923,2016
soccer,spain,segunda-division-b-group-1,1.3,1,1,1.26,1,0.26,0.26,1,2008
soccer,spain,segunda-division-b-group-1,1.4,1,0,1.38,0,-1,-1,-2.6316,2008
soccer,spain,segunda-division-b-group-1,1.5,3,2,1.4567,0.6667,-0.12,-0.04,-0.0876,2008
soccer,spain,segunda-division-b-group-2,1.2,9,9,1.11,1,0.99,0.11,1,2016
soccer,spain,segunda-division-b-group-2,1.4,24,8,1.3667,0.3333,-13.2,-0.55,-1.5,2009
soccer,spain,segunda-division-b-group-2,1.4,27,18,1.3767,0.6667,-2.43,-0.09,-0.2389,2015
soccer,spain,segunda-division-b-group-2,1.2,9,9,1.12,1,1.08,0.12,1,2015
soccer,spain,segunda-division-b-group-2,1.3,9,9,1.29,1,2.61,0.29,1,2015
soccer,spain,segunda-division-b-group-2,1.4,45,36,1.354,0.8,3.87,0.086,0.2429,2016
soccer,spain,segunda-division-b-group-2,1.5,32,24,1.4575,0.75,2.88,0.09,0.1967,2009
soccer,spain,segunda-division-b-group-2,1.3,9,9,1.27,1,2.43,0.27,1,2013
soccer,spain,segunda-division-b-group-2,1.4,18,18,1.335,1,6.03,0.335,1,2013
soccer,spain,segunda-division-b-group-2,1.5,32,8,1.465,0.25,-20.16,-0.63,-1.3548,2010
soccer,spain,segunda-division-b-group-2,1.3,9,9,1.3,1,2.7,0.3,1,2012
soccer,spain,segunda-division-b-group-2,1.5,18,0,1.455,0,-18,-1,-2.1978,2012
soccer,spain,segunda-division-b-group-2,1.4,9,0,1.33,0,-9,-1,-3.0303,2011
soccer,spain,segunda-division-b-group-2,1.5,45,36,1.446,0.8,7.02,0.156,0.3498,2011
soccer,spain,segunda-division-b-group-2,1.2,8,8,1.18,1,1.44,0.18,1,2010
soccer,spain,segunda-division-b-group-2,1.3,8,8,1.22,1,1.76,0.22,1,2010
soccer,spain,segunda-division-b-group-2,1.4,8,8,1.32,1,2.56,0.32,1,2010
soccer,spain,segunda-division-b-group-2,1.5,27,18,1.4467,0.6667,-0.99,-0.0367,-0.0821,2013
soccer,spain,segunda-division-b-group-2,1.5,27,9,1.44,0.3333,-13.86,-0.5133,-1.1667,2015
soccer,spain,segunda-division-b-group-2,1.5,36,18,1.445,0.5,-10.08,-0.28,-0.6292,2016
soccer,spain,segunda-division-b-group-2,1.3,1,1,1.25,1,0.25,0.25,1,2008
soccer,spain,segunda-division-b-group-2,1.4,1,1,1.34,1,0.34,0.34,1,2008
soccer,spain,segunda-division-b-group-2,1.5,3,2,1.4733,0.6667,-0.05,-0.0167,-0.0352,2008
soccer,spain,segunda-division-b-group-3,1.4,18,18,1.365,1,6.57,0.365,1,2016
soccer,spain,segunda-division-b-group-3,1.3,24,8,1.2967,0.3333,-13.6,-0.5667,-1.9101,2015
soccer,spain,segunda-division-b-group-3,1.4,32,24,1.3675,0.75,1.12,0.035,0.0952,2009
soccer,spain,segunda-division-b-group-3,1.4,27,9,1.37,0.3333,-14.4,-0.5333,-1.4414,2012
soccer,spain,segunda-division-b-group-3,1.5,8,0,1.5,0,-8,-1,-2,2015
soccer,spain,segunda-division-b-group-3,1.2,9,9,1.16,1,1.44,0.16,1,2014
soccer,spain,segunda-division-b-group-3,1.3,18,9,1.28,0.5,-6.3,-0.35,-1.25,2014
soccer,spain,segunda-division-b-group-3,1.4,9,9,1.37,1,3.33,0.37,1,2014
soccer,spain,segunda-division-b-group-3,1.2,9,9,1.16,1,1.44,0.16,1,2013
soccer,spain,segunda-division-b-group-3,1.4,18,9,1.325,0.5,-6.21,-0.345,-1.0615,2013
soccer,spain,segunda-division-b-group-3,1.5,9,0,1.45,0,-9,-1,-2.2222,2013
soccer,spain,segunda-division-b-group-3,1.4,24,16,1.3867,0.6667,-1.92,-0.08,-0.2069,2015
soccer,spain,segunda-division-b-group-3,1.5,9,9,1.49,1,4.41,0.49,1,2012
soccer,spain,segunda-division-b-group-3,1.3,8,8,1.22,1,1.76,0.22,1,2011
soccer,spain,segunda-division-b-group-3,1.5,32,16,1.4725,0.5,-8.24,-0.2575,-0.545,2010
soccer,spain,segunda-division-b-group-3,1.3,8,8,1.29,1,2.32,0.29,1,2010
soccer,spain,segunda-division-b-group-3,1.4,8,8,1.33,1,2.64,0.33,1,2010
soccer,spain,segunda-division-b-group-3,1.5,40,24,1.46,0.6,-5.04,-0.126,-0.2739,2011
soccer,spain,segunda-division-b-group-3,1.2,8,0,1.2,0,-8,-1,-5,2009
soccer,spain,segunda-division-b-group-3,1.3,16,8,1.26,0.5,-6.24,-0.39,-1.5,2009
soccer,spain,segunda-division-b-group-3,1.5,36,27,1.4375,0.75,2.97,0.0825,0.1886,2016
soccer,spain,segunda-division-b-group-3,1.5,16,16,1.45,1,7.2,0.45,1,2009
soccer,spain,segunda-division-b-group-3,1.5,3,3,1.4867,1,1.46,0.4867,1,2008
soccer,spain,segunda-division-b-group-4,1.2,36,36,1.1825,1,6.57,0.1825,1,2013
soccer,spain,segunda-division-b-group-4,1.3,9,9,1.21,1,1.89,0.21,1,2016
soccer,spain,segunda-division-b-group-4,1.4,9,9,1.36,1,3.24,0.36,1,2016
soccer,spain,segunda-division-b-group-4,1.2,36,18,1.1625,0.5,-15.03,-0.4175,-2.5692,2016
soccer,spain,segunda-division-b-group-4,1.3,9,0,1.21,0,-9,-1,-4.7619,2015
soccer,spain,segunda-division-b-group-4,1.4,48,48,1.35,1,16.8,0.35,1,2009
soccer,spain,segunda-division-b-group-4,1.5,9,0,1.49,0,-9,-1,-2.0408,2015
soccer,spain,segunda-division-b-group-4,1.3,9,0,1.23,0,-9,-1,-4.3478,2014
soccer,spain,segunda-division-b-group-4,1.4,27,9,1.3633,0.3333,-14.76,-0.5467,-1.5046,2015
soccer,spain,segunda-division-b-group-4,1.3,9,9,1.29,1,2.61,0.29,1,2013
soccer,spain,segunda-division-b-group-4,1.5,18,9,1.44,0.5,-5.13,-0.285,-0.6477,2013
soccer,spain,segunda-division-b-group-4,1.2,9,9,1.18,1,1.62,0.18,1,2012
soccer,spain,segunda-division-b-group-4,1.4,9,9,1.33,1,2.97,0.33,1,2012
soccer,spain,segunda-division-b-group-4,1.5,9,9,1.5,1,4.5,0.5,1,2012
soccer,spain,segunda-division-b-group-4,1.4,8,0,1.33,0,-8,-1,-3.0303,2011
soccer,spain,segunda-division-b-group-4,1.5,24,16,1.44,0.6667,-1.44,-0.06,-0.1364,2009
soccer,spain,segunda-division-b-group-4,1.2,8,8,1.16,1,1.28,0.16,1,2010
soccer,spain,segunda-division-b-group-4,1.3,8,0,1.25,0,-8,-1,-4,2010
soccer,spain,segunda-division-b-group-4,1.4,16,8,1.335,0.5,-5.28,-0.33,-0.9851,2010
soccer,spain,segunda-division-b-group-4,1.5,48,24,1.4483,0.5,-13.36,-0.2783,-0.6208,2010
soccer,spain,segunda-division-b-group-4,1.3,8,8,1.28,1,2.24,0.28,1,2009
soccer,spain,segunda-division-b-group-4,1.5,24,24,1.4667,1,11.2,0.4667,1,2011
soccer,spain,segunda-division-b-group-4,1.5,27,18,1.4333,0.6667,-1.08,-0.04,-0.0923,2016
soccer,spain,segunda-division-b-group-4,1.4,2,2,1.355,1,0.71,0.355,1,2008
soccer,spain,segunda-division-b-group-4,1.5,4,0,1.465,0,-4,-1,-2.1505,2008
soccer,spain,segunda-division-b-losers-play-offs,1.5,3,2,1.4333,0.6667,-0.12,-0.04,-0.0923,2016
soccer,spain,segunda-division-b-losers-play-offs,1.4,1,0,1.4,0,-1,-1,-2.5,2015
soccer,spain,segunda-division-b-losers-play-offs,1.5,1,0,1.45,0,-1,-1,-2.2222,2013
