basketball,africa,africa-champions-cup,1.10,5,5,1.0660,1.0000,0.33,0.0660,1.0000,2016
basketball,africa,africa-champions-cup,1.20,4,2,1.1750,0.5000,-1.62,-0.4050,-2.3143,2016
basketball,africa,africa-champions-cup,1.30,2,2,1.2750,1.0000,0.55,0.2750,1.0000,2016
basketball,africa,africa-champions-cup,1.40,3,1,1.3633,0.3333,-1.62,-0.5400,-1.4862,2016
basketball,africa,africa-champions-cup,1.50,3,2,1.4533,0.6667,-0.13,-0.0433,-0.0956,2016
basketball,africa,african-championship-u16,1.10,1,1,1.0800,1.0000,0.0800000000000001,0.0800,1.0000,2017
basketball,africa,african-championship-u16,1.50,1,0,1.4100,0.0000,-1,-1.0000,-2.4390,2017
basketball,africa,african-championship-women,1.10,11,10,1.0355,0.9091,-0.67,-0.0609,-1.7179,2015
basketball,africa,african-championship-women,1.20,4,4,1.1325,1.0000,0.53,0.1325,1.0000,2015
basketball,africa,african-championship-women,1.30,6,5,1.2717,0.8333,0.34,0.0567,0.2086,2015
basketball,africa,african-championship-women,1.40,1,1,1.3700,1.0000,0.37,0.3700,1.0000,2015
basketball,africa,african-championship-women,1.50,3,2,1.4433,0.6667,-0.16,-0.0533,-0.1203,2015
basketball,africa,african-championship,1.10,16,15,1.0306,0.9375,-0.52,-0.0325,-1.0612,2015
basketball,africa,african-championship,1.20,7,6,1.1329,0.8571,-0.22,-0.0314,-0.2366,2015
basketball,africa,african-championship,1.30,2,1,1.2700,0.5000,-0.76,-0.3800,-1.4074,2015
basketball,africa,african-championship,1.40,3,2,1.3400,0.6667,-0.29,-0.0967,-0.2843,2015
basketball,africa,african-championship,1.50,5,4,1.4520,0.8000,0.85,0.1700,0.3761,2015
basketball,africa,african-championship,1.10,22,21,1.0355,0.9545,-0.289999999999999,-0.0132,-0.3718,2013
basketball,africa,african-championship,1.20,4,1,1.1500,0.2500,-2.81,-0.7025,-4.6833,2013
basketball,africa,african-championship,1.30,5,3,1.2540,0.6000,-1.25,-0.2500,-0.9843,2013
basketball,africa,african-championship,1.40,6,5,1.3317,0.8333,0.63,0.1050,0.3166,2013
basketball,africa,african-championship,1.50,5,3,1.4440,0.6000,-0.7,-0.1400,-0.3153,2013
basketball,africa,african-championship,1.10,21,18,1.0205,0.8571,-2.66,-0.1267,-6.1860,2011
basketball,africa,african-championship,1.20,5,4,1.1440,0.8000,-0.46,-0.0920,-0.6389,2011
basketball,africa,african-championship,1.30,5,4,1.2680,0.8000,0.05,0.0100,0.0373,2011
