Sport,Country,League Name,Margin,Total Records,Success Records,Avg. Odd,Success Rate,Money Made,Money Per Game,Rate Of Available Money,Season
basketball,belgium,belgian-cup,1.50,5,4,1.4520,0.8000,0.77,0.1540,0.3407,
basketball,belgium,euromillions-basketball-league,1.10,193,181,1.0660,0.9378,-0.0599999999999885,-0.0003,-0.0047,
basketball,belgium,euromillions-basketball-league,1.20,273,244,1.1517,0.8938,7.50999999999999,0.0275,0.1814,
basketball,belgium,euromillions-basketball-league,1.30,174,139,1.2579,0.7989,0.990000000000002,0.0057,0.0221,
basketball,belgium,euromillions-basketball-league,1.40,220,147,1.3515,0.6682,-21.62,-0.0983,-0.2796,
basketball,belgium,euromillions-basketball-league,1.50,179,115,1.4453,0.6425,-13.04,-0.0728,-0.1636,
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.10,34,33,1.0462,0.9706,0.480000000000001,0.0141,0.3057,
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.20,23,21,1.1565,0.9130,1.33,0.0578,0.3694,
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.30,23,22,1.2539,0.9565,4.58,0.1991,0.7842,
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.40,17,9,1.3576,0.5294,-4.83,-0.2841,-0.7944,
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.50,21,10,1.4657,0.4762,-6.22,-0.2962,-0.6360,
basketball,brazil,lbf-women,1.10,99,94,1.0412,0.9495,-1.26,-0.0127,-0.3088,
basketball,brazil,lbf-women,1.20,49,45,1.1545,0.9184,2.93,0.0598,0.3871,
basketball,brazil,lbf-women,1.30,33,25,1.2485,0.7576,-1.86,-0.0564,-0.2268,
basketball,brazil,lbf-women,1.40,30,16,1.3660,0.5333,-8.1,-0.2700,-0.7377,
basketball,brazil,lbf-women,1.50,18,10,1.4794,0.5556,-3.26,-0.1811,-0.3778,
basketball,brazil,nbb,1.10,226,202,1.0627,0.8938,-11.19,-0.0495,-0.7897,
basketball,brazil,nbb,1.20,352,260,1.1564,0.7386,-52.86,-0.1502,-0.9602,
basketball,brazil,nbb,1.30,313,218,1.2641,0.6965,-37.7300000000001,-0.1205,-0.4564,
basketball,brazil,nbb,1.40,342,243,1.3527,0.7105,-13.3,-0.0389,-0.1103,
basketball,brazil,nbb,1.50,321,209,1.4564,0.6511,-16.41,-0.0511,-0.1120,
basketball,bulgaria,bulgarian-cup,1.10,15,14,1.0487,0.9333,-0.339999999999999,-0.0227,-0.4658,
basketball,bulgaria,bulgarian-cup,1.20,7,5,1.1443,0.7143,-1.29,-0.1843,-1.2772,
basketball,bulgaria,bulgarian-cup,1.30,5,3,1.2520,0.6000,-1.17,-0.2340,-0.9286,
basketball,bulgaria,bulgarian-cup,1.40,6,2,1.3517,0.3333,-3.27,-0.5450,-1.5498,
basketball,bulgaria,bulgarian-cup,1.50,3,3,1.4700,1.0000,1.41,0.4700,1.0000,
basketball,bulgaria,nbl,1.10,363,318,1.0423,0.8760,-31.9699999999999,-0.0881,-2.0800,
basketball,bulgaria,nbl,1.20,167,146,1.1412,0.8743,-0.620000000000005,-0.0037,-0.0263,
basketball,bulgaria,nbl,1.30,112,89,1.2497,0.7946,-0.870000000000002,-0.0078,-0.0311,
basketball,bulgaria,nbl,1.40,95,67,1.3547,0.7053,-4.25,-0.0447,-0.1261,
basketball,bulgaria,nbl,1.50,67,32,1.4539,0.4776,-20.32,-0.3033,-0.6682,
basketball,canada,nbl,1.10,22,20,1.0591,0.9091,-0.859999999999999,-0.0391,-0.6615,
basketball,canada,nbl,1.20,43,37,1.1572,0.8605,-0.270000000000001,-0.0063,-0.0399,
basketball,canada,nbl,1.30,56,40,1.2709,0.7143,-5.16,-0.0921,-0.3401,
basketball,canada,nbl,1.40,94,69,1.3654,0.7340,0.0900000000000016,0.0010,0.0026,
basketball,canada,nbl,1.50,88,56,1.4580,0.6364,-6.40000000000001,-0.0727,-0.1588,
basketball,chile,dimayor,1.10,1,1,1.1000,1.0000,0.1,0.1000,1.0000,
basketball,chile,lnb,1.10,7,7,1.0986,1.0000,0.690000000000001,0.0986,1.0000,
basketball,chile,lnb,1.20,11,10,1.1664,0.9091,0.679999999999999,0.0618,0.3716,
basketball,chile,lnb,1.30,58,39,1.2566,0.6724,-9.28,-0.1600,-0.6237,
basketball,chile,lnb,1.40,71,46,1.3515,0.6479,-8.98,-0.1265,-0.3598,
basketball,chile,lnb,1.50,60,33,1.4508,0.5500,-11.7,-0.1950,-0.4325,
basketball,china,cba,1.10,536,527,1.0518,0.9832,18.48,0.0345,0.6659,
basketball,china,cba,1.20,392,352,1.1446,0.8980,10.08,0.0257,0.1779,
basketball,china,cba,1.30,299,201,1.2542,0.6722,-47.67,-0.1594,-0.6271,
basketball,china,cba,1.40,308,253,1.3540,0.8214,35.26,0.1145,0.3234,
basketball,china,cba,1.50,214,124,1.4528,0.5794,-33.24,-0.1553,-0.3430,
basketball,china,wcba-women,1.10,201,197,1.0546,0.9801,6.78,0.0337,0.6175,
basketball,china,wcba-women,1.20,156,135,1.1492,0.8654,-1.11,-0.0071,-0.0477,
basketball,china,wcba-women,1.30,90,81,1.2640,0.9000,12.31,0.1368,0.5181,
basketball,china,wcba-women,1.40,105,81,1.3617,0.7714,5.45,0.0519,0.1435,
basketball,china,wcba-women,1.50,126,76,1.4488,0.6032,-15.81,-0.1255,-0.2796,
basketball,croatia,a1-liga,1.10,576,547,1.0456,0.9497,-4.76000000000002,-0.0083,-0.1811,
basketball,croatia,a1-liga,1.20,194,170,1.1493,0.8763,1.31999999999999,0.0068,0.0456,
basketball,croatia,a1-liga,1.30,218,179,1.2620,0.8211,7.5,0.0344,0.1313,
basketball,croatia,a1-liga,1.40,188,110,1.3587,0.5851,-39.05,-0.2077,-0.5791,
basketball,croatia,a1-liga,1.50,153,123,1.4558,0.8039,26.64,0.1741,0.3820,
basketball,croatia,croatian-cup,1.10,10,9,1.0470,0.9000,-0.6,-0.0600,-1.2766,
basketball,croatia,croatian-cup,1.20,7,7,1.1400,1.0000,0.98,0.1400,1.0000,
basketball,croatia,croatian-cup,1.30,4,4,1.2275,1.0000,0.91,0.2275,1.0000,
basketball,croatia,croatian-cup,1.40,6,6,1.3333,1.0000,2,0.3333,1.0000,
basketball,croatia,croatian-cup,1.50,4,3,1.4500,0.7500,0.33,0.0825,0.1833,
basketball,cyprus,division-a,1.10,126,126,1.0403,1.0000,5.08,0.0403,1.0000,
basketball,cyprus,division-a,1.20,34,26,1.1691,0.7647,-3.61,-0.1062,-0.6278,
basketball,cyprus,division-a,1.30,49,35,1.2678,0.7143,-4.9,-0.1000,-0.3735,
basketball,cyprus,division-a,1.40,45,34,1.3724,0.7556,1.63,0.0362,0.0973,
basketball,cyprus,division-a,1.50,84,57,1.4490,0.6786,-1.57,-0.0187,-0.0416,
basketball,czech-republic,czech-cup-women,1.10,6,6,1.0617,1.0000,0.37,0.0617,1.0000,
basketball,czech-republic,czech-cup-women,1.20,7,5,1.1557,0.7143,-1.22,-0.1743,-1.1193,
basketball,czech-republic,czech-cup-women,1.30,6,5,1.2733,0.8333,0.34,0.0567,0.2073,
basketball,czech-republic,czech-cup-women,1.40,4,3,1.3750,0.7500,0.1,0.0250,0.0667,
basketball,czech-republic,czech-cup-women,1.50,5,3,1.4660,0.6000,-0.64,-0.1280,-0.2747,
basketball,czech-republic,czech-cup,1.10,26,25,1.0346,0.9615,-0.189999999999999,-0.0073,-0.2111,
basketball,czech-republic,czech-cup,1.20,11,10,1.1564,0.9091,0.54,0.0491,0.3140,
basketball,czech-republic,czech-cup,1.30,2,0,1.2450,0.0000,-2,-1.0000,-4.0816,
basketball,czech-republic,czech-cup,1.40,7,7,1.3614,1.0000,2.53,0.3614,1.0000,
basketball,czech-republic,czech-cup,1.50,9,5,1.4489,0.5556,-1.78,-0.1978,-0.4406,
basketball,czech-republic,nbl,1.10,877,847,1.0384,0.9658,2.68999999999999,0.0031,0.0798,
basketball,czech-republic,nbl,1.20,286,237,1.1523,0.8287,-13.37,-0.0467,-0.3070,
basketball,czech-republic,nbl,1.30,288,240,1.2545,0.8333,12.2,0.0424,0.1665,
basketball,czech-republic,nbl,1.40,280,188,1.3521,0.6714,-26.33,-0.0940,-0.2670,
basketball,czech-republic,nbl,1.50,246,169,1.4488,0.6870,-1.55000000000002,-0.0063,-0.0140,
basketball,czech-republic,zbl-women,1.10,233,218,1.0403,0.9356,-6.38000000000001,-0.0274,-0.6787,
basketball,czech-republic,zbl-women,1.20,65,53,1.1715,0.8154,-3.03,-0.0466,-0.2717,
basketball,czech-republic,zbl-women,1.30,75,52,1.2620,0.6933,-9.57,-0.1276,-0.4870,
basketball,czech-republic,zbl-women,1.40,85,42,1.3526,0.4941,-28.17,-0.3314,-0.9399,
basketball,czech-republic,zbl-women,1.50,81,42,1.4654,0.5185,-19.29,-0.2381,-0.5117,
basketball,denmark,basketligaen,1.10,334,305,1.0488,0.9132,-14.18,-0.0425,-0.8699,
basketball,denmark,basketligaen,1.20,225,190,1.1505,0.8444,-6.7,-0.0298,-0.1979,
basketball,denmark,basketligaen,1.30,128,99,1.2508,0.7734,-4.30999999999999,-0.0337,-0.1343,
basketball,denmark,basketligaen,1.40,157,99,1.3596,0.6306,-23.17,-0.1476,-0.4105,
basketball,denmark,basketligaen,1.50,136,74,1.4524,0.5441,-28.73,-0.2113,-0.4670,
basketball,denmark,dameligaen-women,1.10,23,18,1.0574,0.7826,-4,-0.1739,-3.0303,
basketball,denmark,dameligaen-women,1.20,28,26,1.1579,0.9286,2.14,0.0764,0.4842,
basketball,denmark,dameligaen-women,1.30,28,24,1.2621,0.8571,2.3,0.0821,0.3134,
basketball,denmark,dameligaen-women,1.40,30,22,1.3407,0.7333,-0.399999999999999,-0.0133,-0.0391,
basketball,denmark,dameligaen-women,1.50,38,26,1.4595,0.6842,0.159999999999999,0.0042,0.0092,
basketball,denmark,denmark-cup-women,1.10,3,2,1.0800,0.6667,-0.86,-0.2867,-3.5833,
basketball,denmark,denmark-cup-women,1.30,1,1,1.2200,1.0000,0.22,0.2200,1.0000,
basketball,denmark,denmark-cup-women,1.40,1,1,1.3100,1.0000,0.31,0.3100,1.0000,
basketball,denmark,denmark-cup-women,1.50,1,0,1.4300,0.0000,-1,-1.0000,-2.3256,
basketball,denmark,denmark-cup,1.10,8,8,1.0525,1.0000,0.42,0.0525,1.0000,
basketball,denmark,denmark-cup,1.20,5,4,1.1600,0.8000,-0.38,-0.0760,-0.4750,
basketball,denmark,denmark-cup,1.30,2,1,1.2400,0.5000,-0.77,-0.3850,-1.6042,
basketball,denmark,denmark-cup,1.40,2,1,1.3650,0.5000,-0.63,-0.3150,-0.8630,
basketball,denmark,denmark-cup,1.50,4,1,1.4500,0.2500,-2.51,-0.6275,-1.3944,
basketball,estonia,estonia-cup,1.10,12,12,1.0467,1.0000,0.560000000000001,0.0467,1.0000,
basketball,estonia,estonia-cup,1.20,1,1,1.1500,1.0000,0.15,0.1500,1.0000,
basketball,estonia,estonia-cup,1.30,1,1,1.2100,1.0000,0.21,0.2100,1.0000,
basketball,estonia,estonia-cup,1.40,3,2,1.3667,0.6667,-0.29,-0.0967,-0.2636,
basketball,estonia,estonia-cup,1.50,3,3,1.4500,1.0000,1.35,0.4500,1.0000,
basketball,estonia,korvpalli-meistriliiga,1.10,422,381,1.0343,0.9028,-29.1199999999998,-0.0690,-2.0110,
basketball,estonia,korvpalli-meistriliiga,1.20,170,153,1.1522,0.9000,6.05999999999999,0.0356,0.2342,
basketball,estonia,korvpalli-meistriliiga,1.30,136,99,1.2444,0.7279,-12.93,-0.0951,-0.3890,
basketball,estonia,korvpalli-meistriliiga,1.40,107,74,1.3507,0.6916,-6.93,-0.0648,-0.1847,
basketball,estonia,korvpalli-meistriliiga,1.50,145,89,1.4579,0.6138,-15.92,-0.1098,-0.2398,
basketball,europe,aba-league,1.10,268,260,1.0621,0.9701,8.04000000000001,0.0300,0.4832,
basketball,europe,aba-league,1.20,220,196,1.1500,0.8909,5.4,0.0245,0.1636,
basketball,europe,aba-league,1.30,264,212,1.2556,0.8030,2.32,0.0088,0.0344,
basketball,europe,aba-league,1.40,264,200,1.3512,0.7576,6.04,0.0229,0.0651,
basketball,europe,aba-league,1.50,272,176,1.4549,0.6471,-16.16,-0.0594,-0.1306,
basketball,europe,acropolis-tournament,1.10,8,7,1.0488,0.8750,-0.65,-0.0813,-1.6667,
basketball,europe,acropolis-tournament,1.20,5,5,1.1400,1.0000,0.7,0.1400,1.0000,
basketball,europe,acropolis-tournament,1.30,5,4,1.2500,0.8000,0.01,0.0020,0.0080,
basketball,europe,acropolis-tournament,1.40,2,2,1.3850,1.0000,0.77,0.3850,1.0000,
basketball,europe,acropolis-tournament,1.50,2,1,1.4650,0.5000,-0.51,-0.2550,-0.5484,
basketball,europe,alpe-adria-cup,1.10,10,8,1.0610,0.8000,-1.52,-0.1520,-2.4918,
basketball,europe,alpe-adria-cup,1.20,8,7,1.1550,0.8750,0.12,0.0150,0.0968,
basketball,europe,alpe-adria-cup,1.30,13,11,1.2585,0.8462,0.9,0.0692,0.2679,
basketball,europe,alpe-adria-cup,1.40,11,8,1.3555,0.7273,-0.14,-0.0127,-0.0358,
basketball,europe,alpe-adria-cup,1.50,9,5,1.4444,0.5556,-1.75,-0.1944,-0.4375,
basketball,europe,award-sofia,1.10,3,3,1.0467,1.0000,0.14,0.0467,1.0000,
basketball,europe,award-sofia,1.20,1,1,1.1200,1.0000,0.12,0.1200,1.0000,
basketball,europe,award-sofia,1.40,1,0,1.4000,0.0000,-1,-1.0000,-2.5000,
basketball,europe,baltic-league-cup,1.10,3,2,1.0667,0.6667,-0.87,-0.2900,-4.3500,
basketball,europe,baltic-league-cup,1.20,2,1,1.1350,0.5000,-0.84,-0.4200,-3.1111,
basketball,europe,baltic-league-cup,1.30,4,2,1.2325,0.5000,-1.52,-0.3800,-1.6344,
basketball,europe,baltic-league-cup,1.40,5,3,1.3580,0.6000,-0.92,-0.1840,-0.5140,
basketball,europe,baltic-league-cup,1.50,2,1,1.4500,0.5000,-0.52,-0.2600,-0.5778,
basketball,europe,baltic-league-women,1.10,6,4,1.0500,0.6667,-1.78,-0.2967,-5.9333,
basketball,europe,baltic-league-women,1.20,4,3,1.1525,0.7500,-0.54,-0.1350,-0.8852,
basketball,europe,baltic-league-women,1.30,7,2,1.2586,0.2857,-4.48,-0.6400,-2.4751,
basketball,europe,baltic-league-women,1.40,4,3,1.3550,0.7500,0.0799999999999998,0.0200,0.0563,
basketball,europe,baltic-league-women,1.50,1,1,1.4100,1.0000,0.41,0.4100,1.0000,
basketball,europe,baltic-league,1.10,376,360,1.0430,0.9574,-1.08999999999999,-0.0029,-0.0675,
basketball,europe,baltic-league,1.20,195,177,1.1588,0.9077,10.11,0.0518,0.3266,
basketball,europe,baltic-league,1.30,188,126,1.2520,0.6702,-30.33,-0.1613,-0.6403,
basketball,europe,baltic-league,1.40,126,92,1.3560,0.7302,-1.28,-0.0102,-0.0285,
basketball,europe,baltic-league,1.50,118,76,1.4536,0.6441,-7.39,-0.0626,-0.1381,
basketball,europe,beko-leagues-cup,1.20,1,1,1.1300,1.0000,0.13,0.1300,1.0000,
basketball,europe,beko-leagues-cup,1.30,1,1,1.2400,1.0000,0.24,0.2400,1.0000,
basketball,europe,beko-leagues-cup,1.50,1,0,1.4300,0.0000,-1,-1.0000,-2.3256,
basketball,europe,bibl,1.10,78,69,1.0560,0.8846,-5.08,-0.0651,-1.1625,
basketball,europe,bibl,1.20,140,114,1.1566,0.8143,-8.33,-0.0595,-0.3798,
basketball,europe,bibl,1.30,77,64,1.2578,0.8312,3.44,0.0447,0.1733,
basketball,europe,bibl,1.40,82,56,1.3579,0.6829,-6.11999999999999,-0.0746,-0.2085,
basketball,europe,bibl,1.50,86,55,1.4537,0.6395,-6,-0.0698,-0.1538,
basketball,europe,cewl-women,1.10,11,11,1.0336,1.0000,0.37,0.0336,1.0000,
basketball,europe,cewl-women,1.20,4,3,1.1525,0.7500,-0.53,-0.1325,-0.8689,
basketball,europe,cewl-women,1.30,3,2,1.2800,0.6667,-0.42,-0.1400,-0.5000,
basketball,europe,cewl-women,1.40,1,1,1.4000,1.0000,0.4,0.4000,1.0000,
basketball,europe,cewl-women,1.50,2,2,1.4550,1.0000,0.91,0.4550,1.0000,
basketball,europe,champions-league,1.10,7,7,1.0900,1.0000,0.630000000000001,0.0900,1.0000,
basketball,europe,champions-league,1.20,63,49,1.1533,0.7778,-7.07,-0.1122,-0.7319,
basketball,europe,champions-league,1.30,63,63,1.2467,1.0000,15.54,0.2467,1.0000,
basketball,europe,champions-league,1.40,63,42,1.3456,0.6667,-6.37,-0.1011,-0.2926,
basketball,europe,champions-league,1.50,56,49,1.4463,0.8750,14.77,0.2638,0.5910,
basketball,europe,eewbl-women,1.10,12,12,1.0392,1.0000,0.47,0.0392,1.0000,
basketball,europe,eewbl-women,1.20,3,2,1.1567,0.6667,-0.67,-0.2233,-1.4255,
basketball,europe,eewbl-women,1.30,2,2,1.2500,1.0000,0.5,0.2500,1.0000,
basketball,europe,eewbl-women,1.40,4,4,1.3450,1.0000,1.38,0.3450,1.0000,
basketball,europe,eewbl-women,1.50,11,6,1.4600,0.5455,-2.25,-0.2045,-0.4447,
basketball,europe,eurobasket-b,1.10,4,4,1.0325,1.0000,0.13,0.0325,1.0000,
basketball,europe,eurobasket-b,1.20,1,0,1.1400,0.0000,-1,-1.0000,-7.1429,
basketball,europe,eurobasket-b,1.30,1,0,1.2900,0.0000,-1,-1.0000,-3.4483,
basketball,europe,eurobasket-b,1.40,1,1,1.3300,1.0000,0.33,0.3300,1.0000,
basketball,europe,eurobasket-b,1.50,1,1,1.4400,1.0000,0.44,0.4400,1.0000,
basketball,europe,eurobasket-u16-b,1.10,28,25,1.0332,0.8929,-2.32,-0.0829,-2.4946,
basketball,europe,eurobasket-u16-b,1.20,28,20,1.1571,0.7143,-4.99,-0.1782,-1.1341,
basketball,europe,eurobasket-u16-b,1.30,15,15,1.2560,1.0000,3.84,0.2560,1.0000,
basketball,europe,eurobasket-u16-b,1.40,17,11,1.3412,0.6471,-2.28,-0.1341,-0.3931,
basketball,europe,eurobasket-u16-b,1.50,16,12,1.4625,0.7500,1.52,0.0950,0.2054,
basketball,europe,eurobasket-u16,1.10,85,73,1.0632,0.8588,-7.31,-0.0860,-1.3613,
basketball,europe,eurobasket-u16,1.20,80,69,1.1568,0.8625,-0.370000000000003,-0.0046,-0.0295,
basketball,europe,eurobasket-u16,1.30,115,84,1.2610,0.7304,-9.11999999999999,-0.0793,-0.3039,
basketball,europe,eurobasket-u16,1.40,78,51,1.3606,0.6538,-8.52,-0.1092,-0.3029,
basketball,europe,eurobasket-u16,1.50,75,48,1.4548,0.6400,-5.36000000000001,-0.0715,-0.1571,
basketball,europe,eurobasket-u18-b,1.10,135,120,1.0569,0.8889,-8.6,-0.0637,-1.1198,
basketball,europe,eurobasket-u18-b,1.20,93,72,1.1504,0.7742,-10.22,-0.1099,-0.7305,
basketball,europe,eurobasket-u18-b,1.30,108,80,1.2595,0.7407,-7.08,-0.0656,-0.2526,
basketball,europe,eurobasket-u18-b,1.40,87,69,1.3578,0.7931,6.89000000000001,0.0792,0.2213,
basketball,europe,eurobasket-u18-b,1.50,123,73,1.4548,0.5935,-17.02,-0.1384,-0.3043,
basketball,europe,eurobasket-u18,1.10,103,94,1.0611,0.9126,-3.20999999999999,-0.0312,-0.5103,
basketball,europe,eurobasket-u18,1.20,114,93,1.1537,0.8158,-6.97,-0.0611,-0.3978,
basketball,europe,eurobasket-u18,1.30,110,79,1.2536,0.7182,-11.07,-0.1006,-0.3968,
basketball,europe,eurobasket-u18,1.40,119,94,1.3539,0.7899,8.28,0.0696,0.1966,
basketball,europe,eurobasket-u18,1.50,82,62,1.4546,0.7561,8.07,0.0984,0.2165,
basketball,europe,eurobasket-u20-b,1.10,184,162,1.0405,0.8804,-15.75,-0.0856,-2.1141,
basketball,europe,eurobasket-u20-b,1.20,92,65,1.1492,0.7065,-17.47,-0.1899,-1.2724,
basketball,europe,eurobasket-u20-b,1.30,76,61,1.2632,0.8026,0.969999999999999,0.0128,0.0485,
basketball,europe,eurobasket-u20-b,1.40,70,53,1.3516,0.7571,1.59,0.0227,0.0646,
basketball,europe,eurobasket-u20-b,1.50,54,37,1.4448,0.6852,-0.650000000000002,-0.0120,-0.0271,
basketball,europe,eurobasket-u20,1.10,109,99,1.0553,0.9083,-4.69,-0.0430,-0.7778,
basketball,europe,eurobasket-u20,1.20,117,91,1.1534,0.7778,-12.11,-0.1035,-0.6747,
basketball,europe,eurobasket-u20,1.30,120,83,1.2563,0.6917,-15.87,-0.1323,-0.5159,
basketball,europe,eurobasket-u20,1.40,112,79,1.3576,0.7054,-4.66,-0.0416,-0.1164,
basketball,europe,eurobasket-u20,1.50,135,94,1.4537,0.6963,1.26,0.0093,0.0206,
basketball,europe,eurobasket,1.10,167,152,1.0571,0.9102,-6.5,-0.0389,-0.6813,
basketball,europe,eurobasket,1.20,124,91,1.1550,0.7339,-18.68,-0.1506,-0.9719,
basketball,europe,eurobasket,1.30,135,93,1.2578,0.6889,-17.67,-0.1309,-0.5078,
basketball,europe,eurobasket,1.40,118,67,1.3575,0.5678,-27.25,-0.2309,-0.6460,
basketball,europe,eurobasket,1.50,87,53,1.4484,0.6092,-10.24,-0.1177,-0.2625,
basketball,europe,eurochallenge,1.10,127,106,1.0763,0.8346,-12.81,-0.1009,-1.3220,
basketball,europe,eurochallenge,1.20,222,204,1.1498,0.9189,12.1,0.0545,0.3638,
basketball,europe,eurochallenge,1.30,265,193,1.2525,0.7283,-23.03,-0.0869,-0.3442,
basketball,europe,eurochallenge,1.40,211,155,1.3682,0.7346,0.920000000000005,0.0044,0.0118,
basketball,europe,eurochallenge,1.50,184,130,1.4492,0.7065,4.51,0.0245,0.0546,
basketball,europe,eurocup-women,1.10,159,141,1.0475,0.8868,-11.46,-0.0721,-1.5159,
basketball,europe,eurocup-women,1.20,108,102,1.1614,0.9444,10.56,0.0978,0.6059,
basketball,europe,eurocup-women,1.30,111,90,1.2586,0.8108,1.83,0.0165,0.0637,
basketball,europe,eurocup-women,1.40,81,60,1.3641,0.7407,0.660000000000001,0.0081,0.0224,
basketball,europe,eurocup-women,1.50,102,48,1.4632,0.4706,-31.65,-0.3103,-0.6698,
basketball,europe,eurocup,1.10,160,134,1.0737,0.8375,-16.48,-0.1030,-1.3978,
basketball,europe,eurocup,1.20,309,259,1.1552,0.8382,-9.95000000000001,-0.0322,-0.2075,
basketball,europe,eurocup,1.30,347,273,1.2495,0.7867,-5.44,-0.0157,-0.0628,
basketball,europe,eurocup,1.40,367,214,1.3569,0.5831,-77.59,-0.2114,-0.5924,
basketball,europe,eurocup,1.50,345,201,1.4489,0.5826,-53.58,-0.1553,-0.3459,
basketball,europe,euroleague-women,1.10,410,388,1.0436,0.9463,-5.55000000000001,-0.0135,-0.3104,
basketball,europe,euroleague-women,1.20,206,176,1.1504,0.8544,-3.42000000000002,-0.0166,-0.1104,
basketball,europe,euroleague-women,1.30,150,111,1.2547,0.7400,-10.75,-0.0717,-0.2814,
basketball,europe,euroleague-women,1.40,141,102,1.3447,0.7234,-3.94,-0.0279,-0.0811,
basketball,europe,euroleague-women,1.50,130,99,1.4471,0.7615,13.25,0.1019,0.2280,
basketball,europe,euroleague,1.10,306,284,1.0646,0.9281,-4.00999999999999,-0.0131,-0.2029,
basketball,europe,euroleague,1.20,322,260,1.1689,0.8075,-18.43,-0.0572,-0.3388,
basketball,europe,euroleague,1.30,398,259,1.2592,0.6508,-72.2700000000001,-0.1816,-0.7006,
basketball,europe,euroleague,1.40,289,221,1.3425,0.7647,7.58000000000001,0.0262,0.0766,
basketball,europe,euroleague,1.50,224,141,1.4573,0.6295,-18.08,-0.0807,-0.1765,
basketball,europe,european-basketball-tour,1.10,1,1,1.0900,1.0000,0.0900000000000001,0.0900,1.0000,
basketball,europe,european-basketball-tour,1.30,1,1,1.2600,1.0000,0.26,0.2600,1.0000,
basketball,europe,european-basketball-tour,1.40,1,1,1.3300,1.0000,0.33,0.3300,1.0000,
basketball,europe,european-basketball-tour,1.50,5,2,1.4500,0.4000,-2.11,-0.4220,-0.9378,
basketball,europe,european-championship-u16-women,1.10,120,118,1.0522,0.9833,4.18,0.0348,0.6677,
basketball,europe,european-championship-u16-women,1.20,72,68,1.1531,0.9444,6.36,0.0883,0.5771,
basketball,europe,european-championship-u16-women,1.30,60,44,1.2483,0.7333,-4.96,-0.0827,-0.3329,
basketball,europe,european-championship-u16-women,1.40,52,32,1.3477,0.6154,-8.98,-0.1727,-0.4967,
basketball,europe,european-championship-u16-women,1.50,50,40,1.4488,0.8000,7.96,0.1592,0.3547,
basketball,europe,european-championship-u18-b-women,1.10,182,164,1.0467,0.9011,-10.68,-0.0587,-1.2565,
basketball,europe,european-championship-u18-b-women,1.20,72,64,1.1450,0.8889,1.2,0.0167,0.1149,
basketball,europe,european-championship-u18-b-women,1.30,108,80,1.2493,0.7407,-7.72,-0.0715,-0.2868,
basketball,europe,european-championship-u18-b-women,1.40,70,60,1.3474,0.8571,10.74,0.1534,0.4416,
basketball,europe,european-championship-u18-b-women,1.50,72,50,1.4528,0.6944,0.819999999999997,0.0114,0.0252,
basketball,europe,european-championship-u18-women,1.10,184,168,1.0448,0.9130,-9.02,-0.0490,-1.0947,
basketball,europe,european-championship-u18-women,1.20,94,70,1.1519,0.7447,-13.44,-0.1430,-0.9412,
basketball,europe,european-championship-u18-women,1.30,104,70,1.2567,0.6731,-16.28,-0.1565,-0.6097,
basketball,europe,european-championship-u18-women,1.40,92,72,1.3546,0.7826,5.56,0.0604,0.1704,
basketball,europe,european-championship-u18-women,1.50,72,48,1.4481,0.6667,-2.66,-0.0369,-0.0825,
basketball,europe,european-championship-u20-b-women,1.10,92,82,1.0386,0.8913,-6.99,-0.0760,-1.9690,
basketball,europe,european-championship-u20-b-women,1.20,34,26,1.1547,0.7647,-4.04,-0.1188,-0.7681,
basketball,europe,european-championship-u20-b-women,1.30,35,23,1.2577,0.6571,-6.06,-0.1731,-0.6718,
basketball,europe,european-championship-u20-b-women,1.40,25,18,1.3628,0.7200,-0.28,-0.0112,-0.0309,
basketball,europe,european-championship-u20-b-women,1.50,21,10,1.4638,0.4762,-6.28,-0.2990,-0.6448,
basketball,europe,european-championship-u20-women,1.10,138,126,1.0436,0.9130,-6.56,-0.0475,-1.0897,
basketball,europe,european-championship-u20-women,1.20,102,80,1.1510,0.7843,-9.98,-0.0978,-0.6481,
basketball,europe,european-championship-u20-women,1.30,104,80,1.2573,0.7692,-3.24,-0.0312,-0.1211,
basketball,europe,european-championship-u20-women,1.40,70,48,1.3631,0.6857,-4.62,-0.0660,-0.1817,
basketball,europe,european-championship-u20-women,1.50,90,54,1.4471,0.6000,-11.52,-0.1280,-0.2863,
basketball,europe,european-championship-women,1.10,147,137,1.0467,0.9320,-3.89999999999999,-0.0265,-0.5685,
basketball,europe,european-championship-women,1.20,90,72,1.1549,0.8000,-6.55,-0.0728,-0.4699,
basketball,europe,european-championship-women,1.30,113,73,1.2604,0.6460,-21.33,-0.1888,-0.7250,
basketball,europe,european-championship-women,1.40,99,66,1.3603,0.6667,-9.33,-0.0942,-0.2616,
basketball,europe,european-championship-women,1.50,71,53,1.4445,0.7465,5.48,0.0772,0.1736,
basketball,europe,fiba-europe-cup,1.10,49,49,1.0571,1.0000,2.8,0.0571,1.0000,
basketball,europe,fiba-europe-cup,1.20,81,75,1.1431,0.9259,4.87,0.0601,0.4202,
basketball,europe,fiba-europe-cup,1.30,84,62,1.2650,0.7381,-5.37,-0.0639,-0.2412,
