Sport,Country,League Name,Margin,Total Records,Success Records,Avg. Odd,Success Rate,Money Made,Money Per Game,Rate Of Available Money,Season
handball,france,coupe-de-france,1.10,19,19,1.0421,1.0000,0.800000000000001,0.0421,1.0000,
handball,france,coupe-de-france,1.20,15,12,1.1460,0.8000,-1.23,-0.0820,-0.5616,
handball,france,coupe-de-france,1.30,11,10,1.2473,0.9091,1.46,0.1327,0.5368,
handball,france,coupe-de-france,1.40,15,11,1.3467,0.7333,-0.159999999999999,-0.0107,-0.0308,
handball,france,coupe-de-france,1.50,9,3,1.4578,0.3333,-4.53,-0.5033,-1.0995,
handball,france,coupe-de-la-ligue-women,1.10,7,6,1.0614,0.8571,-0.67,-0.0957,-1.5581,
handball,france,coupe-de-la-ligue-women,1.20,3,2,1.1967,0.6667,-0.6,-0.2000,-1.0169,
handball,france,coupe-de-la-ligue-women,1.30,6,4,1.2633,0.6667,-0.98,-0.1633,-0.6203,
handball,france,coupe-de-la-ligue-women,1.40,4,2,1.3775,0.5000,-1.29,-0.3225,-0.8543,
handball,france,coupe-de-la-ligue-women,1.50,2,2,1.4350,1.0000,0.87,0.4350,1.0000,
handball,france,coupe-de-la-ligue,1.10,12,9,1.0442,0.7500,-2.6,-0.2167,-4.9057,
handball,france,coupe-de-la-ligue,1.20,12,11,1.1600,0.9167,0.779999999999999,0.0650,0.4063,
handball,france,coupe-de-la-ligue,1.30,14,10,1.2493,0.7143,-1.51,-0.1079,-0.4327,
handball,france,coupe-de-la-ligue,1.40,7,5,1.3714,0.7143,-0.14,-0.0200,-0.0538,
handball,france,coupe-de-la-ligue,1.50,7,4,1.4657,0.5714,-1.2,-0.1714,-0.3681,
handball,france,division-1-women,1.10,149,128,1.0517,0.8591,-15.03,-0.1009,-1.9494,
handball,france,division-1-women,1.20,121,91,1.1540,0.7521,-16.42,-0.1357,-0.8809,
handball,france,division-1-women,1.30,104,93,1.2551,0.8942,12.75,0.1226,0.4806,
handball,france,division-1-women,1.40,137,116,1.3684,0.8467,21.54,0.1572,0.4268,
handball,france,division-1-women,1.50,91,61,1.4522,0.6703,-1.94,-0.0213,-0.0471,
handball,france,lidl-starligue,1.10,374,338,1.0522,0.9037,-19.1,-0.0511,-0.9775,
handball,france,lidl-starligue,1.20,291,230,1.1563,0.7904,-25.12,-0.0863,-0.5525,
handball,france,lidl-starligue,1.30,253,189,1.2527,0.7470,-16.03,-0.0634,-0.2507,
handball,france,lidl-starligue,1.40,290,208,1.3488,0.7172,-9.35999999999998,-0.0323,-0.0925,
handball,france,lidl-starligue,1.50,242,136,1.4458,0.5620,-45.56,-0.1883,-0.4223,
handball,france,trophee-des-champions,1.20,3,3,1.1400,1.0000,0.42,0.1400,1.0000,
handball,france,trophee-des-champions,1.30,2,1,1.2500,0.5000,-0.75,-0.3750,-1.5000,
handball,france,trophee-des-champions,1.40,2,1,1.3500,0.5000,-0.68,-0.3400,-0.9714,
handball,fyr-of-macedonia,superleague,1.10,39,39,1.0397,1.0000,1.55,0.0397,1.0000,
handball,fyr-of-macedonia,superleague,1.20,16,16,1.1594,1.0000,2.55,0.1594,1.0000,
handball,fyr-of-macedonia,superleague,1.30,15,12,1.2473,0.8000,0.01,0.0007,0.0027,
handball,fyr-of-macedonia,superleague,1.40,14,8,1.3386,0.5714,-3.4,-0.2429,-0.7173,
handball,fyr-of-macedonia,superleague,1.50,15,7,1.4400,0.4667,-4.86,-0.3240,-0.7364,
handball,germany,1-bundesliga-women,1.10,329,304,1.0448,0.9240,-11.69,-0.0355,-0.7931,
handball,germany,1-bundesliga-women,1.20,209,179,1.1543,0.8565,-2.51000000000001,-0.0120,-0.0779,
handball,germany,1-bundesliga-women,1.30,167,134,1.2463,0.8024,0.0700000000000114,0.0004,0.0017,
handball,germany,1-bundesliga-women,1.40,132,89,1.3554,0.6742,-11.51,-0.0872,-0.2454,
handball,germany,1-bundesliga-women,1.50,118,76,1.4630,0.6441,-6.97,-0.0591,-0.1276,
handball,germany,2-bundesliga-women,1.10,3,3,1.0400,1.0000,0.12,0.0400,1.0000,
handball,germany,2-bundesliga-women,1.30,1,0,1.2500,0.0000,-1,-1.0000,-4.0000,
handball,germany,2-bundesliga-women,1.40,2,1,1.3550,0.5000,-0.64,-0.3200,-0.9014,
handball,germany,2-bundesliga-women,1.50,2,1,1.4750,0.5000,-0.55,-0.2750,-0.5789,
handball,germany,2-bundesliga,1.10,312,296,1.0556,0.9487,0.550000000000018,0.0018,0.0317,
handball,germany,2-bundesliga,1.20,257,187,1.1518,0.7276,-42.65,-0.1660,-1.0930,
handball,germany,2-bundesliga,1.30,271,191,1.2426,0.7048,-34.71,-0.1281,-0.5280,
handball,germany,2-bundesliga,1.40,273,186,1.3632,0.6813,-19.71,-0.0722,-0.1988,
handball,germany,2-bundesliga,1.50,252,133,1.4709,0.5278,-56.57,-0.2245,-0.4767,
handball,germany,bundesliga,1.10,1044,1005,1.0365,0.9626,-2.78000000000003,-0.0027,-0.0730,
handball,germany,bundesliga,1.20,610,520,1.1513,0.8525,-10.52,-0.0172,-0.1140,
handball,germany,bundesliga,1.30,568,442,1.2603,0.7782,-12.1,-0.0213,-0.0818,
handball,germany,bundesliga,1.40,530,324,1.3570,0.6113,-90.8600000000001,-0.1714,-0.4802,
handball,germany,bundesliga,1.50,368,231,1.4530,0.6277,-32.73,-0.0889,-0.1964,
handball,germany,dhb-pokal-women,1.10,41,40,1.0356,0.9756,0.370000000000001,0.0090,0.2534,
handball,germany,dhb-pokal-women,1.20,14,11,1.1621,0.7857,-1.18,-0.0843,-0.5198,
handball,germany,dhb-pokal-women,1.30,11,9,1.2536,0.8182,0.24,0.0218,0.0860,
handball,germany,dhb-pokal-women,1.40,9,7,1.3644,0.7778,0.52,0.0578,0.1585,
handball,germany,dhb-pokal-women,1.50,4,3,1.4650,0.7500,0.41,0.1025,0.2204,
handball,germany,dhb-pokal,1.10,210,207,1.0360,0.9857,4.51999999999999,0.0215,0.5971,
handball,germany,dhb-pokal,1.20,86,65,1.1480,0.7558,-11.5,-0.1337,-0.9034,
handball,germany,dhb-pokal,1.30,88,64,1.2585,0.7273,-7.22000000000001,-0.0820,-0.3174,
handball,germany,dhb-pokal,1.40,72,51,1.3669,0.7083,-2.29,-0.0318,-0.0867,
handball,germany,dhb-pokal,1.50,51,27,1.4584,0.5294,-11.71,-0.2296,-0.5009,
handball,germany,super-cup,1.20,1,1,1.1600,1.0000,0.16,0.1600,1.0000,
handball,germany,super-cup,1.30,1,1,1.2700,1.0000,0.27,0.2700,1.0000,
handball,germany,super-cup,1.40,1,1,1.3800,1.0000,0.38,0.3800,1.0000,
handball,greece,a1,1.10,214,203,1.0431,0.9486,-2.6,-0.0121,-0.2820,
handball,greece,a1,1.20,113,93,1.1522,0.8230,-6.05000000000001,-0.0535,-0.3517,
handball,greece,a1,1.30,116,88,1.2588,0.7586,-5.28,-0.0455,-0.1759,
handball,greece,a1,1.40,102,60,1.3552,0.5882,-20.48,-0.2008,-0.5653,
handball,greece,a1,1.50,86,42,1.4581,0.4884,-24.68,-0.2870,-0.6264,
handball,greece,greek-cup,1.10,6,4,1.0783,0.6667,-1.71,-0.2850,-3.6383,
handball,greece,greek-cup,1.20,5,4,1.1540,0.8000,-0.37,-0.0740,-0.4805,
handball,greece,greek-cup,1.30,4,3,1.2675,0.7500,-0.22,-0.0550,-0.2056,
handball,greece,greek-cup,1.40,1,1,1.3500,1.0000,0.35,0.3500,1.0000,
handball,greece,greek-cup,1.50,1,0,1.4800,0.0000,-1,-1.0000,-2.0833,
handball,hungary,hungarian-cup-women,1.10,3,3,1.0433,1.0000,0.13,0.0433,1.0000,
handball,hungary,hungarian-cup-women,1.20,3,1,1.1500,0.3333,-1.87,-0.6233,-4.1556,
handball,hungary,hungarian-cup-women,1.40,2,0,1.3750,0.0000,-2,-1.0000,-2.6667,
handball,hungary,hungarian-cup,1.10,1,1,1.0300,1.0000,0.03,0.0300,1.0000,
handball,hungary,hungarian-cup,1.20,3,3,1.1700,1.0000,0.51,0.1700,1.0000,
handball,hungary,hungarian-cup,1.40,2,1,1.3600,0.5000,-0.67,-0.3350,-0.9306,
handball,hungary,hungarian-cup,1.50,3,2,1.4333,0.6667,-0.15,-0.0500,-0.1154,
handball,hungary,nb-i-women,1.10,431,407,1.0392,0.9443,-8.55000000000004,-0.0198,-0.5059,
handball,hungary,nb-i-women,1.20,135,115,1.1503,0.8519,-2.73,-0.0202,-0.1345,
handball,hungary,nb-i-women,1.30,134,106,1.2643,0.7910,0.370000000000008,0.0028,0.0104,
handball,hungary,nb-i-women,1.40,120,63,1.3633,0.5250,-34.02,-0.2835,-0.7805,
handball,hungary,nb-i-women,1.50,109,85,1.4601,0.7798,14.93,0.1370,0.2977,
handball,hungary,nb-i,1.10,361,348,1.0320,0.9640,-2.07999999999999,-0.0058,-0.1799,
handball,hungary,nb-i,1.20,169,132,1.1529,0.7811,-17.57,-0.1040,-0.6800,
handball,hungary,nb-i,1.30,133,116,1.2641,0.8722,13.38,0.1006,0.3809,
handball,hungary,nb-i,1.40,176,116,1.3592,0.6591,-17.93,-0.1019,-0.2836,
handball,hungary,nb-i,1.50,140,81,1.4588,0.5786,-21.87,-0.1562,-0.3405,
handball,iceland,olis-deild-women,1.20,3,2,1.1567,0.6667,-0.72,-0.2400,-1.5319,
handball,iceland,olis-deild-women,1.30,5,5,1.2560,1.0000,1.28,0.2560,1.0000,
handball,iceland,olis-deild-women,1.40,10,6,1.3570,0.6000,-1.86,-0.1860,-0.5210,
handball,iceland,olis-deild-women,1.50,1,1,1.4800,1.0000,0.48,0.4800,1.0000,
handball,iceland,olis-deildin,1.10,36,26,1.0572,0.7222,-8.68,-0.2411,-4.2136,
handball,iceland,olis-deildin,1.20,55,42,1.1536,0.7636,-6.76,-0.1229,-0.8000,
handball,iceland,olis-deildin,1.30,73,39,1.2533,0.5342,-24.03,-0.3292,-1.2996,
handball,iceland,olis-deildin,1.40,96,54,1.3607,0.5625,-22.52,-0.2346,-0.6503,
handball,iceland,olis-deildin,1.50,84,52,1.4598,0.6190,-8.11,-0.0965,-0.2100,
handball,israel,division-1,1.10,78,69,1.0459,0.8846,-5.93,-0.0760,-1.6564,
handball,israel,division-1,1.20,110,83,1.1600,0.7545,-13.63,-0.1239,-0.7744,
handball,israel,division-1,1.30,66,47,1.2567,0.7121,-7.11,-0.1077,-0.4197,
handball,israel,division-1,1.40,121,83,1.3519,0.6860,-9.02999999999999,-0.0746,-0.2121,
handball,israel,division-1,1.50,35,24,1.4703,0.6857,0.29,0.0083,0.0176,
handball,italy,coppa-italia,1.10,3,3,1.0533,1.0000,0.16,0.0533,1.0000,
handball,italy,coppa-italia,1.20,1,1,1.1900,1.0000,0.19,0.1900,1.0000,
handball,italy,coppa-italia,1.30,1,1,1.2500,1.0000,0.25,0.2500,1.0000,
handball,italy,coppa-italia,1.40,2,1,1.3200,0.5000,-0.69,-0.3450,-1.0781,
handball,italy,serie-a,1.10,15,13,1.0540,0.8667,-1.33,-0.0887,-1.6420,
handball,italy,serie-a,1.20,13,11,1.1569,0.8462,-0.310000000000001,-0.0238,-0.1520,
handball,italy,serie-a,1.30,16,12,1.2494,0.7500,-1,-0.0625,-0.2506,
handball,italy,serie-a,1.40,9,8,1.3544,0.8889,1.79,0.1989,0.5611,
handball,italy,serie-a,1.50,7,6,1.4543,0.8571,1.73,0.2471,0.5440,
handball,latvia,synottip-virsliga,1.10,29,27,1.0538,0.9310,-0.559999999999999,-0.0193,-0.3590,
handball,latvia,synottip-virsliga,1.20,28,25,1.1479,0.8929,0.649999999999999,0.0232,0.1570,
handball,latvia,synottip-virsliga,1.30,21,12,1.2671,0.5714,-5.89,-0.2805,-1.0499,
handball,latvia,synottip-virsliga,1.40,21,16,1.3538,0.7619,0.72,0.0343,0.0969,
handball,latvia,synottip-virsliga,1.50,17,10,1.4559,0.5882,-2.5,-0.1471,-0.3226,
handball,lithuania,lietuvos-lyga,1.10,22,18,1.0582,0.8182,-2.84,-0.1291,-2.2187,
handball,lithuania,lietuvos-lyga,1.20,13,12,1.1369,0.9231,0.66,0.0508,0.3708,
handball,lithuania,lietuvos-lyga,1.30,12,12,1.2450,1.0000,2.94,0.2450,1.0000,
handball,lithuania,lietuvos-lyga,1.40,15,9,1.3407,0.6000,-2.96,-0.1973,-0.5793,
handball,lithuania,lietuvos-lyga,1.50,10,7,1.4570,0.7000,0.18,0.0180,0.0394,
handball,luxembourg,sales-lentz-league,1.10,2,2,1.0550,1.0000,0.11,0.0550,1.0000,
handball,luxembourg,sales-lentz-league,1.20,2,1,1.1550,0.5000,-0.85,-0.4250,-2.7419,
handball,luxembourg,sales-lentz-league,1.30,2,1,1.2850,0.5000,-0.72,-0.3600,-1.2632,
handball,luxembourg,sales-lentz-league,1.40,1,0,1.3700,0.0000,-1,-1.0000,-2.7027,
handball,montenegro,prva-liga,1.10,3,3,1.0267,1.0000,0.0800000000000001,0.0267,1.0000,
handball,montenegro,prva-liga,1.20,2,2,1.1750,1.0000,0.35,0.1750,1.0000,
handball,montenegro,prva-liga,1.30,2,2,1.2400,1.0000,0.48,0.2400,1.0000,
handball,montenegro,prva-liga,1.40,2,2,1.3400,1.0000,0.68,0.3400,1.0000,
handball,north-central-america,central-american-caribbean-games-women,1.10,2,1,1.0600,0.5000,-0.96,-0.4800,-8.0000,
handball,north-central-america,central-american-caribbean-games-women,1.20,1,1,1.1600,1.0000,0.16,0.1600,1.0000,
handball,north-central-america,central-american-caribbean-games-women,1.30,2,1,1.2350,0.5000,-0.78,-0.3900,-1.6596,
handball,north-central-america,central-american-caribbean-games-women,1.40,2,1,1.3350,0.5000,-0.66,-0.3300,-0.9851,
handball,north-central-america,central-american-caribbean-games-women,1.50,1,0,1.4400,0.0000,-1,-1.0000,-2.2727,
handball,north-central-america,central-american-caribbean-games,1.10,6,5,1.0200,0.8333,-0.9,-0.1500,-7.5000,
handball,north-central-america,central-american-caribbean-games,1.20,1,0,1.1600,0.0000,-1,-1.0000,-6.2500,
handball,north-central-america,central-american-caribbean-games,1.40,1,1,1.3600,1.0000,0.36,0.3600,1.0000,
handball,north-central-america,central-american-caribbean-games,1.50,1,1,1.5000,1.0000,0.5,0.5000,1.0000,
handball,norway,1-division-women,1.10,185,157,1.0578,0.8486,-19.69,-0.1064,-1.8419,
handball,norway,1-division-women,1.20,170,141,1.1652,0.8294,-5.4,-0.0318,-0.1923,
handball,norway,1-division-women,1.30,89,80,1.2616,0.8989,12.24,0.1375,0.5258,
handball,norway,1-division-women,1.40,123,69,1.3638,0.5610,-28.79,-0.2341,-0.6434,
handball,norway,1-division-women,1.50,88,63,1.4593,0.7159,3.73,0.0424,0.0923,
handball,norway,1-division,1.10,145,135,1.0531,0.9310,-2.94999999999999,-0.0203,-0.3831,
handball,norway,1-division,1.20,74,67,1.1531,0.9054,3.32,0.0449,0.2930,
handball,norway,1-division,1.30,101,68,1.2599,0.6733,-15.61,-0.1546,-0.5947,
handball,norway,1-division,1.40,88,72,1.3635,0.8182,10.11,0.1149,0.3160,
handball,norway,1-division,1.50,96,77,1.4581,0.8021,15.93,0.1659,0.3622,
handball,norway,grundigligaen-women,1.10,312,294,1.0336,0.9423,-8.22000000000001,-0.0263,-0.7851,
handball,norway,grundigligaen-women,1.20,135,99,1.1498,0.7333,-21.09,-0.1562,-1.0430,
handball,norway,grundigligaen-women,1.30,138,99,1.2591,0.7174,-13.17,-0.0954,-0.3683,
handball,norway,grundigligaen-women,1.40,99,75,1.3512,0.7576,2.31,0.0233,0.0664,
handball,norway,grundigligaen-women,1.50,78,48,1.4492,0.6154,-8.61,-0.1104,-0.2457,
handball,norway,grundigligaen,1.10,209,195,1.0478,0.9330,-4.63,-0.0222,-0.4639,
handball,norway,grundigligaen,1.20,252,177,1.1583,0.7024,-47.29,-0.1877,-1.1852,
handball,norway,grundigligaen,1.30,271,190,1.2530,0.7011,-33.1,-0.1221,-0.4829,
handball,norway,grundigligaen,1.40,306,226,1.3551,0.7386,0.950000000000006,0.0031,0.0087,
handball,norway,grundigligaen,1.50,180,101,1.4537,0.5611,-33.92,-0.1884,-0.4154,
handball,norway,nm-cup-women,1.10,30,28,1.0363,0.9333,-1.02,-0.0340,-0.9358,
handball,norway,nm-cup-women,1.20,7,6,1.1471,0.8571,-0.0800000000000003,-0.0114,-0.0777,
handball,norway,nm-cup-women,1.30,8,7,1.2575,0.8750,0.82,0.1025,0.3981,
handball,norway,nm-cup-women,1.40,4,4,1.3700,1.0000,1.48,0.3700,1.0000,
handball,norway,nm-cup-women,1.50,3,2,1.4600,0.6667,-0.0800000000000001,-0.0267,-0.0580,
handball,norway,nm-cup,1.10,14,11,1.0436,0.7857,-2.51,-0.1793,-4.1148,
handball,norway,nm-cup,1.20,9,7,1.1556,0.7778,-0.94,-0.1044,-0.6714,
handball,norway,nm-cup,1.30,7,6,1.2629,0.8571,0.54,0.0771,0.2935,
handball,norway,nm-cup,1.40,5,2,1.3600,0.4000,-2.33,-0.4660,-1.2944,
handball,norway,nm-cup,1.50,7,5,1.4671,0.7143,0.35,0.0500,0.1070,
handball,poland,polish-cup,1.30,1,1,1.2500,1.0000,0.25,0.2500,1.0000,
handball,poland,polish-cup,1.50,1,1,1.5000,1.0000,0.5,0.5000,1.0000,
handball,poland,superliga-women,1.10,259,252,1.0411,0.9730,3.14,0.0121,0.2948,
handball,poland,superliga-women,1.20,130,94,1.1515,0.7231,-21.58,-0.1660,-1.0954,
handball,poland,superliga-women,1.30,104,82,1.2601,0.7885,-0.889999999999997,-0.0086,-0.0329,
handball,poland,superliga-women,1.40,167,86,1.3582,0.5150,-50,-0.2994,-0.8358,
handball,poland,superliga-women,1.50,137,90,1.4661,0.6569,-5.29,-0.0386,-0.0828,
handball,poland,superliga,1.10,386,353,1.0398,0.9145,-19.3099999999999,-0.0500,-1.2572,
handball,poland,superliga,1.20,229,192,1.1607,0.8384,-6.5,-0.0284,-0.1766,
handball,poland,superliga,1.30,215,176,1.2673,0.8186,7.76000000000003,0.0361,0.1350,
handball,poland,superliga,1.40,227,129,1.3649,0.5683,-51.92,-0.2287,-0.6268,
handball,poland,superliga,1.50,292,189,1.4639,0.6473,-15.37,-0.0526,-0.1135,
handball,portugal,1a-divisao-women,1.10,3,3,1.0467,1.0000,0.14,0.0467,1.0000,
handball,portugal,1a-divisao-women,1.20,3,2,1.1600,0.6667,-0.71,-0.2367,-1.4792,
handball,portugal,1a-divisao-women,1.30,1,1,1.2300,1.0000,0.23,0.2300,1.0000,
handball,portugal,1a-divisao-women,1.40,3,2,1.3500,0.6667,-0.32,-0.1067,-0.3048,
handball,portugal,1a-divisao-women,1.50,4,3,1.4525,0.7500,0.36,0.0900,0.1989,
handball,portugal,andebol-1,1.10,283,259,1.0409,0.9152,-14.42,-0.0510,-1.2453,
handball,portugal,andebol-1,1.20,121,78,1.1573,0.6446,-30.52,-0.2522,-1.6038,
handball,portugal,andebol-1,1.30,173,127,1.2629,0.7341,-12.24,-0.0708,-0.2691,
handball,portugal,andebol-1,1.40,197,145,1.3553,0.7360,-1.25999999999999,-0.0064,-0.0180,
handball,portugal,andebol-1,1.50,150,92,1.4628,0.6133,-15.1,-0.1007,-0.2175,
handball,portugal,super-cup,1.40,1,0,1.3300,0.0000,-1,-1.0000,-3.0303,
handball,romania,liga-nationala-women,1.10,313,305,1.0457,0.9744,5.68999999999998,0.0182,0.3982,
handball,romania,liga-nationala-women,1.20,222,202,1.1541,0.9099,11.35,0.0511,0.3318,
handball,romania,liga-nationala-women,1.30,139,106,1.2576,0.7626,-5.57,-0.0401,-0.1555,
handball,romania,liga-nationala-women,1.40,155,109,1.3615,0.7032,-6.79000000000001,-0.0438,-0.1212,
handball,romania,liga-nationala-women,1.50,99,64,1.4603,0.6465,-5.86,-0.0592,-0.1286,
handball,romania,liga-nationala,1.10,179,167,1.0450,0.9330,-4.46,-0.0249,-0.5533,
handball,romania,liga-nationala,1.20,177,165,1.1578,0.9322,13.65,0.0771,0.4887,
handball,romania,liga-nationala,1.30,232,181,1.2524,0.7802,-6.21999999999999,-0.0268,-0.1062,
handball,romania,liga-nationala,1.40,165,129,1.3673,0.7818,11.25,0.0682,0.1856,
handball,romania,liga-nationala,1.50,184,109,1.4538,0.5924,-25.73,-0.1398,-0.3081,
handball,russia,russian-cup,1.10,11,11,1.0464,1.0000,0.51,0.0464,1.0000,
handball,russia,russian-cup,1.20,12,8,1.1458,0.6667,-2.87,-0.2392,-1.6400,
handball,russia,russian-cup,1.30,8,5,1.2550,0.6250,-1.82,-0.2275,-0.8922,
handball,russia,russian-cup,1.40,8,8,1.3563,1.0000,2.85,0.3563,1.0000,
handball,russia,russian-cup,1.50,3,3,1.4433,1.0000,1.33,0.4433,1.0000,
handball,russia,superleague-women,1.10,175,172,1.0370,0.9829,3.25,0.0186,0.5023,
handball,russia,superleague-women,1.20,78,60,1.1587,0.7692,-8.53,-0.1094,-0.6890,
handball,russia,superleague-women,1.30,89,73,1.2653,0.8202,3.31,0.0372,0.1402,
handball,russia,superleague-women,1.40,70,48,1.3596,0.6857,-4.74,-0.0677,-0.1883,
handball,russia,superleague-women,1.50,64,44,1.4358,0.6875,-0.860000000000001,-0.0134,-0.0308,
handball,russia,superleague,1.10,140,140,1.0429,1.0000,6.01,0.0429,1.0000,
handball,russia,superleague,1.20,117,99,1.1588,0.8462,-2.42,-0.0207,-0.1302,
handball,russia,superleague,1.30,138,107,1.2607,0.7754,-3.15,-0.0228,-0.0876,
handball,russia,superleague,1.40,161,96,1.3595,0.5963,-30.77,-0.1911,-0.5316,
handball,russia,superleague,1.50,99,44,1.4633,0.4444,-34.93,-0.3528,-0.7615,
handball,serbia,superliga,1.10,56,52,1.0645,0.9286,-0.789999999999997,-0.0141,-0.2188,
handball,serbia,superliga,1.20,68,59,1.1578,0.8676,0.269999999999999,0.0040,0.0252,
handball,serbia,superliga,1.30,69,59,1.2597,0.8551,5.31,0.0770,0.2963,
handball,serbia,superliga,1.40,105,76,1.3692,0.7238,-1.11,-0.0106,-0.0286,
handball,serbia,superliga,1.50,63,36,1.4571,0.5714,-10.46,-0.1660,-0.3632,
handball,slovakia,extraliga,1.10,239,214,1.0415,0.8954,-16.46,-0.0689,-1.6576,
handball,slovakia,extraliga,1.20,85,71,1.1582,0.8353,-3.03,-0.0356,-0.2253,
handball,slovakia,extraliga,1.30,72,64,1.2539,0.8889,8.29,0.1151,0.4535,
handball,slovakia,extraliga,1.40,69,50,1.3545,0.7246,-1.31,-0.0190,-0.0536,
handball,slovakia,extraliga,1.50,42,28,1.4729,0.6667,-0.990000000000001,-0.0236,-0.0498,
handball,slovenia,1-a-drl-women,1.10,98,93,1.0297,0.9490,-2.57,-0.0262,-0.8832,
handball,slovenia,1-a-drl-women,1.20,38,35,1.1539,0.9211,2.4,0.0632,0.4103,
handball,slovenia,1-a-drl-women,1.30,22,18,1.2518,0.8182,0.48,0.0218,0.0866,
handball,slovenia,1-a-drl-women,1.40,22,19,1.3855,0.8636,4.28,0.1945,0.5047,
handball,slovenia,1-a-drl-women,1.50,12,6,1.4675,0.5000,-3,-0.2500,-0.5348,
handball,slovenia,1-a-rl,1.10,6,5,1.0367,0.8333,-0.83,-0.1383,-3.7727,
handball,slovenia,1-a-rl,1.20,5,4,1.1460,0.8000,-0.41,-0.0820,-0.5616,
handball,slovenia,1-a-rl,1.30,1,1,1.2500,1.0000,0.25,0.2500,1.0000,
handball,slovenia,1-a-rl,1.40,1,1,1.3200,1.0000,0.32,0.3200,1.0000,
handball,slovenia,1-a-rl,1.50,1,0,1.5000,0.0000,-1,-1.0000,-2.0000,
handball,slovenia,1-nlb-lig,1.10,289,268,1.0394,0.9273,-10.6,-0.0367,-0.9306,
handball,slovenia,1-nlb-lig,1.20,156,130,1.1475,0.8333,-6.15999999999999,-0.0395,-0.2677,
handball,slovenia,1-nlb-lig,1.30,140,105,1.2574,0.7500,-7.93,-0.0566,-0.2200,
handball,slovenia,1-nlb-lig,1.40,142,79,1.3556,0.5563,-34.73,-0.2446,-0.6877,
handball,slovenia,1-nlb-lig,1.50,76,42,1.4561,0.5526,-15.07,-0.1983,-0.4348,
handball,south-korea,1st-league-women,1.10,92,90,1.0430,0.9783,1.82,0.0198,0.4596,
handball,south-korea,1st-league-women,1.20,22,20,1.1573,0.9091,1.24,0.0564,0.3584,
handball,south-korea,1st-league-women,1.30,26,16,1.2692,0.6154,-5.74,-0.2208,-0.8200,
handball,south-korea,1st-league-women,1.40,24,12,1.3675,0.5000,-7.62,-0.3175,-0.8639,
handball,south-korea,1st-league-women,1.50,22,14,1.4709,0.6364,-1.54,-0.0700,-0.1486,
handball,south-korea,1st-league,1.10,4,3,1.0900,0.7500,-0.73,-0.1825,-2.0278,
handball,south-korea,1st-league,1.20,15,10,1.1607,0.6667,-3.37,-0.2247,-1.3983,
handball,south-korea,1st-league,1.30,20,16,1.2600,0.8000,0.0800000000000001,0.0040,0.0154,
handball,south-korea,1st-league,1.40,15,10,1.3613,0.6667,-1.45,-0.0967,-0.2675,
handball,south-korea,1st-league,1.50,11,7,1.4491,0.6364,-0.76,-0.0691,-0.1538,
handball,spain,copa-asobal,1.10,7,7,1.0286,1.0000,0.2,0.0286,1.0000,
handball,spain,copa-asobal,1.20,2,1,1.1600,0.5000,-0.86,-0.4300,-2.6875,
handball,spain,copa-asobal,1.30,2,2,1.2550,1.0000,0.51,0.2550,1.0000,
handball,spain,copa-asobal,1.40,2,1,1.3400,0.5000,-0.69,-0.3450,-1.0147,
handball,spain,copa-asobal,1.50,1,0,1.4200,0.0000,-1,-1.0000,-2.3810,
handball,spain,copa-del-rey,1.10,27,26,1.0285,0.9630,-0.309999999999999,-0.0115,-0.4026,
handball,spain,copa-del-rey,1.20,26,19,1.1585,0.7308,-4,-0.1538,-0.9709,
handball,spain,copa-del-rey,1.30,16,13,1.2456,0.8125,0.22,0.0138,0.0560,
handball,spain,copa-del-rey,1.40,19,14,1.3595,0.7368,0.0800000000000007,0.0042,0.0117,
handball,spain,copa-del-rey,1.50,10,5,1.4590,0.5000,-2.69,-0.2690,-0.5861,
handball,spain,division-de-honor-plata,1.10,178,152,1.0515,0.8539,-18.32,-0.1029,-1.9978,
handball,spain,division-de-honor-plata,1.20,146,109,1.1613,0.7466,-19.6,-0.1342,-0.8323,
handball,spain,division-de-honor-plata,1.30,176,127,1.2628,0.7216,-15.81,-0.0898,-0.3418,
handball,spain,division-de-honor-plata,1.40,178,107,1.3610,0.6011,-32.2000000000001,-0.1809,-0.5012,
handball,spain,division-de-honor-plata,1.50,143,87,1.4613,0.6084,-16.2,-0.1133,-0.2456,
handball,spain,division-de-honor-women,1.10,398,352,1.0426,0.8844,-31.9399999999999,-0.0803,-1.8855,
handball,spain,division-de-honor-women,1.20,288,225,1.1582,0.7813,-27.39,-0.0951,-0.6011,
handball,spain,division-de-honor-women,1.30,197,128,1.2690,0.6497,-34.47,-0.1750,-0.6505,
handball,spain,division-de-honor-women,1.40,167,117,1.3634,0.7006,-6.92999999999999,-0.0415,-0.1142,
handball,spain,division-de-honor-women,1.50,107,70,1.4785,0.6542,-3.59,-0.0336,-0.0701,
handball,spain,liga-asobal,1.10,585,563,1.0369,0.9624,-2.33000000000001,-0.0040,-0.1080,
handball,spain,liga-asobal,1.20,327,277,1.1568,0.8471,-6.56000000000003,-0.0201,-0.1280,
handball,spain,liga-asobal,1.30,318,239,1.2577,0.7516,-17.34,-0.0545,-0.2116,
handball,spain,liga-asobal,1.40,374,278,1.3541,0.7433,2.01,0.0054,0.0152,
handball,spain,liga-asobal,1.50,317,195,1.4571,0.6151,-33.38,-0.1053,-0.2304,
handball,spain,supercopa,1.10,4,4,1.0325,1.0000,0.13,0.0325,1.0000,
