hockey,asia,asia-league,1.10,20,20,1.0525,1.0000,1.05,0.0525,1.0000,2016
hockey,asia,asia-league,1.30,30,15,1.2567,0.5000,-11.45,-0.3817,-1.4870,2016
hockey,asia,asia-league,1.40,25,20,1.3420,0.8000,1.9,0.0760,0.2222,2016
hockey,asia,asia-league,1.50,45,30,1.4500,0.6667,-1.3,-0.0289,-0.0642,2016
hockey,asia,asia-league,1.10,15,10,1.0367,0.6667,-4.55,-0.3033,-8.2727,2015
hockey,asia,asia-league,1.20,30,20,1.1750,0.6667,-6.35,-0.2117,-1.2095,2015
hockey,asia,asia-league,1.30,35,30,1.2529,0.8571,2.7,0.0771,0.3051,2015
hockey,asia,asia-league,1.40,10,10,1.3350,1.0000,3.35,0.3350,1.0000,2015
hockey,asia,asia-league,1.50,15,10,1.4400,0.6667,-0.800000000000001,-0.0533,-0.1212,2015
hockey,asia,asia-league,1.10,15,10,1.0533,0.6667,-4.35,-0.2900,-5.4375,2014
hockey,asia,asia-league,1.20,5,5,1.1100,1.0000,0.55,0.1100,1.0000,2014
hockey,asia,asia-league,1.30,5,5,1.2100,1.0000,1.05,0.2100,1.0000,2014
hockey,asia,asia-league,1.40,20,20,1.3375,1.0000,6.75,0.3375,1.0000,2014
hockey,asia,asia-league,1.50,25,20,1.4800,0.8000,4.6,0.1840,0.3833,2014
hockey,asia,asia-league,1.10,24,24,1.0267,1.0000,0.640000000000001,0.0267,1.0000,2013
hockey,asia,asia-league,1.30,16,8,1.2675,0.5000,-6.12,-0.3825,-1.4299,2013
hockey,asia,asia-league,1.40,16,12,1.3750,0.7500,0.6,0.0375,0.1000,2013
hockey,asia,asia-league,1.50,8,4,1.4600,0.5000,-2.2,-0.2750,-0.5978,2013
hockey,asia,asia-league,1.10,28,28,1.0886,1.0000,2.48,0.0886,1.0000,2012
hockey,asia,asia-league,1.20,24,24,1.1283,1.0000,3.08,0.1283,1.0000,2012
hockey,asia,asia-league,1.40,12,8,1.3933,0.6667,-0.880000000000001,-0.0733,-0.1864,2012
hockey,asia,asia-league,1.50,4,4,1.5000,1.0000,2,0.5000,1.0000,2012
hockey,asia,asia-league,1.10,26,24,1.0700,0.9231,-0.379999999999999,-0.0146,-0.2088,2010
hockey,asia,asia-league,1.20,8,8,1.1625,1.0000,1.3,0.1625,1.0000,2010
hockey,asia,asia-league,1.30,4,2,1.2500,0.5000,-1.5,-0.3750,-1.5000,2010
hockey,asia,asia-league,1.40,8,4,1.3875,0.5000,-2.4,-0.3000,-0.7742,2010
hockey,asia,asia-league,1.50,6,6,1.4833,1.0000,2.9,0.4833,1.0000,2010
hockey,asia,asia-league,1.10,27,27,1.0656,1.0000,1.77,0.0656,1.0000,2009
