baseball,australia,abl,1.40,3,0,1.4000,0.0000,-3,-1.0000,-2.5000,2014
baseball,australia,abl,1.50,9,9,1.4500,1.0000,4.05,0.4500,1.0000,2014
baseball,australia,abl,1.50,8,6,1.4775,0.7500,0.82,0.1025,0.2147,2013
baseball,colombia,lcbp,1.20,2,2,1.1100,1.0000,0.22,0.1100,1.0000,2015
baseball,colombia,lcbp,1.50,2,0,1.4800,0.0000,-2,-1.0000,-2.0833,2015
baseball,cuba,serie-nacional,1.40,22,11,1.4000,0.5000,-6.6,-0.3000,-0.7500,2016
baseball,cuba,serie-nacional,1.50,88,55,1.4763,0.6250,-6.82,-0.0775,-0.1627,2016
baseball,cuba,serie-nacional,1.50,44,22,1.4625,0.5000,-12.43,-0.2825,-0.6108,2014
baseball,czech-republic,extraliga,1.10,1,1,1.0600,1.0000,0.0600000000000001,0.0600,1.0000,2016
baseball,czech-republic,extraliga,1.20,3,2,1.1733,0.6667,-0.64,-0.2133,-1.2308,2016
baseball,czech-republic,extraliga,1.30,3,3,1.2633,1.0000,0.79,0.2633,1.0000,2016
baseball,czech-republic,extraliga,1.40,4,2,1.3600,0.5000,-1.29,-0.3225,-0.8958,2016
baseball,czech-republic,extraliga,1.50,4,4,1.4850,1.0000,1.94,0.4850,1.0000,2016
baseball,dominican-republic,lidom,1.50,4,4,1.4600,1.0000,1.84,0.4600,1.0000,2016
baseball,dominican-republic,lidom,1.50,4,4,1.4500,1.0000,1.8,0.4500,1.0000,2015
baseball,dominican-republic,lidom,1.50,4,4,1.5000,1.0000,2,0.5000,1.0000,2013
baseball,europe,european-championship,1.10,13,11,1.0500,0.8462,-1.46,-0.1123,-2.2462,2016
baseball,europe,european-championship,1.20,11,11,1.1600,1.0000,1.76,0.1600,1.0000,2016
baseball,europe,european-championship,1.30,4,4,1.2550,1.0000,1.02,0.2550,1.0000,2016
baseball,europe,european-championship,1.40,2,2,1.3600,1.0000,0.72,0.3600,1.0000,2016
baseball,europe,european-championship,1.50,4,1,1.4550,0.2500,-2.51,-0.6275,-1.3791,2016
baseball,europe,european-championship,1.10,17,16,1.0294,0.9412,-0.52,-0.0306,-1.0400,2014
baseball,europe,european-championship,1.20,8,7,1.1413,0.8750,-0.0599999999999998,-0.0075,-0.0531,2014
baseball,europe,european-championship,1.30,6,4,1.2517,0.6667,-1.01,-0.1683,-0.6689,2014
baseball,europe,european-championship,1.40,5,5,1.3640,1.0000,1.82,0.3640,1.0000,2014
baseball,europe,european-championship,1.50,3,2,1.4667,0.6667,-0.04,-0.0133,-0.0286,2014
baseball,europe,european-championship,1.10,16,16,1.0425,1.0000,0.680000000000001,0.0425,1.0000,2012
baseball,europe,european-championship,1.20,9,8,1.1333,0.8889,0.0899999999999999,0.0100,0.0750,2012
baseball,europe,european-championship,1.30,2,2,1.2150,1.0000,0.43,0.2150,1.0000,2012
baseball,europe,european-championship,1.40,2,2,1.3550,1.0000,0.71,0.3550,1.0000,2012
baseball,europe,european-championship,1.50,4,2,1.4650,0.5000,-1.09,-0.2725,-0.5860,2012
baseball,germany,bundesliga-north,1.10,1,1,1.1000,1.0000,0.1,0.1000,1.0000,2016
baseball,germany,bundesliga-north,1.30,3,3,1.2600,1.0000,0.78,0.2600,1.0000,2016
baseball,germany,bundesliga-north,1.50,2,0,1.4600,0.0000,-2,-1.0000,-2.1739,2016
baseball,germany,bundesliga-south,1.10,1,1,1.0800,1.0000,0.0800000000000001,0.0800,1.0000,2016
baseball,germany,bundesliga-south,1.20,1,1,1.1500,1.0000,0.15,0.1500,1.0000,2016
baseball,germany,bundesliga-south,1.30,2,2,1.2500,1.0000,0.5,0.2500,1.0000,2016
baseball,germany,bundesliga-south,1.40,3,2,1.3767,0.6667,-0.25,-0.0833,-0.2212,2016
baseball,germany,bundesliga-south,1.50,8,4,1.4663,0.5000,-2.19,-0.2738,-0.5871,2016
baseball,germany,bundesliga,1.30,1,1,1.2800,1.0000,0.28,0.2800,1.0000,2016
baseball,germany,bundesliga,1.50,2,0,1.4600,0.0000,-2,-1.0000,-2.1739,2016
baseball,italy,ibl,1.10,2,2,1.0650,1.0000,0.13,0.0650,1.0000,2016
baseball,italy,ibl,1.20,1,0,1.1400,0.0000,-1,-1.0000,-7.1429,2016
baseball,italy,ibl,1.30,2,1,1.2650,0.5000,-0.71,-0.3550,-1.3396,2016
baseball,italy,ibl,1.40,4,1,1.3775,0.2500,-2.6,-0.6500,-1.7219,2016
baseball,italy,ibl,1.50,5,3,1.4740,0.6000,-0.58,-0.1160,-0.2447,2016
baseball,italy,ibl,1.10,6,3,1.0800,0.5000,-2.76,-0.4600,-5.7500,2014
baseball,italy,ibl,1.40,9,6,1.4000,0.6667,-0.600000000000001,-0.0667,-0.1667,2014
baseball,italy,ibl,1.50,42,21,1.4707,0.5000,-11.04,-0.2629,-0.5584,2014
baseball,italy,ibl,1.10,8,8,1.0850,1.0000,0.680000000000001,0.0850,1.0000,2013
baseball,italy,ibl,1.20,48,48,1.1600,1.0000,7.67999999999999,0.1600,1.0000,2013
baseball,italy,ibl,1.30,24,20,1.2400,0.8333,0.88,0.0367,0.1528,2013
baseball,italy,ibl,1.40,12,8,1.3600,0.6667,-1.12,-0.0933,-0.2593,2013
baseball,italy,ibl,1.50,16,8,1.4750,0.5000,-4.12,-0.2575,-0.5421,2013
baseball,italy,ibl,1.10,4,4,1.1000,1.0000,0.4,0.1000,1.0000,2012
baseball,italy,ibl,1.20,2,2,1.1200,1.0000,0.24,0.1200,1.0000,2012
baseball,italy,ibl,1.30,20,14,1.2700,0.7000,-2.3,-0.1150,-0.4259,2012
baseball,italy,ibl,1.40,14,10,1.3929,0.7143,-8.88178419700125E-16,0.0000,0.0000,2012
