Sport,Country,League Name,Margin,Total Records,Records Per Season,Success Records,Avg. Odd,Success Rate,Money Made,Money Per Game,Rate Of Available Money,Season,Number Of Seasons,No Of Positive Seasons,Money Low,Money High,Rate Low,Rate High
american-football,austria,afl,1.10,59,11.8,11.2,1.0426,0.9602,-0.12,0.0008,-0.0470,5,2,-0.042,0.0600000000000001,-1.65789473684211,1
american-football,austria,afl,1.20,15,3.75,3.25,1.1523,0.8333,0.0124999999999998,-0.0393,-0.2610,4,2,-0.425,0.166,-2.83333333333334,1
american-football,austria,afl,1.30,6,1.5,0.75,1.2708,0.4167,-0.55,-0.4750,-1.7157,4,1,-1,0.25,-4,1
american-football,austria,afl,1.40,9,3,2.33333333333333,1.3792,0.8333,0.216666666666667,0.1542,0.3793,3,2,-0.3125,0.4,-0.862068965517242,1
american-football,austria,afl,1.50,8,2,1,1.4817,0.3750,-0.545,-0.4558,-0.9076,4,1,-1,0.466666666666667,-2,1
american-football,canada,cfl,1.10,8,4,4,1.0800,1.0000,0.34,0.0800,1.0000,2,2,0.0700000000000001,0.0900000000000001,1,1
american-football,canada,cfl,1.20,71,7.1,5.5,1.1687,0.7915,-0.696,-0.0751,-0.5007,10,5,-1,0.18,-6.25,1
american-football,canada,cfl,1.30,110,11,8.7,1.2519,0.8127,-0.125,0.0167,0.0717,10,5,-0.278571428571429,0.2625,-1.03174603174603,1
american-football,canada,cfl,1.40,130,13,9.6,1.3536,0.7425,-0.0279999999999993,0.0038,0.0224,10,7,-0.768333333333333,0.365,-2.13425925925926,1
american-football,canada,cfl,1.50,133,13.3,7.9,1.4518,0.6514,-1.879,-0.0556,-0.1358,10,5,-0.521111111111111,0.475,-1.1725,1
american-football,denmark,national-ligaen,1.10,1,1,1,1.0200,1.0000,0.02,0.0200,1.0000,1,1,0.02,0.02,1,1
american-football,europe,european-championship,1.10,5,5,5,1.0780,1.0000,0.39,0.0780,1.0000,1,1,0.0780000000000001,0.0780000000000001,0.999999999999999,0.999999999999999
american-football,europe,european-championship,1.20,1,1,1,1.1300,1.0000,0.13,0.1300,1.0000,1,1,0.13,0.13,1,1
american-football,finland,vaahteraliiga,1.10,6,2,2,1.0825,1.0000,0.16,0.0825,1.0000,3,3,0.0775000000000001,0.0900000000000001,0.999999999999999,1
american-football,finland,vaahteraliiga,1.20,2,2,2,1.1350,1.0000,0.27,0.1350,1.0000,1,1,0.135,0.135,1,1
american-football,finland,vaahteraliiga,1.30,2,2,1,1.2750,0.5000,-0.7,-0.3500,-1.2727,1,0,-0.35,-0.35,-1.27272727272727,-1.27272727272727
american-football,finland,vaahteraliiga,1.40,2,2,2,1.3750,1.0000,0.75,0.3750,1.0000,1,1,0.375,0.375,1,1
american-football,finland,vaahteraliiga,1.50,1,1,1,1.4500,1.0000,0.45,0.4500,1.0000,1,1,0.45,0.45,1,1
american-football,germany,gfl,1.10,2,1,1,1.0400,1.0000,0.04,0.0400,1.0000,2,2,0.01,0.0700000000000001,1,1
american-football,germany,gfl,1.20,10,3.33333333333333,2.66666666666667,1.1310,0.7857,-0.273333333333333,-0.1100,-0.7910,3,1,-0.43,0.11,-3.30769230769231,1
american-football,germany,gfl,1.30,9,3,2.66666666666667,1.2643,0.6667,0.426666666666667,-0.1390,-0.9206,3,2,-1,0.3,-4.76190476190476,1
american-football,germany,gfl,1.40,8,8,7,1.3725,0.8750,1.58,0.1975,0.5302,1,1,0.1975,0.1975,0.530201342281879,0.530201342281879
american-football,germany,gfl,1.50,5,2.5,1.5,1.4663,0.3750,-0.25,-0.4375,-0.9816,2,1,-1,0.125,-2.22222222222222,0.259067357512953
american-football,italy,ifl,1.30,1,1,0,1.2500,0.0000,-1,-1.0000,-4.0000,1,0,-1,-1,-4,-4
american-football,sweden,superserien,1.20,1,1,1,1.1300,1.0000,0.13,0.1300,1.0000,1,1,0.13,0.13,1,1
american-football,usa,afl,1.10,101,25.25,24,1.0638,0.9613,0.330000000000001,0.0235,0.3706,4,2,-0.0166666666666666,0.0645454545454546,-0.270588235294117,1
american-football,usa,afl,1.20,80,16,13.6,1.1518,0.8861,-0.444,0.0212,0.0993,5,3,-0.11,0.18,-0.750000000000002,1
american-football,usa,afl,1.30,31,7.75,6.75,1.2396,0.9000,0.6125,0.1161,0.4630,4,3,-0.264,0.245,-1.14782608695652,1
american-football,usa,afl,1.40,37,7.4,6.4,1.3587,0.9214,1.264,0.2523,0.6931,5,5,0.00750000000000006,0.4,0.0218978102189783,1
american-football,usa,afl,1.50,59,14.75,6.5,1.4478,0.4833,-5.27,-0.2978,-0.6634,4,0,-0.511111111111111,-0.126,-1.1138014527845,-0.277533039647577
american-football,usa,ncaa,1.10,192,21.3333333333333,20.1111111111111,1.0500,0.9630,-0.172222222222222,0.0100,0.1429,9,8,-0.313333333333333,0.0950000000000001,-6.71428571428572,1.00000000000001
american-football,usa,ncaa,1.20,486,54,44.5555555555556,1.1673,0.8556,-2.03,-0.0008,-0.0015,9,4,-0.206666666666667,0.185,-1.16560509554141,1
american-football,usa,ncaa,1.30,566,62.8888888888889,51.3333333333333,1.2671,0.7718,2.10444444444445,-0.0213,-0.0831,9,4,-0.583333333333333,0.274444444444445,-2.1875,1
american-football,usa,ncaa,1.40,903,100.333333333333,73.7777777777778,1.3524,0.7496,-0.71555555555555,0.0127,0.0402,9,5,-0.194,0.175714285714286,-0.540389972144845,0.511029411764705
american-football,usa,ncaa,1.50,533,59.2222222222222,35.1111111111111,1.4572,0.5725,-8.15555555555556,-0.1644,-0.3638,9,3,-0.765,0.211666666666667,-1.71910112359551,0.465201465201465
american-football,usa,nfl,1.10,110,13.75,12.875,1.0811,0.9688,0.161250000000001,0.0471,0.6107,8,7,-0.185,0.1,-2.11428571428571,1
american-football,usa,nfl,1.20,290,32.2222222222222,28.4444444444444,1.1573,0.8704,0.656666666666666,0.0071,0.0488,9,5,-0.425,0.168333333333333,-2.74193548387097,1
american-football,usa,nfl,1.30,507,56.3333333333333,40.2222222222222,1.2553,0.6883,-5.78888888888889,-0.1348,-0.5202,9,3,-0.3625,0.133636363636364,-1.35514018691589,0.544444444444447
american-football,usa,nfl,1.40,536,59.5555555555556,40.2222222222222,1.3524,0.6592,-5.07222222222222,-0.1086,-0.3110,9,3,-0.541666666666667,0.218,-1.53301886792453,0.614084507042253
american-football,usa,nfl,1.50,414,46,31.5555555555556,1.4596,0.6756,-0.13,-0.0169,-0.0370,9,3,-0.271666666666667,0.223333333333333,-0.590579710144928,0.471830985915493
american-football,world,world-championship,1.10,2,2,2,1.0250,1.0000,0.05,0.0250,1.0000,1,1,0.025,0.025,1,1
american-football,world,world-championship,1.20,2,2,2,1.1950,1.0000,0.39,0.1950,1.0000,1,1,0.195,0.195,1,1
baseball,australia,abl,1.40,3,3,0,1.4000,0.0000,-3,-1.0000,-2.5000,1,0,-1,-1,-2.5,-2.5
baseball,australia,abl,1.50,17,8.5,7.5,1.4638,0.8750,2.435,0.2763,0.6073,2,2,0.1025,0.45,0.214659685863874,1
baseball,colombia,lcbp,1.20,2,2,2,1.1100,1.0000,0.22,0.1100,1.0000,1,1,0.11,0.11,1,1
baseball,colombia,lcbp,1.50,2,2,0,1.4800,0.0000,-2,-1.0000,-2.0833,1,0,-1,-1,-2.08333333333333,-2.08333333333333
baseball,cuba,serie-nacional,1.40,22,22,11,1.4000,0.5000,-6.6,-0.3000,-0.7500,1,0,-0.3,-0.3,-0.750000000000001,-0.750000000000001
baseball,cuba,serie-nacional,1.50,132,66,38.5,1.4694,0.5625,-9.625,-0.1800,-0.3868,2,0,-0.2825,-0.0775,-0.61081081081081,-0.162729658792651
baseball,czech-republic,extraliga,1.10,1,1,1,1.0600,1.0000,0.0600000000000001,0.0600,1.0000,1,1,0.0600000000000001,0.0600000000000001,1,1
baseball,czech-republic,extraliga,1.20,3,3,2,1.1733,0.6667,-0.64,-0.2133,-1.2308,1,0,-0.213333333333333,-0.213333333333333,-1.23076923076923,-1.23076923076923
baseball,czech-republic,extraliga,1.30,3,3,3,1.2633,1.0000,0.79,0.2633,1.0000,1,1,0.263333333333333,0.263333333333333,1,1
baseball,czech-republic,extraliga,1.40,4,4,2,1.3600,0.5000,-1.29,-0.3225,-0.8958,1,0,-0.3225,-0.3225,-0.895833333333334,-0.895833333333334
baseball,czech-republic,extraliga,1.50,4,4,4,1.4850,1.0000,1.94,0.4850,1.0000,1,1,0.485,0.485,1,1
baseball,dominican-republic,lidom,1.50,12,4,4,1.4700,1.0000,1.88,0.4700,1.0000,3,3,0.45,0.5,1,1
baseball,europe,european-championship,1.10,46,15.3333333333333,14.3333333333333,1.0406,0.9291,-0.433333333333333,-0.0335,-0.7621,3,1,-0.112307692307692,0.0425,-2.24615384615384,0.999999999999996
baseball,europe,european-championship,1.20,28,9.33333333333333,8.66666666666667,1.1449,0.9213,0.596666666666666,0.0542,0.3406,3,2,-0.00749999999999998,0.16,-0.0530973451327433,1
baseball,europe,european-championship,1.30,12,4,3.33333333333333,1.2406,0.8889,0.146666666666667,0.1006,0.4437,3,2,-0.168333333333333,0.255,-0.668874172185431,1
baseball,europe,european-championship,1.40,9,3,3,1.3597,1.0000,1.08333333333333,0.3597,1.0000,3,3,0.355,0.364,1,1
baseball,europe,european-championship,1.50,11,3.66666666666667,1.66666666666667,1.4622,0.4722,-1.21333333333333,-0.3044,-0.6646,3,0,-0.6275,-0.0133333333333333,-1.37912087912088,-0.0285714285714286
baseball,germany,bundesliga-north,1.10,1,1,1,1.1000,1.0000,0.1,0.1000,1.0000,1,1,0.1,0.1,1,1
baseball,germany,bundesliga-north,1.30,3,3,3,1.2600,1.0000,0.78,0.2600,1.0000,1,1,0.26,0.26,1,1
baseball,germany,bundesliga-north,1.50,2,2,0,1.4600,0.0000,-2,-1.0000,-2.1739,1,0,-1,-1,-2.17391304347826,-2.17391304347826
