hockey,asia,asia-league,1.10,128,116,1.0573,0.9063,-5.11000000000001,-0.0399
hockey,asia,asia-league,1.20,195,173,1.0898,0.8872,-6.53000000000001,-0.0335
hockey,asia,asia-league,1.30,285,233,1.1418,0.8175,-21.8499999999999,-0.0767
hockey,asia,asia-league,1.40,376,307,1.1938,0.8165,-12.53,-0.0333
hockey,asia,asia-league,1.50,479,381,1.2511,0.7954,-7.33000000000001,-0.0153
hockey,australia,aihl,1.10,25,25,1.0572,1.0000,1.43,0.0572
hockey,australia,aihl,1.20,42,42,1.1067,1.0000,4.48,0.1067
hockey,australia,aihl,1.30,88,73,1.1930,0.8295,-2.2,-0.0250
hockey,australia,aihl,1.40,132,107,1.2500,0.8106,-0.0600000000000014,-0.0005
hockey,australia,aihl,1.50,179,143,1.3035,0.7989,5.35999999999999,0.0299
hockey,austria,ebel,1.20,31,31,1.1606,1.0000,4.98,0.1606
hockey,austria,ebel,1.30,94,79,1.2363,0.8404,2.94,0.0313
hockey,austria,ebel,1.40,232,187,1.3100,0.8060,12.21,0.0526
hockey,austria,ebel,1.50,394,304,1.3732,0.7716,21.5900000000001,0.0548
hockey,canada,ohl,1.20,55,44,1.1880,0.8000,-2.53,-0.0460
hockey,canada,ohl,1.30,110,99,1.2220,0.9000,11.55,0.1050
hockey,canada,ohl,1.40,308,253,1.3139,0.8214,23.32,0.0757
hockey,canada,ohl,1.50,473,341,1.3644,0.7209,-14.85,-0.0314
hockey,czech-republic,extraliga,1.30,46,46,1.2476,1.0000,11.39,0.2476
hockey,czech-republic,extraliga,1.40,112,94,1.3156,0.8393,11.41,0.1019
hockey,czech-republic,extraliga,1.50,329,221,1.4040,0.6717,-21.7100000000001,-0.0660
hockey,denmark,metal-ligaen,1.10,11,11,1.0391,1.0000,0.43,0.0391
hockey,denmark,metal-ligaen,1.20,102,78,1.1415,0.7647,-13.53,-0.1326
hockey,denmark,metal-ligaen,1.30,204,153,1.1948,0.7500,-22.04,-0.1080
hockey,denmark,metal-ligaen,1.40,370,279,1.2696,0.7541,-16.57,-0.0448
hockey,denmark,metal-ligaen,1.50,512,378,1.3193,0.7383,-14.85,-0.0290
hockey,finland,liiga,1.30,10,0,1.2400,0.0000,-10,-1.0000
hockey,finland,liiga,1.40,90,50,1.3511,0.5556,-21.8,-0.2422
hockey,finland,liiga,1.50,160,90,1.4044,0.5625,-33,-0.2063
hockey,france,ligue-magnus,1.20,31,31,1.1655,1.0000,5.13,0.1655
hockey,france,ligue-magnus,1.30,104,84,1.2260,0.8077,-1.5,-0.0144
hockey,france,ligue-magnus,1.40,172,111,1.2727,0.6453,-33.66,-0.1957
hockey,france,ligue-magnus,1.50,336,223,1.3614,0.6637,-35.1,-0.1045
hockey,germany,del,1.40,36,27,1.3500,0.7500,0.360000000000001,0.0100
hockey,germany,del,1.50,141,88,1.4313,0.6241,-15.39,-0.1091
hockey,italy,serie-a,1.20,53,42,1.1681,0.7925,-3.99000000000001,-0.0753
hockey,italy,serie-a,1.30,168,126,1.2297,0.7500,-12.99,-0.0773
hockey,italy,serie-a,1.40,265,207,1.2725,0.7811,-0.730000000000002,-0.0028
hockey,italy,serie-a,1.50,398,334,1.3294,0.8392,49.64,0.1247
hockey,kazakhstan,championship,1.10,30,30,1.0380,1.0000,1.14,0.0380
hockey,kazakhstan,championship,1.20,77,77,1.1095,1.0000,8.43000000000001,0.1095
hockey,kazakhstan,championship,1.30,118,111,1.1647,0.9407,10.33,0.0875
hockey,kazakhstan,championship,1.40,166,146,1.2212,0.8795,10,0.0602
hockey,kazakhstan,championship,1.50,260,199,1.3076,0.7654,-6.83000000000001,-0.0263
hockey,latvia,lhl,1.10,72,62,1.0374,0.8611,-7.73000000000001,-0.1074
hockey,latvia,lhl,1.20,92,74,1.0640,0.8043,-13.73,-0.1492
hockey,latvia,lhl,1.30,118,89,1.1057,0.7542,-20.99,-0.1779
hockey,latvia,lhl,1.40,154,110,1.1637,0.7143,-28.48,-0.1849
hockey,latvia,lhl,1.50,179,118,1.2049,0.6592,-41.55,-0.2321
hockey,new-zealand,nzihl,1.10,3,2,1.0800,0.6667,-0.8,-0.2667
hockey,new-zealand,nzihl,1.20,11,7,1.1364,0.6364,-2.98,-0.2709
hockey,new-zealand,nzihl,1.30,15,10,1.1613,0.6667,-3.27,-0.2180
hockey,new-zealand,nzihl,1.40,17,12,1.1859,0.7059,-2.53,-0.1488
hockey,new-zealand,nzihl,1.50,18,13,1.2022,0.7222,-2.05,-0.1139
hockey,norway,get-ligaen,1.10,66,54,1.0673,0.8182,-8.46000000000001,-0.1282
hockey,norway,get-ligaen,1.20,192,174,1.1159,0.9063,2.52,0.0131
hockey,norway,get-ligaen,1.30,300,246,1.1654,0.8200,-15.72,-0.0524
hockey,norway,get-ligaen,1.40,522,414,1.2425,0.7931,-12.12,-0.0232
hockey,norway,get-ligaen,1.50,654,516,1.2866,0.7890,5.16000000000002,0.0079
hockey,poland,polish-hockey-league,1.10,134,134,1.0520,1.0000,6.97,0.0520
hockey,poland,polish-hockey-league,1.20,268,252,1.1026,0.9403,8.98999999999999,0.0335
hockey,poland,polish-hockey-league,1.30,360,317,1.1426,0.8806,-1.61000000000001,-0.0045
hockey,poland,polish-hockey-league,1.40,521,458,1.2094,0.8791,29.41,0.0564
hockey,poland,polish-hockey-league,1.50,626,529,1.2487,0.8450,26.52,0.0424
hockey,romania,campionatul-national,1.10,1,1,1.0400,1.0000,0.04,0.0400
hockey,romania,campionatul-national,1.20,2,2,1.1100,1.0000,0.22,0.1100
hockey,romania,campionatul-national,1.30,7,7,1.2071,1.0000,1.45,0.2071
hockey,romania,campionatul-national,1.40,8,8,1.2275,1.0000,1.82,0.2275
hockey,romania,campionatul-national,1.50,8,8,1.2275,1.0000,1.82,0.2275
hockey,russia,khl,1.30,11,0,1.2700,0.0000,-11,-1.0000
hockey,russia,khl,1.40,99,77,1.3500,0.7778,5.61,0.0567
