1.44,1
1.35,1
1.39,1
1.37,1
1.48,1
1.44,1
1.35,1
1.39,1
1.37,1
1.48,1
1.44,1
1.35,1
1.39,1
1.37,1
1.48,1
1.44,1
1.35,1
1.39,1
1.37,1
1.48,1
1.44,1
1.35,1
1.39,1
1.37,1
1.48,1
1.27,1
1.12,1
1.34,1
1.23,1
1.32,0
1.23,1
1.27,1
1.12,1
1.34,1
1.23,1
1.32,0
1.23,1
1.27,1
1.12,1
1.34,1
1.23,1
1.32,0
1.23,1
1.27,1
1.12,1
1.34,1
1.23,1
1.32,0
1.23,1
1.27,1
1.12,1
1.34,1
1.23,1
1.32,0
1.23,1
1.35,1
1.33,1
1.44,1
1.33,1
1.46,0
1.37,1
1.41,1
1.5,1
1.35,1
1.33,1
1.44,1
1.33,1
1.46,0
1.37,1
1.41,1
1.5,1
1.35,1
1.33,1
1.44,1
1.33,1
1.46,0
1.37,1
1.41,1
1.5,1
1.35,1
1.33,1
1.44,1
1.33,1
1.46,0
1.37,1
1.41,1
1.5,1
1.35,1
1.33,1
1.44,1
1.33,1
1.46,0
1.37,1
1.41,1
1.5,1
1.45,1
1.24,0
1.46,1
1.47,0
1.47,0
1.45,1
1.24,0
1.46,1
1.47,0
1.47,0
1.45,1
1.24,0
1.46,1
1.47,0
1.47,0
1.45,1
1.24,0
1.46,1
1.47,0
1.47,0
1.45,1
1.24,0
1.46,1
1.47,0
1.47,0
1.43,0
1.3,1
1.48,1
1.21,1
1.39,1
1.43,0
1.3,1
1.48,1
1.21,1
1.39,1
1.43,0
1.3,1
1.48,1
1.21,1
1.39,1
1.43,0
1.3,1
1.48,1
1.21,1
1.39,1
1.43,0
1.3,1
1.48,1
1.21,1
1.39,1
1.43,0
1.3,1
1.48,1
1.21,1
1.39,1
1.43,0
1.3,1
1.48,1
1.21,1
1.39,1
1.14,0
1.41,1
1.46,0
1.31,0
1.33,1
1.46,1
1.14,0
1.41,1
1.46,0
1.31,0
1.33,1
1.46,1
1.14,0
1.41,1
1.46,0
1.31,0
1.33,1
1.46,1
1.14,0
1.41,1
1.46,0
1.31,0
1.33,1
1.46,1
1.14,0
1.41,1
1.46,0
1.31,0
1.33,1
1.46,1
1.14,0
1.41,1
1.46,0
1.31,0
1.33,1
1.46,1
1.14,0
1.41,1
1.46,0
1.31,0
1.33,1
1.46,1
1.29,1
1.49,1
1.33,0
1.39,1
1.37,1
1.35,1
1.29,1
1.49,1
1.33,0
1.39,1
1.37,1
1.35,1
1.29,1
1.49,1
1.33,0
1.39,1
1.37,1
1.35,1
1.29,1
1.49,1
1.33,0
1.39,1
1.37,1
1.35,1
1.29,1
1.49,1
1.33,0
1.39,1
1.37,1
1.35,1
1.29,1
1.49,1
1.33,0
1.39,1
1.37,1
1.35,1
1.3,1
1.5,1
1.4,1
1.34,1
1.5,0
1.42,0
1.32,1
1.3,1
1.5,1
1.4,1
1.34,1
1.5,0
1.42,0
1.32,1
1.3,1
1.5,1
1.4,1
1.34,1
1.5,0
1.42,0
1.32,1
1.3,1
1.5,1
1.4,1
1.34,1
1.5,0
1.42,0
1.32,1
1.3,1
1.5,1
1.4,1
1.34,1
1.5,0
1.42,0
1.32,1
1.3,1
1.5,1
1.4,1
1.34,1
1.5,0
1.42,0
1.32,1
1.28,1
1.3,0
1.45,0
1.46,1
1.12,1
