1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.33,0
1.43,1
1.49,1
1.46,1
1.14,1
1.41,1
1.34,0
1.16,1
1.24,1
1.36,0
1.35,1
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.42,1
1.38,1
1.5,1
1.35,1
1.38,0
1.45,1
1.44,1
1.47,1
1.11,1
1.37,1
1.21,0
1.44,1
1.22,0
1.27,0
1.26,1
1.49,1
1.48,1
1.36,0
1.14,1
1.14,1
1.2,1
1.25,1
1.41,1
1.14,1
1.19,1
1.03,1
1.26,1
1.47,1
1.26,1
1.49,1
1.48,1
1.36,0
1.14,1
1.14,1
1.2,1
1.25,1
1.41,1
1.14,1
1.19,1
1.03,1
1.26,1
1.47,1
1.26,1
1.49,1
1.48,1
1.36,0
1.14,1
1.14,1
1.2,1
1.25,1
1.41,1
1.14,1
1.19,1
1.03,1
1.26,1
1.47,1
1.26,1
1.49,1
1.48,1
1.36,0
1.14,1
1.14,1
1.2,1
1.25,1
1.41,1
1.14,1
1.19,1
1.03,1
1.26,1
1.47,1
1.26,1
1.49,1
1.48,1
1.36,0
1.14,1
1.14,1
1.2,1
1.25,1
1.41,1
1.14,1
1.19,1
1.03,1
1.26,1
1.47,1
1.26,1
1.49,1
1.48,1
1.36,0
1.14,1
1.14,1
1.2,1
1.25,1
1.41,1
1.14,1
1.19,1
1.03,1
1.26,1
1.47,1
1.26,1
1.49,1
1.48,1
1.36,0
1.14,1
1.14,1
1.2,1
1.25,1
1.41,1
1.14,1
1.19,1
1.03,1
1.26,1
1.47,1
1.26,1
1.49,1
1.48,1
1.36,0
1.14,1
1.14,1
1.2,1
1.25,1
1.41,1
1.14,1
1.19,1
1.03,1
1.26,1
1.47,1
